,studium_id
276,3747006
277,3747206
278,3747306
279,3747506
280,3747606
281,3747706
282,3749206
283,3749306
284,3749606
285,3750206
286,3750606
287,3750806
288,3752106
289,3753006
290,3753306
291,3753506
292,3753806
293,3753906
294,3754006
295,3754206
296,3754306
297,3754406
298,3754706
299,3754806
300,3756306
301,3756606
302,3756906
303,3757306
304,3757506
305,3757606
306,3757906
307,3758206
308,3759206
309,3759306
310,3759506
311,3759906
312,3760206
313,3760706
314,3761006
315,3761106
316,3761406
317,3761906
318,3762106
319,3762206
320,3762806
321,3763006
322,3763206
323,3763306
324,3764306
325,3764606
326,3764706
327,3764906
328,3765306
329,3765706
330,3765906
331,3766006
332,3766206
333,3766306
334,3766406
335,3766506
336,3766606
337,3766806
338,3766906
339,3767206
340,3767306
341,3767506
342,3767606
343,3768306
344,3768506
345,3768606
346,3768906
347,3769206
348,3769306
349,3769606
350,3769806
351,3770006
352,3770406
353,3770506
354,3770706
355,3770806
356,3771506
357,3771606
358,3772006
359,3772106
360,3772606
361,3773106
362,3773406
363,3773706
364,3773806
365,3773906
366,4045806
367,4046106
368,4046306
369,4047206
370,4047506
371,4047606
372,4047706
373,4048206
374,4048306
375,4048506
376,4048706
377,4049306
378,4049406
379,4050206
380,4050506
381,4050606
382,4050706
383,4050906
384,4051006
385,4051106
386,4052006
387,4055306
388,4055506
389,4056106
390,4056606
391,4056706
392,4057206
393,4058106
394,4059006
395,4059106
396,4059306
397,4059406
398,4064906
399,4066306
400,4066806
401,4066906
402,4067506
403,4067606
404,4067806
405,4219806
406,4220206
407,4220306
408,4220506
409,4220606
410,4220806
411,4224006
412,4224106
413,4262506
414,4267006
415,4267906
416,4277606
417,4279006
418,4755706
419,4756106
420,4756506
421,4758006
422,4758206
423,4758506
424,4758606
425,4759006
426,4759106
427,4759606
428,4759706
429,4759906
430,4760006
431,4760406
432,4760506
433,4760606
434,4760906
435,4761006
436,4761206
437,4761606
438,4761706
439,4761906
440,4762006
441,4762106
442,4763006
443,4764306
444,4764606
445,4764906
446,4765406
447,4765906
448,4766306
449,4767806
450,4768206
451,4768806
452,4769006
453,4769706
454,4769906
455,4770006
456,4770106
457,4770506
458,4770606
459,4770906
460,4771006
461,4772106
462,4772906
463,4773106
464,4773206
465,4773306
466,4774006
467,4774106
468,4774206
469,4774606
470,4774806
471,4774906
472,4775106
473,4775706
474,4776006
475,4776106
476,4776206
477,4776506
478,4776606
479,4777106
480,4777206
481,4777506
482,4777606
483,4777806
484,4777906
485,4778506
486,4778906
487,4779006
488,4779106
489,4779306
490,4779606
491,4779906
492,4780206
493,4780406
494,4780706
495,4780806
496,4781006
497,4781106
498,4781706
499,4781806
500,4782106
501,4782306
502,4782606
503,4783706
504,4785306
505,4785506
506,4786106
507,4786306
508,4786506
509,4786706
510,4786806
511,4787006
512,4787106
513,4787606
514,4788206
515,4788306
516,4788406
517,4788506
518,4788906
519,4789006
520,4789706
521,4789806
522,4789906
523,4790006
524,4790406
525,4790506
526,4791306
527,4791406
528,4791506
529,4791606
530,4791906
531,4792106
532,4792206
533,4793206
534,4793306
535,4793706
536,4793906
537,4794706
538,4795106
539,4795206
540,4795406
541,4795606
542,4795706
543,4818006
544,4830706
545,4832006
546,5494706
547,5495506
548,5497406
549,5497606
550,5498206
551,5499006
552,5499206
553,5499906
554,5500106
555,5501406
556,5501606
557,5501906
558,5502206
559,5502706
560,5503106
561,5503206
562,5504006
563,5504206
564,5504606
565,5505206
566,5506506
567,5506706
568,5507806
569,5508806
570,5510506
571,5511006
572,5511206
573,5512506
574,5512706
575,5512906
576,5513806
577,5526806
578,5528006
579,5697906
580,5698306
581,5709006
582,5724106
583,5757106
584,5803506
585,6284306
586,6293806
587,6296506
588,6297806
589,6301706
590,6305806
591,6317406
592,6317706
593,6318006
594,7783306
595,7785906
596,7791006
597,7791306
598,7795906
599,7800806
600,7809406
601,7811206
602,7815306
603,7816606
604,7819506
605,7824706
606,7825506
607,7828906
608,7829506
609,7830906
610,7845306
611,8295306
612,8361406
613,8398406
614,8416706
615,9169406
616,9170606
617,9171006
618,9171906
619,9172006
620,9174906
621,9175906
622,9178306
623,9179406
624,9186206
625,9186306
626,9188106
627,9195906
628,9197106
629,9200706
630,9205006
631,9208006
632,9208606
633,9210406
634,9211006
635,9211806
636,9214506
637,9215306
638,9216606
639,9219706
640,9222706
641,9225306
642,9226606
643,9227506
644,9255006
645,9664306
646,9665506
647,9667706
648,9668306
649,9671006
650,9671406
651,10086506
652,11677306
653,11680406
654,11680906
655,11681606
656,11683906
657,11686106
658,11688606
659,11689006
660,11691806
661,11692306
662,11693506
663,11695406
664,11697206
665,11698306
666,11699506
667,11700606
668,11704806
669,11705606
670,11706306
671,11709106
672,11709806
673,11710206
674,11712506
675,11712806
676,11714506
677,11716206
678,11717606
679,11717706
680,11719706
681,11721106
682,11722106
683,11722606
684,11725406
685,11727206
686,11728006
687,11728106
688,11728306
689,11728906
690,11730206
691,11733106
692,11733506
693,11733706
694,11735706
695,11742506
696,11742906
697,11744806
698,11746506
699,12030306
700,12032006
701,12033706
702,12034706
703,12035306
704,12081206
705,12375406
706,12948006
707,12949306
708,12954406
709,12958606
710,12958906
711,12961006
712,12965106
713,12967806
714,12969106
715,12974306
716,12978506
717,12979306
718,12979706
719,12980406
720,12985606
721,12987106
722,12989506
723,12990606
724,12990906
725,12991006
726,12991506
727,12991606
728,12994106
729,12997606
730,12998206
731,13001306
732,13009006
733,13009606
734,13011706
735,13013206
736,13016006
737,13110406
738,13510906
739,13512006
740,13515906
741,13516406
742,13518306
743,13518506
744,13518606
745,13519306
746,14240606
747,14246906
748,14252106
749,14256606
750,14258006
751,14265006
752,14266706
753,14274106
754,14274606
755,14275706
756,14277206
757,14283706
758,14286906
759,14287606
760,14292006
761,14292206
762,14292406
763,14292706
764,14293306
765,14296106
766,14301906
767,14303206
768,14311706
769,14316806
770,14320306
771,14322706
772,14799206
773,14805706
774,14806606
775,14810406
776,14812706
777,15549406
778,15555506
779,15567806
780,15575506
781,15584906
782,15586106
783,15586206
784,15586306
785,15590206
786,15593306
787,15595106
788,15596006
789,15603506
790,15611706
791,15612906
792,15616506
793,15620706
794,15621706
795,15622606
796,15624506
797,16190406
798,16191706
799,16705906
800,16711906
801,16719406
802,16722006
803,16722206
804,16728806
805,16731806
806,16740506
807,16740806
808,16747206
809,16748906
810,16749306
811,16749806
812,16752506
813,16757106
814,16760106
815,16762606
816,16764806
817,16771406
818,16772806
819,17322206
820,17322306
821,17326106
822,17327806
823,17328306
824,17333906
825,17908106
826,17934706
827,18601706
828,18607906
