,studium_id
0,1565606
1,1565706
2,1566506
3,1566606
4,1566906
5,1567106
6,1567206
7,1567506
8,1567706
9,1567906
10,1568006
11,1568506
12,1568606
13,1569006
14,1569106
15,1569206
16,1569506
17,1569906
18,1570206
19,1570406
20,1570906
21,1571006
22,1571106
23,1571306
24,1571906
25,1572206
26,1573706
27,1573806
28,1574006
29,1574206
30,1574506
31,1574606
32,1574706
33,1575106
34,1575206
35,1576306
36,1576606
37,1576706
38,1577506
39,1578106
40,1578206
41,1578406
42,1578606
43,1579106
44,1579306
45,1580106
46,1580206
47,1580606
48,1580706
49,1580806
50,1580906
51,1581106
52,1581406
53,1581706
54,1581806
55,1583406
56,1584106
57,1584306
58,1585106
59,1585506
60,1586006
61,1586206
62,1586706
63,1587006
64,1587206
65,1587506
66,1587706
67,1588306
68,1588406
69,1589206
70,1589706
71,1589906
72,1590106
73,1591106
74,1591506
75,1591606
76,1591706
77,1591906
78,1592106
79,1592206
80,1592506
81,1592706
82,1593006
83,1593206
84,1593306
85,1593406
86,1593606
87,1594406
88,1594706
89,1594806
90,1595006
91,1595306
92,1595506
93,1595806
94,1596706
95,1597606
96,1597706
97,1597906
98,1598006
99,1598106
100,1598306
101,1598706
102,1598906
103,1599406
104,1599606
105,1599806
106,1600206
107,1600506
108,1600606
109,1600706
110,1601006
111,1601606
112,1601706
113,1601806
114,1602406
115,1603006
116,1603206
117,1603306
118,1603706
119,1603806
120,1603906
121,1604506
122,1604906
123,1605306
124,1605406
125,1755006
126,1755206
127,1755306
128,1755606
129,1755906
130,1756006
131,2814906
132,2815006
133,2821806
134,2822006
135,2853706
136,2854306
137,2930906
138,2933206
139,2933306
140,3081406
141,3718106
142,3718406
143,3718506
144,3718906
145,3719006
146,3719206
147,3719506
148,3719606
149,3719906
150,3720206
151,3720306
152,3720406
153,3720506
154,3720706
155,3720806
156,3720906
157,3721006
158,3721206
159,3721306
160,3721706
161,3721806
162,3721906
163,3722006
164,3722406
165,3722506
166,3722606
167,3722706
168,3723006
169,3723506
170,3723606
171,3723806
172,3723906
173,3724206
174,3724306
175,3724706
176,3725006
177,3725106
178,3725306
179,3725506
180,3725606
181,3725706
182,3725906
183,3726106
184,3726306
185,3726406
186,3726506
187,3726806
188,3727006
189,3727106
190,3727206
191,3727306
192,3727406
193,3727706
194,3727806
195,3728106
196,3728406
197,3728606
198,3728806
199,3728906
200,3729206
201,3729406
202,3729506
203,3729606
204,3730106
205,3730306
206,3730406
207,3730606
208,3730706
209,3730906
210,3731206
211,3731306
212,3731606
213,3731806
214,3731906
215,3732106
216,3732306
217,3732406
218,3732906
219,3733106
220,3733406
221,3733806
222,3733906
223,3734106
224,3734206
225,3734406
226,3734606
227,3735406
228,3735606
229,3735706
230,3735806
231,3736506
232,3736606
233,3736806
234,3737006
235,3737106
236,3737706
237,3737906
238,3738106
239,3738206
240,3738306
241,3738706
242,3739006
243,3739506
244,3739706
245,3739906
246,3740106
247,3740506
248,3740806
249,3740906
250,3741106
251,3741206
252,3741306
253,3741406
254,3741506
255,3741706
256,3742106
257,3742406
258,3742606
259,3743206
260,3743806
261,3743906
262,3744706
263,3744806
264,3744906
265,3745206
266,3745306
267,3745406
268,3745506
269,3745706
270,3745806
271,3745906
272,3746306
273,3746706
274,3746806
275,3746906
