"cislo_prihlasky";"odkud_uchazec_prihlasen_kod";"prihlaska_kod";"studium_id";"rozhodnuti_kod";"obor_ss_kod";"ss_izo";"ss_typ";"ss_predmet1";"ss_predmet2";"ss_predmet3";"ss_predmet4";"ss_predmet5";"ss_predmet1_znamky";"ss_predmet2_znamky";"ss_predmet3_znamky";"ss_predmet4_znamky";"ss_predmet5_znamky";"ss_predmet1_prumer";"ss_predmet2_prumer";"ss_predmet3_prumer";"ss_predmet4_prumer";"ss_predmet5_prumer";"ss_prumer_prumeru";"ss_prumer_znamek";"bakalar_prumer";"predchozi_studium";"doplnujici_udaj1";"doplnujici_udaj2";"doplnujici_udaj3";"doplnujici_udaj4";"typ_prihlasky";"maturita_znamky";"maturita_prumer";"maturita_predmety";"maturita_rok";"cislo_mistnosti_pz";"datum_pz";"prominuti_pz";"hodnoceni_pz";"hodnoceni_pz_cast1";"hodnoceni_pz_cast2";"hodnoceni_pz_cast3";"hodnoceni_pz_cast4";"hodnoceni_pz_cast5";"hodnoceni_pz_cast6";"hodnoceni_pz_cast7";"hodnoceni_pz_cast8";"hodnoceni_pz_cast9";"hodnoceni_pz_cast10";"hodnoceni_pz_cast11";"hodnoceni_pz_cast12";"zapsal_ke_studiu";"status";"stipendium";"stipendium_cizi";"kolej_zadost";"termin";"prechodne";"studijni_skupina";"nove_prijaty";"navazujici_stud_program";"trvaly_pobyt_v_cr";"financovani";"stupen_predchoziho_vzdelani";"pz1_datum";"pz1_cas";"pz1_mistnost";"pz2_datum";"pz2_cas";"pz2_mistnost";"pz3_datum";"pz3_cas";"pz3_mistnost";"pisemny_test";"anketa_odkud_kod";"anketa_odkud_poznamka";"cislo_uchazece";"scio_test";"olympiady";"postizeni_kod";"postizeni_poznamka";"placeno_r";"placeno_poznamka";"placeno_mail";"staz_stat";"staz_poznamka";"maturita_uroven";"zajem";"zprava_pro_uchazece";"priorita";"datum_registrace";"datum_rozhodnuti";"misto_kod";"okres_kod";"zeme_kod";"psc"
"17";"";"6650678110";"3802006";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ČVUT FEL VT, MSP";"";"";"";"";"PD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2010-09-01";"";"Kladno";"3203";"3203";"27204"
"17";"";"6650678110";"3802006";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ČVUT FEL VT, MSP";"";"";"";"";"PD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"0";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2010-09-01";"";"Kladno";"3203";"3203";"27204"
"18";"";"3687442010";"3802106";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ČVUT FEL, DSP";"";"";"";"";"PD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2010-09-01";"";"";"";"";""
"18";"";"3687442010";"3802106";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ČVUT FEL, DSP";"";"";"";"";"PD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"0";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2010-09-01";"";"";"";"";""
"19";"";"5715846710";"3802206";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ČVUT FEL EAI, MSP";"";"";"";"";"PD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2010-09-01";"";"Mělník";"3206";"3206";"27601"
"19";"";"5715846710";"3802206";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ČVUT FEL EAI, MSP";"";"";"";"";"PD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"0";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2010-09-01";"";"Mělník";"3206";"3206";"27601"
"20";"";"1779668810";"3802306";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ČVUT FEL EAI, MSP";"";"";"";"";"PD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"0";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2010-09-01";"";"Praha 8";"3100";"3100";"18200"
"20";"";"1779668810";"3802306";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ČVUT FEL EAI, MSP";"";"";"";"";"PD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2010-09-01";"";"Praha 8";"3100";"3100";"18200"
"21";"";"4046381212";"4484806";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ČVUT FEL, ČVUT MUVS";"";"";"";"";"PD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"21833";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-02-04";"";"Praha";"3100";"3100";"15000"
"21";"";"4046381212";"4484806";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ČVUT FEL, ČVUT MUVS";"";"";"";"";"PD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"0";"";"21833";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-02-04";"";"Praha";"3100";"3100";"15000"
"22";"";"4930627212";"4484906";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ČVUT FEL, ČVUT MUVS";"";"";"";"";"PD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"0";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-02-04";"";"";"3100";"3100";"15000"
"22";"";"4930627212";"4484906";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ČVUT FEL, ČVUT MUVS";"";"";"";"";"PD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-02-04";"";"";"3100";"3100";"15000"
"23";"";"1001923812";"4485006";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ČVUT FEL";"";"";"";"";"PD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"0";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-02-04";"";"Martiněves";"3506";"3506";"41119"
"23";"";"1001923812";"4485006";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ČVUT FEL";"";"";"";"";"PD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-02-04";"";"Martiněves";"3506";"3506";"41119"
"24";"";"5155298112";"4485106";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ČVUT FEL";"";"";"";"";"PD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"0";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-02-04";"";"Alojzov";"3709";"3709";"79804"
"24";"";"5155298112";"4485106";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ČVUT FEL";"";"";"";"";"PD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-02-04";"";"Alojzov";"3709";"3709";"79804"
"25";"";"6015637312";"4485206";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Moskevská státní univerzita geodézie a kartografie";"";"";"";"";"PD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"0";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-02-04";"";"Praha";"3100";"3100";"10100"
"25";"";"6015637312";"4485206";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Moskevská státní univerzita geodézie a kartografie";"";"";"";"";"PD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-02-04";"";"Praha";"3100";"3100";"10100"
"26";"";"6542309312";"4485306";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ČVUT FEL";"";"";"";"";"PD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"0";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-02-04";"";"Podbořany";"3507";"3507";"44101"
"26";"";"6542309312";"4485306";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ČVUT FEL";"";"";"";"";"PD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-02-04";"";"Podbořany";"3507";"3507";"44101"
"27";"";"6564845312";"4511606";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"University of Maribor";"";"";"";"";"PD";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"N";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-02-21";"";"";"3100";"3100";"10100"
"27";"";"6564845312";"4511606";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"University of Maribor";"";"";"";"";"PD";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"N";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-02-21";"";"";"3100";"3100";"10100"
"30";"";"9759121912";"4524806";"11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ČVUT FEL";"";"";"";"";"PD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"A";"";"A";"3";"T";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-03-07";"";"Kněžmost";"3207";"3207";"29402"
"30";"";"9759121912";"4524806";"11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ČVUT FEL";"";"";"";"";"PD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"3";"T";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-03-07";"";"Kněžmost";"3207";"3207";"29402"
"31";"";"8275175912";"4539406";"11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Alzhar University in Cairo";"";"";"";"";"PD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"1";"";"";"";"A";"";"N";"3";"T";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-04-13";"";"Praha";"3100";"3100";"11006"
"31";"";"8275175912";"4539406";"11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Alzhar University in Cairo";"";"";"";"";"PD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"A";"";"N";"3";"T";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-04-13";"";"Praha";"3100";"3100";"11006"
"44";"";"4580037212";"5591606";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"FEL ČVUT v Praze";"";"";"";"";"PD";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"466532";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-06-23";"2011-06-23";"";"3603";"3603";"53701"
"44";"";"4580037212";"5591606";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"FEL ČVUT v Praze";"";"";"";"";"PD";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"466532";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-06-23";"2011-06-23";"";"3603";"3603";"53701"
"38";"";"8760547812";"5594206";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"PD";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"";"";"";"";"A";"";"A";"1";"R";"";"";"";"";"";"";"";"";"";"";"";"";"465839";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-06-21";"2011-06-23";"";"3810";"3810";"75701"
"38";"";"8760547812";"5594206";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"PD";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"1";"R";"";"";"";"";"";"";"";"";"";"";"";"";"465839";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-06-21";"2011-06-23";"";"3810";"3810";"75701"
"32";"";"3871839212";"5600106";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"FEL ČVUT v Praze";"";"";"";"";"PD";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"1";"R";"";"";"";"";"";"";"";"";"";"";"";"";"465234";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-06-15";"2011-06-23";"Valašské Meziříčí";"3810";"3810";"75701"
"32";"";"3871839212";"5600106";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"FEL ČVUT v Praze";"";"";"";"";"PD";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"";"";"";"";"A";"";"A";"1";"R";"";"";"";"";"";"";"";"";"";"";"";"";"465234";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-06-15";"2011-06-23";"Valašské Meziříčí";"3810";"3810";"75701"
"34";"";"1625276112";"5600206";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"FEL ČVUT v Praze";"";"";"";"";"PD";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"1";"R";"";"";"";"";"";"";"";"";"";"";"";"";"465784";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-06-20";"2011-06-23";"Olomouc";"3805";"3805";"77900"
"34";"";"1625276112";"5600206";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"FEL ČVUT v Praze";"";"";"";"";"PD";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"";"";"";"";"A";"";"A";"1";"R";"";"";"";"";"";"";"";"";"";"";"";"";"465784";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-06-20";"2011-06-23";"Olomouc";"3805";"3805";"77900"
"35";"";"7679211112";"5600306";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"FEL  ČVUT v Praze";"";"";"";"";"PD";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"";"";"";"";"A";"";"A";"1";"R";"";"";"";"";"";"";"";"";"";"";"";"";"465806";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-06-21";"2011-06-23";"";"3403";"3403";"36301"
"35";"";"7679211112";"5600306";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"FEL  ČVUT v Praze";"";"";"";"";"PD";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"1";"R";"";"";"";"";"";"";"";"";"";"";"";"";"465806";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-06-21";"2011-06-23";"";"3403";"3403";"36301"
"37";"";"2218137912";"5600506";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"FEL ČVUT v Praze";"";"";"";"";"PD";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"465828";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-06-21";"2011-06-23";"Praha";"3100";"3100";"14000"
"37";"";"2218137912";"5600506";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"FEL ČVUT v Praze";"";"";"";"";"PD";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"465828";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-06-21";"2011-06-23";"Praha";"3100";"3100";"14000"
"39";"";"1095088912";"5600606";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"FEL ČVUT v Praze";"";"";"";"";"PD";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"1";"R";"";"";"";"";"";"";"";"";"";"";"";"";"465850";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-06-21";"2011-06-23";"";"3501";"3501";"47001"
"39";"";"1095088912";"5600606";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"FEL ČVUT v Praze";"";"";"";"";"PD";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"";"";"";"";"A";"";"A";"1";"R";"";"";"";"";"";"";"";"";"";"";"";"";"465850";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-06-21";"2011-06-23";"";"3501";"3501";"47001"
"41";"";"2269208712";"5600706";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"FEL ČVUT v Praze";"";"";"";"";"PD";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"1";"R";"";"";"";"";"";"";"";"";"";"";"";"";"466455";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-06-23";"2011-06-23";"";"3602";"3602";"50002"
"41";"";"2269208712";"5600706";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"FEL ČVUT v Praze";"";"";"";"";"PD";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"";"";"";"";"A";"";"A";"1";"R";"";"";"";"";"";"";"";"";"";"";"";"";"466455";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-06-23";"2011-06-23";"";"3602";"3602";"50002"
"43";"";"4612511112";"5600806";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"FEL ČVUT v Praze";"";"";"";"";"PD";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"466510";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-06-23";"2011-06-23";"";"3100";"3100";"15800"
"43";"";"4612511112";"5600806";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"FEL ČVUT v Praze";"";"";"";"";"PD";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"466510";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-06-23";"2011-06-23";"";"3100";"3100";"15800"
"42";"";"7062749712";"5600906";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"FEL ČVUT v Praze";"";"";"";"";"PD";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"1";"R";"";"";"";"";"";"";"";"";"";"";"";"";"466477";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-06-23";"2011-06-23";"";"3100";"3100";"16000"
"42";"";"7062749712";"5600906";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"FEL ČVUT v Praze";"";"";"";"";"PD";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"";"";"";"";"A";"";"A";"1";"R";"";"";"";"";"";"";"";"";"";"";"";"";"466477";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-06-23";"2011-06-23";"";"3100";"3100";"16000"
"45";"";"2647440512";"5601006";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Dopravní fakulta ČVUT v Praze";"";"";"";"";"PD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"466543";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-06-23";"2011-06-23";"";"3202";"3202";"26742"
"45";"";"2647440512";"5601006";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Dopravní fakulta ČVUT v Praze";"";"";"";"";"PD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"466543";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-06-23";"2011-06-23";"";"3202";"3202";"26742"
"223";"";"8821921812";"5897906";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"PD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"494615";"";"";"";"";"";"";"";"";"";"";"";"";"";"2011-11-08";"2011-10-31";"";"3100";"3100";"19600"
"47";"";"3605222912";"5994606";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"FEL ČVUT";"";"";"";"";"PD";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"520773";"";"";"";"";"";"";"";"";"";"";"";"";"";"2012-01-30";"2012-01-30";"";"7777";"7777";"05801"
"47";"";"3605222912";"5994606";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"FEL ČVUT";"";"";"";"";"PD";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"520773";"";"";"";"";"";"";"";"";"";"";"";"";"";"2012-01-30";"2012-01-30";"";"7777";"7777";"05801"
"48";"";"4991918912";"5994706";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"FEL ČVUT";"";"";"";"";"PD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"520795";"";"";"";"";"";"";"";"";"";"";"";"";"";"2012-01-30";"2012-01-30";"Benešov";"3201";"3201";"25601"
"48";"";"4991918912";"5994706";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"FEL ČVUT";"";"";"";"";"PD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"520795";"";"";"";"";"";"";"";"";"";"";"";"";"";"2012-01-30";"2012-01-30";"Benešov";"3201";"3201";"25601"
