"statni_zkouska_id";"cislo_terminu";"predmet_cislo";"datum";"hodnoceni"
"414847545805";"1";"1";"";"1"
"414848452805";"1";"1";"";""
"415130855005";"1";"1";"";"1.5"
"415413955605";"1";"1";"";"2.5"
"415414484905";"1";"1";"";"2"
"415677911605";"1";"1";"";""
"416223845105";"1";"1";"";"1"
"416747240205";"1";"1";"";"2"
"416749441605";"1";"1";"";"2"
"417009882305";"1";"1";"";"1"
"417010523505";"1";"1";"";"1.5"
"417272252105";"1";"1";"";"2"
"417273283205";"1";"1";"";"1"
"417273497605";"1";"1";"";""
"417806678805";"1";"1";"";""
"418037211105";"1";"1";"";"2.5"
"418707520205";"1";"1";"";"1.5"
"418707930605";"1";"1";"";"1.5"
"418708632905";"1";"1";"";"1.5"
"418709184005";"1";"1";"";"2"
"418709778705";"1";"1";"";"1"
"418709789405";"1";"1";"";"1.5"
"418710133805";"1";"1";"";"1"
"418710143705";"1";"1";"";"2.5"
"419411762205";"1";"1";"";"1.5"
"419653267505";"1";"1";"";"1"
"419656279805";"1";"1";"";"2.5"
"419656456405";"1";"1";"";"1.5"
"419883177005";"1";"1";"";"2.5"
"420111868005";"1";"1";"";"2"
"420112956305";"1";"1";"";"1.5"
"420113363605";"1";"1";"";"1"
"420318461905";"1";"1";"";""
"420319010705";"1";"1";"";"2"
"420522419205";"1";"1";"";"1.5"
"421162049105";"1";"1";"";"2"
"421162369605";"1";"1";"";"2"
"421162558305";"1";"1";"";"2.5"
"421163641805";"1";"1";"";"1.5"
"421163917705";"1";"1";"";"2.5"
"421164027605";"1";"1";"";"4"
"421369263305";"1";"1";"";"1.5"
"421369632105";"1";"1";"";"1.5"
"421370813005";"1";"1";"";"1"
"421370851605";"1";"1";"";"1.5"
"421370868005";"1";"1";"";"2"
"421370868605";"1";"1";"";"2"
"421575547405";"1";"1";"";"2"
"421575717005";"1";"1";"";"3"
"421575981005";"1";"1";"";"2.5"
"421576193805";"1";"1";"";""
"421577075405";"1";"1";"";"2"
"421577101505";"1";"1";"";"1.5"
"421577102505";"1";"1";"";"1.5"
"421780158405";"1";"1";"";"1.5"
"421780262905";"1";"1";"";"2"
"421780730305";"1";"1";"";"2.5"
"421781385105";"1";"1";"";"1.5"
"421781465905";"1";"1";"";"1.5"
"421984073305";"1";"1";"";"2"
"421984622305";"1";"1";"";""
"421984876605";"1";"1";"";"2"
"421985347105";"1";"1";"";""
"422187805805";"1";"1";"";""
"422404980705";"1";"1";"";"2.5"
"422405005805";"1";"1";"";"2"
"422623693005";"1";"1";"";""
"422827109605";"1";"1";"";"1"
"422828348405";"1";"1";"";"1.5"
"423031196205";"1";"1";"";"2"
"423031250405";"1";"1";"";"2"
"423031612505";"1";"1";"";"2"
"423031640505";"1";"1";"";"3"
"423031676805";"1";"1";"";"2"
"423032276705";"1";"1";"";"1.5"
"423032279605";"1";"1";"";"1.5"
"423032515505";"1";"1";"";"1.5"
"423032531105";"1";"1";"";"1"
"423033688605";"1";"1";"";"1"
"423034781205";"1";"1";"";"2"
"423034781405";"1";"1";"";"2"
"423034781905";"1";"1";"";"3"
"423237286705";"1";"1";"";"1.5"
"423237309905";"1";"1";"";""
"423237313905";"1";"1";"";"2"
"423238979805";"1";"1";"";"3"
"423239015105";"1";"1";"";"4"
"423239223305";"1";"1";"";"2"
"423239407205";"1";"1";"";"2.5"
"423239488005";"1";"1";"";"1"
"423239489305";"1";"1";"";"1"
"423239493705";"1";"1";"";"2.5"
"423239498305";"1";"1";"";"1.5"
"423239507405";"1";"1";"";"2"
"423239553705";"1";"1";"";"1.5"
"423442575705";"1";"1";"";""
"423647041505";"1";"1";"";"2.5"
"423648044905";"1";"1";"";"2"
"423648831005";"1";"1";"";"1"
"424077473205";"1";"1";"";"3"
"424077677305";"1";"1";"";"1"
"424077700405";"1";"1";"";"3"
"424079134805";"1";"1";"";"1"
"424079441205";"1";"1";"";""
"424079451505";"1";"1";"";"2.5"
"424079577705";"1";"1";"";"2.5"
"424079613305";"1";"1";"";"2"
"424079617305";"1";"1";"";"2"
"424281353705";"1";"1";"";"1"
"424282027705";"1";"1";"";""
"424282689605";"1";"1";"";"2"
"424282957705";"1";"1";"";"1"
"424283010405";"1";"1";"";"1.5"
"424484954205";"1";"1";"";"2.5"
"424485166205";"1";"1";"";"2.5"
"424486737505";"1";"1";"";"2"
"424486777105";"1";"1";"";"2.5"
"424486926405";"1";"1";"";"1.5"
"424487937405";"1";"1";"";""
"424690377005";"1";"1";"";"1"
"424690378505";"1";"1";"";"1.5"
"424690383805";"1";"1";"";"1.5"
"424690404205";"1";"1";"";"2.5"
"424690514905";"1";"1";"";"1.5"
"424690536905";"1";"1";"";"4"
"424690672905";"1";"1";"";"1.5"
"424690766605";"1";"1";"";"1"
"424690856005";"1";"1";"";"2.5"
"424748958205";"1";"1";"";"2"
"424748968405";"1";"1";"";"1.5"
"424749000305";"1";"1";"";"4"
"425165468905";"1";"1";"";"3"
"425587490505";"1";"1";"";"1"
"425588277305";"1";"1";"";"2"
"425791038405";"1";"1";"";"2"
"425791112405";"1";"1";"";""
"425791129005";"1";"1";"";"2"
"425791272605";"1";"1";"";"1.5"
"425791382305";"1";"1";"";"2"
"425791709805";"1";"1";"";"2.5"
"425792174305";"1";"1";"";"1"
"425792398005";"1";"1";"";"1.5"
"425792398505";"1";"1";"";""
"425792410605";"1";"1";"";"2"
"425994240205";"1";"1";"";"2.5"
"425994240905";"1";"1";"";"2"
"425994523405";"1";"1";"";"2"
"425994535505";"1";"1";"";""
"425994613205";"1";"1";"";"1.5"
"425994717505";"1";"1";"";"1"
"425994773505";"1";"1";"";"2"
"425994857905";"1";"1";"";""
"425994893005";"1";"1";"";"2.5"
"426199212505";"1";"1";"";""
"426401270005";"1";"1";"";"2.5"
"426401275405";"1";"1";"";""
"426401276705";"1";"1";"";"2"
"426401278105";"1";"1";"";"1.5"
"426401290705";"1";"1";"";"2.5"
"426401294205";"1";"1";"";"3"
"426401294805";"1";"1";"";"1"
"426401295905";"1";"1";"";"2.5"
"426401301705";"1";"1";"";"2.5"
"426401304105";"1";"1";"";"3"
"426401310305";"1";"1";"";"1"
"426401312905";"1";"1";"";"1"
"426820685805";"1";"1";"";"2.5"
"426820732305";"1";"1";"";"1"
"427037661905";"1";"1";"";"1.5"
"427241784205";"1";"1";"";"3"
"427241785205";"1";"1";"";"3"
"427243567105";"1";"1";"";"4"
"427243574805";"1";"1";"";"1.5"
"427243604505";"1";"1";"";""
"427446820405";"1";"1";"";"1"
"427449285705";"1";"1";"";"3"
"427449960205";"1";"1";"";"2"
"427449974205";"1";"1";"";"1"
"427449981305";"1";"1";"";"2"
"427449982705";"1";"1";"";"4"
"427449984705";"1";"1";"";"1.5"
"427450357305";"1";"1";"";"1"
"427450368605";"1";"1";"";"1.5"
"427654411305";"1";"1";"";"1"
"427657036305";"1";"1";"";"1.5"
"427657044405";"1";"1";"";"1.5"
"427658177805";"1";"1";"";""
"427876353805";"1";"1";"";"1"
"427876356805";"1";"1";"";"1"
"428096623605";"1";"1";"";"2.5"
"428096624605";"1";"1";"";"2"
"428330511105";"1";"1";"";"4"
"428570280405";"1";"1";"";"2"
"428573037505";"1";"1";"";"1.5"
"428575492605";"1";"1";"";"1"
"428798013905";"1";"1";"";"1"
"428798076505";"1";"1";"";"1"
"428799292905";"1";"1";"";"1.5"
"428799577605";"1";"1";"";"1"
"429022674805";"1";"1";"";"2.5"
"429023280005";"1";"1";"";"2.5"
"429025627305";"1";"1";"";"1.5"
"429026108605";"1";"1";"";"1.5"
"429026521205";"1";"1";"";"2.5"
"429028193505";"1";"1";"";"2.5"
"429253190405";"1";"1";"";"2"
"429253629505";"1";"1";"";"3"
"429256616605";"1";"1";"";"2.5"
"429256806005";"1";"1";"";"1.5"
"429256863205";"1";"1";"";"2.5"
"429256922405";"1";"1";"";""
"429475520305";"1";"1";"";"2"
"429699181505";"1";"1";"";"1"
"429947551205";"1";"1";"";"2.5"
"430171193205";"1";"1";"";"2.5"
"430171413105";"1";"1";"";"2.5"
"430171431205";"1";"1";"";""
"430171524505";"1";"1";"";"2.5"
"430171786705";"1";"1";"";"1"
"430172268805";"1";"1";"";"2"
"430173360805";"1";"1";"";"2.5"
"430395063305";"1";"1";"";"1.5"
"430395073605";"1";"1";"";""
"430395247905";"1";"1";"";""
"430395303005";"1";"1";"";"1.5"
"430395351505";"1";"1";"";"1.5"
"430395362605";"1";"1";"";""
"430395363105";"1";"1";"";"2"
"430395390205";"1";"1";"";"1.5"
"430395395105";"1";"1";"";"2"
"430616994605";"1";"1";"";"2.5"
"430616998705";"1";"1";"";"1.5"
"430617777205";"1";"1";"";"2.5"
"430618088605";"1";"1";"";"1.5"
"430841456105";"1";"1";"";"2"
"430841588705";"1";"1";"";"1.5"
"430841758605";"1";"1";"";"1.5"
"431064272105";"1";"1";"";"2.5"
"431064372505";"1";"1";"";"1.5"
"431064417805";"1";"1";"";""
"431064431505";"1";"1";"";"2.5"
"431064437405";"1";"1";"";""
"431064527205";"1";"1";"";"1.5"
"431761785005";"1";"1";"";"1.5"
"431984995805";"1";"1";"";"2"
"431985666205";"1";"1";"";"1.5"
"431985721305";"1";"1";"";"1"
"431985721905";"1";"1";"";"2"
"432210468405";"1";"1";"";"2"
"432211340705";"1";"1";"";"2"
"432211385905";"1";"1";"";"2.5"
"432211495005";"1";"1";"";"2.5"
"432434206905";"1";"1";"";"3"
"432434447005";"1";"1";"";"1.5"
"432658410605";"1";"1";"";"1.5"
"432879971505";"1";"1";"";"1.5"
"433116157105";"1";"1";"";"2.5"
"433352566505";"1";"1";"";"1"
"433352709905";"1";"1";"";"1"
"433353869805";"1";"1";"";"1"
"433575565405";"1";"1";"";"2"
"433575788605";"1";"1";"";"2.5"
"433801099705";"1";"1";"";"2.5"
"433801118205";"1";"1";"";"2"
"433801168405";"1";"1";"";"1"
"433801466605";"1";"1";"";"3"
"434024007605";"1";"1";"";"1.5"
"434024700905";"1";"1";"";"1.5"
"434024806505";"1";"1";"";"1"
"434024827805";"1";"1";"";"3"
"434024843205";"1";"1";"";"1.5"
"434024848805";"1";"1";"";"1"
"434024947805";"1";"1";"";""
"434024989905";"1";"1";"";"4"
"434247574805";"1";"1";"";"1.5"
"434706561105";"1";"1";"";"1.5"
"434706563205";"1";"1";"";"2"
"434706574305";"1";"1";"";"1.5"
"434706585805";"1";"1";"";"1"
"434945359205";"1";"1";"";"2.5"
"434945393305";"1";"1";"";"1"
"434945406205";"1";"1";"";"2"
"434945519005";"1";"1";"";""
