"cislo_prihlasky";"odkud_uchazec_prihlasen_kod";"prihlaska_kod";"studium_id";"rozhodnuti_kod";"obor_ss_kod";"ss_izo";"ss_typ";"ss_predmet1";"ss_predmet2";"ss_predmet3";"ss_predmet4";"ss_predmet5";"ss_predmet1_znamky";"ss_predmet2_znamky";"ss_predmet3_znamky";"ss_predmet4_znamky";"ss_predmet5_znamky";"ss_predmet1_prumer";"ss_predmet2_prumer";"ss_predmet3_prumer";"ss_predmet4_prumer";"ss_predmet5_prumer";"ss_prumer_prumeru";"ss_prumer_znamek";"bakalar_prumer";"predchozi_studium";"doplnujici_udaj1";"doplnujici_udaj2";"doplnujici_udaj3";"doplnujici_udaj4";"typ_prihlasky";"maturita_znamky";"maturita_prumer";"maturita_predmety";"maturita_rok";"cislo_mistnosti_pz";"datum_pz";"prominuti_pz";"hodnoceni_pz";"hodnoceni_pz_cast1";"hodnoceni_pz_cast2";"hodnoceni_pz_cast3";"hodnoceni_pz_cast4";"hodnoceni_pz_cast5";"hodnoceni_pz_cast6";"hodnoceni_pz_cast7";"hodnoceni_pz_cast8";"hodnoceni_pz_cast9";"hodnoceni_pz_cast10";"hodnoceni_pz_cast11";"hodnoceni_pz_cast12";"zapsal_ke_studiu";"status";"stipendium";"stipendium_cizi";"kolej_zadost";"termin";"prechodne";"studijni_skupina";"nove_prijaty";"navazujici_stud_program";"trvaly_pobyt_v_cr";"financovani";"stupen_predchoziho_vzdelani";"pz1_datum";"pz1_cas";"pz1_mistnost";"pz2_datum";"pz2_cas";"pz2_mistnost";"pz3_datum";"pz3_cas";"pz3_mistnost";"pisemny_test";"anketa_odkud_kod";"anketa_odkud_poznamka";"cislo_uchazece";"scio_test";"olympiady";"postizeni_kod";"postizeni_poznamka";"placeno_r";"placeno_poznamka";"placeno_mail";"staz_stat";"staz_poznamka";"maturita_uroven";"zajem";"zprava_pro_uchazece";"priorita";"datum_registrace";"datum_rozhodnuti";"misto_kod";"okres_kod";"zeme_kod";"psc"
"1713";"7";"30897166";"18595506";"11";"";"999999703";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"FIT ČVUT - 2018-dnes";"";"";"";"";"P";"";"";"";"2018";"";"";"";"0";"";"";"1";"";"2";"";"";"72";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"N";"1";"K";"";"";"";"";"";"";"";"";"";"";"";"";"2866699";"A";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-20";"2020-09-04";"92526 Boldog";"";"";""
"2306";"2";"19143588";"18595606";"11";"7941K81";"000550591";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"P";"";"";"";"2020";"";"";"";"0";"";"";"1";"96";"2";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"K";"";"";"";"";"";"";"";"";"";"";"";"";"2897158";"";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-30";"2020-07-01";"Praha";"3100";"3100";"19000"
"2594";"7";"64003740";"18595706";"10";"7941K41";"000391107";"2";"Matematika";"Fyzika";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SOUBĚŽNÁ - Vysoká škola ekonomická v Praze - Fakulta podnikohospodářská - Podniková ekonomika a management - rok zahájení: 2019";"";"";"";"";"P";"";"";"";"2019";"";"";"";"0";"";"62";"1";"";"2";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"K";"";"";"";"";"";"";"";"";"";"";"";"";"2909819";"";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-31";"2020-09-03";"Smržovka";"3504";"3504";"46851"
"442";"2";"88563547";"18595806";"10";"";"999999703";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"P";"";"";"";"2020";"";"";"";"0";"";"65";"1";"";"2";"";"";"56";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"N";"1";"M";"";"";"";"";"";"";"";"";"";"";"";"";"2803317";"A";"";"";"";"";"";"";"";"";"";"";"";"";"2020-02-13";"2020-07-14";"95501 Topoľčany";"";"";""
"797";"3";"53419569";"18595906";"10";"7842M01";"000601501";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2013 - Univerzita Karlova - MatFyz - Matematické metody informační bezpečnosti - nedokončeno
2014 - ČVUT - FIT - Softwarové inženýrství - nedokončeno";"";"";"";"";"P";"";"";"";"2013";"";"";"";"0";"";"79";"1";"";"2";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"M";"";"";"";"";"";"";"";"";"";"";"";"";"2818013";"";"";"";"";"";"";"";"";"";"";"";"";"";"2020-02-23";"2020-07-07";"Havířov";"3803";"3803";"73601"
"64";"9";"60119922";"18596006";"11";"7941K81";"000638170";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ČVUT FIT - Informatika, bakalářské studium - nedokončeno";"";"";"";"";"P";"";"";"";"2018";"";"";"";"0";"";"";"1";"77";"2";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"K";"";"";"";"";"";"";"";"";"";"";"08";"";"2784342";"A";"";"";"";"";"";"";"";"";"";"";"";"";"2020-01-09";"2020-04-15";"Praha";"3100";"3100";"19900"
"2073";"2";"49806810";"18596106";"10";"";"999999804";"5";"Matematika";"Fyzika";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"P";"";"";"";"2019";"";"";"";"0";"";"72";"1";"";"1";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"L";"";"";"";"";"";"";"";"";"";"";"";"";"2885707";"";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-27";"2020-07-22";"Praha";"3100";"3100";"10000"
"2658";"3";"31400201";"18596206";"10";"2341M01";"600013936";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"VUT Brno
Fakulta podnikatelská
Účetnictví a daně
Zahájení studia září 2018, 
Ukončení studia únor 2019
";"";"";"";"";"P";"";"";"";"2018";"";"";"";"0";"";"79";"1";"";"2";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"M";"";"";"";"";"";"";"";"";"";"";"88";"Internet";"2913240";"A";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-31";"2020-08-06";"Brno";"3702";"3702";"62500"
"1053";"2";"44542841";"18596306";"11";"";"999999398";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"P";"";"";"";"2019";"";"";"";"0";"";"41";"1";"52";"1";"";"68";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"N";"1";"K";"";"";"";"";"";"";"";"";"";"";"";"";"2829904";"A";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-02";"2020-09-16";"Almaty";"";"";""
"83";"2";"35278369";"18596406";"10";"7941K001";"060446234";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"P";"";"";"";"2020";"";"";"";"0";"";"65";"1";"92";"2";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"K";"";"";"";"";"";"";"";"";"";"";"";"";"2784771";"";"";"";"";"";"";"";"";"";"";"";"";"";"2020-01-11";"2020-07-14";"Praha";"3100";"3100";"15800"
"1572";"2";"61601227";"18596506";"11";"1820M01";"181048841";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"P";"";"";"";"2020";"";"";"";"0";"";"";"1";"";"2";"";"68";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"M";"";"";"";"";"";"";"";"";"";"";"";"";"2859395";"A";"3. místo krajského kola - Středoškolská soutěž v kybernetické bezpečnosti - ročník 2018/19";"";"";"";"";"";"";"";"";"";"";"";"2020-03-18";"2020-07-27";"Sezemice";"3606";"3606";"53304"
"464";"9";"19181811";"18596606";"11";"";"999999804";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"P";"";"";"";"2019";"";"";"";"0";"";"";"1";"";"1";"";"75";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"N";"1";"K";"";"";"";"";"";"";"";"";"";"";"";"";"2803680";"";"";"";"";"";"";"";"";"";"";"";"";"";"2020-02-13";"2020-09-02";"50000 Kryvyi Rih";"";"";""
"883";"3";"16079363";"18596706";"10";"1820M01";"108054080";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Nedokončené studium na ČVUT FIT 2018 - 2020.";"";"";"";"";"P";"";"";"";"2018";"";"";"";"0";"";"65";"1";"";"2";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"M";"";"";"";"";"";"";"";"";"";"";"";"";"2824514";"";"";"";"";"";"";"";"";"";"";"";"";"";"2020-02-27";"2020-07-14";"Hoštice";"3307";"3307";"38701"
"2715";"7";"28066688";"18596806";"11";"7941K41";"049767194";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ZČU v Plzni, Fakulta ekonomická, Ekonomika a management (Bc., 2010-2014)
ČZU v Praze, Provozně ekonomická fakulta, Podnikání a administrativa (Ing., 2014-2017)
ZČU v Plzni, Fakulta strojní, Průmyslové inženýrství a management (2017-2018)
ČVUT, Fakulta Informačních technologií, bakalářské studium kombinované (2019-2020)";"";"";"";"";"P";"";"";"";"2010";"";"";"";"0";"";"";"1";"97";"2";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"2915825";"A";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-31";"2020-09-11";"Sokolov";"3409";"3409";"35601"
"1450";"7";"60582946";"18596906";"10";"7941K81";"047274603";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Maastrichtská univerzita, fakulta ekonomie, Finanční ekonomie,  2017-2018, MSc.

Škoda auto vysoká škola, fakulta ekonomiky, Podnikova ekonomie a logistika, 2013-2017, Bc.";"";"";"";"";"P";"";"";"";"2018";"";"";"";"0";"";"69";"1";"";"2";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"2853708";"";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-14";"2020-08-31";"Rumburk";"3502";"3502";"40801"
"1253";"2";"84625622";"18597006";"10";"7941K41";"061386022";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"P";"";"";"";"2020";"";"";"";"0";"";"69";"1";"";"2";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"K";"";"";"";"";"";"";"";"";"";"";"";"";"2842741";"";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-08";"2020-09-17";"Praha";"3100";"3100";"16000"
"2135";"2";"47620862";"18597106";"11";"7941K401";"102403554";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"P";"";"";"";"2020";"";"";"";"0";"";"";"1";"72";"2";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"K";"";"";"";"";"";"";"";"";"";"";"";"";"2888534";"A";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-28";"2020-06-29";"Jindřichův Hradec";"3303";"3303";"37701"
"1940";"3";"62424714";"18597206";"10";"7941K401";"102319863";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2010 - 2011 - Vysoké učení technické, fakulta informačních technologií (nedokončené).
2011 - 2016 - Univerzita obrany, fakulta vojenských technologií, obor bojová a speciální vozidla. Ukončeno státní zkouškou, titul Ing.";"";"";"";"";"P";"";"";"";"2010";"";"";"";"0";"";"65";"1";"";"2";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"2878139";"";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-25";"2020-07-20";"Zlín";"3705";"3705";"76001"
"1307";"2";"28989582";"18597306";"11";"7941K41";"061664707";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"P";"";"";"";"2020";"";"";"";"0";"";"";"1";"77";"2";"";"92";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"K";"";"";"";"";"";"";"";"";"";"";"";"";"2845194";"A";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-10";"2020-09-10";"Benešov";"3201";"3201";"25601"
"2584";"7";"68976356";"18597406";"11";"7941K41";"000068870";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"FaF UK v HK, farmacie, 2015-2020";"";"";"";"";"P";"";"";"";"2015";"";"";"";"0";"";"";"1";"83";"2";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"2909368";"";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-31";"2020-07-20";"Jíkev";"3208";"3208";"28932"
"2157";"9";"53181841";"18597506";"10";"7941K81";"061385476";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vysoká škola ekonomická v Praze, fakulta podnikohospodářská, bakalářské studium, obor Podniková ekonomika a management, rok zahájení 2019, rok ukončení 2020 bez uděleného titulu.";"";"";"";"";"P";"";"";"";"2019";"";"";"";"0";"";"65";"1";"";"2";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"K";"";"";"";"";"";"";"";"";"";"";"";"";"2890162";"A";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-28";"2020-09-01";"Praha";"3100";"3100";"17000"
"1537";"3";"20573480";"18597606";"10";"";"999999804";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"FIT ČVUT Znalostní inženýrství- nedokončeno
FJFI ČVUT- nedokončeno";"";"";"";"";"P";"";"";"";"2016";"";"";"";"0";"";"86";"1";"";"1";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"N";"1";"L";"";"";"";"";"";"";"";"";"";"";"";"";"2857723";"";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-17";"2020-08-31";"Odessa 65104";"";"";""
"1400";"9";"36445697";"18597706";"11";"";"999999643";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"P";"";"";"";"2019";"";"";"";"0";"";"65";"1";"";"1";"";"72";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"N";"1";"K";"";"";"";"";"";"";"";"";"";"";"";"";"2850595";"";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-12";"2020-07-12";"Cherepovets";"";"";""
"984";"2";"91998617";"18597806";"11";"7941K81";"000068853";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"P";"";"";"";"2020";"";"";"";"0";"";"";"1";"87";"2";"";"39";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"K";"";"";"";"";"";"";"";"";"";"";"";"";"2827792";"A";"";"";"";"";"";"";"";"";"";"";"";"";"2020-02-29";"2020-07-03";"Smilovice";"3207";"3207";"29442"
"1728";"9";"64146408";"18597906";"11";"";"999999643";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"P";"";"";"";"2019";"";"";"";"0";"";"";"1";"";"1";"";"69";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"N";"1";"K";"";"";"";"";"";"";"";"";"";"";"";"";"2867249";"";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-20";"2020-07-14";"353440 Anapa";"";"";""
"1338";"2";"68415398";"18598006";"11";"1820M01";"061386855";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"P";"";"";"";"2020";"";"";"";"0";"";"";"1";"81";"2";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"M";"";"";"";"";"";"";"";"";"";"";"";"";"2846723";"";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-11";"2020-07-08";"Praha";"3100";"3100";"14900"
"1115";"2";"21042804";"18598106";"10";"";"999999804";"2";"Matematika";"Fyzika";"";"";"";"1111";"1111";"";"";"";"";"";"";"";"";"";"100.00";"";"";"";"";"";"";"P";"";"";"";"2019";"";"";"";"0";"";"65";"1";"";"1";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"N";"1";"K";"";"";"";"";"";"";"";"";"";"";"";"";"2832995";"";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-03";"2020-07-15";"Kyiv";"";"";""
"1171";"2";"59239770";"18598206";"11";"7941K41";"061924032";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"P";"";"";"";"2020";"";"";"";"0";"";"48";"1";"69";"2";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"K";"";"";"";"";"";"";"";"";"";"";"";"";"2836152";"A";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-05";"2020-07-14";"Kluky";"3205";"3205";"28601"
"2614";"7";"77922471";"18598306";"10";"7941K41";"061388246";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3. lékařská fakulta Univerzity Karlovy, obor - Všeobecné lékařství, zahájení 2016 - očekávané ukončení 2022";"";"";"";"";"P";"";"";"";"2016";"";"";"";"0";"";"65";"1";"";"2";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"K";"";"";"";"";"";"";"";"";"";"";"";"";"2911084";"";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-31";"2020-07-14";"Benátky nad Jizerou";"3207";"3207";"29471"
"1222";"2";"43593034";"18598406";"10";"7941K41";"060449004";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"P";"";"";"";"2020";"";"";"";"0";"";"62";"1";"25";"2";"";"53";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"K";"";"";"";"";"";"";"";"";"";"";"";"";"2839474";"A";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-07";"2020-09-03";"Praha";"3100";"3100";"18200"
"2600";"2";"39099712";"18598506";"11";"1820M01";"061924059";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"P";"";"";"";"2020";"";"";"";"0";"";"";"1";"85";"2";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"M";"";"";"";"";"";"";"";"";"";"";"";"";"2910457";"A";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-31";"2020-07-14";"Křivsoudov";"3201";"3201";"25766"
"2676";"2";"52503100";"18598606";"11";"7842M01";"060061863";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"P";"";"";"";"2020";"";"";"";"0";"";"";"1";"85";"2";"";"63";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"M";"";"";"";"";"";"";"";"";"";"";"";"";"2914307";"";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-31";"2020-07-29";"Tábor";"3308";"3308";"39003"
"2453";"2";"35724237";"18598706";"11";"";"999999703";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ČVUT, FIT, ZI, 2016-2019";"";"";"";"";"P";"";"";"";"2016";"";"";"";"0";"";"";"1";"";"2";"";"63";"82";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"N";"1";"K";"";"";"";"";"";"";"";"";"";"";"";"";"2904154";"A";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-31";"2020-09-03";"02201 Čadca";"";"";""
"1321";"2";"62318952";"18598806";"10";"7941K81";"000842966";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"P";"";"";"";"2020";"";"";"";"0";"";"65";"1";"61";"2";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"K";"";"";"";"";"";"";"";"";"";"";"";"";"2845964";"A";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-11";"2020-07-14";"Přerov";"3808";"3808";"75002"
"132";"3";"48797131";"18598906";"11";"7941K81";"000479322";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2018-2019 - České vysoké učení technické v Praze, Fakulta informačních technologií, Informatika
2010-2015 - Masarykova Univerzita Brno, Fakulta sociálních studií, N-PL Politologie, Bezpečnostní a strategická studia, Mgr.
2005-2009 - Západočeská univerzita v Plzni, Fakulta filozofická, Mezinárodní teritoriální studia, 6702R013, Bc. ";"";"";"";"";"P";"";"";"";"2005";"";"";"";"0";"";"";"1";"70";"2";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"T";"";"";"";"";"";"";"";"";"";"";"";"";"2786839";"A";"";"";"";"";"";"";"";"";"";"";"";"";"2020-01-15";"2020-08-12";"Rokycany";"3408";"3408";"33701"
"1663";"3";"81535589";"18599006";"10";"2641L01";"107820153";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ČVUT Praha, Fakulta elektrotechnická, SIT, studium jednoho akademického roku 2018/2019, nedokončeno a ukončeno";"";"";"";"";"P";"";"";"";"2018";"";"";"";"0";"";"72";"1";"";"2";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"M";"";"";"";"";"";"";"";"";"";"";"";"";"2864169";"";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-20";"2020-09-10";"Neratovice";"3206";"3206";"27711"
"2385";"2";"95763505";"18599106";"11";"7842M01";"000844012";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"P";"";"";"";"2020";"";"";"";"0";"";"";"1";"75";"2";"";"3";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"M";"";"";"";"";"";"";"";"";"";"";"";"";"2899963";"A";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-30";"2020-07-22";"Javorník";"3811";"3811";"79070"
"524";"7";"46694672";"18599206";"11";"7941K610";"000340383";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ČVUT FIT - Nedokončeno (2018-2020)";"";"";"";"";"P";"";"";"";"2018";"";"";"";"0";"";"";"1";"75";"2";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"K";"";"";"";"";"";"";"";"";"";"";"";"";"2805891";"A";"";"";"";"";"";"";"";"";"";"";"";"";"2020-02-14";"2020-06-16";"Praha";"3100";"3100";"13000"
"2682";"7";"18701552";"18599306";"10";"7941K81";"000550591";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Fakulta Strojní ČVUT, Strojírenství";"";"";"";"";"P";"";"";"";"2017";"";"";"";"0";"";"79";"1";"";"2";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"K";"";"";"";"";"";"";"";"";"";"";"";"";"2914527";"";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-31";"2020-09-02";"Praha";"3100";"3100";"18100"
"1322";"2";"78159355";"18599406";"11";"6341M02";"000069124";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"P";"";"";"";"2020";"";"";"";"0";"";"";"1";"81";"2";"";"32";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"M";"";"";"";"";"";"";"";"";"";"";"";"";"2845997";"";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-11";"2020-07-29";"Slaný";"3203";"3203";"27401"
"1196";"2";"34076370";"18599506";"10";"";"999999643";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"P";"";"";"";"2019";"";"";"";"0";"";"72";"1";"";"1";"";"61";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"N";"1";"K";"";"";"";"";"";"";"";"";"";"";"";"";"2837505";"A";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-05";"2020-09-02";"125363 Moskva";"";"";""
"690";"2";"98898020";"18599606";"10";"1820M01";"600016323";"3";"Matematika";"Fyzika";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ČVUT Praha - Fakulta informačních technologií, informatika
26. září 2018 - 13. února 2020
Ukončeno zanecháním studia.";"";"";"";"A";"P";"";"";"";"2018";"";"";"";"0";"";"72";"1";"";"2";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"M";"";"";"";"";"";"";"";"";"";"";"";"";"2813052";"";"";"";"";"";"";"";"";"";"";"";"";"";"2020-02-19";"2020-09-08";"Nošovice";"3802";"3802";"73951"
"1521";"7";"51059393";"18599706";"11";"7941K81";"000601551";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Fakulta informačních technologií ČVUT - nedokončené studium, obor Počítačové inženýrství, studium od 2016 dodnes";"";"";"";"";"P";"";"";"";"2016";"";"";"";"0";"";"65";"1";"96";"2";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"K";"";"";"";"";"";"";"";"";"";"";"";"";"2856997";"A";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-16";"2020-07-04";"Havířov";"3803";"3803";"73601"
"1610";"2";"25069870";"18599806";"10";"";"999999643";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"P";"";"";"";"2016";"";"";"";"0";"";"79";"1";"";"1";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"N";"1";"K";"";"";"";"";"";"";"";"";"";"";"";"";"2861155";"";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-18";"2020-07-22";"Balakhna";"";"";""
"1928";"2";"87124380";"18599906";"10";"7941K61";"042728851";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"P";"";"";"";"2020";"";"";"";"0";"";"90";"1";"";"2";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"K";"";"";"";"";"";"";"";"";"";"";"04";"";"2877457";"";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-25";"2020-07-07";"Příbram";"3211";"3211";"26101"
"1220";"7";"37219556";"18600006";"11";"1820M01";"041900995";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"VŠTE; Ekonomika podniku; 09/19-6/20";"";"";"";"";"P";"";"";"";"2019";"";"";"";"0";"";"44";"1";"65";"2";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"A";"";"A";"1";"M";"";"";"";"";"";"";"";"";"";"";"";"";"2839265";"";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-07";"2020-07-20";"Český Krumlov";"3302";"3302";"38101"
