"statni_zkouska_id";"zaverecna_prace_id";"studium_id";"cislo_terminu";"typ_szzk";"uzavreno";"datum_prihlaseni";"datum_absolvovani";"celkove_hodnoceni";"poznamka"
"349636284905";"349636284805";"1565606";"1";"SZZ";"";"";"2012-08-30";"1.5";""
"330048724605";"330046400705";"1565706";"1";"SZZ";"";"";"2012-06-22";"2";""
"438372649605";"438372649505";"1565806";"1";"SZZ";"";"";"";"";""
"422187805805";"422187805705";"1565906";"1";"SZZ";"";"";"";"";""
"426401270005";"426401269905";"1566506";"1";"SZZ";"";"";"2013-06-20";"2";""
"346997147605";"324081147205";"1566606";"1";"SZZ";"";"";"2012-06-22";"1.5";""
"443015078505";"443011927605";"1566906";"1";"SZZ";"";"";"2014-02-05";"1.5";""
"324885815005";"324884523805";"1567106";"1";"SZZ";"";"";"2012-06-22";"1";""
"349636336305";"349636336105";"1567206";"1";"SZZ";"";"";"2012-06-21";"1.5";""
"345096998405";"345096998305";"1567506";"1";"SZZ";"";"";"2012-06-25";"1.5";""
"330046413805";"330046413705";"1567706";"1";"SZZ";"";"";"2012-06-21";"1.5";""
"345097000005";"345096999905";"1567906";"1";"SZZ";"";"";"2012-06-22";"2.5";""
"354941272005";"354941271905";"1568006";"1";"SZZ";"";"";"2012-06-21";"1.5";""
"343438790905";"343438790805";"1568506";"1";"SZZ";"";"";"2012-06-25";"2.5";""
"346757543605";"346757543505";"1568606";"1";"SZZ";"";"";"2012-06-25";"1";""
"415677911605";"332984885905";"1568706";"1";"SZZ";"";"";"";"";""
"348190770805";"348190770705";"1569006";"1";"SZZ";"";"";"2012-08-30";"2";""
"349636345805";"349636345705";"1569106";"1";"SZZ";"";"";"2012-06-22";"2.5";""
"332497938205";"252800891305";"1569206";"1";"SZZ";"";"";"2012-06-21";"1.5";""
"346044113305";"346044113205";"1569506";"1";"SZZ";"";"";"2012-06-21";"1.5";""
"332497938305";"307763676305";"1569906";"1";"SZZ";"";"";"2012-06-21";"2.5";""
"421162369605";"421162369505";"1570206";"1";"SZZ";"";"";"2013-06-25";"2.5";""
"346757551805";"346757551705";"1570406";"1";"SZZ";"";"";"2012-06-25";"1.5";""
"346519802205";"346519802105";"1570906";"1";"SZZ";"";"";"2012-06-25";"3";""
"330046418405";"330046418305";"1571006";"1";"SZZ";"";"";"2012-06-22";"1";""
"345097003405";"345097003305";"1571106";"1";"SZZ";"";"";"2012-06-22";"2";""
"331763893805";"330046466105";"1571306";"1";"SZZ";"";"";"2012-06-22";"2";""
"421576193805";"421163946605";"1571706";"1";"SZZ";"";"";"";"";""
"348673642005";"333463189105";"1571906";"1";"SZZ";"";"";"2013-06-19";"1.5";""
"349636352605";"349636352505";"1572206";"1";"SZZ";"";"";"2012-06-22";"2";""
"346519331905";"346519331805";"1573706";"1";"SZZ";"";"";"2012-06-21";"2";""
"335988957405";"335988957305";"1573806";"1";"SZZ";"";"";"2012-06-25";"1.5";""
"347236047005";"347236046905";"1574006";"1";"SZZ";"";"";"2012-08-30";"1.5";""
"334192965605";"334192965505";"1574206";"1";"SZZ";"";"";"2013-06-19";"2";""
"337812552805";"205990759905";"1574506";"1";"SZZ";"";"";"2012-06-25";"2";""
"346758328005";"346758327905";"1574606";"1";"SZZ";"";"";"2013-06-21";"2";""
"419656456405";"419656456305";"1574706";"1";"SZZ";"";"";"2013-06-24";"1.5";""
"328577791905";"";"1574806";"1";"SZZ";"";"";"";"";""
"346280501605";"346280501505";"1575106";"1";"SZZ";"";"";"2012-06-21";"1.5";""
"423034781205";"423034781105";"1575206";"1";"SZZ";"";"";"2013-06-20";"2";""
"345096472805";"333463189705";"1575406";"1";"SZZ";"";"";"";"4";""
"345097011105";"345097011005";"1576306";"1";"SZZ";"A";"";"2012-06-21";"1.5";""
"379353571405";"332984437805";"1576606";"1";"SZZ";"";"";"2012-06-21";"1";""
"345096576705";"345096576605";"1576706";"1";"SZZ";"";"";"2012-06-21";"1.5";""
"335317496005";"306803160505";"1577506";"1";"SZZ";"";"";"2012-06-25";"2";""
"345101600105";"345101600005";"1578106";"1";"SZZ";"";"";"2013-06-19";"2";""
"426401294805";"426401294705";"1578206";"1";"SZZ";"";"";"2013-06-24";"1";""
"425792398005";"425792397905";"1578406";"1";"SZZ";"";"";"2013-08-26";"1.5";""
"345096547105";"345096547005";"1578606";"1";"SZZ";"";"";"2012-06-21";"1.5";""
"348671489105";"348671489005";"1579106";"1";"SZZ";"";"";"2012-06-25";"2.5";""
"336658697105";"336658572305";"1579306";"1";"SZZ";"";"";"2012-06-21";"1.5";""
"335540343305";"335540343205";"1580106";"1";"SZZ";"";"";"2012-06-22";"2";""
"343438810905";"343438810805";"1580206";"1";"SZZ";"";"";"2012-06-25";"2";""
"423237309905";"423237309805";"1580406";"1";"SZZ";"";"";"";"";""
"349636359105";"349636359005";"1580606";"1";"SZZ";"";"";"2012-06-22";"2.5";""
"346519846505";"346519846405";"1580706";"1";"SZZ";"";"";"2012-06-25";"1.5";""
"361953952105";"361953952005";"1580806";"1";"SZZ";"";"";"2012-06-22";"2";""
"393681235805";"393681235705";"1580906";"1";"SZZ";"";"";"2013-06-24";"2";""
"346280498905";"346280498805";"1581106";"1";"SZZ";"";"";"2012-06-21";"1.5";""
"430395247905";"430395247805";"1581306";"1";"SZZ";"";"";"";"";""
"347951471605";"347951471305";"1581406";"1";"SZZ";"";"";"2012-06-21";"3";""
"329314362805";"328824138305";"1581706";"1";"SZZ";"";"";"2012-06-21";"1.5";""
"345096585705";"345096585605";"1581806";"1";"SZZ";"";"";"2013-06-19";"2.5";""
"434024989905";"421368739605";"1582906";"1";"SZZ";"";"";"";"4";""
"402500018805";"397269070905";"1583006";"1";"SZZ";"";"";"";"4";""
"345096848705";"345096848605";"1583406";"1";"SZZ";"";"";"2012-06-22";"1.5";""
"328577768005";"";"1583806";"1";"SZZ";"";"";"";"";""
"345096992205";"345096992105";"1584106";"1";"SZZ";"";"";"2012-06-22";"1.5";""
"333460400005";"333460399905";"1584306";"1";"SZZ";"";"";"2012-08-30";"2";""
"327045662205";"307763673705";"1585106";"1";"SZZ";"";"";"2012-06-21";"2";""
"346757558705";"346757558605";"1585506";"1";"SZZ";"";"";"2012-06-25";"2";""
"350369254805";"350369254705";"1586006";"1";"SZZ";"";"";"2012-06-22";"2";""
"333463189605";"333463189505";"1586206";"1";"SZZ";"";"";"2012-06-25";"2.5";""
"344859661305";"344859661205";"1586706";"1";"SZZ";"";"";"2012-06-25";"1.5";""
"342018501905";"342018501805";"1587006";"1";"SZZ";"";"";"2012-06-22";"1.5";""
"348671850205";"348671850105";"1587206";"1";"SZZ";"";"";"2012-08-30";"1.5";""
"587864080705";"";"1587406";"1";"SZZ";"";"";"";"";""
"348914242505";"348914242405";"1587506";"1";"SZZ";"";"";"2013-06-24";"2.5";""
"349636378305";"349636378205";"1587706";"1";"SZZ";"";"";"2013-06-24";"2";""
"347241495805";"347241485705";"1588306";"1";"SZZ";"";"";"2012-06-21";"3";""
"340583373605";"340583373505";"1588406";"1";"SZZ";"";"";"2012-06-25";"1.5";""
"342963135605";"336212476805";"1589206";"1";"SZZ";"";"";"2012-08-30";"2";""
"333460541705";"333460541605";"1589706";"1";"SZZ";"";"";"2012-06-25";"1.5";""
"347236634005";"347236633905";"1589906";"1";"SZZ";"";"";"2012-06-21";"1.5";""
"426401304105";"426401304005";"1590106";"1";"SZZ";"";"";"2013-06-24";"2.5";""
"332254295505";"332012050505";"1591106";"1";"SZZ";"";"";"2012-06-21";"1.5";""
"427243574805";"427243574705";"1591506";"1";"SZZ";"";"";"2013-06-24";"1";""
"336658540105";"336658540005";"1591606";"1";"SZZ";"";"";"2012-06-25";"1.5";""
"347949316005";"347949315905";"1591706";"1";"SZZ";"";"";"2012-06-22";"1";""
"327831991905";"209461018205";"1591906";"1";"SZZ";"";"";"2012-06-21";"2";""
"335094515905";"333704460305";"1592106";"1";"SZZ";"";"";"2012-06-25";"1.5";""
"348432584805";"348432584705";"1592206";"1";"SZZ";"";"";"2013-06-19";"2.5";""
"340107135405";"324081142505";"1592506";"1";"SZZ";"";"";"2012-06-21";"2";""
"345096601405";"345096601305";"1592706";"1";"SZZ";"";"";"2012-06-21";"2";""
"353965370605";"353965370505";"1593006";"1";"SZZ";"";"";"2012-06-21";"2.5";""
"341059743105";"341059743005";"1593206";"1";"SZZ";"";"";"2012-08-30";"2";""
"348912852405";"348912852305";"1593306";"1";"SZZ";"";"";"2012-08-30";"2";""
"447337559705";"432434588105";"1593406";"1";"SZZ";"";"";"2013-06-25";"2";""
"445408535405";"445408509305";"1593606";"1";"SZZ";"";"";"2013-08-26";"2";""
"423032531105";"423032531005";"1594406";"1";"SZZ";"";"";"2013-06-25";"1";""
"349636429705";"349636429605";"1594706";"1";"SZZ";"";"";"2012-06-22";"1.5";""
"361480408305";"361480408205";"1594806";"1";"SZZ";"";"";"2012-06-22";"1.5";""
"339629814705";"339629814605";"1595006";"1";"SZZ";"";"";"2012-06-25";"2";""
"335540941205";"261461611304";"1595306";"1";"SZZ";"";"";"2012-06-21";"2.5";""
"347473678705";"135240692505";"1595506";"1";"SZZ";"";"";"2013-02-04";"1.5";""
"444936972505";"5369";"1595806";"1";"SZZ";"";"";"2013-06-25";"2.5";""
"349154863205";"349154862405";"1596706";"1";"SZZ";"";"";"2013-08-26";"2";""
"509176233805";"";"1597206";"1";"SZZ";"";"";"";"";""
"330048816705";"324081134305";"1597606";"1";"SZZ";"";"";"2012-06-22";"1.5";""
"346996294405";"346996294305";"1597706";"1";"SZZ";"";"";"2012-06-22";"1.5";""
"433575788605";"433575788505";"1597906";"1";"SZZ";"";"";"2013-06-24";"2.5";""
"346280574205";"346280574105";"1598006";"1";"SZZ";"";"";"2012-06-21";"1";""
"328824458605";"315226581105";"1598106";"1";"SZZ";"";"";"2012-06-22";"1";""
"348913665505";"348913665405";"1598306";"1";"SZZ";"";"";"2012-06-22";"2.5";""
"328331264705";"326234730605";"1598706";"1";"SZZ";"";"";"2012-08-30";"2";""
"347951610405";"347951610305";"1598906";"1";"SZZ";"";"";"2012-06-25";"1.5";""
"346758859505";"346758859405";"1599406";"1";"SZZ";"";"";"2012-06-21";"2";""
"346519723505";"346519723405";"1599606";"1";"SZZ";"";"";"2012-06-22";"1.5";""
"349636742205";"349636742105";"1599806";"1";"SZZ";"";"";"2012-06-22";"2";""
"348912874005";"";"1600106";"1";"SZZ";"";"";"";"";""
"347244910905";"347244910805";"1600206";"1";"SZZ";"";"";"2012-06-22";"2.5";""
"335317713605";"333463178905";"1600506";"1";"SZZ";"";"";"2012-08-30";"1.5";""
"535956092305";"535956092205";"1600606";"1";"SZZ";"A";"2015-05-20";"2015-06-17";"2.5";""
"345096511405";"345096511305";"1600706";"1";"SZZ";"";"";"2012-06-25";"2";""
"334194155805";"334194105305";"1601006";"1";"SZZ";"";"";"2013-06-19";"2";""
"343677546705";"343677546605";"1601606";"1";"SZZ";"";"";"2012-06-22";"2.5";""
"424690514905";"424690514805";"1601706";"1";"SZZ";"";"";"2013-08-26";"1.5";""
"423032279605";"423032279505";"1601806";"1";"SZZ";"";"";"2013-06-25";"1.5";""
"449768345905";"449768345805";"1602106";"1";"SZZ";"";"";"";"4";""
"342964329305";"342964329205";"1602406";"1";"SZZ";"";"";"2012-06-25";"1.5";""
"393954104305";"393954104205";"1602606";"1";"SZZ";"";"";"";"";""
"428330511105";"428330511005";"1602706";"1";"SZZ";"";"";"";"4";""
"347949074805";"347949074705";"1603006";"1";"SZZ";"";"";"2012-08-30";"1";""
"345097010305";"345097010205";"1603206";"1";"SZZ";"";"";"2012-06-21";"2";""
"424485166205";"424485166105";"1603306";"1";"SZZ";"";"";"2013-06-21";"2.5";""
"329314337905";"324893086105";"1603706";"1";"SZZ";"";"";"2012-06-22";"2";""
"349636436405";"349636436305";"1603806";"1";"SZZ";"";"";"2012-06-22";"2.5";""
"332742075705";"331518739005";"1603906";"1";"SZZ";"";"";"2012-06-21";"1.5";""
"330785914605";"330785914505";"1604506";"1";"SZZ";"";"";"2012-06-22";"1.5";""
"410591935205";"389322752105";"1604906";"1";"SZZ";"";"";"2013-06-24";"1.5";""
"348912485505";"348912485405";"1605306";"1";"SZZ";"";"";"2012-06-22";"2.5";""
"333461633705";"331518709005";"1605406";"1";"SZZ";"";"";"2012-06-22";"1.5";""
"348912642805";"";"1754706";"1";"SZZ";"";"";"";"";""
"348672041505";"346043882005";"1755006";"1";"SZZ";"";"";"2013-06-21";"2.5";""
"346280846105";"346280846005";"1755206";"1";"SZZ";"";"";"2012-06-21";"1";""
"334655837405";"261461375004";"1755306";"1";"SZZ";"";"";"2012-06-21";"1.5";""
"328332088405";"306803162205";"1755606";"1";"SZZ";"";"";"2012-06-21";"2";""
"423032515505";"423032515405";"1755906";"1";"SZZ";"";"";"2013-08-26";"1.5";""
"345333597805";"329068615105";"1756006";"1";"SZZ";"";"";"2012-06-25";"1.5";""
"332254935305";"332254935205";"2814906";"1";"SZZ";"";"";"2012-08-30";"2.5";""
"346519839005";"346519838905";"2815006";"1";"SZZ";"";"";"2012-06-25";"1.5";""
"328577905905";"";"2815106";"1";"SZZ";"";"";"";"";""
"450245191505";"450245027605";"2816806";"1";"SZZ";"";"";"";"4";""
"541330367705";"541330367605";"2821606";"1";"SZZ";"";"";"";"";""
"348672043005";"346520144405";"2821806";"1";"SZZ";"";"";"2012-06-22";"1.5";""
"346044111305";"346044111205";"2822006";"1";"SZZ";"";"";"2012-06-21";"1.5";""
"345333418005";"345333417905";"2853706";"1";"SZZ";"";"";"2012-06-21";"1.5";""
"333461598605";"333461598505";"2854306";"1";"SZZ";"";"";"2012-06-25";"2.5";""
"346997420905";"346997417005";"2930906";"1";"SZZ";"";"";"2012-06-22";"2.5";""
"329802589105";"320864162505";"2933206";"1";"SZZ";"";"";"2012-06-22";"2";""
"349637396605";"349637396505";"2933306";"1";"SZZ";"";"";"2012-06-22";"1.5";""
"355928678805";"355685381905";"3081406";"1";"SZZ";"";"";"2012-08-30";"2";""
"250422007005";"";"3215506";"1";"RIG";"";"";"2011-04-27";"";""
"250421843305";"";"3215606";"1";"RIG";"";"";"2012-04-27";"";""
"250421843405";"";"3215706";"1";"RIG";"";"";"2011-04-27";"";"OBHÁJIL"
"250421844005";"";"3215806";"1";"RIG";"";"";"2011-04-27";"";"OBHÁJIIL"
"244063720505";"";"3215906";"1";"RIG";"";"";"2009-05-19";"";""
"244063669505";"";"3216006";"1";"RIG";"";"";"2012-04-27";"";""
"250421844505";"";"3216106";"1";"RIG";"";"";"";"";""
"250421844605";"";"3216206";"1";"RIG";"";"";"";"";""
"250421844705";"";"3216306";"1";"RIG";"";"";"2011-04-27";"";"OBHÁJIL"
"250421845605";"";"3216406";"1";"RIG";"";"";"";"";""
"250421845805";"";"3216506";"1";"RIG";"";"";"";"";""
"250421846005";"";"3216606";"1";"RIG";"";"";"2009-05-19";"";"OBHÁJIIL"
"250421831005";"";"3216706";"1";"RIG";"";"";"";"";""
"250421846805";"";"3216806";"1";"RIG";"";"";"2012-04-25";"";""
"250421846905";"";"3216906";"1";"RIG";"";"";"2011-11-21";"";""
"250422004705";"";"3217006";"1";"RIG";"";"";"";"";""
"250422005105";"";"3217106";"1";"RIG";"";"";"";"";""
"250422005205";"";"3217206";"1";"RIG";"";"";"2013-04-22";"";""
"250422005305";"";"3217306";"1";"RIG";"";"";"2011-04-27";"";"OBHÁJIIL"
"250422005705";"";"3217406";"1";"RIG";"";"";"2012-04-27";"";""
"250421827305";"";"3217506";"1";"RIG";"";"";"2010-07-27";"";"OBHÁJIIL"
"250422005805";"";"3217606";"1";"RIG";"";"";"2012-04-25";"";""
"250422006805";"";"3217706";"1";"RIG";"";"";"2011-07-28";"";"OBHÁJIIL"
"346758906505";"346758743505";"3294006";"1";"SZZ";"";"";"2013-06-11";"1";""
"307763643005";"304881980505";"3295206";"1";"SZZ";"";"";"2012-02-07";"1";""
"347951244205";"347951244105";"3295706";"1";"SZZ";"";"";"2012-06-07";"2";""
"390667804205";"390667804105";"3295806";"1";"SZZ";"";"";"2013-06-13";"1";""
"429699181505";"429699181405";"3305406";"1";"SZZ";"";"";"2013-06-11";"1";""
"450007018105";"450007018005";"3682906";"1";"SZZ";"";"";"2013-06-12";"2";""
"337106039705";"337106039605";"3683006";"1";"SZZ";"";"";"2012-06-06";"1.5";""
"344859570405";"344859570305";"3683106";"1";"SZZ";"";"";"2013-06-12";"1";""
"338002513105";"330537729905";"3683506";"1";"SZZ";"";"";"2012-06-07";"1";""
"335094535505";"335094535405";"3683606";"1";"SZZ";"";"";"2012-06-07";"1";""
"340108229705";"340107939105";"3683706";"1";"SZZ";"";"";"2013-01-31";"2.5";""
"334871453005";"334871452905";"3683806";"1";"SZZ";"";"";"2012-06-06";"1";""
"334187804305";"334187804205";"3683906";"1";"SZZ";"";"";"2012-06-08";"1";""
"326238640805";"326238640705";"3684006";"1";"SZZ";"";"";"2012-06-08";"1.5";""
"335540448505";"";"3684106";"1";"SZZ";"";"";"";"";""
"449030320905";"449030320805";"3684206";"1";"SZZ";"";"";"2013-06-12";"1";""
"348912501805";"348912501705";"3684406";"1";"SZZ";"";"";"2012-06-07";"2";""
"343439353305";"343439353205";"3684506";"1";"SZZ";"";"";"2013-02-01";"1.5";""
"351781999205";"351781999105";"3684706";"1";"SZZ";"";"";"2013-02-01";"1";""
"347950022805";"347950022705";"3684806";"1";"SZZ";"";"";"2012-06-06";"2";""
"323003956005";"322730074605";"3685006";"1";"SZZ";"";"";"2012-06-07";"1.5";""
"346764832905";"346764832805";"3685106";"1";"SZZ";"";"";"2013-01-31";"1.5";""
"356171567005";"356171566905";"3685206";"1";"SZZ";"";"";"2013-02-01";"1.5";""
"342963509705";"342963509605";"3685406";"1";"SZZ";"";"";"2012-06-06";"1.5";""
"348912571905";"";"3685506";"1";"SZZ";"";"";"";"";""
"330046452405";"330046452305";"3685606";"1";"SZZ";"";"";"2012-06-06";"1.5";""
"338452536805";"338452536705";"3685706";"1";"SZZ";"";"";"2013-02-01";"1";""
"343202357905";"343202357805";"3685806";"1";"SZZ";"";"";"2013-02-01";"1";""
"346519898205";"346519898105";"3685906";"1";"SZZ";"";"";"2012-06-08";"1";""
"387970177505";"387970177405";"3686006";"1";"SZZ";"";"";"2013-06-12";"1.5";""
"327580551405";"319557089105";"3686106";"1";"SZZ";"";"";"2012-06-06";"1.5";""
"354940921005";"354940920905";"3686206";"1";"SZZ";"";"";"2012-06-08";"1";""
"383234969805";"382978818305";"3686306";"1";"SZZ";"";"";"2013-02-01";"1.5";""
"348912314005";"348912313905";"3686406";"1";"SZZ";"";"";"2013-06-13";"1.5";""
"307763805705";"307763805605";"3686506";"1";"SZZ";"";"";"";"";""
"328584048805";"327580573105";"3686606";"1";"SZZ";"";"";"2012-06-08";"1.5";""
"346997580805";"";"3686706";"1";"SZZ";"";"";"";"";""
"307763804805";"307763804705";"3686806";"1";"SZZ";"";"";"2012-06-08";"1";""
"358656570205";"346758966005";"3687006";"1";"SZZ";"";"";"2013-01-31";"3";""
"343678561105";"343678561005";"3687106";"1";"SZZ";"";"";"2013-02-01";"1.5";""
"347949469305";"347949469205";"3687206";"1";"SZZ";"";"";"2012-06-06";"1";""
"346520127605";"346520127505";"3687306";"1";"SZZ";"";"";"2013-06-13";"1.5";""
"443247458805";"434706534505";"3687406";"1";"SZZ";"";"";"2014-02-10";"1.5";""
"358891016005";"358891015905";"3687506";"1";"SZZ";"";"";"2012-06-06";"1.5";""
"348912497805";"348912497705";"3687606";"1";"SZZ";"";"";"2012-06-07";"1";""
"349394470205";"349394470105";"3687706";"1";"SZZ";"";"";"2012-06-07";"1.5";""
"347950972405";"347950972305";"3687806";"1";"SZZ";"";"";"2012-06-07";"1";""
"330537741405";"330537741305";"3687906";"1";"SZZ";"";"";"2012-06-08";"2";""
"385848876305";"385848876205";"3688006";"1";"SZZ";"";"";"2013-01-31";"1";""
"346757873205";"346757873105";"3688106";"1";"SZZ";"";"";"2012-06-08";"1.5";""
"346519084005";"346519083805";"3688206";"1";"SZZ";"";"";"2013-01-31";"1";""
"346281314805";"346281314705";"3688306";"1";"SZZ";"";"";"2012-06-06";"1.5";""
"343678362605";"343678362505";"3688706";"1";"SZZ";"";"";"2012-06-07";"1.5";""
"347950111705";"347950111605";"3688806";"1";"SZZ";"";"";"2012-06-08";"1";""
"356418563905";"356418563805";"3688906";"1";"SZZ";"";"";"2012-06-07";"1.5";""
"348430202105";"348430202005";"3689006";"1";"SZZ";"";"";"2012-06-07";"1";""
"381420783905";"381420783805";"3689106";"1";"SZZ";"";"";"2013-06-11";"2";""
"345096767805";"345096767705";"3689206";"1";"SZZ";"";"";"2012-06-08";"2";""
"368788199105";"368788199005";"3689306";"1";"SZZ";"";"";"2013-01-31";"1.5";""
"349637867605";"349636462105";"3689406";"1";"SZZ";"";"";"2012-06-08";"1";""
"413417325105";"413417325005";"3689506";"1";"SZZ";"";"";"2013-01-31";"1";""
"410592093705";"410592093605";"3689606";"1";"SZZ";"";"";"2013-01-31";"1";""
"330536422905";"330536422805";"3689806";"1";"SZZ";"";"";"2012-06-06";"2";""
"347949054205";"347949054105";"3689906";"1";"SZZ";"";"";"2014-06-12";"1.5";""
"347949115505";"347949115405";"3690006";"1";"SZZ";"";"";"2013-02-01";"1.5";""
"416747240205";"416747240105";"3690106";"1";"SZZ";"";"";"2013-01-31";"1.5";""
"346281299605";"346281299505";"3690306";"1";"SZZ";"";"";"2012-06-08";"1.5";""
"328822320305";"205990761005";"3690406";"1";"SZZ";"";"";"";"";""
"349635582205";"349635582105";"3690506";"1";"SZZ";"";"";"2012-06-07";"1.5";""
"436989180305";"436989180205";"3690606";"1";"SZZ";"";"";"2014-02-10";"1";""
"342962678305";"342962678205";"3690806";"1";"SZZ";"";"";"2013-06-11";"1.5";""
"336882769205";"336882769105";"3690906";"1";"SZZ";"";"";"2013-01-31";"1";""
"348671835005";"348671834905";"3691006";"1";"SZZ";"";"";"2013-02-01";"1.5";""
"348191163205";"347237258905";"3691106";"1";"SZZ";"";"";"2012-06-06";"1.5";""
"347949537205";"347949537105";"3691206";"1";"SZZ";"";"";"2012-06-07";"1.5";""
"349880703905";"349880585005";"3691306";"1";"SZZ";"";"";"2012-06-08";"1.5";""
"381678008805";"381678008705";"3691406";"1";"SZZ";"";"";"2013-02-01";"1.5";""
"338227497905";"338227497805";"3691506";"1";"SZZ";"";"";"2012-06-07";"1.5";""
"331518640205";"255736364805";"3691606";"1";"SZZ";"";"";"2012-06-07";"1.5";""
"329069424305";"307763843505";"3691706";"1";"SZZ";"";"";"2012-06-06";"1.5";""
"418709789405";"418709789305";"3691806";"1";"SZZ";"";"";"2013-01-31";"1";""
"332009328705";"330537521905";"3692006";"1";"SZZ";"";"";"2013-02-01";"1.5";""
"436063429305";"436063429205";"3692106";"1";"SZZ";"";"";"2014-02-10";"2";""
"347950001205";"347950001105";"3692206";"1";"SZZ";"";"";"2012-06-08";"1";""
"348913102905";"348913102805";"3692306";"1";"SZZ";"";"";"";"";""
"412853657405";"412853344205";"3692406";"1";"SZZ";"";"";"2013-01-31";"1.5";""
"449769225405";"449768805005";"3692506";"1";"SZZ";"";"";"2014-02-10";"2";""
"337105845505";"337105845405";"3692606";"1";"SZZ";"";"";"2012-06-06";"1";""
"348671961605";"320864515905";"3692706";"1";"SZZ";"";"";"2012-06-06";"2";""
"346281218605";"346281218505";"3692906";"1";"SZZ";"";"";"2012-06-08";"1";""
"344859537205";"344859537105";"3693006";"1";"SZZ";"";"";"2012-06-06";"1.5";""
"348431244305";"348431244205";"3693106";"1";"SZZ";"";"";"2012-06-07";"1.5";""
"336658255105";"335094995305";"3693206";"1";"SZZ";"";"";"2013-02-01";"1.5";""
"418709778705";"418709778605";"3693306";"1";"SZZ";"";"";"2013-06-13";"1";""
"417009882305";"417009882205";"3693406";"1";"SZZ";"";"";"2013-06-12";"1";""
"338228004105";"338228004005";"3693506";"1";"SZZ";"";"";"2012-06-06";"1";""
"439059198805";"439059198605";"3693606";"1";"SZZ";"";"";"2014-06-11";"2.5";""
"426820732305";"426820732205";"3693706";"1";"SZZ";"";"";"2013-06-11";"1";""
"349154835805";"349154835705";"3693906";"1";"SZZ";"";"";"2012-06-06";"1";""
"359830283805";"359830283705";"3694006";"1";"SZZ";"";"";"2013-02-01";"1";""
"348431116905";"348431116805";"3694106";"1";"SZZ";"";"";"";"";""
"347950072105";"347950072005";"3694206";"1";"SZZ";"";"";"2012-06-08";"2";""
"338916538505";"338916538405";"3694306";"1";"SZZ";"";"";"2012-06-08";"1.5";""
"347235497405";"347235497305";"3694406";"1";"SZZ";"";"";"2013-01-31";"2";""
"394499547005";"316688248005";"3694506";"1";"SZZ";"";"";"";"";""
"347949021505";"347949020605";"3694606";"1";"SZZ";"";"";"2013-01-31";"1.5";""
"345097060405";"345097060305";"3694706";"1";"SZZ";"";"";"2013-02-01";"1";""
"343678390405";"343678390305";"3694906";"1";"SZZ";"";"";"2013-02-01";"1.5";""
"433353869805";"433353869705";"3695006";"1";"SZZ";"";"";"2014-02-10";"1";""
"342963176505";"342963176405";"3695206";"1";"SZZ";"";"";"";"";""
"428573037505";"428573037405";"3695306";"1";"SZZ";"";"";"2014-02-10";"1.5";""
"345807916805";"345807877005";"3695406";"1";"SZZ";"";"";"2012-06-06";"1";""
"345571255605";"345571255505";"3695506";"1";"SZZ";"";"";"2013-01-31";"1.5";""
"347951467205";"347951466505";"3695606";"1";"SZZ";"";"";"";"";""
"348432645205";"348432448505";"3695806";"1";"SZZ";"";"";"";"";""
"337105928805";"";"3695906";"1";"SZZ";"";"";"";"";""
"449768369005";"449768368905";"3696006";"1";"SZZ";"";"";"2013-06-12";"1.5";""
"348912486105";"";"3696106";"1";"SZZ";"";"";"";"";""
"330537741105";"330537741005";"3696306";"1";"SZZ";"";"";"2013-02-01";"2";""
"333460985405";"333460985305";"3696606";"1";"SZZ";"";"";"2012-06-07";"1";""
"335094940805";"335094940705";"3696706";"1";"SZZ";"";"";"2012-06-06";"1";""
"417273283205";"417273283105";"3696806";"1";"SZZ";"";"";"2013-06-12";"1";""
"347949255505";"347949255405";"3696906";"1";"SZZ";"";"";"2012-06-08";"1";""
"418708632905";"418037371205";"3718106";"1";"SZZ";"";"";"2013-06-25";"1.5";""
"455526810705";"";"3718306";"1";"SZZ";"";"";"";"";""
"426401276705";"426401276605";"3718406";"1";"SZZ";"";"";"2014-06-25";"2";""
"534495829405";"534495829305";"3718506";"1";"SZZ";"";"";"2014-08-26";"2";""
"391501520705";"331518712405";"3718906";"1";"SZZ";"";"";"2013-06-20";"1.5";""
"427449982705";"427449982605";"3719006";"1";"SZZ1";"";"";"";"4";""
"629269494105";"427449982605";"3719006";"2";"SZZ";"A";"";"";"2.5";""
"533754698105";"533754698005";"3719206";"1";"SZZ";"";"";"2014-06-24";"1";""
"543048214705";"543048214605";"3719506";"1";"SZZ";"";"";"2014-06-24";"1.5";""
"426401301705";"426401301605";"3719606";"1";"SZZ";"";"";"2013-06-20";"2.5";""
"419883177005";"396153035105";"3719906";"1";"SZZ";"";"";"2013-06-19";"2";""
"441834844005";"441834843905";"3720006";"1";"SZZ";"";"";"";"";""
"435394528005";"435394381805";"3720206";"1";"SZZ";"";"";"2013-06-19";"2";""
"442064074605";"442064074505";"3720306";"1";"SZZ";"";"";"2013-06-20";"1.5";""
"541330454205";"541330454105";"3720406";"1";"SZZ";"";"";"2014-06-24";"2";""
"425792174305";"425792174205";"3720506";"1";"SZZ";"";"";"2013-06-20";"1";""
"378066896005";"378066895905";"3720706";"1";"SZZ";"";"";"2013-06-24";"1";""
"533750748005";"533750747905";"3720806";"1";"SZZ";"";"";"2014-06-25";"2.5";""
