"cislo_prihlasky";"odkud_uchazec_prihlasen_kod";"prihlaska_kod";"studium_id";"rozhodnuti_kod";"obor_ss_kod";"ss_izo";"ss_typ";"ss_predmet1";"ss_predmet2";"ss_predmet3";"ss_predmet4";"ss_predmet5";"ss_predmet1_znamky";"ss_predmet2_znamky";"ss_predmet3_znamky";"ss_predmet4_znamky";"ss_predmet5_znamky";"ss_predmet1_prumer";"ss_predmet2_prumer";"ss_predmet3_prumer";"ss_predmet4_prumer";"ss_predmet5_prumer";"ss_prumer_prumeru";"ss_prumer_znamek";"bakalar_prumer";"predchozi_studium";"doplnujici_udaj1";"doplnujici_udaj2";"doplnujici_udaj3";"doplnujici_udaj4";"typ_prihlasky";"maturita_znamky";"maturita_prumer";"maturita_predmety";"maturita_rok";"cislo_mistnosti_pz";"datum_pz";"prominuti_pz";"hodnoceni_pz";"hodnoceni_pz_cast1";"hodnoceni_pz_cast2";"hodnoceni_pz_cast3";"hodnoceni_pz_cast4";"hodnoceni_pz_cast5";"hodnoceni_pz_cast6";"hodnoceni_pz_cast7";"hodnoceni_pz_cast8";"hodnoceni_pz_cast9";"hodnoceni_pz_cast10";"hodnoceni_pz_cast11";"hodnoceni_pz_cast12";"zapsal_ke_studiu";"status";"stipendium";"stipendium_cizi";"kolej_zadost";"termin";"prechodne";"studijni_skupina";"nove_prijaty";"navazujici_stud_program";"trvaly_pobyt_v_cr";"financovani";"stupen_predchoziho_vzdelani";"pz1_datum";"pz1_cas";"pz1_mistnost";"pz2_datum";"pz2_cas";"pz2_mistnost";"pz3_datum";"pz3_cas";"pz3_mistnost";"pisemny_test";"anketa_odkud_kod";"anketa_odkud_poznamka";"cislo_uchazece";"scio_test";"olympiady";"postizeni_kod";"postizeni_poznamka";"placeno_r";"placeno_poznamka";"placeno_mail";"staz_stat";"staz_poznamka";"maturita_uroven";"zajem";"zprava_pro_uchazece";"priorita";"datum_registrace";"datum_rozhodnuti";"misto_kod";"okres_kod";"zeme_kod";"psc"
"82";"";"7061262612";"20302106";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2018";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"3321362";"";"";"";"";"";"";"";"";"";"";"";"";"";"2022-02-23";"2022-02-23";"Liberec";"3505";"203";"46007"
"144";"";"4740927712";"19251606";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2017";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"N";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"3209888";"";"";"";"";"";"";"";"";"";"";"";"";"";"2021-07-28";"2021-07-28";"Praha";"3100";"203";"16900"
"10";"";"4209005712";"20161006";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2010";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"R";"";"";"";"";"";"";"";"";"";"";"";"";"3267099";"";"";"";"";"";"";"";"";"";"";"";"";"";"2022-01-05";"2022-01-05";"Praha";"3100";"203";"15200"
"85";"";"6566152112";"20308606";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2017";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"N";"6";"K";"";"";"";"";"";"";"";"";"";"";"";"";"3327830";"";"";"";"";"";"";"";"";"";"";"";"";"";"2022-02-24";"2022-02-24";"Praha";"3100";"203";"16000"
"52";"";"2332213112";"20250406";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2016";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"M";"";"";"";"";"";"";"";"";"";"";"";"";"3298119";"";"";"";"";"";"";"";"";"";"";"";"";"";"2022-02-10";"2022-02-10";"Chabařovice";"3510";"203";"40317"
"88";"";"8885523112";"20317906";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"N";"6";"R";"";"";"";"";"";"";"";"";"";"";"";"";"3333121";"";"";"";"";"";"";"";"";"";"";"";"";"";"2022-02-28";"2022-02-28";"734003 Siliguri";"";"356";""
"198";"";"4573719612";"19683106";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"6";"K";"";"";"";"";"";"";"";"";"";"";"";"";"3224848";"";"";"";"";"";"";"";"";"";"";"";"";"";"2021-09-07";"2021-09-07";"";"";"203";"17000"
"61";"";"2269215412";"20252506";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2020";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"M";"";"";"";"";"";"";"";"";"";"";"";"";"3299494";"";"";"";"";"";"";"";"";"";"";"";"";"";"2022-02-11";"2022-02-11";"Nymburk";"3208";"203";"28802"
"77";"";"8835185212";"20299906";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2018";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"N";"6";"K";"";"";"";"";"";"";"";"";"";"";"";"";"3320350";"";"";"";"";"";"";"";"";"";"";"";"";"";"2022-02-22";"2022-02-22";"Istanbul, Kucukcekmece";"";"792";""
"84";"";"5605898212";"20308506";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2012";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"N";"6";"R";"";"";"";"";"";"";"";"";"";"";"";"";"3327808";"";"";"";"";"";"";"";"";"";"";"";"";"";"2022-02-24";"2022-02-24";"San Diego, California";"";"840";""
"76";"";"1503159512";"20291906";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2019";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"3316467";"";"";"";"";"";"";"";"";"";"";"";"";"";"2022-02-21";"2022-02-21";"Praha";"3100";"203";"10400"
"83";"";"2280011012";"20308006";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2019";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"N";"6";"K";"";"";"";"";"";"";"";"";"";"";"";"";"3327610";"";"";"";"";"";"";"";"";"";"";"";"";"";"2022-02-24";"2022-02-24";"Dinajpur Sadar";"";"050";""
"81";"";"2093171412";"20302006";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2013";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"3321351";"";"";"";"";"";"";"";"";"";"";"";"";"";"2022-02-23";"2022-02-23";"Frýdek-Místek";"3802";"203";"73801"
"80";"";"9215665912";"20301906";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2012";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"M";"";"";"";"";"";"";"";"";"";"";"";"";"3321274";"";"";"";"";"";"";"";"";"";"";"";"";"";"2022-02-23";"2022-02-23";"Havířov";"3803";"203";"73601"
"157";"";"6525448512";"19473306";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2006";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"T";"";"";"";"";"";"";"";"";"";"";"";"";"3221911";"";"";"";"";"";"";"";"";"";"";"";"";"";"2021-08-30";"2021-08-30";"Kamenné Zboží";"3208";"203";"28802"
"156";"";"8334731012";"19405806";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2009";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"T";"";"";"";"";"";"";"";"";"";"";"";"";"3220888";"";"";"";"";"";"";"";"";"";"";"";"";"";"2021-08-26";"2021-08-26";"Olbramovice";"3201";"203";"25753"
"64";"";"7042677112";"20252806";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2016";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"3299549";"";"";"";"";"";"";"";"";"";"";"";"";"";"2022-02-11";"2022-02-11";"Praha";"3100";"203";"15000"
"44";"";"4873450312";"20244106";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"6";"K";"";"";"";"";"";"";"";"";"";"";"";"";"3296216";"";"";"";"";"";"";"";"";"";"";"";"";"";"2022-02-09";"2022-02-09";"";"";"203";"12000"
"51";"";"8293411712";"20250206";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2011";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"3298108";"";"";"";"";"";"";"";"";"";"";"";"";"";"2022-02-10";"2022-02-10";"Praha";"3100";"203";"18200"
"35";"";"8421600812";"20236006";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"R";"";"";"";"";"";"";"";"";"";"";"";"";"3293389";"";"";"";"";"";"";"";"";"";"";"";"";"";"2022-02-08";"2022-02-08";"Praha";"3100";"203";"16000"
"55";"";"6300033712";"20248406";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"N";"6";"R";"";"";"";"";"";"";"";"";"";"";"";"";"3297811";"";"";"";"";"";"";"";"";"";"";"";"";"";"2022-02-10";"2022-02-10";"";"";"203";"17000"
"46";"";"4355397112";"20248006";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2018";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"N";"69";"L";"";"";"";"";"";"";"";"";"";"";"";"";"3297734";"";"";"";"";"";"";"";"";"";"";"";"";"";"2022-02-10";"2022-02-10";"Mariupol";"";"804";""
"197";"";"4974217412";"19681906";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2019";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"3224276";"";"";"";"";"";"";"";"";"";"";"";"";"";"2021-09-06";"2021-09-06";"Nymburk";"3208";"203";"28802"
"49";"";"6704775712";"20250006";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2010";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"M";"";"";"";"";"";"";"";"";"";"";"";"";"3297998";"";"";"";"";"";"";"";"";"";"";"";"";"";"2022-02-10";"2022-02-10";"";"3206";"203";"27801"
"9";"";"1052559612";"20157006";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"N";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"3265559";"";"";"";"";"";"";"";"";"";"";"";"";"";"2022-01-03";"2022-01-03";"Minsk";"";"112";""
"217";"";"5244800412";"19807306";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"N";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"3227950";"";"";"";"";"";"";"";"";"";"";"";"";"";"2021-09-14";"2021-09-14";"";"";"203";"12000"
"232";"";"1271130112";"19998506";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"3231448";"";"";"";"";"";"";"";"";"";"";"";"";"";"2021-09-27";"2021-09-27";"Choteč";"3210";"203";"25226"
"154";"";"4212458512";"19347206";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2016";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"M";"";"";"";"";"";"";"";"";"";"";"";"";"3218875";"";"";"";"";"";"";"";"";"";"";"";"";"";"2021-08-23";"2021-08-23";"Praha";"3100";"203";"14700"
"210";"";"5024639712";"19726206";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2020";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"3225860";"";"";"";"";"";"";"";"";"";"";"";"";"";"2021-09-08";"2021-09-08";"Snina";"";"703";""
"220";"";"1568819212";"19895606";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"R";"";"";"";"";"";"";"";"";"";"";"";"";"3229028";"";"";"";"";"";"";"";"";"";"";"";"";"";"2021-09-16";"2021-09-16";"Praha";"3100";"203";"14000"
"218";"";"3636086512";"19807406";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2007";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"T";"";"";"";"";"";"";"";"";"";"";"";"";"3227961";"";"";"";"";"";"";"";"";"";"";"";"";"";"2021-09-14";"2021-09-14";"Praha";"3100";"203";"15500"
"224";"";"6406274912";"19952506";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"T";"";"";"";"";"";"";"";"";"";"";"";"";"3229270";"";"";"";"";"";"";"";"";"";"";"";"";"";"2021-09-17";"2021-09-17";"Jílové u Prahy";"3210";"203";"25401"
"216";"";"5999346512";"19806606";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2000";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"L";"";"";"";"";"";"";"";"";"";"";"";"";"3227939";"";"";"";"";"";"";"";"";"";"";"";"";"";"2021-09-14";"2021-09-14";"Milevsko";"3305";"203";"39901"
"186";"";"8532008212";"19597306";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2017";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"3223495";"";"";"";"";"";"";"";"";"";"";"";"";"";"2021-09-02";"2021-09-02";"Praha";"3100";"203";"15000"
"192";"";"8745835612";"19681406";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2015";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"3224221";"";"";"";"";"";"";"";"";"";"";"";"";"";"2021-09-06";"2021-09-06";"Kunice";"3209";"203";"25163"
"193";"";"7806201912";"19681506";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"T";"";"";"";"";"";"";"";"";"";"";"";"";"3224232";"";"";"";"";"";"";"";"";"";"";"";"";"";"2021-09-06";"2021-09-06";"Břeclav";"3704";"203";"69003"
"187";"";"6426034212";"19630706";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2018";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"M";"";"";"";"";"";"";"";"";"";"";"";"";"3223979";"";"";"";"";"";"";"";"";"";"";"";"";"";"2021-09-03";"2021-09-03";"Praha";"3100";"203";"19000"
"155";"";"2916599412";"19402406";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2016";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"N";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"3220514";"";"";"";"";"";"";"";"";"";"";"";"";"";"2021-08-25";"2021-08-25";"Kharkiv";"";"804";""
"150";"";"5213341112";"19319506";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2020";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"N";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"3215652";"";"";"";"";"";"";"";"";"";"";"";"";"";"2021-08-11";"2021-08-11";"Praha";"3100";"203";"15800"
"152";"";"7033167712";"19321406";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"3215839";"";"";"";"";"";"";"";"";"";"";"";"";"";"2021-08-12";"2021-08-12";"";"";"203";"16300"
"158";"";"6236225612";"19473506";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"1999";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"T";"";"";"";"";"";"";"";"";"";"";"";"";"3221966";"";"";"";"";"";"";"";"";"";"";"";"";"";"2021-08-30";"2021-08-30";"Praha";"3100";"203";"14900"
"199";"";"3076846412";"19725006";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2013";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"3225728";"";"";"";"";"";"";"";"";"";"";"";"";"";"2021-09-08";"2021-09-08";"Praha";"3100";"203";"19800"
"231";"";"2634420712";"19975606";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2018";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"3230579";"";"";"";"";"";"";"";"";"";"";"";"";"";"2021-09-22";"2021-09-22";"Třebenice";"3506";"203";"41113"
"184";"";"1947647712";"19578606";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"R";"";"";"";"";"";"";"";"";"";"";"";"";"3223363";"";"";"";"";"";"";"";"";"";"";"";"";"";"2021-09-02";"2021-09-02";"Bystřice";"3201";"203";"25751"
"222";"";"6499845812";"19946806";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2015";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"N";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"3228951";"";"";"";"";"";"";"";"";"";"";"";"";"";"2021-09-16";"2021-09-16";"Praha";"3100";"203";"14900"
"183";"";"8788654012";"19568306";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2017";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"N";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"3223352";"";"";"";"";"";"";"";"";"";"";"";"";"";"2021-09-01";"2021-09-01";"90501 Senica";"";"703";""
"207";"";"4050293412";"19725806";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2018";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"3225816";"";"";"";"";"";"";"";"";"";"";"";"";"";"2021-09-08";"2021-09-08";"Praha";"3100";"203";"16000"
"189";"";"8416011912";"19667006";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2014";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"M";"";"";"";"";"";"";"";"";"";"";"";"";"3224023";"";"";"";"";"";"";"";"";"";"";"";"";"";"2021-09-03";"2021-09-03";"Varnsdorf";"3502";"203";"40747"
"185";"";"2993070112";"19597206";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2005";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"3223484";"";"";"";"";"";"";"";"";"";"";"";"";"";"2021-09-02";"2021-09-02";"Ostrava";"3807";"203";"70200"
"237";"";"5953550312";"20046706";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2020";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"M";"";"";"";"";"";"";"";"";"";"";"";"";"3234550";"";"";"";"";"";"";"";"";"";"";"";"";"";"2021-10-14";"2021-10-14";"Neratovice";"3206";"203";"27711"
"214";"";"7556867512";"19803906";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2015";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"3227378";"";"";"";"";"";"";"";"";"";"";"";"";"";"2021-09-13";"2021-09-13";"Praha";"3100";"203";"13000"
"204";"";"9833594712";"19725606";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2008";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"T";"";"";"";"";"";"";"";"";"";"";"";"";"3225783";"";"";"";"";"";"";"";"";"";"";"";"";"";"2021-09-08";"2021-09-08";"Nýřany";"3407";"203";"33023"
"75";"";"8564836912";"20278006";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2015";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"N";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"3310241";"";"";"";"";"";"";"";"";"";"";"";"";"";"2022-02-17";"2022-02-17";"Praha";"3100";"203";"14900"
"74";"";"2313458512";"20274006";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"N";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"3308272";"";"";"";"";"";"";"";"";"";"";"";"";"";"2022-02-16";"2022-02-16";"Doněck";"";"804";""
"72";"";"4660289412";"20268206";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2011";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"3305192";"";"";"";"";"";"";"";"";"";"";"";"";"";"2022-02-15";"2022-02-15";"Třeboň";"3303";"203";"37901"
