,studium_id
0,12375406
1,12948006
2,11719706
3,13518506
4,11727206
5,11742506
6,13518606
7,11686106
8,12034706
9,12032006
10,11744806
11,13009606
12,11746506
13,11698306
14,11712506
15,11704806
16,11721106
17,11677306
18,12081206
19,16764806
20,12949306
21,13110406
22,14296106
