studium_id,pohlavi_kod,je_cech,datum_zahajeni,rok_maturity,maturita_nastup_rozdil,gymnazium,praha,scio,olym,zkouska,prominuti,dostudoval_uspesne,BI-PA1,BI-PAI,BI-CAO,BI-PS1,BI-MLO,BI-ZMA,BI-PA2,BI-DBS,BI-SAP,BI-LIN,BI-AG1,BI-AAG,BI-ZDM,BI-OSY,BI-PSI,BI-BEZ,BI-PST,BI-DPR,BI-SI1.2,BI-EMP
1575006,0,1,2009,2009,0,0,1,0,0,0,0,0,1.0,2.0,1.5,2.5,2.5,2.0,2.0,4.0,2.0,3.0,,4.0,4.0,2.5,4.0,,4.0,,2.5,
4763706,0,1,2011,2009,2,0,1,0,0,0,0,0,1.0,2.0,1.5,2.5,2.5,2.0,2.0,2.0,2.0,3.0,,2.0,3.0,2.5,2.5,3.0,2.5,2.0,2.5,4.0
1575206,0,1,2009,2009,0,1,0,0,0,0,0,1,2.5,1.5,1.5,3.0,2.5,2.5,3.0,2.0,2.5,3.0,,3.0,3.0,2.5,3.0,3.0,3.0,2.0,2.5,2.5
1575406,0,1,2009,2009,0,0,1,0,0,0,0,0,1.0,3.0,2.0,2.0,2.5,3.0,2.5,2.5,3.0,3.0,,2.5,2.5,2.5,2.5,2.5,1.5,2.0,2.5,3.0
1575506,0,1,2009,2009,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,
1575606,1,1,2009,2009,0,1,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,
1575806,0,1,2009,2008,1,0,1,0,0,0,0,0,4.0,2.0,2.5,4.0,4.0,4.0,,,,,,,,,,,,,,
1575906,0,1,2009,2009,0,1,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,
1576206,0,1,2009,2009,0,1,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,
1576306,1,1,2009,2009,0,1,0,0,0,0,0,1,1.0,1.5,1.0,1.5,1.0,1.0,2.0,1.0,1.0,1.5,,1.0,1.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5
5522906,0,1,2011,2009,2,1,0,0,0,0,0,0,2.0,2.5,2.0,3.0,1.5,4.0,4.0,4.0,3.0,4.0,,4.0,4.0,4.0,4.0,4.0,,,,3.0
1576406,0,1,2009,2009,0,1,0,0,0,0,0,0,4.0,2.5,3.0,3.0,3.0,4.0,4.0,,4.0,4.0,,,,4.0,,,,,,
1576506,0,1,2009,2008,1,0,1,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,
1576706,0,1,2009,2009,0,0,1,0,0,0,0,1,1.0,1.0,1.0,2.5,2.0,2.5,2.0,1.5,1.5,3.0,,2.0,2.0,2.5,2.0,1.0,2.0,1.0,1.5,2.5
1576806,0,1,2009,2009,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,
1577006,0,1,2009,2009,0,1,1,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,
1577106,0,0,2009,2001,8,0,2,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,
1577206,1,1,2009,2008,1,1,0,0,0,0,0,0,1.5,1.0,1.5,1.5,2.0,1.5,4.0,1.0,1.5,1.5,,1.5,2.0,,,,2.0,,4.0,1.0
8399506,0,1,2013,2009,4,0,1,0,0,0,0,0,1.0,1.5,2.5,2.0,2.0,4.0,,2.0,2.5,,,4.0,4.0,,,,2.5,,,
1577306,0,1,2009,2009,0,0,1,0,0,0,0,0,1.0,1.5,2.5,2.0,2.0,4.0,3.0,2.0,2.5,4.0,,3.0,3.0,4.0,4.0,4.0,2.5,,,
1577506,0,1,2009,2007,2,1,1,0,0,0,0,1,1.5,3.0,2.5,1.0,3.0,2.5,2.5,2.0,2.0,3.0,,2.0,3.0,3.0,3.0,2.0,2.0,1.5,2.5,3.0
1577606,0,1,2009,2009,0,1,0,0,0,0,0,0,2.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,2.5,4.0,,4.0,,4.0,,,,,4.0,4.0
1577706,0,1,2009,2009,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,
1577806,0,1,2009,2009,0,0,0,0,0,0,0,0,1.5,3.0,2.0,3.0,2.0,4.0,3.0,1.5,3.0,4.0,,2.0,2.5,4.0,,,,,,
1578006,0,0,2009,2009,0,0,2,0,0,0,0,0,2.0,3.0,2.5,2.5,3.0,2.0,3.0,2.5,1.5,4.0,,2.0,3.0,2.5,4.0,,4.0,,,
1578306,0,1,2009,2009,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,
1578406,1,1,2009,2009,0,1,0,0,0,0,0,1,1.0,1.0,2.0,3.0,2.0,2.0,2.5,2.0,1.5,3.0,,3.0,2.0,3.0,1.5,2.0,2.0,2.0,2.0,4.0
1578506,1,1,2009,2009,0,1,1,0,0,0,0,0,4.0,4.0,4.0,4.0,,4.0,,,,,,,,,,,,,,
1578606,0,1,2009,2009,0,1,0,0,0,0,0,1,1.0,1.5,1.0,3.0,1.5,3.0,3.0,1.5,1.5,3.0,,1.5,2.0,2.0,3.0,2.0,2.0,1.5,2.0,2.5
1578706,0,1,2009,2009,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,
1578806,0,0,2009,2008,1,2,2,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,
1578906,0,1,2009,2008,1,0,1,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,
1579006,0,1,2009,2008,1,0,0,0,0,0,0,0,3.0,1.5,1.0,3.0,2.0,2.5,4.0,4.0,3.0,4.0,,4.0,4.0,4.0,4.0,,4.0,,4.0,
1579106,0,1,2009,2009,0,1,0,0,0,0,0,1,1.0,1.5,1.0,2.5,2.0,2.5,1.0,2.0,1.5,3.0,,1.5,2.5,1.5,2.0,2.5,2.0,1.5,2.5,3.0
1579206,0,0,2009,2005,4,0,2,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,
1579306,0,1,2009,2009,0,0,0,0,0,0,0,1,1.0,1.5,1.0,3.0,3.0,3.0,2.5,1.0,1.0,2.5,,1.5,2.5,2.0,2.0,1.5,2.5,1.5,2.0,2.5
1579406,0,1,2009,2009,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,
1579606,1,0,2009,2008,1,0,2,0,0,0,0,0,4.0,1.0,3.0,4.0,4.0,4.0,,,,,,,,,,,,,,
1579706,0,1,2009,2009,0,0,1,0,0,0,0,0,2.5,2.0,2.0,2.5,3.0,3.0,2.5,2.5,1.5,4.0,,2.0,3.0,2.5,4.0,2.5,2.5,3.0,2.5,4.0
6309906,0,1,2012,2009,3,0,1,0,0,0,0,0,2.5,2.0,2.0,2.5,2.0,3.0,2.5,2.5,1.5,2.0,,2.0,4.0,2.5,3.0,2.5,2.5,2.5,2.5,3.0
1580006,1,0,2009,2007,2,0,2,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,
1580106,0,1,2009,2009,0,0,0,0,0,0,0,1,1.0,2.0,1.5,2.0,2.5,2.5,2.0,2.5,1.5,3.0,,2.0,3.0,2.0,2.0,1.5,3.0,1.5,1.5,2.5
