studium_id,dokoncil_semestr,BI-PA1_znamka,BI-PA1_poradi_zapisu,BI-PAI_znamka,BI-PAI_poradi_zapisu,BI-CAO_znamka,BI-CAO_poradi_zapisu,BI-PS1_znamka,BI-PS1_poradi_zapisu,BI-MLO_znamka,BI-MLO_poradi_zapisu,BI-ZMA_znamka,BI-ZMA_poradi_zapisu,pocet_kreditu_semestr_1
14809406,1.0,2.5,1.0,2.0,1.0,1.5,1.0,2.5,1.0,2.5,1.0,2.5,1.0,16.0
11741806,1.0,2.5,1.0,2.0,1.0,1.5,1.0,2.5,1.0,2.5,1.0,2.5,1.0,27.0
11678506,1.0,2.5,1.0,2.0,1.0,1.5,1.0,2.5,1.0,2.5,1.0,2.5,1.0,30.0
11707406,0.0,3.0,1.0,2.5,1.0,1.5,1.0,3.0,1.0,2.5,1.0,4.0,1.0,17.0
12986206,1.0,3.0,1.0,4.0,1.0,1.5,1.0,4.0,1.0,3.0,1.0,2.0,1.0,22.0
14801606,1.0,2.5,1.0,2.5,1.0,1.5,1.0,3.0,1.0,2.5,1.0,2.0,1.0,31.0
13011406,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.5,1.0,25.0
14240606,1.0,3.0,1.0,2.5,1.0,2.0,1.0,3.0,1.0,1.5,1.0,2.5,1.0,23.0
13515906,1.0,2.0,1.0,2.5,1.0,1.0,1.0,4.0,1.0,2.5,1.0,2.0,1.0,22.0
14809606,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,1.0,1.5,1.0,2.0,1.0,33.0
11732806,1.0,4.0,1.0,2.5,1.0,2.5,1.0,2.5,1.0,2.0,1.0,4.0,1.0,20.0
11734106,1.0,2.5,1.0,2.5,1.0,1.5,1.0,3.0,1.0,2.0,1.0,2.5,1.0,26.0
12998206,1.0,2.0,1.0,2.5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.5,1.0,39.0
11717706,1.0,2.0,1.0,2.5,1.0,1.5,1.0,1.0,1.0,2.5,1.0,2.5,1.0,19.0
12959106,0.0,3.0,1.0,2.5,1.0,1.0,1.0,2.5,1.0,2.5,1.0,4.0,1.0,19.0
15590606,0.0,2.5,1.0,2.5,1.0,1.0,1.0,2.5,1.0,2.5,1.0,2.5,1.0,17.0
11683906,1.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,2.5,1.0,4.0,1.0,18.0
13515506,0.0,2.0,1.0,2.5,1.0,2.5,1.0,2.0,1.0,2.0,1.0,2.0,1.0,16.0
15590806,1.0,2.5,1.0,2.5,1.0,1.5,1.0,3.0,1.0,2.5,1.0,2.5,1.0,21.0
12030306,1.0,2.0,1.0,3.0,1.0,2.5,1.0,2.0,1.0,2.0,1.0,2.5,1.0,26.0
12990106,1.0,2.5,1.0,2.0,1.0,1.0,1.0,2.5,1.0,2.5,1.0,2.5,1.0,29.0
13012606,0.0,3.0,1.0,2.5,1.0,1.5,1.0,2.5,1.0,2.5,1.0,4.0,1.0,16.0
14799206,1.0,1.5,1.0,2.0,1.0,1.5,1.0,1.5,1.0,2.5,1.0,2.5,1.0,41.0
11696506,1.0,1.5,1.0,2.0,1.0,1.5,1.0,1.5,1.0,2.5,1.0,2.5,1.0,25.0
11743206,1.0,4.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.5,1.0,19.0
11716206,1.0,2.5,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.5,1.0,21.0
11681506,0.0,3.0,1.0,2.5,1.0,3.0,1.0,4.0,1.0,2.5,1.0,4.0,1.0,15.0
11728106,1.0,2.0,1.0,2.5,1.0,1.0,1.0,1.5,1.0,2.5,1.0,2.0,1.0,22.0
11690606,0.0,4.0,1.0,3.0,1.0,2.5,1.0,4.0,1.0,1.5,1.0,4.0,1.0,15.0
14257206,1.0,2.5,1.0,2.5,1.0,1.5,1.0,2.5,1.0,2.5,1.0,2.5,1.0,19.0
11742906,1.0,3.0,1.0,2.5,1.0,1.5,1.0,3.0,1.0,2.0,1.0,2.5,1.0,25.0
11689406,0.0,4.0,1.0,3.0,1.0,1.5,1.0,2.5,1.0,4.0,1.0,2.5,1.0,16.0
11729006,1.0,2.5,1.0,2.5,1.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,19.0
17925906,0.0,4.0,1.0,2.5,1.0,2.0,1.0,2.5,1.0,2.5,1.0,1.0,1.0,15.0
14292406,1.0,1.5,1.0,2.0,1.0,1.0,1.0,1.5,1.0,1.5,1.0,2.0,1.0,24.0
12032806,1.0,1.5,1.0,2.0,1.0,1.0,1.0,1.5,1.0,1.5,1.0,2.0,1.0,28.0
14319606,0.0,2.5,1.0,2.5,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,17.0
11736806,1.0,1.0,1.0,2.5,1.0,1.5,1.0,3.0,1.0,4.0,1.0,4.0,1.0,18.0
11716806,1.0,3.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,2.5,1.0,2.0,1.0,26.0
11719606,0.0,3.0,1.0,2.5,1.0,4.0,1.0,3.0,1.0,2.5,1.0,4.0,1.0,21.0
14809006,0.0,2.5,1.0,2.5,1.0,1.5,1.0,3.0,1.0,4.0,1.0,2.5,1.0,15.0
11697406,0.0,3.0,1.0,2.5,1.0,1.0,1.0,3.0,1.0,2.5,1.0,2.5,1.0,20.0
11728306,1.0,2.0,1.0,2.5,1.0,1.5,1.0,2.0,1.0,2.5,1.0,2.5,1.0,27.0
11746406,1.0,4.0,1.0,2.5,1.0,1.5,1.0,4.0,1.0,3.0,1.0,4.0,1.0,15.0
11694606,0.0,4.0,1.0,2.5,1.0,1.5,1.0,3.0,1.0,1.5,1.0,4.0,1.0,16.0
11743306,0.0,4.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.5,1.0,21.0
11699306,1.0,2.5,1.0,2.5,1.0,1.5,1.0,3.0,1.0,3.0,1.0,4.0,1.0,24.0
15614906,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.5,1.0,2.0,1.0,4.0,1.0,22.0
13511506,1.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,19.0
16713806,1.0,2.5,1.0,2.5,1.0,1.5,1.0,3.0,1.0,2.5,1.0,4.0,1.0,18.0
11736406,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.5,1.0,2.5,1.0,2.0,1.0,30.0
11734806,1.0,2.0,1.0,2.5,1.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,19.0
12959606,1.0,2.0,1.0,2.5,1.0,1.0,1.0,2.5,1.0,2.0,1.0,4.0,1.0,20.0
12978406,1.0,2.5,1.0,3.0,1.0,1.0,1.0,4.0,1.0,2.5,1.0,4.0,1.0,19.0
12961206,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.5,1.0,3.0,1.0,28.0
12993406,1.0,1.5,1.0,1.5,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.5,1.0,16.0
13013006,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,21.0
11736206,1.0,1.0,1.0,3.0,1.0,1.5,1.0,2.5,1.0,3.0,1.0,2.5,1.0,30.0
11694406,1.0,2.5,1.0,3.0,1.0,1.0,1.0,4.0,1.0,2.5,1.0,2.5,1.0,25.0
11705606,1.0,2.5,1.0,2.5,1.0,1.0,1.0,4.0,1.0,4.0,1.0,3.0,1.0,15.0
11724506,1.0,2.0,1.0,3.0,1.0,1.5,1.0,4.0,1.0,4.0,1.0,2.0,1.0,20.0
11723006,1.0,1.0,1.0,2.5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.5,1.0,30.0
11700206,1.0,3.0,1.0,4.0,1.0,1.5,1.0,3.0,1.0,2.5,1.0,3.0,1.0,27.0
12031406,1.0,2.5,1.0,2.0,1.0,1.5,1.0,3.0,1.0,2.0,1.0,2.5,1.0,30.0
12967506,1.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.5,1.0,2.5,1.0,24.0
11675006,1.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,2.5,1.0,1.5,1.0,16.0
11725606,0.0,4.0,1.0,3.0,1.0,1.5,1.0,4.0,1.0,2.5,1.0,2.0,1.0,19.0
11710906,1.0,4.0,1.0,3.0,1.0,1.5,1.0,4.0,1.0,1.5,1.0,1.5,1.0,21.0
11711906,1.0,2.5,1.0,3.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,2.5,1.0,25.0
15620506,1.0,2.5,1.0,2.5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,24.0
12037206,0.0,4.0,1.0,4.0,1.0,2.5,1.0,4.0,1.0,2.5,1.0,2.5,1.0,16.0
12963406,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.5,1.0,30.0
11686606,0.0,4.0,1.0,3.0,1.0,2.5,1.0,4.0,1.0,2.0,1.0,2.0,1.0,19.0
11737506,1.0,2.5,1.0,3.0,1.0,1.5,1.0,3.0,1.0,2.5,1.0,2.0,1.0,30.0
11733506,1.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,2.5,1.0,4.0,1.0,19.0
11737406,1.0,2.5,1.0,3.0,1.0,1.5,1.0,4.0,1.0,2.5,1.0,2.0,1.0,25.0
11719906,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,30.0
11687706,0.0,4.0,1.0,2.5,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.5,1.0,19.0
11693406,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,25.0
11714206,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,25.0
11683106,1.0,2.5,1.0,3.0,1.0,1.5,1.0,4.0,1.0,2.5,1.0,2.5,1.0,25.0
11693006,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.5,1.0,30.0
17901606,1.0,2.5,1.0,2.0,1.0,1.0,1.0,2.5,1.0,2.5,1.0,2.5,1.0,18.0
12970006,1.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.5,1.0,24.0
11701506,1.0,3.0,1.0,2.5,1.0,1.5,1.0,4.0,1.0,4.0,1.0,2.5,1.0,22.0
11676706,1.0,4.0,1.0,2.5,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,24.0
11700506,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,2.5,1.0,30.0
13003006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,30.0
11729906,1.0,3.0,1.0,3.0,1.0,1.5,1.0,4.0,1.0,2.5,1.0,2.0,1.0,25.0
11696806,1.0,2.5,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,30.0
11704206,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.5,1.0,2.0,1.0,2.0,1.0,24.0
11718206,0.0,4.0,1.0,2.0,1.0,2.5,1.0,2.5,1.0,4.0,1.0,2.0,1.0,19.0
11683306,1.0,4.0,1.0,3.0,1.0,1.5,1.0,4.0,1.0,3.0,1.0,3.0,1.0,19.0
11686806,1.0,3.0,1.0,3.0,1.0,1.5,1.0,4.0,1.0,2.5,1.0,4.0,1.0,21.0
12034406,1.0,4.0,1.0,2.5,1.0,1.0,1.0,4.0,1.0,2.5,1.0,2.5,1.0,19.0
14279806,1.0,2.5,1.0,2.5,1.0,1.0,1.0,2.0,1.0,2.5,1.0,2.5,1.0,20.0
12972006,1.0,2.5,1.0,2.5,1.0,1.5,1.0,3.0,1.0,2.5,1.0,2.5,1.0,30.0
11727806,0.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,19.0
11678806,0.0,4.0,1.0,4.0,1.0,1.5,1.0,3.0,1.0,2.0,1.0,4.0,1.0,15.0
16733606,1.0,2.5,1.0,3.0,1.0,1.5,1.0,1.5,1.0,2.0,1.0,2.5,1.0,29.0
14270406,0.0,2.5,1.0,3.0,1.0,1.5,1.0,3.0,1.0,2.0,1.0,2.5,1.0,16.0
12036306,1.0,3.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.5,1.0,22.0
12987006,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.5,1.0,2.5,1.0,30.0
12036706,1.0,3.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.5,1.0,22.0
11702106,1.0,3.0,1.0,3.0,1.0,1.5,1.0,3.0,1.0,2.0,1.0,2.5,1.0,30.0
11677206,0.0,4.0,1.0,4.0,1.0,1.5,1.0,4.0,1.0,2.0,1.0,2.5,1.0,18.0
11677506,1.0,3.0,1.0,2.0,1.0,1.5,1.0,3.0,1.0,2.0,1.0,2.5,1.0,30.0
11739606,0.0,4.0,1.0,4.0,1.0,1.5,1.0,4.0,1.0,3.0,1.0,2.5,1.0,16.0
14286906,1.0,2.5,1.0,2.5,1.0,1.5,1.0,2.0,1.0,1.5,1.0,2.5,1.0,24.0
11692506,1.0,4.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.5,1.0,1.5,1.0,21.0
11676906,1.0,3.0,1.0,2.5,1.0,1.5,1.0,4.0,1.0,2.5,1.0,2.0,1.0,25.0
11683406,1.0,1.5,1.0,2.5,1.0,1.0,1.0,2.5,1.0,2.5,1.0,1.5,1.0,30.0
11696706,0.0,4.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,19.0
11701906,1.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.5,1.0,2.5,1.0,25.0
11738006,1.0,3.0,1.0,1.5,1.0,1.5,1.0,4.0,1.0,3.0,1.0,4.0,1.0,19.0
15624506,1.0,2.0,1.0,1.5,1.0,1.5,1.0,2.5,1.0,2.5,1.0,2.5,1.0,37.0
12962706,1.0,4.0,1.0,2.5,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,24.0
11692206,1.0,4.0,1.0,3.0,1.0,1.5,1.0,4.0,1.0,2.0,1.0,4.0,1.0,15.0
11741906,1.0,2.0,1.0,2.5,1.0,1.5,1.0,2.5,1.0,4.0,1.0,4.0,1.0,19.0
11726306,1.0,4.0,1.0,4.0,1.0,1.5,1.0,4.0,1.0,2.5,1.0,2.0,1.0,16.0
11680306,1.0,1.0,1.0,1.5,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,30.0
11679106,1.0,1.0,1.0,1.5,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,25.0
11740506,1.0,2.0,1.0,2.5,1.0,3.0,1.0,2.5,1.0,4.0,1.0,4.0,1.0,19.0
12976406,1.0,2.5,1.0,3.0,1.0,1.0,1.0,2.5,1.0,2.5,1.0,1.5,1.0,30.0
12976206,0.0,2.5,1.0,4.0,1.0,2.5,1.0,3.0,1.0,4.0,1.0,1.5,1.0,17.0
11730406,0.0,4.0,1.0,4.0,1.0,1.5,1.0,4.0,1.0,2.0,1.0,2.5,1.0,16.0
11709306,1.0,1.5,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,30.0
15620706,1.0,2.0,1.0,2.0,1.0,1.5,1.0,1.5,1.0,2.0,1.0,2.0,1.0,30.0
11691206,1.0,4.0,1.0,3.0,1.0,1.5,1.0,3.0,1.0,2.0,1.0,2.0,1.0,24.0
12033106,1.0,2.0,1.0,2.0,1.0,1.5,1.0,3.0,1.0,2.0,1.0,1.5,1.0,30.0
11716006,1.0,2.0,1.0,2.5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.5,1.0,30.0
11737606,1.0,4.0,1.0,2.0,1.0,1.5,1.0,3.0,1.0,2.5,1.0,2.5,1.0,24.0
12081206,1.0,2.5,1.0,1.5,1.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,19.0
12031006,1.0,3.0,1.0,2.0,1.0,1.5,1.0,4.0,1.0,4.0,1.0,3.0,1.0,20.0
11695906,1.0,2.0,1.0,3.0,1.0,1.5,1.0,4.0,1.0,3.0,1.0,4.0,1.0,19.0
12965706,1.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.5,1.0,4.0,1.0,24.0
11704906,0.0,4.0,1.0,2.5,1.0,1.0,1.0,4.0,1.0,2.5,1.0,4.0,1.0,15.0
15614506,0.0,4.0,1.0,3.0,1.0,1.5,1.0,4.0,1.0,2.5,1.0,2.5,1.0,19.0
11682606,1.0,2.5,1.0,2.5,1.0,1.0,1.0,4.0,1.0,1.5,1.0,2.0,1.0,25.0
12032206,1.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.5,1.0,2.5,1.0,24.0
11685406,1.0,2.5,1.0,3.0,1.0,2.5,1.0,4.0,1.0,2.0,1.0,2.5,1.0,25.0
11714606,1.0,2.5,1.0,1.5,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.5,1.0,30.0
11741406,1.0,4.0,1.0,1.5,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,19.0
11684106,1.0,2.5,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.5,1.0,2.5,1.0,25.0
11702906,1.0,2.5,1.0,1.5,1.0,3.0,1.0,4.0,1.0,2.5,1.0,2.5,1.0,25.0
11741506,1.0,1.5,1.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.5,1.0,25.0
