studium_id,dokoncil_semestr,BI-PA1_znamka,BI-PA1_poradi_zapisu,BI-PAI_znamka,BI-PAI_poradi_zapisu,BI-CAO_znamka,BI-CAO_poradi_zapisu,BI-PS1_znamka,BI-PS1_poradi_zapisu,BI-MLO_znamka,BI-MLO_poradi_zapisu,BI-ZMA_znamka,BI-ZMA_poradi_zapisu,pocet_kreditu_semestr_1
11729606,1.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0
11735906,1.0,4.0,1.0,1.5,1.0,1.0,1.0,4.0,1.0,1.5,1.0,2.0,1.0,19.0
11676506,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.5,1.0,2.5,1.0,1.0,1.0,30.0
11721006,1.0,3.0,1.0,2.5,1.0,1.5,1.0,1.5,1.0,2.5,1.0,2.5,1.0,30.0
11698106,1.0,2.5,1.0,2.5,1.0,1.0,1.0,4.0,1.0,2.5,1.0,4.0,1.0,19.0
15603206,0.0,4.0,1.0,2.0,1.0,1.0,1.0,2.5,1.0,4.0,1.0,4.0,1.0,15.0
11732606,1.0,2.5,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,19.0
13510906,1.0,2.5,1.0,2.5,1.0,1.0,1.0,1.5,1.0,1.5,1.0,2.0,1.0,26.0
11715906,1.0,2.5,1.0,2.5,1.0,1.0,1.0,4.0,1.0,1.5,1.0,4.0,1.0,19.0
11741006,1.0,4.0,1.0,3.0,1.0,1.5,1.0,3.0,1.0,1.5,1.0,1.5,1.0,24.0
11730706,1.0,2.0,1.0,2.5,1.0,1.0,1.0,4.0,1.0,1.5,1.0,2.0,1.0,25.0
15567806,0.0,2.0,1.0,2.5,1.0,1.0,1.0,2.5,1.0,2.0,1.0,2.0,1.0,18.0
11737106,1.0,2.0,1.0,2.5,1.0,1.0,1.0,2.5,1.0,2.0,1.0,2.0,1.0,32.0
11717106,1.0,1.0,1.0,1.5,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,30.0
11693306,1.0,2.0,1.0,2.5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,32.0
14275706,1.0,1.0,1.0,3.0,1.0,2.5,1.0,2.5,1.0,2.5,1.0,2.5,1.0,24.0
11708406,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.5,1.0,2.5,1.0,4.0,1.0,15.0
11708306,1.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,18.0
14307606,1.0,2.5,1.0,2.0,1.0,1.0,1.0,2.5,1.0,2.0,1.0,2.5,1.0,41.0
16711206,0.0,4.0,1.0,2.0,1.0,1.5,1.0,1.5,1.0,2.0,1.0,4.0,1.0,18.0
11728906,1.0,4.0,1.0,2.5,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,19.0
11733006,1.0,2.0,1.0,2.0,1.0,1.5,1.0,4.0,1.0,1.5,1.0,2.0,1.0,25.0
11723506,1.0,3.0,1.0,2.5,1.0,1.0,1.0,4.0,1.0,1.5,1.0,1.5,1.0,25.0
18606206,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.5,1.0,2.0,1.0,2.5,1.0,16.0
11737006,1.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.5,1.0,19.0
11703906,1.0,2.5,1.0,1.5,1.0,1.0,1.0,4.0,1.0,2.5,1.0,4.0,1.0,19.0
11693806,1.0,4.0,1.0,2.5,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.5,1.0,24.0
11694706,1.0,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,19.0
11722706,1.0,3.0,1.0,2.5,1.0,1.5,1.0,3.0,1.0,3.0,1.0,4.0,1.0,24.0
11693706,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.5,1.0,1.5,1.0,30.0
11722206,1.0,4.0,1.0,2.5,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.5,1.0,19.0
11733406,1.0,1.0,1.0,2.5,1.0,1.5,1.0,2.0,1.0,2.0,1.0,2.5,1.0,30.0
11688506,1.0,2.5,1.0,3.0,1.0,1.5,1.0,2.0,1.0,2.5,1.0,4.0,1.0,24.0
11704406,1.0,1.0,1.0,1.5,1.0,1.5,1.0,4.0,1.0,1.5,1.0,1.5,1.0,25.0
11706006,1.0,4.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,19.0
11746606,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.5,1.0,4.0,1.0,2.5,1.0,25.0
11701006,1.0,2.5,1.0,2.0,1.0,1.0,1.0,2.5,1.0,4.0,1.0,4.0,1.0,19.0
11712606,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.5,1.0,30.0
11700106,1.0,2.5,1.0,3.0,1.0,1.0,1.0,2.5,1.0,2.0,1.0,4.0,1.0,24.0
11743106,1.0,1.5,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.5,1.0,2.5,1.0,30.0
11720506,1.0,4.0,1.0,2.5,1.0,1.0,1.0,4.0,1.0,2.5,1.0,1.5,1.0,19.0
11742006,1.0,2.5,1.0,2.5,1.0,1.5,1.0,3.0,1.0,2.5,1.0,2.0,1.0,30.0
11719506,1.0,2.5,1.0,2.0,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.5,1.0,30.0
13005306,0.0,4.0,1.0,2.5,1.0,1.0,1.0,3.0,1.0,2.5,1.0,4.0,1.0,18.0
11722106,1.0,2.0,1.0,1.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,1.0,30.0
13005706,0.0,2.0,1.0,2.5,1.0,1.5,1.0,4.0,1.0,4.0,1.0,3.0,1.0,20.0
11691706,1.0,1.0,1.0,2.5,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,30.0
11723106,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0
11731006,0.0,2.5,1.0,3.0,1.0,1.5,1.0,3.0,1.0,4.0,1.0,4.0,1.0,19.0
11721906,0.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,19.0
11738506,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.5,1.0,30.0
11685206,1.0,1.5,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.5,1.0,2.0,1.0,25.0
11698406,1.0,3.0,1.0,2.5,1.0,1.0,1.0,4.0,1.0,2.5,1.0,4.0,1.0,19.0
11728006,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,2.0,1.0,30.0
11740106,1.0,2.0,1.0,2.0,1.0,1.5,1.0,2.0,1.0,1.5,1.0,2.5,1.0,30.0
11715806,1.0,2.5,1.0,2.5,1.0,1.0,1.0,3.0,1.0,1.5,1.0,2.5,1.0,30.0
11724606,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.5,1.0,2.0,1.0,1.5,1.0,30.0
11678206,1.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.5,1.0,2.5,1.0,30.0
11725306,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,30.0
11702606,1.0,1.5,1.0,2.0,1.0,1.0,1.0,2.5,1.0,1.5,1.0,2.0,1.0,30.0
11700706,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.5,1.0,2.5,1.0,2.5,1.0,30.0
11712906,1.0,3.0,1.0,2.0,1.0,1.5,1.0,4.0,1.0,2.5,1.0,2.0,1.0,25.0
11729306,1.0,4.0,1.0,2.0,1.0,1.5,1.0,4.0,1.0,2.5,1.0,3.0,1.0,21.0
14266206,1.0,3.0,1.0,2.0,1.0,1.5,1.0,2.0,1.0,2.5,1.0,2.5,1.0,17.0
11683506,1.0,2.5,1.0,1.5,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,30.0
11711206,0.0,2.5,1.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,4.0,1.0,19.0
11727706,1.0,4.0,1.0,2.5,1.0,1.5,1.0,3.0,1.0,2.5,1.0,2.5,1.0,24.0
11703406,1.0,1.5,1.0,2.5,1.0,1.5,1.0,3.0,1.0,2.0,1.0,1.5,1.0,30.0
11723806,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.5,1.0,1.5,1.0,25.0
11682006,1.0,3.0,1.0,3.0,1.0,1.5,1.0,4.0,1.0,3.0,1.0,2.5,1.0,25.0
11681006,1.0,1.5,1.0,1.5,1.0,1.0,1.0,1.5,1.0,1.0,1.0,2.0,1.0,30.0
11706206,1.0,3.0,1.0,2.5,1.0,1.0,1.0,4.0,1.0,2.5,1.0,2.0,1.0,25.0
11675906,1.0,2.0,1.0,2.5,1.0,1.0,1.0,2.0,1.0,2.5,1.0,4.0,1.0,24.0
11739306,0.0,4.0,1.0,2.5,1.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,15.0
11717906,1.0,2.5,1.0,2.5,1.0,1.0,1.0,3.0,1.0,2.5,1.0,2.0,1.0,30.0
14320306,1.0,2.5,1.0,2.5,1.0,1.0,1.0,3.0,1.0,2.5,1.0,2.0,1.0,27.0
11697506,0.0,2.5,1.0,3.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,2.5,1.0,20.0
11688306,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0
13518006,0.0,2.5,1.0,2.5,1.0,1.0,1.0,3.0,1.0,2.5,1.0,4.0,1.0,19.0
11680206,1.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.5,1.0,2.0,1.0,24.0
11721706,1.0,2.0,1.0,1.5,1.0,1.0,1.0,1.5,1.0,1.5,1.0,2.0,1.0,30.0
11699106,1.0,4.0,1.0,2.5,1.0,2.5,1.0,3.0,1.0,1.5,1.0,2.0,1.0,24.0
11705306,0.0,4.0,1.0,3.0,1.0,1.5,1.0,4.0,1.0,2.0,1.0,2.5,1.0,19.0
11706606,1.0,1.5,1.0,2.5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.5,1.0,30.0
11682806,0.0,4.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,2.5,1.0,19.0
11745206,1.0,3.0,1.0,2.5,1.0,1.0,1.0,4.0,1.0,1.5,1.0,2.0,1.0,25.0
11690506,1.0,4.0,1.0,2.5,1.0,1.5,1.0,4.0,1.0,2.0,1.0,1.0,1.0,19.0
11707806,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,30.0
11705406,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,2.5,1.0,4.0,1.0,19.0
11698906,1.0,4.0,1.0,2.0,1.0,1.5,1.0,2.5,1.0,2.5,1.0,2.5,1.0,24.0
11724806,0.0,3.0,1.0,3.0,1.0,1.5,1.0,4.0,1.0,2.5,1.0,4.0,1.0,19.0
11714006,1.0,2.5,1.0,2.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,19.0
11685606,1.0,3.0,1.0,1.5,1.0,1.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,19.0
11742106,1.0,1.0,1.0,2.5,1.0,1.0,1.0,3.0,1.0,2.5,1.0,2.0,1.0,30.0
11734506,1.0,2.5,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,30.0
11738806,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0
11716406,1.0,2.0,1.0,2.0,1.0,1.5,1.0,3.0,1.0,2.0,1.0,2.0,1.0,30.0
11698706,1.0,2.5,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,30.0
11718606,1.0,2.5,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.5,1.0,2.0,1.0,25.0
11719206,1.0,4.0,1.0,2.5,1.0,1.0,1.0,4.0,1.0,2.5,1.0,1.0,1.0,19.0
11716606,1.0,2.5,1.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,2.5,1.0,25.0
11735006,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,30.0
11733806,1.0,4.0,1.0,2.5,1.0,1.0,1.0,4.0,1.0,2.5,1.0,2.0,1.0,19.0
11738106,1.0,2.5,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.5,1.0,2.5,1.0,25.0
14251806,0.0,4.0,1.0,2.5,1.0,1.5,1.0,2.5,1.0,2.5,1.0,4.0,1.0,16.0
11717406,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0
11687906,1.0,2.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,30.0
11689106,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,30.0
11708806,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.5,1.0,25.0
13004306,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.5,1.0,2.5,1.0,2.0,1.0,30.0
11675506,1.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0
11682306,1.0,4.0,1.0,2.0,1.0,2.5,1.0,4.0,1.0,3.0,1.0,2.5,1.0,19.0
14276206,1.0,2.0,1.0,2.0,1.0,2.5,1.0,2.5,1.0,3.0,1.0,2.5,1.0,28.0
11706406,1.0,2.5,1.0,2.5,1.0,1.5,1.0,3.0,1.0,4.0,1.0,4.0,1.0,19.0
11739106,1.0,1.5,1.0,2.5,1.0,1.0,1.0,3.0,1.0,1.5,1.0,2.5,1.0,30.0
11697706,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,30.0
11706506,1.0,2.5,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.5,1.0,25.0
11745506,1.0,3.0,1.0,2.5,1.0,1.5,1.0,3.0,1.0,2.5,1.0,2.0,1.0,30.0
11680806,1.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.5,1.0,4.0,1.0,18.0
13009006,1.0,2.5,1.0,2.5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.5,1.0,28.0
11691306,1.0,1.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,30.0
11705906,1.0,4.0,1.0,2.5,1.0,1.5,1.0,4.0,1.0,3.0,1.0,3.0,1.0,19.0
11703206,1.0,3.0,1.0,2.0,1.0,1.5,1.0,4.0,1.0,3.0,1.0,4.0,1.0,19.0
11719006,1.0,4.0,1.0,2.0,1.0,1.5,1.0,4.0,1.0,3.0,1.0,4.0,1.0,15.0
12956206,1.0,3.0,1.0,3.0,1.0,1.5,1.0,3.0,1.0,4.0,1.0,3.0,1.0,25.0
13011606,1.0,2.0,1.0,2.5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,30.0
12973106,1.0,1.0,1.0,2.0,1.0,1.5,1.0,1.5,1.0,1.5,1.0,2.5,1.0,22.0
11686206,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.5,1.0,30.0
11691006,1.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.5,1.0,25.0
11679706,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.5,1.0,25.0
11731906,1.0,3.0,1.0,2.5,1.0,1.0,1.0,4.0,1.0,1.5,1.0,2.0,1.0,25.0
11726706,1.0,1.0,1.0,2.5,1.0,1.5,1.0,3.0,1.0,2.5,1.0,2.5,1.0,30.0
11711106,1.0,2.5,1.0,2.0,1.0,1.5,1.0,3.0,1.0,4.0,1.0,2.0,1.0,25.0
11685806,1.0,3.0,1.0,1.5,1.0,1.0,1.0,2.5,1.0,1.5,1.0,1.5,1.0,30.0
11698806,1.0,2.5,1.0,2.5,1.0,1.5,1.0,3.0,1.0,2.0,1.0,2.0,1.0,30.0
11707106,1.0,1.0,1.0,1.5,1.0,1.5,1.0,2.0,1.0,1.5,1.0,2.5,1.0,30.0
11684706,1.0,2.5,1.0,2.0,1.0,2.0,1.0,1.5,1.0,4.0,1.0,4.0,1.0,19.0
11707506,1.0,4.0,1.0,2.5,1.0,1.5,1.0,4.0,1.0,3.0,1.0,2.5,1.0,19.0
11719306,1.0,2.5,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.5,1.0,2.5,1.0,25.0
18303206,1.0,2.5,1.0,2.5,1.0,1.0,1.0,2.5,1.0,2.5,1.0,2.5,1.0,35.0
11708106,1.0,4.0,1.0,2.5,1.0,1.0,1.0,4.0,1.0,2.5,1.0,2.5,1.0,19.0
11710506,1.0,4.0,1.0,2.0,1.0,1.5,1.0,4.0,1.0,2.5,1.0,2.5,1.0,19.0
11684006,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.5,1.0,19.0
14290806,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.5,1.0,15.0
11729806,1.0,2.5,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.5,1.0,1.5,1.0,25.0
11713306,0.0,3.0,1.0,2.5,1.0,2.5,1.0,2.0,1.0,4.0,1.0,4.0,1.0,19.0
14801006,0.0,1.5,1.0,2.5,1.0,2.5,1.0,2.0,1.0,1.5,1.0,4.0,1.0,23.0
15610706,1.0,1.5,1.0,2.5,1.0,1.5,1.0,2.5,1.0,2.0,1.0,2.0,1.0,23.0
11713706,1.0,4.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.5,1.0,2.0,1.0,19.0
13518306,1.0,2.0,1.0,1.5,1.0,1.5,1.0,2.0,1.0,2.5,1.0,3.0,1.0,17.0
12978106,0.0,1.0,1.0,2.5,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.5,1.0,17.0
15549406,1.0,1.0,1.0,2.5,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.5,1.0,26.0
11699706,1.0,1.0,1.0,2.5,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,30.0
11686406,1.0,4.0,1.0,1.5,1.0,1.0,1.0,3.0,1.0,2.5,1.0,2.5,1.0,24.0
11722906,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.5,1.0,3.0,1.0,2.5,1.0,30.0
11716506,1.0,2.5,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.5,1.0,2.0,1.0,25.0
12982706,1.0,2.5,1.0,2.5,1.0,1.0,1.0,2.5,1.0,4.0,1.0,4.0,1.0,19.0
14269406,1.0,2.5,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.5,1.0,4.0,1.0,24.0
11675706,1.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,19.0
12992706,0.0,4.0,1.0,2.5,1.0,1.5,1.0,2.0,1.0,1.5,1.0,2.5,1.0,19.0
11694906,1.0,2.5,1.0,3.0,1.0,1.5,1.0,2.0,1.0,2.5,1.0,4.0,1.0,24.0
13000206,1.0,2.5,1.0,2.5,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.5,1.0,30.0
11744506,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.5,1.0,4.0,1.0,3.0,1.0,25.0
11683206,0.0,4.0,1.0,2.5,1.0,2.5,1.0,4.0,1.0,2.5,1.0,4.0,1.0,15.0
11716306,1.0,2.5,1.0,3.0,1.0,1.5,1.0,4.0,1.0,2.5,1.0,2.5,1.0,25.0
11732106,1.0,3.0,1.0,2.5,1.0,2.5,1.0,3.0,1.0,2.5,1.0,2.5,1.0,30.0
11728806,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.5,1.0,2.0,1.0,30.0
11710806,0.0,4.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,2.5,1.0,3.0,1.0,19.0
17336006,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.5,1.0,2.0,1.0,2.0,1.0,17.0
11691106,1.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,19.0
14283006,0.0,3.0,1.0,2.0,1.0,1.0,1.0,2.5,1.0,2.0,1.0,2.0,1.0,24.0
11744606,1.0,4.0,1.0,1.5,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.5,1.0,19.0
14260706,1.0,1.0,1.0,1.5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.5,1.0,20.0
11703106,1.0,4.0,1.0,3.0,1.0,2.5,1.0,4.0,1.0,2.5,1.0,3.0,1.0,19.0
11690306,1.0,1.5,1.0,2.5,1.0,1.5,1.0,4.0,1.0,2.0,1.0,2.5,1.0,25.0
11702406,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.5,1.0,30.0
11718806,1.0,3.0,1.0,2.0,1.0,1.5,1.0,2.0,1.0,2.0,1.0,2.5,1.0,30.0
11687206,1.0,1.0,1.0,2.0,1.0,1.5,1.0,3.0,1.0,1.5,1.0,2.0,1.0,16.0
12982506,1.0,2.5,1.0,3.0,1.0,1.5,1.0,4.0,1.0,4.0,1.0,4.0,1.0,16.0
11744906,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0
12989506,1.0,3.0,1.0,2.5,1.0,1.5,1.0,3.0,1.0,4.0,1.0,3.0,1.0,22.0
11720606,1.0,4.0,1.0,1.5,1.0,4.0,1.0,4.0,1.0,1.5,1.0,3.0,1.0,16.0
12969806,1.0,2.0,1.0,2.5,1.0,1.5,1.0,3.0,1.0,2.5,1.0,4.0,1.0,24.0
15598006,1.0,2.0,1.0,2.5,1.0,1.5,1.0,1.5,1.0,2.5,1.0,1.5,1.0,25.0
11680006,1.0,1.0,1.0,2.5,1.0,1.5,1.0,1.5,1.0,4.0,1.0,4.0,1.0,19.0
11730806,1.0,2.5,1.0,2.5,1.0,1.0,1.0,4.0,1.0,1.5,1.0,2.0,1.0,25.0
11676606,1.0,2.5,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,30.0
11695606,1.0,3.0,1.0,2.5,1.0,1.5,1.0,4.0,1.0,2.0,1.0,4.0,1.0,19.0
12961006,1.0,1.0,1.0,2.5,1.0,1.5,1.0,1.5,1.0,2.0,1.0,2.5,1.0,34.0
11741206,1.0,2.0,1.0,1.5,1.0,1.0,1.0,3.0,1.0,4.0,1.0,2.5,1.0,25.0
11732706,1.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,2.5,1.0,4.0,1.0,19.0
11739506,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,19.0
11684406,0.0,4.0,1.0,1.5,1.0,1.0,1.0,4.0,1.0,2.5,1.0,2.0,1.0,19.0
11687406,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.5,1.0,1.5,1.0,2.5,1.0,30.0
11710406,1.0,1.0,1.0,2.5,1.0,1.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,25.0
11713006,1.0,2.0,1.0,2.5,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,24.0
11742706,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,30.0
11723406,1.0,4.0,1.0,3.0,1.0,1.5,1.0,4.0,1.0,3.0,1.0,2.0,1.0,19.0
12991606,1.0,2.0,1.0,3.0,1.0,1.5,1.0,2.0,1.0,2.5,1.0,2.0,1.0,20.0
11682206,1.0,4.0,1.0,2.5,1.0,1.5,1.0,4.0,1.0,2.0,1.0,1.5,1.0,19.0
11694206,1.0,2.5,1.0,2.5,1.0,1.0,1.0,4.0,1.0,2.5,1.0,4.0,1.0,19.0
14255806,1.0,2.5,1.0,2.5,1.0,1.0,1.0,2.5,1.0,2.5,1.0,4.0,1.0,21.0
11727906,1.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.5,1.0,30.0
14266706,1.0,2.0,1.0,2.5,1.0,1.5,1.0,3.0,1.0,2.0,1.0,2.5,1.0,18.0
11687606,1.0,4.0,1.0,2.5,1.0,1.5,1.0,2.5,1.0,4.0,1.0,2.5,1.0,19.0
14277106,1.0,2.5,1.0,2.5,1.0,1.0,1.0,3.0,1.0,2.5,1.0,4.0,1.0,19.0
11690906,1.0,2.5,1.0,3.0,1.0,1.5,1.0,4.0,1.0,2.5,1.0,4.0,1.0,19.0
11687306,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.5,1.0,2.0,1.0,2.5,1.0,30.0
11745606,1.0,1.0,1.0,2.5,1.0,1.0,1.0,2.0,1.0,2.5,1.0,1.5,1.0,30.0
11683806,1.0,2.5,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.5,1.0,2.0,1.0,30.0
11746706,1.0,2.5,1.0,2.5,1.0,1.0,1.0,2.5,1.0,1.5,1.0,2.0,1.0,30.0
11742206,1.0,3.0,1.0,2.5,1.0,2.5,1.0,3.0,1.0,4.0,1.0,4.0,1.0,19.0
11728706,1.0,3.0,1.0,2.5,1.0,1.5,1.0,4.0,1.0,4.0,1.0,4.0,1.0,16.0
11724106,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,30.0
11725506,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,24.0
14810406,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,18.0
11721606,1.0,2.5,1.0,2.5,1.0,1.5,1.0,2.5,1.0,2.0,1.0,4.0,1.0,24.0
11742306,1.0,1.0,1.0,2.5,1.0,1.0,1.0,2.0,1.0,1.5,1.0,1.5,1.0,30.0
11708706,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,30.0
11675606,1.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.5,1.0,2.5,1.0,30.0
11720706,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,2.5,1.0,2.5,1.0,30.0
11702706,1.0,2.5,1.0,2.0,1.0,3.0,1.0,4.0,1.0,2.5,1.0,4.0,1.0,23.0
11710706,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,30.0
11718906,1.0,3.0,1.0,2.5,1.0,1.0,1.0,2.5,1.0,2.5,1.0,2.5,1.0,30.0
11739406,1.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.5,1.0,24.0
12984306,1.0,1.5,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,23.0
11688006,1.0,2.5,1.0,1.5,1.0,1.0,1.0,3.0,1.0,2.5,1.0,4.0,1.0,24.0
11690806,1.0,1.0,1.0,1.5,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,30.0
11706706,1.0,1.5,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.5,1.0,2.0,1.0,30.0
11701206,1.0,2.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0
