studium_id,MI-PAA,MI-MPI,MI-PDP.16,MI-SPI.16
6816406,,4.0,,
6819106,2.0,2.5,,
6822106,,4.0,,
6822906,,4.0,,
6854506,,4.0,,
11656606,2.0,2.5,,2.5
15637906,4.0,4.0,,
13033106,4.0,4.0,,
13024106,4.0,4.0,,
13024206,2.0,3.0,2.0,2.0
13021006,,,,
15625306,,4.0,,
11653606,1.0,1.5,,
13019206,2.0,2.0,2.5,2.5
11657406,1.5,1.5,,
13502806,2.0,2.5,4.0,4.0
11650506,2.0,2.5,,
13036906,2.0,3.0,1.5,
13029806,1.0,2.5,,
13032806,2.0,2.0,1.0,2.5
7148106,2.5,3.0,,
13498506,1.5,2.5,2.0,2.0
13031106,2.0,3.0,2.0,2.0
16697306,,,,
14288506,2.0,1.0,1.5,2.5
17893006,2.0,1.0,1.5,2.5
14312806,3.0,2.0,2.0,3.0
15644606,2.0,4.0,,
16689606,2.0,2.5,2.5,2.0
13023906,1.5,2.0,1.0,1.0
13017806,1.0,1.5,1.5,1.5
13021806,2.5,2.0,1.5,2.0
13498406,2.5,2.5,1.5,3.0
13023006,2.0,2.5,1.5,2.5
13030606,2.5,2.5,2.0,2.5
14246506,2.0,2.0,1.5,2.5
14246706,2.0,1.5,1.5,2.5
13023806,1.5,3.0,1.5,2.5
13019906,2.0,3.0,1.5,2.0
14248606,1.5,2.0,2.0,2.5
14248806,4.0,4.0,,
15631006,4.0,4.0,,
13032706,1.0,1.0,1.0,1.0
13018006,2.0,2.5,2.0,2.5
13031706,2.0,2.5,2.0,2.5
13020906,1.5,2.0,1.5,2.5
13018906,2.0,3.0,2.0,3.0
13022406,1.0,1.0,1.0,1.0
13025106,2.0,2.5,1.5,2.5
13034206,1.5,2.0,2.0,2.5
13028806,1.5,2.0,1.5,1.5
13031806,1.5,2.0,1.0,1.5
13020306,1.5,2.0,1.5,2.5
14256506,1.5,1.5,1.5,2.0
13034306,2.0,2.5,2.0,2.5
15710506,2.5,2.0,2.0,3.0
14257906,2.0,2.5,1.5,3.0
16693706,2.5,2.0,3.0,2.0
15630006,4.0,4.0,,
13026906,1.5,2.0,2.0,2.0
14260806,1.5,1.0,1.0,1.5
13018506,1.5,1.5,1.0,1.5
13026606,2.0,2.5,2.0,2.0
13017306,1.0,1.5,1.5,2.0
13022106,1.5,2.5,2.0,2.0
15630206,4.0,4.0,,
13020706,1.5,2.5,4.0,4.0
15639106,3.0,2.5,2.5,3.0
14793206,4.0,4.0,,
13025206,2.0,2.5,1.5,1.5
13019406,1.5,2.0,2.0,2.0
13029606,2.0,2.0,1.5,2.0
13499206,1.5,2.0,1.5,1.5
13022606,1.0,1.5,1.5,1.0
13036106,3.0,3.0,2.5,2.5
18531006,,,,
13018806,2.0,1.0,1.5,1.5
14271206,2.5,2.0,2.0,3.0
13036606,1.5,3.0,1.5,2.5
13024406,2.5,2.0,1.5,2.5
13021706,2.5,3.0,2.5,3.0
13036206,2.5,3.0,2.0,2.5
13020606,2.0,2.0,1.5,1.5
14274706,1.0,2.5,2.0,2.0
13023606,2.0,3.0,1.5,3.0
14275806,1.5,1.0,1.5,2.5
14276106,2.5,2.0,1.5,3.0
14276906,4.0,4.0,,
13017006,1.5,2.0,1.5,2.0
13502606,1.5,2.0,1.5,1.5
13018406,2.0,2.0,1.5,1.5
13029006,1.5,2.5,2.0,2.0
15636606,4.0,4.0,,
13022906,2.0,3.0,1.5,2.5
13020106,2.5,2.5,1.5,2.0
15636506,3.0,3.0,2.0,3.0
16697006,4.0,4.0,,
16858906,4.0,4.0,,
15635906,4.0,4.0,,
14793606,,,,
15641906,2.5,3.0,1.5,3.0
13027006,,,,
14282506,1.5,3.0,1.5,3.0
13018106,2.5,3.0,2.0,3.0
14282806,2.5,2.5,2.0,3.0
14283106,2.0,2.0,1.5,1.5
13500206,2.0,2.0,2.0,2.0
13018306,4.0,2.0,4.0,4.0
14284506,4.0,4.0,,
13025006,1.5,2.5,1.5,2.5
13024506,1.5,2.0,2.5,2.5
13033306,2.0,2.5,2.0,2.5
13028406,1.5,1.5,1.5,2.5
14793806,1.5,4.0,,
15638506,1.5,2.5,1.5,2.5
13027206,2.5,2.5,2.0,2.5
15643306,4.0,4.0,,
16697606,4.0,4.0,,
13029706,2.0,3.0,2.0,2.0
13027806,1.0,2.5,1.5,2.0
11653006,1.5,1.0,,
14794006,4.0,4.0,,
13021606,1.5,1.5,1.0,1.5
15644806,3.0,2.0,2.5,2.5
15637406,4.0,4.0,,
13032106,2.0,2.5,2.0,2.0
13020506,1.5,2.0,2.5,2.5
14292106,2.5,2.5,4.0,3.0
13028906,1.5,2.5,1.5,3.0
16699106,4.0,4.0,,
13031506,2.0,2.5,1.5,2.0
14294606,4.0,4.0,,
13031606,2.0,3.0,2.0,2.0
13025706,2.0,2.5,1.5,3.0
13019106,1.0,2.5,1.5,1.0
13024906,2.5,3.0,1.5,3.0
15630706,4.0,4.0,,
13021906,2.5,2.5,2.0,1.5
13019806,1.5,2.5,2.0,2.5
17204006,2.5,4.0,2.5,
15635806,2.0,4.0,4.0,4.0
13027906,2.5,2.5,1.5,2.0
16792806,2.0,1.5,,
14301006,2.0,1.5,4.0,4.0
13025806,1.0,1.0,1.0,1.5
13020806,1.0,1.5,1.5,1.5
13028106,2.0,2.5,2.0,2.0
13032906,1.5,3.0,2.0,2.0
13023206,1.5,2.0,1.5,2.0
13019006,1.5,1.5,1.5,1.0
14303806,2.5,2.5,1.5,
13022006,1.0,1.5,1.5,2.0
15634506,3.0,2.5,1.5,2.5
17203906,4.0,4.0,,
14794906,4.0,4.0,,
16197706,4.0,4.0,,
14308706,1.5,2.5,2.5,3.0
14795006,1.5,3.0,2.0,2.5
13022806,1.0,2.0,1.5,2.5
13018706,2.5,2.5,2.0,2.5
14310406,2.5,2.5,2.0,2.5
13501606,2.0,2.5,2.0,2.5
18533406,,,,
13501706,2.0,3.0,2.0,2.0
13024606,1.0,1.5,1.0,1.0
14315106,2.0,2.5,1.5,2.5
13032506,1.5,2.5,1.5,2.0
15628006,,1.5,1.5,
14795306,4.0,4.0,,
18533706,2.0,,2.0,
13036306,2.0,3.0,2.0,3.0
15637606,2.5,4.0,,
14317306,2.5,4.0,,
14317406,2.5,2.5,4.0,4.0
14319106,2.0,2.0,1.5,2.5
14319406,2.0,2.0,1.5,2.5
13029106,2.0,2.5,1.0,2.5
15636106,2.0,2.0,1.5,3.0
13026006,2.0,2.0,1.5,2.0
13024006,1.5,2.0,1.5,1.0
17894706,,2.0,2.5,
16197006,3.0,1.5,2.0,
15628306,4.0,2.0,,
14249906,1.5,2.5,1.0,2.5
15631406,4.0,4.0,,
8325406,,4.0,,
8332106,,4.0,,
8334106,1.5,3.0,,
8334906,,4.0,,
8335706,,4.0,,
8335806,,4.0,,
8339606,1.5,1.5,,
8339806,,4.0,,
8340706,2.5,3.0,,
9248606,,4.0,,
8342106,,4.0,,
8342306,2.0,2.5,,
8343006,,4.0,,
8343706,,4.0,,
8344606,,4.0,,
8345506,,4.0,,
8346406,2.5,3.0,,
8346506,,4.0,,
8374006,,4.0,,
8374206,3.0,3.0,,
8374506,,4.0,,
14290906,4.0,4.0,,
14793006,3.0,2.0,1.5,3.0
15630306,3.0,2.0,2.5,2.5
14244706,2.5,2.5,1.5,2.5
14794206,2.0,2.5,2.0,2.5
14793506,1.0,1.5,1.5,1.5
14245306,1.5,2.5,2.0,3.0
16690206,1.5,2.0,2.5,3.0
13025606,2.5,2.5,2.0,2.0
13025506,1.0,2.0,1.0,1.5
14306606,,,,
14293806,1.5,3.0,1.5,3.0
13029506,1.5,2.0,2.0,1.5
13020206,1.5,1.5,2.0,1.5
14294506,2.5,2.0,2.0,3.0
15634206,2.5,2.0,1.5,3.0
17205506,2.5,1.0,2.0,2.0
9252006,,,,
14304806,,,,
16198306,4.0,4.0,,
14281706,2.0,1.5,1.5,1.5
14261606,1.0,1.5,1.5,2.5
14261006,4.0,4.0,,
14242506,3.0,2.0,2.0,3.0
14306006,2.0,1.5,1.5,2.0
14318506,1.5,1.0,1.5,2.0
15637006,2.5,2.0,2.0,2.5
14311206,,,,
14276006,1.0,1.5,1.5,1.5
15635206,2.5,2.0,2.0,3.0
14279206,1.5,1.0,1.5,2.0
14319506,4.0,4.0,,
16693606,4.0,4.0,,
16690506,4.0,2.0,2.5,2.0
14260906,1.5,2.0,1.5,1.5
14256006,2.5,2.5,1.5,2.5
15626006,,2.0,1.0,
15628906,,,4.0,4.0
16694706,4.0,4.0,,
14793906,1.5,2.5,1.5,2.5
14253006,2.0,2.0,1.5,2.0
14248506,2.5,3.0,2.0,3.0
14300506,2.0,2.5,2.0,2.5
14244406,1.5,2.0,1.5,2.5
17899006,,,,
14299706,1.0,1.0,1.5,1.5
14794306,2.5,2.5,2.0,2.5
14240706,2.0,2.5,2.0,2.5
16689906,4.0,4.0,,
18529206,,,,
14258706,2.0,3.0,2.0,2.5
14793106,1.0,1.5,1.5,1.5
14266506,1.5,1.5,1.5,2.0
14297206,2.0,1.5,2.0,3.0
14793706,2.0,1.5,1.5,2.5
17885406,,,,
15635406,1.5,3.0,1.5,3.0
14302706,,,1.5,2.0
14255206,2.0,2.0,2.0,2.5
15627606,3.0,2.5,2.0,3.0
15644006,2.5,2.5,2.0,2.5
15633506,2.0,2.0,1.5,2.0
16691006,4.0,4.0,,
14294306,1.0,1.5,1.5,2.0
14319006,3.0,3.0,2.0,3.0
14285606,2.0,1.5,2.0,2.0
14310506,1.0,2.0,1.5,2.0
15631206,2.0,2.0,1.0,2.0
14317706,,,,
14249606,1.5,1.5,1.5,2.5
14277406,1.5,1.0,1.5,1.5
15632906,2.5,2.5,2.0,2.5
16690906,2.5,4.0,3.0,1.5
14246406,2.0,2.0,2.0,2.5
14247506,2.0,2.0,1.5,1.5
14304706,4.0,4.0,,
15636406,4.0,4.0,,
14294106,2.0,2.0,1.5,2.5
15644906,4.0,4.0,,
14284006,1.0,2.5,1.5,1.5
14311806,1.0,1.0,1.5,1.0
15636306,2.5,2.0,2.0,2.5
14252806,1.5,2.0,2.0,2.5
14242006,1.5,1.5,1.5,1.5
17206106,1.0,1.5,1.5,1.0
14308806,1.0,1.5,1.5,1.0
14280506,2.5,2.5,2.0,2.5
14310106,2.0,2.0,1.5,2.5
15637306,2.5,2.0,2.5,3.0
14280106,1.0,1.5,1.5,1.0
14795406,2.0,2.0,1.5,2.5
15635706,2.0,2.5,2.0,
15643906,2.0,2.5,1.5,2.5
18532506,,,,
16699006,4.0,4.0,,
14302006,1.0,2.5,1.5,2.0
15628706,4.0,4.0,,
16197806,2.0,2.0,2.0,2.0
14256906,,,4.0,
14280206,2.0,2.5,2.0,3.0
14301606,1.0,1.5,1.0,1.0
15642806,2.5,3.0,2.0,3.0
14794706,2.5,2.5,2.0,2.5
14295106,2.0,2.0,1.5,2.5
16698806,4.0,4.0,,
15626706,,4.0,,
14252506,2.0,3.0,1.5,2.0
14315606,1.5,1.5,2.0,2.0
16198506,2.5,2.5,2.0,2.5
14320706,1.5,2.5,2.0,2.0
14313306,1.5,2.5,1.5,2.0
15625606,,2.5,2.0,
15641406,3.0,2.0,1.5,2.5
15635506,4.0,4.0,,
15639306,2.0,3.0,2.0,2.5
14300906,1.5,1.5,1.0,1.5
15641806,4.0,2.5,,
15633406,,,,
15628206,2.5,2.0,2.5,2.5
15627806,2.5,2.5,1.5,2.5
14242206,2.5,2.5,1.5,2.5
14309106,1.5,2.5,1.5,2.5
15638106,2.5,2.5,2.0,2.5
14303506,1.5,2.0,1.5,1.5
16697106,1.5,1.5,1.0,1.5
15629006,2.5,2.0,2.0,3.0
14299206,2.5,2.5,2.0,2.5
15642106,4.0,2.5,4.0,3.0
14259906,1.5,2.5,1.5,2.5
15635606,2.5,2.5,2.0,
15643406,2.5,2.5,2.0,2.5
15636206,3.0,2.5,2.0,3.0
18395106,3.0,2.5,2.0,3.0
15637106,4.0,4.0,,
16696306,4.0,4.0,,
18531406,,,2.5,2.0
17205106,4.0,4.0,,
16701906,4.0,1.0,1.5,2.0
14286606,3.0,2.0,1.5,2.5
15642906,2.5,2.5,1.5,2.0
15632206,2.0,2.5,1.5,3.0
14299306,2.0,2.0,2.0,2.0
16700006,3.0,3.0,2.5,2.0
15634806,3.0,2.5,2.0,2.5
15643806,2.0,2.5,4.0,3.0
14245006,1.5,2.0,1.5,2.0
14271606,2.0,2.5,1.5,2.0
14287406,2.0,2.5,2.0,2.5
15635306,3.0,2.5,2.0,2.5
16197606,2.5,2.0,2.0,1.5
14298706,1.0,1.0,2.0,1.0
16702306,3.0,4.0,2.5,2.0
15637206,3.0,2.5,4.0,3.0
15633806,1.5,1.5,1.5,1.5
15643106,2.5,3.0,2.5,2.5
15637506,2.0,2.5,2.0,3.0
15643206,4.0,4.0,,
17204906,3.0,3.0,2.5,2.5
14280906,1.5,2.0,1.0,2.5
14244906,2.0,2.0,1.5,2.0
16198106,3.0,3.0,2.5,2.5
16696906,4.0,4.0,3.0,2.0
14296706,2.0,1.5,1.5,2.0
9235006,1.5,2.5,,
9237306,,4.0,,
9238206,,,,
9244106,,4.0,,
9244406,1.5,1.0,,
9245106,,,,
9245406,1.5,2.0,,
9246906,2.5,2.5,,
9252106,2.5,2.0,,
9252406,,4.0,,
15629106,2.5,1.5,2.0,3.0
16702106,4.0,,,
16695506,2.5,4.0,2.5,2.5
14948006,4.0,4.0,,
15639706,3.0,2.5,2.0,3.0
14248206,4.0,4.0,,
14275606,1.5,2.0,2.0,2.5
14288006,1.0,2.0,4.0,1.0
17204106,1.0,2.0,,1.0
16196806,2.5,2.0,2.0,3.0
14254406,2.0,2.5,2.5,2.5
15625806,,1.5,1.5,
17206006,4.0,4.0,,
15631106,,2.0,2.5,
14250506,1.5,2.5,1.5,2.0
15639906,2.5,2.0,2.0,2.5
15643606,,,,
15627706,2.5,2.0,2.0,2.0
15637806,3.0,2.5,2.0,2.5
16198206,4.0,4.0,,
14300706,2.0,2.0,2.0,2.0
15642606,3.0,2.5,2.0,3.0
17894406,,,,
9978706,2.0,3.0,,
10010406,2.0,2.0,,
17893906,,,,
15633906,3.0,2.0,2.0,3.0
16692706,2.5,2.0,2.0,2.0
15689606,4.0,4.0,,
17891806,,,,
11655006,,4.0,,
13026406,4.0,4.0,,
14794406,4.0,4.0,,
16701106,4.0,4.0,,
15636706,2.5,1.5,1.5,1.5
12235306,,4.0,,
15631906,4.0,4.0,,
11657206,,4.0,,
15625506,,4.0,,
16198606,3.0,3.0,2.0,3.0
15629906,2.0,2.5,1.5,2.5
13025906,2.5,2.5,2.0,3.0
12233806,2.5,3.0,2.0,3.0
15625906,,2.0,2.0,
15639806,2.5,2.5,2.0,3.0
15638906,2.5,1.5,2.5,3.0
16693106,2.0,4.0,2.0,2.0
17890206,,,,
15625406,,4.0,,
11648206,4.0,3.0,,
11657706,,2.5,,
13023306,4.0,4.0,,
15641106,2.5,1.5,1.5,2.5
16689406,,4.0,1.5,
17898306,,,,
16703006,4.0,4.0,,
18532806,,,,
15632306,2.5,2.5,2.0,2.0
18529806,2.0,2.0,1.5,2.0
15631506,,,4.0,2.0
12235506,2.0,2.5,,
13026106,4.0,4.0,,
12235406,,4.0,,
17206406,4.0,4.0,,
17899406,,,,
18531206,,,,
17895406,2.5,,,
16700506,2.5,4.0,,
15631706,2.5,3.0,2.5,2.5
16689806,4.0,4.0,,
18530606,2.0,,1.5,
12236306,,4.0,,
13026206,4.0,4.0,,
17893206,,,,
11644006,,4.0,,
13021206,2.5,2.5,3.0,2.5
15645006,2.5,2.5,3.0,2.5
15632506,2.0,1.5,1.5,1.5
15626306,,4.0,,
15640906,2.0,3.0,2.5,2.0
16698606,4.0,2.5,,
18532306,,2.5,2.0,2.5
15634706,4.0,2.5,,
16688106,,4.0,,
15642006,4.0,4.0,,
13502706,2.0,2.5,2.0,3.0
15642206,2.5,3.0,2.0,3.0
16703906,4.0,4.0,,
15630606,2.5,2.5,4.0,2.5
15636906,2.5,2.5,2.0,3.0
11651406,,4.0,,
11650206,,4.0,,
11642606,,4.0,,
11648906,,4.0,,
11659106,1.0,1.0,,
11658506,2.0,2.5,,1.5
15639006,3.0,2.5,3.0,2.5
16197506,4.0,4.0,,
15634006,3.0,2.0,2.0,2.5
15626806,4.0,4.0,,
15627106,2.0,2.0,1.5,2.5
15626906,4.0,4.0,,
15639506,3.0,2.5,1.5,3.0
16693006,4.0,4.0,,
16694006,1.5,2.0,1.5,2.5
17206706,,4.0,2.0,
16689306,,4.0,,
17890906,,,,
15641206,2.5,2.5,1.0,2.5
15641306,2.5,3.0,2.0,3.0
15626606,,2.0,2.5,
15629806,2.0,1.5,2.0,2.0
15626106,,1.0,1.0,
17885106,,,,
15632606,,,,
15641506,2.0,2.5,2.0,2.0
16695706,2.5,4.0,2.0,2.5
16198806,,2.0,2.0,
15640806,2.5,2.0,1.5,2.5
15629506,2.0,2.0,1.5,1.5
16701806,4.0,1.5,2.0,4.0
17205006,1.5,1.0,1.5,1.0
17895206,,,,
16700106,4.0,4.0,,
15633006,1.5,1.5,2.0,2.5
16695106,2.5,4.0,2.0,2.0
15636806,,,,
17885706,,,,
15631606,1.5,1.0,1.5,2.0
17205906,2.0,4.0,3.0,3.0
15640706,2.0,2.0,2.0,2.5
15631306,3.0,2.5,2.0,2.5
15633306,1.5,3.0,1.5,2.5
15643706,3.0,2.0,2.5,3.0
15640406,1.5,2.5,1.0,2.0
16689006,,4.0,,
17895706,,,,
16700806,3.0,4.0,,
17204406,4.0,4.0,,
15639206,3.0,3.0,2.0,2.5
17899506,,,,
16689206,,1.5,,
15626206,,1.0,1.0,
15632106,2.0,2.0,1.5,2.5
15638406,2.5,2.5,2.5,3.0
16690806,1.5,4.0,,
15627406,4.0,4.0,,
16196606,4.0,4.0,,
18395406,3.0,2.0,3.0,
16701206,3.0,2.0,3.0,
16698906,,,,1.5
15626406,,1.0,1.5,
15640006,2.5,2.0,1.5,2.5
15641006,2.5,1.5,1.5,2.5
16698106,2.0,3.0,2.5,2.5
15642306,2.5,2.0,1.5,3.0
15630506,2.0,1.0,1.5,2.5
15627506,1.5,2.0,2.0,2.0
16688406,,2.0,3.0,
15633106,1.5,2.0,1.5,1.5
15634306,2.0,1.5,1.5,1.5
15625706,,,,
16691806,4.0,2.5,2.5,2.5
15631806,3.0,3.0,2.0,2.0
17885006,,,,
17885606,,,,
15632006,3.0,2.5,2.0,3.0
15638806,2.5,2.5,2.5,3.0
15637706,2.0,2.5,3.0,3.0
15634406,2.0,1.5,2.5,1.5
16696406,4.0,4.0,,
16702206,4.0,4.0,,
15642406,1.0,2.0,2.0,2.0
15644406,2.0,4.0,2.0,3.0
18530006,2.0,,2.0,2.5
15628606,2.5,1.5,1.5,3.0
15628806,,2.5,2.5,
17885206,,,,
16690706,4.0,4.0,,
16688906,,4.0,1.5,
16198906,,2.0,2.5,
16690406,2.0,4.0,2.0,3.0
16694806,1.5,2.0,2.5,2.0
17897006,,,,
15632806,2.5,2.0,1.5,2.0
15627906,2.5,2.5,2.0,3.0
15638306,2.5,2.5,2.0,2.0
15643006,2.0,2.0,2.0,2.5
16701306,2.0,4.0,,4.0
15627006,3.0,2.5,2.0,3.0
15630806,2.0,2.0,1.5,2.5
15638006,2.5,2.5,2.0,2.5
17894006,,,,
15641706,1.5,2.0,1.5,1.0
15629606,2.0,2.5,2.0,3.0
17899606,,,,2.5
15635006,1.5,2.5,1.5,3.0
17889406,,2.5,,
15639406,2.0,2.0,1.5,2.5
15640506,1.5,2.5,1.0,2.0
15629706,2.5,2.5,2.0,3.0
15642706,2.0,2.0,1.5,2.5
15629406,4.0,4.0,,
16703506,,,,
16689106,,2.0,2.0,
15633606,1.5,1.5,1.5,1.5
16690606,4.0,4.0,,
15628506,4.0,4.0,,
15640206,3.0,2.0,2.0,3.0
15640306,2.5,2.5,1.5,2.5
16197206,2.5,2.0,2.0,2.5
15638706,2.0,1.5,2.0,2.0
16702806,4.0,1.5,3.0,
16691506,4.0,2.0,3.0,2.5
15634906,2.5,3.0,1.5,3.0
16693906,1.5,2.0,2.0,2.0
16196906,,,,
15632706,1.5,1.0,1.5,1.5
16701406,2.0,2.0,2.5,2.5
15639606,2.5,2.5,2.5,3.0
16694606,4.0,4.0,,
15633706,2.0,2.0,1.5,1.0
15640606,2.5,1.5,2.0,2.5
18533306,,,,
16702006,2.5,4.0,2.5,2.5
16198006,4.0,4.0,,
16196706,2.0,2.5,2.5,2.5
15626506,,2.0,1.5,
15628106,2.0,2.0,2.0,1.5
15627306,4.0,4.0,,
16697206,3.0,2.0,2.0,2.0
12236006,,4.0,,
12233706,1.5,1.5,,
12234506,2.0,3.0,,
12234606,3.0,2.5,,
17898406,,,,
18530906,,,,
13017906,2.5,2.5,2.0,2.0
13498906,2.0,2.5,4.0,3.0
17206306,1.5,,,
13500406,4.0,4.0,,
13036506,4.0,4.0,,
16703206,2.0,2.0,1.5,2.0
16702906,2.0,4.0,2.5,3.0
18683106,2.0,,2.5,3.0
16700306,1.5,1.5,1.0,2.0
17897506,,,,
17889106,,,,
16691206,2.5,2.0,2.0,1.5
16691106,2.5,3.0,3.0,2.0
16698306,,,1.5,2.0
17899306,,,,
16692106,2.0,1.5,1.5,1.5
17891006,,,,
17205806,2.0,4.0,1.5,2.0
16688706,,1.0,1.0,
17892106,,,,
16694406,,,1.5,1.0
16701706,2.5,2.5,1.5,1.5
17884806,,,,
16703106,2.5,3.0,2.5,2.0
16697806,1.5,1.5,2.5,1.0
16703406,,,,
17889206,,,,
17898106,,,,
16692906,1.0,2.0,2.0,2.0
16701506,1.5,1.5,2.0,2.0
16699406,2.0,2.5,2.0,2.0
17887706,,,,
16693506,4.0,4.0,,
16687906,,1.0,1.0,
16700906,3.0,2.5,2.0,2.5
17897806,,,,
16695606,,,1.0,1.0
17894506,,,,
18647106,,,,
16688006,,2.0,2.0,
18533006,,,,
16697406,1.5,3.0,4.0,4.0
17889506,,,,
17897906,,,,
16688506,,1.0,1.5,
17888406,,,,
17886906,,,,
16694906,1.5,1.5,2.0,1.5
17884106,,,,
17891306,,,,
16697706,,,,
16699306,1.0,1.5,2.0,1.0
16700406,2.0,2.0,2.5,1.0
16703306,2.0,2.0,,
16696706,3.0,4.0,3.0,4.0
16695406,,,2.5,1.5
17205306,1.0,1.0,2.0,2.0
17204506,2.0,1.0,1.5,1.5
16700606,1.5,1.0,1.0,1.0
17206806,,1.0,1.5,
17204706,2.0,1.5,1.5,1.5
16690306,4.0,,,
17893606,,,,
16697906,3.0,2.5,1.5,2.0
16693306,2.0,2.0,,2.0
18395506,,,2.0,2.0
16703806,,,2.0,2.0
16695006,1.5,2.5,2.0,1.5
17886506,,,,
17899106,,,,
16690106,1.5,1.5,2.0,1.5
16695806,1.0,1.0,1.5,1.0
16688606,,4.0,2.5,
16698406,,,2.5,
18395206,,,2.5,
18533606,,,,
16693806,2.0,2.0,1.5,2.0
16692206,1.5,2.5,3.0,2.0
17896206,,,,
17892706,,,,
16691306,2.5,4.0,2.0,2.5
17888006,,,,
16696006,2.0,1.5,2.5,2.0
18531506,,,,
17887906,,,,
18333606,,,,
17895606,,1.5,,
16692606,1.5,2.5,,
17892206,,,1.5,1.5
16694206,2.0,2.0,2.5,1.5
16688206,,1.5,1.5,
16691406,4.0,1.5,2.0,2.0
18533506,,,,
16695906,1.0,1.0,1.0,1.0
16698706,,,2.0,2.0
17894306,,,,
17892906,,,,
16701606,2.0,4.0,2.0,2.0
17895006,,,,
17887806,,,,
16689706,1.0,2.0,1.5,1.5
18530206,,,,
17206206,3.0,4.0,2.0,2.5
16696206,3.0,4.0,3.0,2.5
17894806,,,,
16704006,2.5,1.5,2.0,1.5
17893306,,,,
16695306,2.5,2.5,2.5,1.5
17898006,,,,
18533106,,,,
17884206,1.5,,,
17897206,,,,
17896706,,,,
16699906,2.0,3.0,2.5,2.0
17884906,,,,
16694306,1.0,1.5,2.5,1.5
16703706,1.5,1.5,1.5,1.0
16692506,,,,
16702606,1.5,1.5,2.0,1.5
17204606,2.5,4.0,2.5,2.0
17892406,,,,
16699806,,,2.0,1.5
17892306,,,,
17206506,2.0,2.5,2.5,3.0
18532206,,,,
17886006,,,,
17886606,,,,
17888306,,,,
18530406,,,,
13029306,,4.0,,
16688306,,3.0,2.5,
16694506,1.5,2.0,2.5,2.0
17204306,1.0,1.5,2.0,2.0
17889906,,,,
18531306,,2.5,,2.5
17893506,,,,
17891506,,,,
16699206,2.0,1.5,1.5,1.0
17896306,,,,
16699606,2.0,2.0,2.0,1.5
16696806,3.0,1.5,2.0,2.5
17891606,,,,
16700206,4.0,4.0,,
18531606,3.0,,,
16699506,2.0,1.5,1.0,1.5
17892606,,,,
16701006,4.0,4.0,,
17896106,,,,
16699706,2.5,1.5,2.5,2.5
16696506,2.0,1.0,1.5,1.5
16702706,2.0,1.0,1.0,1.5
17897706,,,,
18529606,,,,
14277806,2.0,2.0,1.5,2.5
13498806,1.5,2.5,1.5,2.5
13501506,4.0,4.0,,
13501906,2.5,4.0,4.0,4.0
14795206,2.5,2.5,2.0,3.0
13502206,4.0,4.0,,
13502306,3.0,3.0,1.5,3.0
13502406,2.5,4.0,,
14269306,2.5,4.0,4.0,4.0
13502506,2.0,2.5,2.0,2.5
17894206,,,,
18395306,,,1.5,2.0
16700706,,,1.5,2.0
18530106,,,,
18530306,,,,
17893106,,,,
17891906,,,,
16691706,2.0,1.5,1.5,2.5
16696106,4.0,3.0,4.0,4.0
16697506,2.5,2.5,2.5,4.0
17885506,,,,
17887406,,,,
16696606,3.0,3.0,2.0,1.5
17897606,,,,
17896506,,,,
17885806,,,,
17884406,,,,
17894906,,,,
17889606,,,,
17893706,,,,
17887606,,,,
17891106,,,,
18531706,,,,
17898506,,,,
17890506,,,,
17887106,,,,
17887006,,,,
14265306,2.0,2.0,1.5,3.0
17897306,,,,
17888706,,,,
17890706,,,,
17885306,,,,
17896606,,,,
17889806,,,,
17888206,,,,
17898706,,,,
17898806,,,,
17896006,,,,
17893806,,,,
17897406,,,,
17890106,,,,
17894606,,,,
18532106,,,,
17888106,,,,
17897106,,,,
17887206,,,,
17896806,,,,
17891706,,,,
14283206,2.0,2.5,2.5,3.0
18532706,,,,
17890806,,,,
14264106,2.0,2.0,1.5,2.5
18531906,,,,
18532006,,,,
17892006,,,,
17896406,,,,
17888806,,,,
18529506,,,,
17886406,,,,
17889306,,,,
17888906,,,,
17899706,,,,
17895306,,,,
17887306,,,,
18530706,,,,
17890306,,,,
18532406,,,,
17891206,,,,
18529906,,,,
17886306,,,,
17899206,,,,
14297806,1.5,3.0,1.5,2.5
17884506,,,,
17884606,,,,
17884706,,,,
17886206,,,,
17886806,,,,
17888606,,,,
17889006,,,,
17889706,,,,
17890006,,,,
17890406,,,,
17890606,,,,
14276606,4.0,4.0,,
17892506,,,,
14285106,2.0,2.5,1.5,3.0
17892806,,,,
17894106,,,,
14297306,,,,
17895106,,,,
14309306,2.0,2.0,1.5,3.0
17895906,,,,
18533806,,,,
17896906,,,,
17898906,,,,
17895506,,,,
17895806,,,,
17898606,,,,
15642506,2.5,3.0,2.0,3.0
14792606,2.5,2.0,2.0,2.0
14795106,2.0,2.0,2.0,2.0
14792806,2.5,3.0,2.0,3.0
17898206,,,,
17886106,,,,
18530806,,,,
17888506,,,,
18529706,,,,
18531806,,,,
17886706,,,,
15627206,4.0,4.0,,
15630106,2.5,2.0,1.0,1.5
16702506,2.5,3.0,1.5,2.0
16198706,2.5,3.0,2.0,2.5
16198406,1.5,1.5,2.0,2.5
16203206,4.0,4.0,,
16702406,2.0,1.5,1.5,1.5
16690006,4.0,4.0,,
16692806,2.5,4.0,3.0,1.5
16703606,4.0,4.0,,
17205406,4.0,4.0,,
17206606,,4.0,,
