studium_id,MI-PAA,MI-MPI,MI-PDP.16,MI-SPI.16
17206906,2.0,4.0,2.5,2.0
17212606,1.5,4.0,2.5,2.0
18532906,,,,
17887506,,,,
17891406,,,,
18530506,,,,
18529406,,,,
18533206,,,,
18529306,,,,
18578706,,,,
13031306,4.0,2.5,4.0,
6813506,4.0,2.5,,
3696506,,,,
5421106,,4.0,,
8335306,4.0,4.0,,
4095906,2.5,3.0,,
3695506,2.0,2.5,,
4013506,4.0,2.5,,
8346106,,4.0,,
8323706,2.5,3.0,,
4014906,,,,
4010206,,,,
6813406,,4.0,,
4016606,2.5,3.0,,
6819206,4.0,3.0,,
4014406,,3.0,,
11655106,2.0,2.0,,
3695006,1.5,3.0,,
3686706,2.5,4.0,,
3696606,1.5,2.0,,
6822706,,4.0,,
4227306,4.0,2.5,,
11655706,2.5,2.5,,
6819406,2.5,2.5,,
6818406,4.0,4.0,,
9982006,2.0,3.0,,
4016006,,,,
4500006,1.0,1.5,,
6807606,3.0,2.5,,
11655806,1.0,2.5,,
13028506,4.0,1.5,,
6810906,4.0,1.5,,
4011206,,,,
4014006,2.5,3.0,,
4015706,,,,
6818906,,4.0,,
3691606,1.5,2.0,,
4016806,3.0,3.0,,
3685306,,,,
4013906,1.5,3.0,,
9250806,1.5,3.0,,
4017906,2.5,3.0,,
5686706,2.0,3.0,,
3685506,3.0,2.5,,
4011606,,,,
4011806,,,,
8324506,,4.0,,
4012306,,4.0,,
4012806,,,,
5408306,1.5,2.5,,
3687906,2.5,3.0,,
4018006,,4.0,,
4017606,2.5,2.5,,
14265806,4.0,4.0,,
5688506,,2.0,,
4011706,,4.0,,
9982806,2.0,2.5,,
4016706,2.0,2.5,,
12234806,,4.0,,
11652306,2.5,2.5,,
5410406,2.5,2.5,,
4014206,2.0,1.5,,
4279106,2.5,3.0,,
4228306,4.0,2.5,,
8328606,4.0,2.5,,
6808006,4.0,3.0,,
3696806,2.0,1.5,,
5404906,,4.0,,
4015406,3.0,3.0,,
3692706,1.5,3.0,,
4017806,1.5,2.0,,
5413306,,2.5,,
4017106,2.5,3.0,,
5414406,,1.0,,
6811306,1.5,2.5,,
3295206,,1.0,,
4017206,2.0,4.0,,
4009606,3.0,3.0,,
4016306,3.0,3.0,,
3682906,1.5,2.5,,
4012606,,,,
17884306,2.0,2.5,2.0,2.5
9245706,,4.0,,
4009806,,,,
3695106,,,,
9980106,4.0,2.5,,
4012706,,,,
5407206,4.0,2.5,,
4095706,1.5,3.0,,
3684306,,,,
4010406,3.0,2.5,,
6808106,2.5,3.0,,
3689706,,,,
5406906,,,,
9982606,4.0,1.5,,
3690406,3.0,1.5,,
5404706,,,,
3692806,,,,
4016206,,,,
4012506,4.0,4.0,,
4015506,2.5,3.0,,
4013206,,,,
3693606,3.0,3.0,,
3696106,4.0,2.5,,
3687106,2.0,2.5,,
5403006,1.5,2.5,,
3691806,2.0,1.5,,
5405106,,,,
3691906,,,,
4288606,,,,
3686406,2.0,2.5,,
4015306,4.0,3.0,,
8344006,2.0,2.0,,
3695906,4.0,3.0,,
4013006,2.5,3.0,,
4011506,,,,
3692906,1.5,3.0,,
3683206,,4.0,,
3685806,1.5,3.0,,
3690806,3.0,3.0,,
4019206,4.0,2.5,,
6956806,2.0,2.5,,
5687106,,4.0,,
3690706,,,,
3686906,,,,
6811806,2.0,3.0,,
4012106,1.5,2.0,,
3691306,1.0,2.5,,
3695406,2.0,3.0,,
4010806,2.5,3.0,,
5408706,1.5,1.5,,
3687506,1.0,3.0,,
5408006,2.0,2.5,,
5686606,,,,
4010606,,,,
3695206,2.5,2.5,,
4012206,3.0,3.0,,
5688306,1.5,2.5,,
3694806,,,,
3684006,3.0,3.0,,
3688606,,,,
3691106,2.0,3.0,,
3686306,2.0,3.0,,
3683406,,,,
3696406,,,,
5700206,4.0,4.0,,
3688806,1.5,1.0,,
3694206,2.5,3.0,,
4014806,,,,
4019906,,,,
3694606,3.0,3.0,,
4019006,2.5,2.5,,
3689906,2.0,2.0,,
5688406,4.0,4.0,,
8341406,4.0,4.0,,
5687306,2.5,3.0,,
4016906,2.0,3.0,,
4332506,2.5,3.0,,
5686406,2.0,2.5,,
3687606,2.0,2.0,,
6807206,1.5,2.5,,
3695306,2.0,3.0,,
3687006,3.0,3.0,,
3695706,,,,
4014306,2.5,3.0,,
9252206,,4.0,,
4018206,,,,
15643506,4.0,4.0,,
16698006,3.0,2.5,,2.0
16694106,4.0,4.0,,
6819606,1.5,2.5,,
5740006,2.5,2.0,,
9981606,2.0,2.5,,
8345106,2.0,4.0,,
5403206,2.0,3.0,,
4011306,2.5,2.5,,
6821106,2.0,2.5,,
4013406,3.0,2.5,,
3691206,2.0,2.0,,
6812406,2.5,2.5,,
11654406,2.0,2.0,,
8327406,2.0,2.0,,
4010706,4.0,3.0,,
4016106,2.5,3.0,,
3693006,1.5,3.0,,
3683906,2.5,2.5,,
3695806,4.0,1.5,,
5385206,2.5,1.5,,
4013606,1.0,2.5,,
3694006,2.0,2.0,,
3689506,1.5,2.0,,
8343206,2.0,2.5,,
3695606,2.0,3.0,,
4010506,2.5,3.0,,
6440706,4.0,4.0,,
3686106,2.0,1.5,,
5414706,2.0,2.0,,
6815706,2.0,2.5,,
5687606,1.5,2.0,,
3687206,2.0,1.5,,
3693106,2.0,2.0,,
3689406,1.0,3.0,,
4266806,2.5,2.0,,
3683706,1.5,2.5,,
4010906,2.5,2.5,,
3692206,1.5,2.5,,
5409906,4.0,4.0,,
4017406,2.5,3.0,,
3683606,1.0,2.0,,
3683006,2.0,2.5,,
5405206,1.5,2.5,,
6810206,2.5,3.0,,
12236506,4.0,2.5,,
8329706,4.0,2.5,,
5405606,4.0,2.5,,
4012906,2.5,2.0,,
3690906,2.5,2.0,,
4224706,2.5,3.0,,
3688906,2.0,2.0,,
5686506,2.5,2.5,,
8340406,,4.0,,
5414106,2.0,3.0,,
11649906,2.0,2.5,,
6813606,2.0,2.5,,
4011006,1.5,2.5,,
5416106,2.0,2.5,,
6424906,2.0,2.0,,
5686906,3.0,3.0,,
3692606,1.5,2.0,,
6821506,2.5,3.0,,
3683506,1.0,2.0,,
6820906,,4.0,,
5688606,2.0,2.5,,
3696706,2.0,3.0,,
3690506,2.0,2.5,,
3693506,1.0,1.0,,
3692006,2.0,2.5,,
8328806,4.0,2.0,,
3688106,2.0,2.5,,
3689606,2.0,3.0,,
3689006,2.0,1.5,,
3689206,2.0,1.0,,
3687406,2.0,3.0,,
5686206,2.5,3.0,,
5723806,,,,
3685106,1.0,3.0,,
4018106,2.0,3.0,,
3693206,2.5,2.5,,
4014706,2.5,3.0,,
5407706,2.0,2.5,,
5407006,2.5,3.0,,
6424806,2.5,3.0,,
4015606,2.5,2.5,,
5709106,2.0,2.5,,
5410106,2.5,3.0,,
5410206,2.0,2.5,,
3685006,2.5,3.0,,
4017706,2.0,3.0,,
9250106,,4.0,,
3688706,3.0,3.0,,
6808806,2.0,3.0,,
4013806,2.5,3.0,,
5414506,,,,
6807306,1.0,2.5,,
5687906,2.0,3.0,,
3690606,2.5,3.0,,
4013306,2.5,3.0,,
4014106,2.5,3.0,,
3687706,2.0,2.0,,
5409806,2.0,2.5,,
3694906,2.5,3.0,,
6821306,2.5,2.5,,
5406006,1.5,2.0,,
6816606,1.5,2.0,,
13024806,1.5,2.0,,
3691506,2.0,3.0,,
3689806,2.0,2.5,,
5408406,2.0,2.5,,
5416306,2.5,3.0,,
5406206,2.5,2.5,,
3694106,1.5,3.0,,
3305406,1.5,1.0,,
6807006,1.5,2.5,,
5689206,4.0,2.0,,
6816006,2.5,3.0,,
9235606,2.0,3.0,,
3686206,2.0,3.0,,
4016506,1.0,1.0,,
3688306,,1.5,,
3692406,2.0,2.5,,
3687806,2.5,2.0,,
3694706,1.5,1.5,,
3692506,4.0,2.5,,
3690106,2.0,2.5,,
3685906,1.5,1.0,,
3693906,2.0,3.0,,
3689306,1.5,1.5,,
3694406,2.0,2.5,,
3691406,2.0,2.5,,
3685706,3.0,3.0,,
8338806,,4.0,,
5405406,1.5,2.5,,
4011106,3.0,3.0,,
5687506,,,,
6809306,,4.0,,
4012006,2.0,2.5,,
5413506,4.0,4.0,,
3683106,2.0,2.0,,
3294006,1.5,2.0,,
3685206,3.0,3.0,,
3684206,1.0,1.0,,
5412406,,4.0,,
3295806,2.0,2.5,,
5687806,2.0,2.5,,
3690006,2.0,2.5,,
5410706,,,,
4010006,2.5,3.0,,
3684806,2.5,3.0,,
5409006,2.5,2.0,,
5414206,1.5,2.0,,
9246706,1.5,2.0,,
3688006,2.0,3.0,,
3690206,,,,
3687306,2.0,3.0,,
4015106,,,,
3684506,2.5,3.0,,
5402606,4.0,,,
4010106,,,,
3686506,,2.0,,
4017306,2.5,3.0,,
3685406,2.0,2.5,,
3696006,3.0,3.0,,
4019406,4.0,3.0,,
8339506,3.0,4.0,,
3690306,2.0,3.0,,
12237406,4.0,1.5,,
13034606,1.5,1.5,,
8341506,4.0,1.5,,
3295706,2.5,2.0,,
11659306,1.5,1.5,,
3694506,1.5,1.5,,
3693406,2.0,3.0,,
3691706,,3.0,,
5423306,2.5,2.5,,
9248006,2.5,2.5,,
3693806,,,,
5689306,2.0,1.5,,
3694306,2.0,1.0,,
3685606,2.5,3.0,,
8343106,2.5,3.0,,
3683806,1.0,1.5,,
6809006,4.0,3.0,,
9237506,2.5,3.0,,
3696306,2.5,2.5,,
8345706,4.0,3.0,,
11652006,4.0,4.0,,
5688106,,3.0,,
3686006,2.0,2.5,,
3684406,2.5,3.0,,
5415106,4.0,2.5,,
6818806,,4.0,,
3696906,2.0,1.0,,
5412206,2.5,2.5,,
3686806,3.0,2.0,,
4015006,2.0,2.0,,
3689106,2.0,3.0,,
3686606,1.5,2.0,,
3688206,2.0,2.0,,
5412006,2.0,2.0,,
6813906,2.5,2.5,,
6812306,,3.0,,
6811006,2.0,3.0,,
5687206,2.0,2.0,,
6822806,,,,
4015806,1.5,2.5,,
9245306,2.5,2.5,,
13501306,2.5,2.5,,
6809106,2.0,2.5,,
5429106,2.5,2.5,,
9240806,2.0,3.0,,
15629306,2.0,2.5,,
6807506,4.0,3.0,,
5423806,1.0,2.0,,
6814006,1.5,1.5,,
9235906,2.5,3.0,,
6815806,1.5,3.0,,
11648706,4.0,4.0,,
9251806,,4.0,,
6821206,4.0,2.5,,
9244206,4.0,2.5,,
6811706,,4.0,,
6811106,2.0,3.0,,
5405306,1.5,2.5,,
12233606,2.0,2.0,,
5402006,2.0,2.0,,
5404006,2.0,2.0,,
6818006,1.5,2.5,,
5709206,1.5,2.5,,
5410306,2.5,2.0,,
5687406,,,,
8339706,4.0,4.0,,
5420706,,4.0,,
8346206,,4.0,,
5413106,2.0,2.0,,
5407506,4.0,4.0,,
9978506,4.0,4.0,,
5403106,4.0,3.0,,
5403406,1.0,1.0,,
5406606,2.0,2.0,,
5408806,2.5,3.0,,
5403806,2.5,2.0,,
5415706,4.0,2.0,,
8343806,2.5,2.0,,
5412606,,,,
8326906,,4.0,,
5412306,,,,
5402206,1.5,2.5,,
5403306,1.5,2.0,,
5686006,2.0,2.0,,
5411806,,2.5,,
5409206,2.0,2.0,,
6810606,,4.0,,
9238706,2.0,4.0,,
14285806,2.0,2.5,1.5,
6815606,2.0,3.0,,
5414806,1.0,1.5,,
5406706,1.5,3.0,,
16693406,4.0,4.0,,
5403906,,,,
5407406,2.0,2.5,,
5414906,2.0,2.0,,
9251406,1.5,2.5,,
5416006,1.5,1.0,,
5405006,2.5,2.5,,
5404406,2.5,3.0,,
5422506,2.0,2.0,,
5408606,,1.0,,
9979906,,4.0,,
8334806,2.5,3.0,,
5410606,2.0,2.0,,
5408906,1.5,2.0,,
5415006,3.0,4.0,,
5410506,2.5,2.0,,
5411506,1.5,1.0,,
8339306,2.0,3.0,,
13036706,4.0,4.0,,
5413206,1.5,1.0,,
5688906,1.5,3.0,,
6808906,,2.5,,
5405706,2.5,2.0,,
8336006,,2.5,,
5403706,2.0,2.5,,
5541706,2.5,3.0,,
5404206,1.0,1.0,,
5709306,2.5,2.5,,
5409506,2.0,2.5,,
5404806,4.0,2.5,,
8324206,,4.0,,
6817806,2.5,2.0,,
6809706,4.0,4.0,,
5409706,2.0,2.0,,
5406306,1.0,1.5,,
5409106,2.0,1.5,,
5407806,1.5,1.5,,
5415606,2.0,2.0,,
5409306,1.5,2.0,,
5412906,2.5,2.5,,
6816506,2.0,3.0,,
5410806,2.0,3.0,,
5415206,2.0,2.0,,
5404506,2.0,2.0,,
5414606,1.0,1.0,,
5401906,2.5,2.5,,
5688706,4.0,3.0,,
5411306,,,,
5775606,2.0,2.5,,
8323606,1.5,1.0,,
5402706,2.5,2.0,,
5411906,2.0,3.0,,
5403606,1.5,2.5,,
5414306,1.0,2.0,,
5412506,2.0,2.5,,
5423506,2.5,2.5,,
5768106,2.0,3.0,,
5411106,2.0,2.5,,
5405506,1.5,2.0,,
5423106,2.5,2.5,,
5414006,1.0,2.0,,
9247406,,2.5,,
6819006,2.5,2.5,,
5411206,1.5,2.5,,
5402306,1.5,2.0,,
5420906,1.5,2.5,,
5413806,2.5,2.0,,
6821406,2.0,2.0,,
5403506,1.5,1.5,,
5416206,2.5,1.5,,
5405906,2.5,2.5,,
6814506,,4.0,,
8324006,,3.0,,
6819506,,4.0,,
5689106,1.5,3.0,,
5413006,1.5,3.0,,
6821806,1.5,2.0,,
5689006,,,,
6808706,2.0,3.0,,
5686806,,,,
5413606,2.0,2.5,,
5404306,2.0,2.5,,
9251706,2.0,2.5,,
8343506,,3.0,,
13027106,2.0,2.5,,
6814406,2.0,2.5,,
6817306,4.0,3.0,,
12236606,2.0,2.5,,
5402106,2.0,2.5,,
6818606,,4.0,,
8326006,4.0,4.0,,
5415506,1.0,2.5,,
9251906,2.5,1.0,,
5410006,,2.0,,
8345806,,4.0,,
5413406,,2.5,,
8340906,,4.0,,
9981006,4.0,4.0,,
5688206,,2.5,,
5411706,2.5,2.5,,
6815106,1.5,2.5,,
8342606,2.5,2.5,,
8336406,2.0,2.0,,
6855206,3.0,3.0,,
5423606,1.5,2.0,,
13018606,4.0,4.0,,
5405806,1.5,1.0,,
8334306,,4.0,,
9244306,4.0,4.0,,
6810506,2.0,2.0,,
5408506,,,,
6855406,,2.0,,
5409406,2.5,2.5,,
6814106,,4.0,,
5411006,2.0,2.0,,
5407306,1.5,3.0,,
5416406,2.0,1.5,,
6805906,2.5,3.0,,
5421306,2.0,2.0,,
6820406,2.5,2.5,,
14310706,2.0,2.5,,
13025406,2.0,2.5,,
6820606,2.0,2.5,,
6855306,2.0,3.0,,
5408206,2.0,2.5,,
8330006,,4.0,,
17204206,4.0,4.0,,
14276306,4.0,4.0,,
9231106,4.0,3.0,,
5413906,1.0,1.0,,
5415406,1.5,1.5,,
5422606,,1.0,,
5415306,1.5,3.0,,
5402406,2.0,1.5,,
5404606,,1.5,,
9237906,2.0,3.0,,
5686306,,3.0,,
8333606,4.0,4.0,,
9235106,4.0,4.0,,
9663506,4.0,4.0,,
5406106,2.0,3.0,,
5415906,1.5,2.5,,
8326106,2.5,2.0,,
8325206,1.5,2.5,,
5411606,,4.0,,
