studium_id,typ_programu,forma_studia,datum_zahajeni,datum_ukonceni,rocnik,studijni_stav,studuje,jazyk_vyuky,ukonceni_zpusob,rok_maturity,odkud_skola_kod
19251606,B,,2021,0,0.0,1,S,CS,,2017,0
20161006,B,,2022,0,0.0,1,S,CS,,2010,0
20308606,B,,2022,0,0.0,1,S,CS,,2017,0
20317906,B,,2022,0,0.0,1,S,CS,,0,0
19683106,B,,2021,0,0.0,1,S,CS,,0,0
20299906,B,,2022,0,0.0,1,S,CS,,2018,0
20308506,B,,2022,0,0.0,1,S,CS,,2012,0
20291906,B,,2022,0,0.0,1,S,CS,,2019,0
20308006,B,,2022,0,0.0,1,S,CS,,2019,0
20302106,B,,2022,0,0.0,1,S,CS,,2018,0
20302006,B,,2022,0,0.0,1,S,CS,,2013,0
20301906,B,,2022,0,0.0,1,S,CS,,2012,0
19473306,B,,2021,0,0.0,1,S,CS,,2006,0
20252806,B,,2022,0,0.0,1,S,CS,,2016,0
20244106,B,,2022,0,0.0,1,S,CS,,0,0
20250206,B,,2022,0,0.0,1,S,CS,,2011,0
20236006,B,,2022,0,0.0,1,S,CS,,0,0
20248406,B,,2022,0,0.0,1,S,CS,,0,0
19681906,B,,2021,0,0.0,1,S,CS,,2019,0
20250006,B,,2022,0,0.0,1,S,CS,,2010,0
20157006,B,,2022,0,0.0,1,S,CS,,0,0
19681406,B,,2021,0,0.0,1,S,CS,,2015,0
19402406,B,,2021,0,0.0,1,S,CS,,2016,0
19725606,B,,2021,0,0.0,1,S,CS,,2008,0
20278006,B,,2022,0,0.0,1,S,CS,,2015,0
20274006,B,,2022,0,0.0,1,S,CS,,0,0
20268206,B,,2022,0,0.0,1,S,CS,,2011,0
20266106,B,,2022,0,0.0,1,S,CS,,2019,0
20264106,B,,2022,0,0.0,1,S,CS,,0,0
20264006,B,,2022,0,0.0,1,S,CS,,2020,0
20220006,B,,2022,0,0.0,1,S,CS,,2004,0
19967806,B,,2021,0,0.0,1,S,CS,,1991,0
19738306,B,,2021,0,0.0,1,S,CS,,1997,0
19725306,B,,2021,0,0.0,1,S,CS,,2014,0
19568206,B,,2021,0,0.0,1,S,CS,,2016,0
19725406,B,,2021,0,0.0,1,S,CS,,2016,0
19297506,B,,2021,0,0.0,1,S,CS,,2005,0
19725106,B,,2021,0,0.0,1,S,CS,,2012,0
19568106,B,,2021,0,0.0,1,S,CS,,0,0
20238406,B,,2022,0,0.0,1,S,CS,,2019,0
20238106,B,,2022,0,0.0,1,S,CS,,2020,0
20232606,B,,2022,0,0.0,1,S,CS,,2002,0
20232506,B,,2022,0,0.0,1,S,CS,,0,0
20232406,B,,2022,0,0.0,1,S,CS,,2019,0
20232306,B,,2022,0,0.0,1,S,CS,,2017,0
20232206,B,,2022,0,0.0,1,S,CS,,0,0
20232006,B,,2022,0,0.0,1,S,CS,,0,0
20252706,B,,2022,0,0.0,1,S,CS,,2019,0
20252606,B,,2022,0,0.0,1,S,CS,,2020,0
20252306,B,,2022,0,0.0,1,S,CS,,2020,0
20252206,B,,2022,0,0.0,1,S,CS,,2019,0
20252106,B,,2022,0,0.0,1,S,CS,,2020,0
20252006,B,,2022,0,0.0,1,S,CS,,2018,0
20252406,B,,2022,0,0.0,1,S,CS,,2020,0
20253206,B,,2022,0,0.0,1,S,CS,,2020,0
20253106,B,,2022,0,0.0,1,S,CS,,2018,0
20252906,B,,2022,0,0.0,1,S,CS,,2019,0
20244206,B,,2022,0,0.0,1,S,CS,,2018,0
20244006,B,,2022,0,0.0,1,S,CS,,2017,0
20242506,B,,2022,0,0.0,1,S,CS,,2018,0
20239906,B,,2022,0,0.0,1,S,CS,,2020,0
20242406,B,,2022,0,0.0,1,S,CS,,2011,0
20242306,B,,2022,0,0.0,1,S,CS,,0,0
20242206,B,,2022,0,0.0,1,S,CS,,2014,0
20235906,B,,2022,0,0.0,1,S,CS,,2018,0
20231906,B,,2022,0,0.0,1,S,CS,,0,0
20250106,B,,2022,0,0.0,1,S,CS,,2018,0
20249906,B,,2022,0,0.0,1,S,CS,,2017,0
20250506,B,,2022,0,0.0,1,S,CS,,2019,0
17591906,B,,2020,2020,0.0,38,K,CS,9.0,0,0
19681706,B,,2021,0,1.0,1,S,CS,,0,0
17401706,B,,2019,2020,0.0,38,K,CS,9.0,2013,0
18150606,B,,2020,2021,0.0,38,K,CS,9.0,0,0
18393206,B,,2020,2021,0.0,38,K,CS,9.0,2010,0
17593306,B,,2020,2020,0.0,38,K,CS,9.0,2004,0
17077006,B,,2019,2020,0.0,38,K,CS,9.0,2014,0
17341606,B,,2019,2020,0.0,38,K,CS,9.0,2017,0
17265706,B,,2019,2020,0.0,38,K,CS,9.0,0,0
16909106,B,,2019,2020,0.0,38,K,CS,9.0,0,0
17607206,B,,2020,2020,0.0,38,K,CS,9.0,2014,0
17400706,B,,2019,2020,0.0,38,K,CS,9.0,0,0
17300506,B,,2019,2020,0.0,38,K,CS,9.0,2011,0
17010106,B,,2019,2020,0.0,38,K,CS,9.0,2000,0
16344806,B,,2019,2019,0.0,38,K,CS,9.0,0,0
16361106,B,,2019,2019,0.0,38,K,CS,9.0,2015,0
15998306,B,,2018,2019,1.0,38,K,CS,9.0,0,0
15997906,B,,2018,2019,0.0,38,K,CS,9.0,1999,0
16166206,B,,2018,2018,0.0,39,K,CS,3.0,0,0
14396506,B,,2017,2018,0.0,38,K,CS,9.0,2017,0
14396706,B,,2017,2018,0.0,38,K,CS,9.0,0,0
16349306,B,,2019,2019,0.0,38,K,CS,9.0,2017,0
16349106,B,,2019,2019,0.0,38,K,CS,9.0,2004,0
15163406,B,,2018,2018,0.0,38,K,CS,9.0,2016,0
15167406,B,,2018,2018,0.0,38,K,CS,9.0,2016,0
15151206,B,,2018,2018,0.0,38,K,CS,9.0,2013,0
13534006,B,,2016,2017,0.0,38,K,CS,9.0,2016,0
14766406,B,,2017,2019,0.0,38,K,CS,9.0,2016,0
13186506,B,,2016,2017,0.0,38,K,CS,9.0,2013,0
10946406,B,,2015,2015,0.0,38,K,CS,9.0,2011,0
8843106,B,,2014,2014,0.0,38,K,CS,9.0,2012,0
7497006,B,,2013,2013,0.0,3,K,CS,2.0,2010,0
7250006,B,,2012,2013,0.0,3,K,CS,2.0,2006,0
7110906,B,,2012,2013,0.0,3,K,CS,2.0,2010,0
7158406,B,,2012,2013,0.0,3,K,CS,2.0,2001,0
5857106,B,,2011,2013,0.0,3,K,CS,2.0,0,0
4506406,B,,2011,2011,1.0,3,K,CS,2.0,0,0
20214206,B,,2022,0,0.0,1,S,CS,,2018,0
20217906,B,,2022,0,0.0,1,S,CS,,2020,0
20223906,B,,2022,0,0.0,1,S,CS,,2017,0
20221906,B,,2022,0,0.0,1,S,CS,,1999,0
20214106,B,,2022,0,0.0,1,S,CS,,2001,0
20205906,B,,2022,0,0.0,1,S,CS,,2020,0
20199906,B,,2022,0,0.0,1,S,CS,,2020,0
19726106,B,,2021,0,0.0,1,S,CS,,0,0
19319406,B,,2021,0,0.0,1,S,CS,,2017,0
19253606,B,,2021,0,0.0,1,S,CS,,2018,0
20188606,B,,2022,0,0.0,1,S,CS,,2014,0
20163106,B,,2022,0,0.0,1,S,CS,,0,0
20188506,B,,2022,0,0.0,1,S,CS,,2020,0
20163006,B,,2022,0,0.0,1,S,CS,,0,0
20157106,B,,2022,0,0.0,1,S,CS,,2016,0
16359406,B,,2019,2019,0.0,38,K,CS,9.0,0,0
19807206,B,,2021,0,1.0,1,S,CS,,0,0
19251706,B,,2021,2021,0.0,39,K,CS,3.0,0,0
19251806,B,,2021,2021,0.0,39,K,CS,3.0,0,0
19327506,B,,2021,0,0.0,1,S,CS,,2013,0
12629106,B,,2016,2016,1.0,38,K,CS,9.0,2012,0
8851106,B,,2014,2014,0.0,38,K,CS,9.0,2010,0
18849506,B,,2021,2021,0.0,38,K,CS,9.0,2019,0
19725206,B,,2021,0,1.0,1,S,CS,,0,0
18168806,B,,2020,2021,0.0,38,K,CS,9.0,2012,0
18861906,B,,2021,2021,0.0,38,K,CS,9.0,2019,0
16324806,B,,2019,2019,0.0,38,K,CS,9.0,0,0
12643106,B,,2016,2017,0.0,38,K,CS,9.0,2015,0
12442606,B,,2015,2016,0.0,38,K,CS,9.0,2013,0
13830506,B,,2017,2017,0.0,38,K,CS,9.0,2012,0
12490506,B,,2015,2016,0.0,38,K,CS,9.0,1996,0
12660406,B,,2016,2016,0.0,38,K,CS,9.0,2012,0
10013806,B,,2014,2017,0.0,38,K,CS,9.0,1998,0
10778406,B,,2015,2015,0.0,38,K,CS,9.0,2013,0
10232406,B,,2014,2015,0.0,38,K,CS,9.0,2011,0
11016406,B,,2015,2015,0.0,38,K,CS,9.0,2006,0
10972406,B,,2015,2015,0.0,38,K,CS,9.0,2010,0
18635706,B,,2020,2021,0.0,38,K,CS,9.0,2017,0
18835706,B,,2021,2021,0.0,38,K,CS,9.0,0,0
18329306,B,,2020,2021,0.0,38,K,CS,9.0,2009,0
18324406,B,,2020,2021,0.0,38,K,CS,9.0,2011,0
18168706,B,,2020,2021,0.0,38,K,CS,9.0,2012,0
18819306,B,,2021,2021,0.0,38,K,CS,9.0,0,0
18331206,B,,2020,2021,0.0,38,K,CS,9.0,0,0
18394106,B,,2020,2021,0.0,38,K,CS,9.0,2001,0
18367106,B,,2020,2021,0.0,38,K,CS,9.0,0,0
18653606,B,,2020,2021,0.0,38,K,CS,9.0,2018,0
18503106,B,,2020,2021,0.0,38,K,CS,9.0,2017,0
18688106,B,,2020,2021,0.0,38,K,CS,9.0,2015,0
18222806,B,,2020,2021,0.0,38,K,CS,9.0,2008,0
18225206,B,,2020,2021,0.0,38,K,CS,9.0,0,0
18572506,B,,2020,2021,0.0,38,K,CS,9.0,0,0
18453906,B,,2020,2021,0.0,38,K,CS,9.0,0,0
18639506,B,,2020,2021,0.0,38,K,CS,9.0,0,0
18329106,B,,2020,2021,0.0,38,K,CS,9.0,0,0
15161206,B,,2018,2018,0.0,38,K,CS,9.0,2011,0
17557006,B,,2020,2020,0.0,38,K,CS,9.0,2016,0
18393106,B,,2020,2021,0.0,38,K,CS,9.0,1993,0
18365506,B,,2020,2020,0.0,38,K,CS,9.0,0,0
18401106,B,,2020,2020,0.0,38,K,CS,9.0,2014,0
17586006,B,,2020,2020,0.0,38,K,CS,9.0,2018,0
17585706,B,,2020,2020,0.0,38,K,CS,9.0,0,0
17388406,B,,2019,2020,0.0,38,K,CS,9.0,1995,0
17593206,B,,2020,2020,0.0,38,K,CS,9.0,2013,0
17389606,B,,2019,2020,0.0,38,K,CS,9.0,2017,0
16909006,B,,2019,2020,0.0,38,K,CS,9.0,2005,0
17076806,B,,2019,2020,0.0,38,K,CS,9.0,2017,0
17255506,B,,2019,2020,0.0,38,K,CS,9.0,0,0
16876806,B,,2019,2020,0.0,38,K,CS,9.0,2015,0
17413706,B,,2019,2020,0.0,38,K,CS,9.0,1991,0
17076706,B,,2019,2020,0.0,38,K,CS,9.0,2012,0
16878706,B,,2019,2020,0.0,38,K,CS,9.0,0,0
17583106,B,,2020,2020,0.0,38,K,CS,9.0,0,0
17556906,B,,2020,2020,0.0,38,K,CS,9.0,0,0
17592206,B,,2020,2020,0.0,38,K,CS,9.0,0,0
17534806,B,,2020,2020,0.0,38,K,CS,9.0,2016,0
17592906,B,,2020,2020,0.0,38,K,CS,9.0,1996,0
17593006,B,,2020,2020,0.0,38,K,CS,9.0,0,0
17255206,B,,2019,2020,0.0,38,K,CS,9.0,2011,0
17566906,B,,2020,2020,0.0,38,K,CS,9.0,2017,0
17294406,B,,2019,2020,0.0,38,K,CS,9.0,1994,0
17591606,B,,2020,2020,0.0,38,K,CS,9.0,2016,0
17585206,B,,2020,2020,0.0,38,K,CS,9.0,2018,0
16877406,B,,2019,2020,0.0,38,K,CS,9.0,2016,0
17585406,B,,2020,2020,0.0,38,K,CS,9.0,2013,0
18324606,B,,2020,2020,0.0,38,K,CS,9.0,2009,0
16877206,B,,2019,2020,0.0,38,K,CS,9.0,0,0
17404606,B,,2019,2020,0.0,38,K,CS,9.0,0,0
17585006,B,,2020,2020,0.0,38,K,CS,9.0,2016,0
17076906,B,,2019,2020,0.0,38,K,CS,9.0,1997,0
17018006,B,,2019,2020,0.0,38,K,CS,9.0,0,0
17592406,B,,2020,2020,0.0,38,K,CS,9.0,0,0
17388506,B,,2019,2020,0.0,38,K,CS,9.0,2014,0
17538906,B,,2020,2020,0.0,38,K,CS,9.0,0,0
17265006,B,,2019,2020,0.0,38,K,CS,9.0,2017,0
17416006,B,,2019,2020,0.0,38,K,CS,9.0,0,0
17263006,B,,2019,2020,0.0,38,K,CS,9.0,2011,0
17139606,B,,2019,2020,0.0,38,K,CS,9.0,2015,0
17586206,B,,2020,2020,0.0,38,K,CS,9.0,1999,0
18045606,B,,2020,2021,0.0,38,K,CS,9.0,0,0
17572806,B,,2020,2020,0.0,38,K,CS,9.0,0,0
17406906,B,,2019,2020,0.0,38,K,CS,9.0,2017,0
18225106,B,,2020,2020,0.0,38,K,CS,9.0,2005,0
17587106,B,,2020,2020,0.0,38,K,CS,9.0,0,0
17605606,B,,2020,2020,0.0,38,K,CS,9.0,0,0
17139006,B,,2019,2020,0.0,38,K,CS,9.0,2011,0
17575406,B,,2020,2020,0.0,38,K,CS,9.0,0,0
17138906,B,,2019,2020,0.0,38,K,CS,9.0,0,0
17584806,B,,2020,2020,0.0,38,K,CS,9.0,0,0
17407406,B,,2019,2020,0.0,38,K,CS,9.0,2017,0
17586406,B,,2020,2020,0.0,38,K,CS,9.0,2017,0
17586506,B,,2020,2020,0.0,38,K,CS,9.0,2015,0
17414706,B,,2019,2020,0.0,38,K,CS,9.0,0,0
17253406,B,,2019,2020,0.0,38,K,CS,9.0,2018,0
17586606,B,,2020,2020,0.0,38,K,CS,9.0,2018,0
17254906,B,,2019,2020,0.0,38,K,CS,9.0,2011,0
17414806,B,,2019,2020,0.0,38,K,CS,9.0,0,0
17292306,B,,2019,2020,0.0,38,K,CS,9.0,2018,0
17583206,B,,2020,2020,0.0,38,K,CS,9.0,0,0
17260906,B,,2019,2020,0.0,38,K,CS,9.0,2001,0
17587406,B,,2020,2020,0.0,38,K,CS,9.0,2016,0
17551306,B,,2020,2020,0.0,38,K,CS,9.0,1999,0
17597206,B,,2020,2020,0.0,38,K,CS,9.0,0,0
17569306,B,,2020,2020,0.0,38,K,CS,9.0,2004,0
17402106,B,,2019,2020,0.0,38,K,CS,9.0,2016,0
17265106,B,,2019,2020,0.0,38,K,CS,9.0,2010,0
17585606,B,,2020,2020,0.0,38,K,CS,9.0,0,0
17416606,B,,2019,2020,0.0,38,K,CS,9.0,0,0
17575306,B,,2020,2020,0.0,38,K,CS,9.0,0,0
17585506,B,,2020,2020,0.0,38,K,CS,9.0,2018,0
16877106,B,,2019,2020,0.0,38,K,CS,9.0,2005,0
17139506,B,,2019,2020,0.0,38,K,CS,9.0,2018,0
17585806,B,,2020,2020,0.0,38,K,CS,9.0,2014,0
17570806,B,,2020,2020,0.0,38,K,CS,9.0,2016,0
17592706,B,,2020,2020,0.0,38,K,CS,9.0,0,0
17586306,B,,2020,2020,0.0,38,K,CS,9.0,2017,0
16787606,B,,2019,2020,0.0,38,K,CS,9.0,2017,0
17563206,B,,2020,2020,0.0,38,K,CS,9.0,2018,0
16793106,B,,2019,2020,0.0,38,K,CS,9.0,2017,0
17260806,B,,2019,2020,0.0,38,K,CS,9.0,2013,0
17530806,B,,2020,2020,0.0,3,K,CS,2.0,2015,0
17258506,B,,2019,2020,0.0,38,K,CS,9.0,2016,0
17587206,B,,2020,2020,0.0,38,K,CS,9.0,2010,0
17607306,B,,2020,2020,0.0,38,K,CS,9.0,0,0
17569406,B,,2020,2020,0.0,38,K,CS,9.0,2016,0
17605706,B,,2020,2020,0.0,38,K,CS,9.0,0,0
17593106,B,,2020,2020,0.0,38,K,CS,9.0,0,0
17416106,B,,2019,2020,0.0,38,K,CS,9.0,0,0
17339106,B,,2019,2020,0.0,38,K,CS,9.0,0,0
16875006,B,,2019,2020,0.0,38,K,CS,9.0,2017,0
17587606,B,,2020,2020,0.0,38,K,CS,9.0,0,0
17423206,B,,2019,2020,0.0,38,K,CS,9.0,0,0
17258406,B,,2019,2020,0.0,38,K,CS,9.0,2016,0
17018106,B,,2019,2020,0.0,38,K,CS,9.0,0,0
16877006,B,,2019,2020,0.0,38,K,CS,9.0,0,0
17386806,B,,2019,2020,0.0,38,K,CS,9.0,2016,0
17386706,B,,2019,2019,0.0,39,K,CS,3.0,2016,0
16908906,B,,2019,2019,0.0,39,K,CS,3.0,1999,0
16894406,B,,2019,2019,0.0,39,K,CS,3.0,0,0
17591806,B,,2020,2020,0.0,38,K,CS,9.0,2010,0
17339206,B,,2019,2020,0.0,38,K,CS,9.0,2004,0
16876906,B,,2019,2020,0.0,38,K,CS,9.0,0,0
17139406,B,,2019,2020,0.0,38,K,CS,9.0,2015,0
17138706,B,,2019,2020,0.0,38,K,CS,9.0,1997,0
15732606,B,,2018,2019,0.0,38,K,CS,9.0,2015,0
16345106,B,,2019,2019,0.0,38,K,CS,9.0,2015,0
16366806,B,,2019,2019,0.0,38,K,CS,9.0,0,0
16025406,B,,2018,2019,0.0,38,K,CS,9.0,0,0
16344906,B,,2019,2019,0.0,38,K,CS,9.0,2013,0
15793706,B,,2018,2019,0.0,3,K,CS,2.0,2014,0
16345006,B,,2019,2019,0.0,38,K,CS,9.0,0,0
16363106,B,,2019,2019,0.0,38,K,CS,9.0,2015,0
16361006,B,,2019,2019,0.0,38,K,CS,9.0,2010,0
15787806,B,,2018,2019,0.0,38,K,CS,9.0,2014,0
16361206,B,,2019,2019,0.0,38,K,CS,9.0,2014,0
16363406,B,,2019,2019,0.0,38,K,CS,9.0,2017,0
16361306,B,,2019,2019,0.0,38,K,CS,9.0,2017,0
15710706,B,,2018,2019,0.0,38,K,CS,9.0,2016,0
16360806,B,,2019,2019,0.0,38,K,CS,9.0,2017,0
15721806,B,,2018,2019,0.0,38,K,CS,9.0,2013,0
16235906,B,,2018,2019,0.0,38,K,CS,9.0,2010,0
16363506,B,,2019,2019,0.0,39,K,CS,3.0,0,0
16007006,B,,2018,2019,1.0,38,K,CS,9.0,0,0
16363206,B,,2019,2019,0.0,38,K,CS,9.0,2015,0
16366906,B,,2019,2019,0.0,38,K,CS,9.0,2003,0
16218606,B,,2018,2019,0.0,38,K,CS,9.0,1993,0
15726606,B,,2018,2019,1.0,38,K,CS,9.0,2011,0
16327906,B,,2019,2019,0.0,38,K,CS,9.0,0,0
15891106,B,,2018,2019,1.0,38,K,CS,9.0,1999,0
16360906,B,,2019,2019,0.0,38,K,CS,9.0,2016,0
16218506,B,,2018,2019,1.0,38,K,CS,9.0,1996,0
15743106,B,,2018,2019,0.0,38,K,CS,9.0,0,0
16201406,B,,2018,2018,0.0,38,K,CS,9.0,0,0
16218006,B,,2018,2019,0.0,38,K,CS,9.0,0,0
15997706,B,,2018,2019,0.0,38,K,CS,9.0,2014,0
15778906,B,,2018,2019,0.0,38,K,CS,9.0,2015,0
15717506,B,,2018,2019,0.0,38,K,CS,9.0,2016,0
16218306,B,,2018,2018,0.0,39,K,CS,3.0,2001,0
16332606,B,,2019,2019,0.0,3,K,CS,2.0,0,0
15934806,B,,2018,2019,0.0,38,K,CS,9.0,2011,0
15848506,B,,2018,2019,0.0,38,K,CS,9.0,0,0
15743006,B,,2018,2018,0.0,39,K,CS,3.0,2012,0
16363306,B,,2019,2019,0.0,38,K,CS,9.0,2017,0
15961206,B,,2018,2019,0.0,38,K,CS,9.0,1994,0
16239706,B,,2018,2019,0.0,38,K,CS,9.0,0,0
15942306,B,,2018,2019,0.0,38,K,CS,9.0,2005,0
16341406,B,,2019,2019,0.0,38,K,CS,9.0,0,0
16195806,B,,2018,2018,0.0,38,K,CS,9.0,0,0
16164506,B,,2018,2019,1.0,3,K,CS,2.0,2003,0
16174606,B,,2018,2019,0.0,38,K,CS,9.0,2012,0
16166506,B,,2018,2019,0.0,38,K,CS,9.0,2016,0
16328006,B,,2019,2019,0.0,38,K,CS,9.0,2018,0
15672306,B,,2018,2019,0.0,38,K,CS,9.0,2015,0
15730606,B,,2018,2019,0.0,38,K,CS,9.0,2016,0
15686506,B,,2018,2019,1.0,38,K,CS,9.0,2016,0
16199106,B,,2018,2019,1.0,38,K,CS,9.0,1994,0
16196406,B,,2018,2018,0.0,39,K,CS,3.0,0,0
16164406,B,,2018,2019,0.0,38,K,CS,9.0,2014,0
16195906,B,,2018,2019,0.0,38,K,CS,9.0,2003,0
16196106,B,,2018,2019,0.0,38,K,CS,9.0,0,0
15730506,B,,2018,2019,0.0,38,K,CS,9.0,0,0
14397206,B,,2017,2018,0.0,38,K,CS,9.0,2013,0
13509006,B,,2016,2017,0.0,38,K,CS,9.0,2014,0
16196306,B,,2018,2019,0.0,38,K,CS,9.0,0,0
14397006,B,,2017,2018,0.0,38,K,CS,9.0,2015,0
13508906,B,,2016,2017,0.0,38,K,CS,9.0,2015,0
14396906,B,,2017,2018,0.0,38,K,CS,9.0,2013,0
16349806,B,,2019,2019,0.0,38,K,CS,9.0,2001,0
15970606,B,,2018,2019,0.0,38,K,CS,9.0,2016,0
16166306,B,,2018,2019,1.0,38,K,CS,9.0,0,0
13483106,B,,2016,2017,0.0,38,K,CS,9.0,2015,0
16349206,B,,2019,2019,0.0,38,K,CS,9.0,2012,0
16349506,B,,2019,2019,0.0,38,K,CS,9.0,2013,0
16349606,B,,2019,2019,0.0,38,K,CS,9.0,1997,0
16358706,B,,2019,2019,0.0,38,K,CS,9.0,2018,0
16353406,B,,2019,2019,0.0,38,K,CS,9.0,2013,0
16196206,B,,2018,2019,0.0,38,K,CS,9.0,0,0
13483406,B,,2016,2017,0.0,38,K,CS,9.0,2016,0
14396806,B,,2017,2019,0.0,38,K,CS,9.0,2014,0
14485106,B,,2017,2018,0.0,38,K,CS,9.0,0,0
13849106,B,,2017,2017,0.0,38,K,CS,9.0,2012,0
16166406,B,,2018,2019,1.0,38,K,CS,9.0,0,0
14396606,B,,2017,2019,0.0,38,K,CS,9.0,1999,0
13483306,B,,2016,2018,0.0,38,K,CS,9.0,2012,0
13483606,B,,2016,2017,0.0,38,K,CS,9.0,2013,0
13717706,B,,2016,2017,0.0,38,K,CS,9.0,2008,0
13483206,B,,2016,2017,0.0,38,K,CS,9.0,2011,0
14914606,B,,2017,2018,0.0,38,K,CS,9.0,2014,0
16878806,B,,2019,2020,0.0,38,K,CS,9.0,2018,0
17617506,B,,2020,2020,0.0,38,K,CS,9.0,0,0
17560006,B,,2020,2020,0.0,38,K,CS,9.0,2015,0
17596806,B,,2020,2020,0.0,38,K,CS,9.0,2013,0
17265406,B,,2019,2020,0.0,38,K,CS,9.0,2011,0
17139306,B,,2019,2020,0.0,38,K,CS,9.0,2016,0
14919306,B,,2017,2018,0.0,38,K,CS,9.0,0,0
13854906,B,,2017,2017,0.0,38,K,CS,9.0,2016,0
15162606,B,,2018,2019,0.0,38,K,CS,9.0,1995,0
14919206,B,,2017,2018,0.0,38,K,CS,9.0,2014,0
13814606,B,,2017,2017,0.0,38,K,CS,9.0,2013,0
14914506,B,,2017,2018,0.0,38,K,CS,9.0,2008,0
14769106,B,,2017,2019,0.0,38,K,CS,9.0,2005,0
15168906,B,,2018,2018,0.0,38,K,CS,9.0,2015,0
15153206,B,,2018,2018,0.0,38,K,CS,9.0,2017,0
15162906,B,,2018,2018,0.0,38,K,CS,9.0,2013,0
15126506,B,,2018,2018,0.0,38,K,CS,9.0,2012,0
15136706,B,,2018,2018,0.0,38,K,CS,9.0,0,0
13855006,B,,2017,2017,0.0,38,K,CS,9.0,2016,0
14919006,B,,2017,2018,0.0,38,K,CS,9.0,2014,0
16360706,B,,2019,2019,0.0,38,K,CS,9.0,2017,0
16359206,B,,2019,2019,0.0,38,K,CS,9.0,2012,0
16021306,B,,2018,2019,0.0,38,K,CS,9.0,2008,0
14919106,B,,2017,2018,0.0,39,K,CS,3.0,2012,0
15153406,B,,2018,2018,0.0,38,K,CS,9.0,2013,0
16360106,B,,2019,2019,0.0,38,K,CS,9.0,2016,0
13710606,B,,2016,2017,0.0,38,K,CS,9.0,2007,0
15167306,B,,2018,2018,0.0,38,K,CS,9.0,2017,0
14976406,B,,2017,2018,0.0,38,K,CS,9.0,2012,0
15153306,B,,2018,2018,0.0,38,K,CS,9.0,2011,0
15167506,B,,2018,2019,0.0,38,K,CS,9.0,0,0
15179206,B,,2018,2018,0.0,39,K,CS,3.0,2008,0
15149206,B,,2018,2018,0.0,38,K,CS,9.0,0,0
15166606,B,,2018,2018,0.0,38,K,CS,9.0,2011,0
16359606,B,,2019,2019,0.0,39,K,CS,3.0,2012,0
13860506,B,,2017,2017,0.0,39,K,CS,3.0,2011,0
16328606,B,,2019,2019,0.0,38,K,CS,9.0,0,0
16359306,B,,2019,2019,0.0,38,K,CS,9.0,2017,0
14960006,B,,2017,2017,0.0,39,K,CS,3.0,0,0
15167206,B,,2018,2018,0.0,38,K,CS,9.0,1999,0
15181606,B,,2018,2018,0.0,38,K,CS,9.0,0,0
15164706,B,,2018,2019,0.0,38,K,CS,9.0,2013,0
14960606,B,,2017,2017,0.0,39,K,CS,3.0,0,0
16339406,B,,2019,2019,0.0,38,K,CS,9.0,0,0
15151806,B,,2018,2018,0.0,38,K,CS,9.0,0,0
15160606,B,,2018,2018,0.0,3,K,CS,2.0,2016,0
15151506,B,,2018,2019,1.0,38,K,CS,9.0,2006,0
15160906,B,,2018,2018,0.0,38,K,CS,9.0,2016,0
14880406,B,,2017,2018,0.0,38,K,CS,9.0,0,0
15160806,B,,2018,2018,0.0,38,K,CS,9.0,2014,0
15151606,B,,2018,2019,1.0,38,K,CS,9.0,2003,0
15161106,B,,2018,2018,0.0,38,K,CS,9.0,2011,0
15118606,B,,2018,2018,0.0,38,K,CS,9.0,2009,0
15164606,B,,2018,2018,0.0,38,K,CS,9.0,2013,0
13888406,B,,2017,2017,0.0,38,K,CS,9.0,2003,0
13848406,B,,2017,2017,0.0,38,K,CS,9.0,2016,0
13848506,B,,2017,2017,0.0,38,K,CS,9.0,2013,0
13858606,B,,2017,2017,0.0,38,K,CS,9.0,2010,0
13810606,B,,2017,2017,0.0,38,K,CS,9.0,2016,0
13533706,B,,2016,2017,0.0,38,K,CS,9.0,2014,0
13534106,B,,2016,2017,0.0,38,K,CS,9.0,2012,0
13848606,B,,2017,2017,0.0,38,K,CS,9.0,0,0
13810506,B,,2017,2018,0.0,38,K,CS,9.0,2009,0
15118406,B,,2018,2019,0.0,38,K,CS,9.0,0,0
13420206,B,,2016,2017,0.0,38,K,CS,9.0,1977,0
15118706,B,,2018,2019,0.0,38,K,CS,9.0,2014,0
14929906,B,,2017,2018,0.0,38,K,CS,9.0,0,0
13534206,B,,2016,2017,0.0,38,K,CS,9.0,2014,0
13810406,B,,2017,2017,0.0,38,K,CS,9.0,2011,0
14767706,B,,2017,2018,0.0,38,K,CS,9.0,2013,0
15161306,B,,2018,2018,0.0,38,K,CS,9.0,2017,0
15161406,B,,2018,2018,0.0,38,K,CS,9.0,2008,0
14767606,B,,2017,2018,0.0,38,K,CS,9.0,0,0
14766606,B,,2017,2018,0.0,38,K,CS,9.0,0,0
13534406,B,,2016,2018,0.0,38,K,CS,9.0,1989,0
13420406,B,,2016,2016,0.0,38,K,CS,9.0,2014,0
15134506,B,,2018,2018,0.0,38,K,CS,9.0,2014,0
13646906,B,,2016,2017,0.0,38,K,CS,9.0,2016,0
13828706,B,,2017,2017,0.0,38,K,CS,9.0,2013,0
13584406,B,,2016,2018,0.0,38,K,CS,9.0,2013,0
13485006,B,,2016,2017,0.0,38,K,CS,9.0,2013,0
