studium_id,dokoncil_semestr,BI-PA1_znamka,BI-PA1_poradi_zapisu,BI-PAI_znamka,BI-PAI_poradi_zapisu,BI-CAO_znamka,BI-CAO_poradi_zapisu,BI-PS1_znamka,BI-PS1_poradi_zapisu,BI-MLO_znamka,BI-MLO_poradi_zapisu,BI-ZMA_znamka,BI-ZMA_poradi_zapisu,pocet_kreditu_semestr_1,BI-PA2_znamka,BI-PA2_poradi_zapisu,BI-DBS_znamka,BI-DBS_poradi_zapisu,BI-SAP_znamka,BI-SAP_poradi_zapisu,BI-LIN_znamka,BI-LIN_poradi_zapisu,pocet_kreditu_semestr_2,BI-AAG_znamka,BI-AAG_poradi_zapisu,BI-ZDM_znamka,BI-ZDM_poradi_zapisu,BI-AG1_znamka,BI-AG1_poradi_zapisu,pocet_kreditu_semestr_3
12965606,1.0,3.0,1.0,2.5,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.5,1.0,25.0,4.0,1.0,2.5,1.0,1.0,1.0,2.5,1.0,27.0,2.5,1.0,4.0,1.0,2.0,1.0,28.0
12977006,1.0,2.0,2.0,2.5,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,18.0,4.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,16.0,4.0,1.0,4.0,1.0,4.0,1.0,19.0
12991806,1.0,2.5,1.0,2.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,25.0,4.0,1.0,1.5,1.0,1.5,1.0,1.0,1.0,19.0,4.0,1.0,2.0,1.0,2.5,1.0,21.0
12983906,1.0,1.0,1.0,3.0,1.0,1.5,1.0,2.0,1.0,1.5,2.0,2.5,1.0,25.0,4.0,1.0,2.5,1.0,2.5,1.0,4.0,1.0,12.0,4.0,1.0,2.5,1.0,4.0,1.0,14.0
12985506,1.0,3.0,1.0,2.5,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.5,1.0,27.0,4.0,1.0,2.5,1.0,2.0,1.0,3.0,1.0,23.0,2.5,1.0,4.0,1.0,4.0,1.0,21.0
12992506,1.0,2.0,1.0,1.5,1.0,1.0,1.0,2.0,1.0,1.5,1.0,1.0,1.0,30.0,1.5,1.0,1.5,1.0,1.0,1.0,2.0,1.0,30.0,1.0,1.0,2.0,1.0,4.0,1.0,24.0
14322706,1.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,2.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,26.0,1.5,1.0,2.5,1.0,2.5,1.0,30.0
14813006,1.0,1.5,1.0,2.0,1.0,1.0,1.0,2.5,1.0,1.5,1.0,2.0,1.0,30.0,4.0,1.0,2.5,1.0,2.0,1.0,3.0,1.0,30.0,3.0,1.0,3.0,1.0,1.5,1.0,28.0
15621206,1.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.5,1.0,2.5,1.0,25.0,3.0,1.0,1.5,1.0,4.0,1.0,4.0,1.0,13.0,2.5,1.0,2.5,1.0,1.5,1.0,31.0
12954506,1.0,2.5,1.0,2.5,1.0,1.0,1.0,2.0,1.0,2.5,1.0,3.0,1.0,30.0,2.0,1.0,2.0,1.0,2.0,1.0,2.5,1.0,32.0,2.0,1.0,2.5,1.0,2.5,1.0,34.0
12955006,1.0,2.5,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,30.0,3.0,1.0,1.5,1.0,1.0,1.0,4.0,1.0,28.0,1.5,1.0,2.5,1.0,2.5,1.0,26.0
12955506,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,1.0,1.0,1.5,1.0,1.0,1.0,30.0
12955606,1.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.5,2.0,3.0,1.0,25.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,12.0,3.0,1.0,2.5,1.0,4.0,1.0,20.0
12955706,1.0,1.5,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.5,1.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35.0,1.0,1.0,1.5,1.0,1.0,1.0,35.0
12955806,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.5,1.0,30.0,1.0,1.0,1.5,1.0,1.0,1.0,2.0,1.0,30.0,2.0,1.0,1.5,1.0,1.0,1.0,32.0
12956406,1.0,2.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,2.5,1.0,3.0,1.0,30.0,2.5,1.0,1.0,1.0,1.0,1.0,4.0,1.0,30.0,2.5,1.0,2.5,1.0,4.0,1.0,34.0
12956506,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.5,2.0,2.5,1.0,2.0,1.0,25.0,4.0,1.0,2.0,1.0,1.5,1.0,2.5,1.0,23.0,2.0,1.0,2.5,1.0,2.5,1.0,31.0
12956906,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.5,1.0,1.5,1.0,2.0,1.0,30.0,1.5,1.0,1.5,1.0,1.5,1.0,1.5,1.0,30.0,2.0,1.0,1.5,1.0,2.5,1.0,30.0
12957306,0.0,3.0,1.0,2.5,1.0,1.5,1.0,3.0,1.0,2.5,1.0,2.5,1.0,30.0,4.0,1.0,2.5,1.0,3.0,1.0,4.0,1.0,16.0,4.0,1.0,3.0,1.0,4.0,1.0,14.0
12957706,1.0,2.0,1.0,2.5,1.0,1.0,1.0,2.5,1.0,2.0,1.0,2.5,1.0,30.0,4.0,1.0,2.5,1.0,1.0,1.0,2.0,1.0,23.0,2.0,1.0,2.0,1.0,1.0,1.0,30.0
12957906,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,30.0,1.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,30.0,1.5,1.0,2.5,1.0,2.0,1.0,35.0
12958006,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.5,2.0,2.0,1.0,2.5,1.0,25.0,2.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,30.0,1.5,1.0,2.0,1.0,2.0,1.0,30.0
12958406,1.0,2.5,2.0,3.0,2.0,1.5,1.0,2.0,2.0,2.5,1.0,2.5,1.0,18.0,-1.0,-1.0,3.0,1.0,4.0,1.0,4.0,1.0,18.0,4.0,1.0,4.0,1.0,-1.0,-1.0,22.0
12958606,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.5,1.0,2.5,1.0,2.0,1.0,30.0,2.0,1.0,1.5,1.0,2.0,1.0,2.0,1.0,28.0,2.0,1.0,2.0,1.0,2.0,1.0,33.0
12958706,1.0,2.5,1.0,3.0,1.0,1.0,1.0,1.5,2.0,2.5,1.0,3.0,1.0,25.0,2.0,1.0,1.5,1.0,1.0,1.0,2.5,1.0,30.0,1.0,1.0,2.0,1.0,1.0,1.0,31.0
12959006,0.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.5,1.0,19.0,-1.0,-1.0,1.5,1.0,1.0,1.0,3.0,1.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.0
12959406,1.0,2.5,1.0,2.5,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,30.0,2.5,1.0,2.0,1.0,2.5,1.0,4.0,1.0,23.0,2.5,1.0,4.0,1.0,4.0,1.0,19.0
12959506,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.5,1.0,30.0,2.5,1.0,3.0,1.0,1.5,1.0,4.0,1.0,27.0,3.0,1.0,2.0,1.0,2.5,1.0,30.0
12960006,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0
12960306,0.0,2.5,1.0,3.0,1.0,1.5,1.0,4.0,2.0,2.5,1.0,2.5,1.0,25.0,4.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,12.0,4.0,1.0,4.0,1.0,4.0,1.0,0.0
12960406,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,30.0,2.5,1.0,2.0,1.0,1.0,1.0,3.0,1.0,34.0,2.5,1.0,2.0,1.0,1.5,1.0,33.0
12960506,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,2.5,1.0,2.0,1.0,30.0,1.0,1.0,1.5,1.0,1.0,1.0,4.0,1.0,34.0,3.0,1.0,2.5,1.0,1.5,1.0,39.0
16753406,0.0,2.5,1.0,1.5,1.0,1.5,1.0,1.5,1.0,2.5,1.0,2.0,1.0,26.0,2.5,1.0,2.5,1.0,3.0,1.0,4.0,1.0,13.0,2.5,2.0,-1.0,-1.0,-1.0,-1.0,26.0
12961306,0.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.5,1.0,3.0,1.0,24.0,-1.0,-1.0,1.5,1.0,1.0,1.0,4.0,1.0,14.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
12961506,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,35.0
12961606,0.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.5,1.0,1.5,1.0,25.0,4.0,1.0,1.5,1.0,3.0,1.0,4.0,1.0,16.0,4.0,1.0,4.0,1.0,4.0,1.0,0.0
12962006,1.0,2.0,1.0,2.5,1.0,1.0,1.0,2.5,1.0,2.0,1.0,2.5,1.0,30.0,2.0,1.0,1.0,1.0,2.5,1.0,4.0,1.0,23.0,4.0,1.0,4.0,1.0,2.5,1.0,18.0
12962306,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.5,1.0,2.5,1.0,3.0,1.0,30.0,1.5,1.0,1.5,1.0,1.0,1.0,2.5,1.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
12962406,1.0,2.5,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,30.0,1.0,1.0,2.0,1.0,1.5,1.0,2.5,1.0,30.0,2.5,1.0,2.5,1.0,2.0,1.0,26.0
12963206,0.0,3.0,1.0,2.5,1.0,1.0,1.0,4.0,1.0,2.5,1.0,4.0,1.0,19.0,2.0,1.0,2.5,1.0,2.5,1.0,4.0,1.0,19.0,4.0,1.0,4.0,1.0,4.0,1.0,11.0
12963306,1.0,2.0,1.0,2.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,1.0,30.0,1.0,1.0,1.5,1.0,1.0,1.0,2.0,1.0,30.0,2.0,1.0,2.0,1.0,1.5,1.0,35.0
12963506,1.0,2.5,1.0,1.5,1.0,1.0,1.0,2.5,1.0,1.5,1.0,2.5,1.0,30.0,4.0,1.0,2.5,1.0,1.5,1.0,2.5,1.0,23.0,1.5,1.0,2.0,1.0,2.5,1.0,32.0
12963906,1.0,2.0,1.0,1.5,1.0,1.0,1.0,1.5,1.0,2.0,1.0,2.0,1.0,30.0,4.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,18.0,4.0,1.0,4.0,1.0,4.0,1.0,9.0
12964006,1.0,2.5,1.0,2.5,1.0,1.0,1.0,2.0,1.0,2.5,1.0,2.5,1.0,30.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,30.0,3.0,1.0,4.0,1.0,2.5,1.0,24.0
12964706,0.0,2.5,1.0,2.0,1.0,1.5,1.0,2.5,2.0,2.0,1.0,1.5,1.0,25.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,20.0,2.5,1.0,4.0,1.0,4.0,1.0,20.0
12964806,1.0,1.5,1.0,1.5,1.0,1.0,1.0,2.0,1.0,1.5,1.0,2.0,1.0,30.0,2.0,1.0,1.5,1.0,1.5,1.0,2.5,1.0,30.0,1.5,1.0,2.0,1.0,1.5,1.0,31.0
12965406,0.0,2.5,1.0,2.5,2.0,1.5,1.0,3.0,1.0,2.5,1.0,3.0,1.0,27.0,4.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,12.0,4.0,1.0,4.0,1.0,4.0,1.0,16.0
12965506,0.0,2.5,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.5,1.0,2.0,1.0,30.0,4.0,1.0,1.5,1.0,4.0,1.0,4.0,1.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
12965906,0.0,3.0,1.0,2.5,1.0,1.0,1.0,1.5,2.0,2.0,1.0,2.0,1.0,25.0,4.0,1.0,1.5,1.0,2.0,1.0,3.0,1.0,19.0,4.0,1.0,4.0,1.0,4.0,1.0,10.0
12966006,1.0,2.5,1.0,3.0,1.0,1.5,1.0,3.0,1.0,2.5,1.0,2.5,1.0,30.0,4.0,1.0,2.0,1.0,1.0,1.0,2.5,1.0,23.0,2.0,1.0,4.0,1.0,2.5,1.0,30.0
12966206,1.0,2.5,1.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,25.0,4.0,1.0,2.0,1.0,1.5,1.0,4.0,1.0,16.0,1.0,1.0,2.5,1.0,2.0,1.0,30.0
12966406,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.5,1.0,1.5,1.0,2.0,1.0,30.0,1.5,1.0,2.0,1.0,1.0,1.0,2.0,1.0,30.0,1.0,1.0,2.0,1.0,1.0,1.0,35.0
12966506,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,34.0,1.0,1.0,1.0,1.0,1.0,1.0,26.0
12966706,1.0,2.0,1.0,2.5,1.0,1.0,1.0,3.0,2.0,2.5,1.0,1.5,1.0,25.0,2.5,1.0,2.0,1.0,1.0,1.0,4.0,1.0,24.0,4.0,1.0,3.0,1.0,3.0,1.0,24.0
12966906,1.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.5,1.0,30.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,23.0,2.0,1.0,2.0,1.0,2.5,1.0,29.0
12967006,0.0,1.5,1.0,2.5,1.0,1.0,1.0,2.0,1.0,2.5,1.0,2.5,1.0,30.0,4.0,1.0,2.5,1.0,1.0,1.0,4.0,1.0,16.0,4.0,1.0,4.0,1.0,4.0,1.0,8.0
12967206,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.5,1.0,2.5,1.0,30.0,2.0,1.0,1.5,1.0,1.0,1.0,2.5,1.0,30.0,1.5,1.0,2.0,1.0,2.5,1.0,33.0
12967306,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,1.0,1.5,1.0,1.0,1.0,30.0,1.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0
14250106,0.0,2.5,2.0,2.5,1.0,1.5,1.0,3.0,1.0,2.5,1.0,3.0,1.0,24.0,-1.0,-1.0,3.0,1.0,4.0,1.0,4.0,1.0,8.0,4.0,1.0,2.0,1.0,4.0,1.0,15.0
12968106,0.0,2.5,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,30.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,28.0,4.0,1.0,-1.0,-1.0,4.0,1.0,0.0
12968606,1.0,1.5,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.5,1.0,2.0,1.0,30.0,2.5,1.0,1.5,1.0,3.0,1.0,2.5,1.0,26.0,2.0,1.0,2.5,1.0,2.0,1.0,30.0
12969006,1.0,3.0,1.0,3.0,1.0,1.5,1.0,3.0,1.0,4.0,1.0,2.5,2.0,19.0,4.0,1.0,2.5,1.0,2.5,1.0,4.0,1.0,17.0,4.0,1.0,4.0,1.0,4.0,1.0,12.0
12969306,1.0,2.5,1.0,2.5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,30.0,2.5,1.0,1.5,1.0,1.0,1.0,2.5,1.0,30.0,2.5,1.0,2.5,1.0,3.0,1.0,35.0
15622706,1.0,3.0,1.0,4.0,1.0,1.0,2.0,2.5,1.0,4.0,1.0,2.0,1.0,17.0,2.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,30.0,2.0,1.0,4.0,1.0,4.0,1.0,25.0
12970206,1.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,30.0,2.0,1.0,1.5,1.0,1.0,1.0,4.0,1.0,23.0,2.5,1.0,2.5,1.0,4.0,1.0,29.0
12970406,0.0,2.5,1.0,2.5,1.0,1.0,1.0,3.0,1.0,2.5,1.0,2.5,1.0,30.0,4.0,1.0,1.5,1.0,3.0,1.0,4.0,1.0,12.0,4.0,1.0,4.0,1.0,4.0,1.0,5.0
15550506,1.0,2.5,1.0,2.5,1.0,1.5,1.0,1.0,1.0,2.0,1.0,2.5,1.0,28.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,19.0,2.0,2.0,-1.0,-1.0,2.5,1.0,29.0
12970606,0.0,3.0,1.0,2.5,1.0,1.5,1.0,3.0,1.0,3.0,1.0,2.5,2.0,24.0,4.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,21.0,4.0,1.0,4.0,1.0,2.5,1.0,16.0
12971006,0.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,30.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,24.0,3.0,1.0,4.0,1.0,3.0,1.0,21.0
12971106,0.0,2.5,1.0,2.5,1.0,1.0,1.0,2.5,1.0,3.0,1.0,2.5,1.0,30.0,4.0,1.0,2.0,1.0,1.5,1.0,4.0,1.0,16.0,2.5,1.0,4.0,1.0,4.0,1.0,22.0
12971206,1.0,2.5,1.0,2.5,1.0,1.5,1.0,2.0,1.0,2.5,1.0,3.0,1.0,30.0,2.5,1.0,2.0,1.0,1.0,1.0,4.0,1.0,23.0,2.0,1.0,2.5,1.0,2.5,1.0,30.0
12971606,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2.5,1.0,3.0,1.0,3.0,1.0,30.0,4.0,1.0,2.5,1.0,2.5,1.0,3.0,1.0,19.0,3.0,1.0,3.0,1.0,3.0,1.0,34.0
12972406,0.0,3.0,1.0,2.5,1.0,1.0,1.0,2.5,1.0,2.0,1.0,2.5,1.0,30.0,4.0,1.0,1.5,1.0,2.0,1.0,2.5,1.0,23.0,4.0,1.0,4.0,1.0,4.0,1.0,9.0
12972606,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,35.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0
12972706,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,30.0,1.5,1.0,1.5,1.0,1.5,1.0,4.0,1.0,23.0,2.0,1.0,2.0,1.0,1.5,1.0,26.0
12972806,1.0,3.0,2.0,1.5,1.0,1.0,1.0,2.5,1.0,1.5,1.0,2.5,1.0,24.0,4.0,1.0,1.5,1.0,2.0,1.0,3.0,1.0,23.0,2.0,1.0,2.0,1.0,2.5,1.0,37.0
15549306,0.0,2.5,1.0,2.5,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,26.0,2.5,1.0,2.5,1.0,1.0,1.0,4.0,1.0,7.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0
12972906,0.0,3.0,1.0,2.5,1.0,1.0,1.0,3.0,1.0,3.0,2.0,4.0,2.0,19.0,2.5,1.0,2.5,1.0,1.0,1.0,4.0,1.0,27.0,4.0,1.0,4.0,1.0,4.0,1.0,5.0
12973006,0.0,2.5,1.0,2.5,1.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,25.0,4.0,1.0,2.5,1.0,3.0,1.0,4.0,1.0,20.0,4.0,1.0,4.0,1.0,4.0,1.0,9.0
12973606,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,30.0,1.5,1.0,1.0,1.0,1.0,1.0,2.5,1.0,30.0,1.5,1.0,1.5,1.0,1.0,1.0,30.0
12973706,1.0,2.5,2.0,2.5,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.5,1.0,19.0,4.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,17.0,3.0,1.0,4.0,1.0,2.5,1.0,28.0
12973906,0.0,3.0,1.0,2.5,1.0,1.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,19.0,4.0,1.0,2.5,1.0,2.0,1.0,4.0,1.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
12974706,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.5,1.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,30.0,1.0,1.0,2.0,1.0,1.0,1.0,30.0
12976106,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,1.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0
12976606,1.0,2.0,1.0,1.5,1.0,1.0,1.0,2.5,1.0,1.5,1.0,2.5,1.0,30.0,4.0,1.0,2.5,1.0,2.5,1.0,4.0,1.0,20.0,2.5,1.0,2.5,1.0,1.0,1.0,30.0
12977206,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.5,1.0,1.5,1.0,2.0,1.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,1.5,1.0,1.5,1.0,1.5,1.0,34.0
12977306,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.5,1.0,30.0,2.0,1.0,2.0,1.0,2.0,1.0,2.5,1.0,30.0,2.0,1.0,2.5,1.0,4.0,1.0,24.0
12977406,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.5,1.0,1.5,2.0,2.0,1.0,25.0,2.0,1.0,2.5,1.0,1.0,1.0,3.0,1.0,30.0,2.0,1.0,1.5,1.0,2.0,1.0,37.0
12977806,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.5,1.0,2.5,1.0,30.0,2.5,1.0,1.5,1.0,1.0,1.0,2.5,1.0,32.0,2.0,1.0,2.0,1.0,2.0,1.0,30.0
12977906,1.0,1.5,1.0,1.5,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.5,1.0,30.0,1.5,1.0,1.5,1.0,1.0,1.0,2.5,1.0,30.0,2.0,1.0,2.0,1.0,1.5,1.0,31.0
12978006,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0,1.5,1.0,2.0,1.0,1.0,1.0,33.0
12978706,1.0,2.0,1.0,2.5,1.0,1.0,1.0,2.5,1.0,2.0,1.0,2.0,1.0,30.0,2.0,1.0,2.0,1.0,1.5,1.0,3.0,1.0,32.0,2.0,1.0,2.5,1.0,1.5,1.0,34.0
12979006,1.0,2.5,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,30.0,2.5,1.0,2.0,1.0,3.0,1.0,3.0,1.0,34.0,2.0,1.0,2.5,1.0,1.0,1.0,26.0
12979406,1.0,2.0,1.0,1.5,1.0,1.0,1.0,1.5,1.0,1.5,1.0,2.5,1.0,30.0,2.0,1.0,2.5,1.0,1.0,1.0,2.0,1.0,30.0,1.5,1.0,1.5,1.0,1.0,1.0,30.0
12979506,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,36.0,2.0,1.0,2.0,1.0,1.0,1.0,38.0
12979606,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,30.0,1.0,1.0,1.5,1.0,1.0,1.0,1.5,1.0,30.0,1.5,1.0,2.0,1.0,1.5,1.0,31.0
12980006,1.0,2.5,1.0,2.5,1.0,1.0,1.0,2.5,1.0,2.5,1.0,2.0,1.0,30.0,2.5,1.0,2.0,1.0,1.0,1.0,2.0,1.0,30.0,2.0,1.0,2.0,1.0,2.5,1.0,32.0
12980506,1.0,2.5,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.5,1.0,2.5,1.0,30.0,4.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,20.0,2.5,1.0,4.0,1.0,3.0,1.0,29.0
15590206,1.0,2.5,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.5,1.0,2.5,1.0,26.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,31.0,2.5,1.0,-1.0,-1.0,-1.0,-1.0,33.0
12981206,1.0,2.0,1.0,1.5,1.0,1.0,1.0,3.0,1.0,1.5,1.0,3.0,1.0,30.0,2.5,1.0,2.0,1.0,1.0,1.0,4.0,1.0,23.0,2.5,1.0,2.0,1.0,1.5,1.0,28.0
12981306,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.5,1.0,2.0,1.0,1.0,1.0,30.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,26.0,2.5,1.0,2.5,1.0,2.5,1.0,30.0
12981606,1.0,3.0,1.0,2.5,1.0,1.5,1.0,3.0,1.0,2.5,1.0,2.5,1.0,30.0,2.5,1.0,2.0,1.0,2.5,1.0,4.0,1.0,23.0,4.0,1.0,3.0,1.0,3.0,1.0,29.0
12981706,1.0,2.5,1.0,2.5,1.0,1.5,1.0,2.5,1.0,2.0,2.0,3.0,1.0,25.0,2.5,1.0,3.0,1.0,3.0,1.0,4.0,1.0,23.0,4.0,1.0,2.5,1.0,2.5,1.0,27.0
12947106,1.0,2.5,2.0,1.5,1.0,1.5,1.0,2.0,1.0,2.0,1.0,3.0,2.0,18.0,4.0,1.0,3.0,1.0,2.5,1.0,4.0,1.0,20.0,2.5,1.0,2.5,1.0,4.0,1.0,31.0
16183906,1.0,3.0,1.0,3.0,2.0,1.0,1.0,2.5,1.0,2.0,1.0,2.5,1.0,18.0,4.0,1.0,2.5,1.0,2.5,1.0,4.0,1.0,16.0,3.0,2.0,3.0,2.0,4.0,1.0,22.0
12982906,0.0,2.5,1.0,2.0,1.0,1.0,1.0,2.5,1.0,2.0,1.0,3.0,1.0,30.0,2.5,1.0,1.5,1.0,1.0,1.0,4.0,1.0,19.0,4.0,1.0,4.0,1.0,4.0,1.0,13.0
16716806,0.0,2.5,1.0,2.0,1.0,1.0,1.0,2.5,1.0,2.0,1.0,4.0,2.0,18.0,2.5,1.0,1.5,1.0,1.0,1.0,2.5,1.0,24.0,4.0,1.0,2.5,2.0,2.5,1.0,25.0
12983606,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.5,1.0,27.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,34.0,1.0,1.0,1.5,1.0,1.5,1.0,33.0
12984506,0.0,2.5,1.0,2.5,1.0,1.5,1.0,3.0,1.0,2.5,1.0,4.0,2.0,24.0,4.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,18.0,4.0,1.0,4.0,1.0,4.0,1.0,0.0
