studium_id,BI-AAG,BI-ZMA,BI-LIN,BI-ZDM,prumer
15554406,2.5,2.5,2.0,2.5,2.375
17922406,,,,,
17908606,,4.0,,,4.0
16726806,2.5,2.5,2.0,1.5,2.125
17913306,,,1.0,,1.0
18639106,,2.5,3.0,,2.75
17927706,,1.5,2.0,,1.75
17918806,,2.0,2.5,,2.25
17901506,,2.5,,,2.5
17326306,4.0,2.0,2.0,4.0,3.0
17905306,,2.0,,,2.0
17925306,,1.5,2.5,,2.0
17952706,,4.0,4.0,,4.0
17910306,,,,,
17935506,,4.0,4.0,,4.0
17324506,2.5,2.5,1.5,,2.1666666666666665
18587506,,4.0,3.0,,3.5
17949106,,4.0,4.0,,4.0
18586506,,4.0,,,4.0
18588206,,4.0,,,4.0
18592806,,,,,
17950806,,,,,
16740106,2.5,1.5,2.0,2.5,2.125
17948806,,1.5,2.0,,1.75
18596406,,4.0,,,4.0
17910806,,1.5,1.5,,1.5
17906706,,,,,
17912406,,4.0,,,4.0
18591406,,2.5,3.0,,2.75
16766106,2.5,1.5,2.5,2.0,2.125
17912106,,4.0,,,4.0
15569606,2.0,2.0,2.5,2.5,2.25
17946806,,4.0,,,4.0
17921506,,4.0,2.0,,3.0
18578906,,4.0,,,4.0
18602506,,4.0,4.0,,4.0
17944206,,4.0,,,4.0
17942506,2.5,,,2.5,2.5
17917006,,,,3.0,3.0
17906906,,2.0,2.5,,2.25
17945106,,4.0,,,4.0
17946006,,2.0,,,2.0
17946106,,2.0,2.5,,2.25
17942406,,4.0,,,4.0
17909406,,4.0,4.0,,4.0
17904006,,2.0,2.5,,2.25
17911006,,4.0,3.0,,3.5
16751206,3.0,1.5,4.0,2.5,2.75
17915206,,2.5,2.0,,2.25
17932106,,,3.0,,3.0
17904406,,2.0,,,2.0
17917606,,4.0,,,4.0
17915606,,4.0,,,4.0
17941706,,2.5,,,2.5
17934906,,,,,
16731206,2.0,2.0,1.5,1.5,1.75
17927606,,2.0,3.0,,2.5
17916206,,1.5,2.5,,2.0
17927006,,2.0,,,2.0
17936506,,2.0,2.5,,2.25
17924406,,1.5,1.0,,1.25
17926806,,2.5,3.0,,2.75
17915006,,3.0,,,3.0
17926006,,2.0,,,2.0
17905006,,4.0,,,4.0
17952906,,1.5,,,1.5
17952806,,2.0,2.0,,2.0
17952006,,4.0,,,4.0
17903506,,4.0,,,4.0
17937806,,2.0,2.0,,2.0
17936906,,2.5,2.5,,2.5
17937606,,4.0,4.0,,4.0
16714906,1.5,2.0,2.0,1.5,1.75
16722606,1.5,2.0,2.5,1.5,1.875
18061106,,,,,
17908306,,,,,
18067206,3.0,4.0,,,3.5
17924706,,,,,
17905406,,,,,
17949506,,4.0,,,4.0
16733406,2.5,2.5,4.0,,3.0
17926706,,4.0,,,4.0
17330806,3.0,4.0,4.0,,3.6666666666666665
17927506,,,,,
17332606,,2.0,2.5,1.5,2.0
16761106,2.0,1.0,1.5,1.0,1.375
15580206,4.0,2.5,3.0,2.0,2.875
16718706,1.5,,2.5,2.0,2.0
17942306,,2.0,2.0,,2.0
16749006,2.5,2.0,2.5,4.0,2.75
17925706,,4.0,,,4.0
16746406,2.5,2.0,3.0,2.5,2.5
16757106,1.0,,2.5,2.0,1.8333333333333333
16756406,1.5,1.5,1.5,2.0,1.625
16732106,4.0,2.5,,4.0,3.5
16769206,4.0,2.5,2.0,,2.8333333333333335
16736006,2.0,2.5,2.5,3.0,2.5
16733506,3.0,,,,3.0
16754706,4.0,3.0,2.5,4.0,3.375
18588506,,2.0,,,2.0
18589506,,4.0,,,4.0
18600806,,,,,
18583006,,,,,
16773906,4.0,4.0,4.0,4.0,4.0
16740506,2.0,,2.0,2.0,2.0
16743306,4.0,2.5,4.0,4.0,3.625
16195606,1.0,2.0,2.0,1.5,1.625
16761506,,2.0,4.0,1.0,2.3333333333333335
15561606,2.5,2.0,2.0,3.0,2.375
18608006,,4.0,,,4.0
16761906,2.0,1.5,1.5,2.5,1.875
15610806,1.5,1.5,2.5,2.0,1.875
15611006,1.0,2.5,2.5,1.5,1.875
15611706,2.0,2.5,2.5,3.0,2.5
16192406,2.0,2.5,2.5,2.5,2.375
17927406,,4.0,,,4.0
16752406,2.5,1.0,2.0,1.5,1.75
15584506,4.0,2.0,2.0,4.0,3.0
16773206,2.5,1.5,1.5,3.0,2.125
18601106,,2.5,3.0,,2.75
16737806,1.5,1.5,2.0,3.0,2.0
18601606,,1.5,,,1.5
17330106,4.0,,2.0,2.5,2.8333333333333335
17940306,,2.0,2.0,,2.0
18602006,,,,,
18588706,,4.0,,,4.0
17901806,,4.0,3.0,,3.5
17941206,,4.0,,,4.0
17914506,,4.0,,,4.0
16743806,2.5,2.5,2.0,2.5,2.375
17936006,,2.5,,,2.5
18594306,4.0,,,,4.0
17933806,,4.0,2.5,,3.25
18596606,,,,,
18586006,,,,,
15550606,2.5,1.5,2.5,2.0,2.125
17903706,,2.5,,,2.5
17909106,,4.0,3.0,,3.5
17904206,,4.0,,,4.0
18598106,,2.5,2.0,,2.25
18589406,,1.5,2.0,,1.75
18601406,,4.0,,,4.0
17935906,,4.0,,,4.0
16720106,3.0,,3.0,,3.0
16721906,2.0,2.0,2.5,2.0,2.125
17905806,,2.5,3.0,,2.75
18607106,,,,,
17937206,,2.0,2.5,,2.25
16758806,2.5,1.5,1.5,2.5,2.0
18583106,,1.5,2.5,,2.0
18600906,,2.0,2.5,,2.25
17921006,,2.5,2.5,,2.5
17949406,,2.5,,,2.5
17941806,,2.0,4.0,,3.0
18581206,,2.0,3.0,,2.5
18594006,,2.0,,,2.0
17933106,,1.5,,,1.5
17914106,,1.5,2.0,,1.75
17914306,,2.0,2.5,,2.25
17938006,,4.0,2.5,,3.25
17920006,,4.0,,,4.0
17947306,,,,,
18594906,,4.0,,,4.0
17921706,,1.5,2.0,,1.75
16749706,2.0,2.5,2.0,2.5,2.25
18592206,,,,,
17931806,,,,,
16727406,2.5,4.0,4.0,4.0,3.625
18596306,,,,,
17923206,,2.0,2.5,,2.25
18582106,,,,,
17908806,,1.5,2.5,,2.0
18602306,,,,,
17924506,,1.5,1.5,,1.5
15563006,2.0,2.5,2.5,2.5,2.375
17945306,,4.0,,,4.0
18601206,,4.0,,,4.0
18597506,,2.5,,,2.5
16745506,4.0,2.5,2.5,,3.0
18593506,,2.5,4.0,,3.25
17947206,,,,,
16769506,2.0,1.5,2.5,3.0,2.25
18587806,,,,,
18583206,,2.0,2.5,,2.25
18607206,,1.5,1.5,,1.5
18606706,,,,,
17948506,,4.0,3.0,,3.5
17910406,2.5,,3.0,,2.75
17945606,,,,,
18594806,,2.0,,,2.0
17945406,,4.0,,,4.0
16729906,,4.0,4.0,4.0,4.0
15576506,1.5,1.5,2.0,2.5,1.875
18601006,,1.0,2.5,,1.75
16742706,2.0,2.0,1.5,2.0,1.875
17919306,,2.5,3.0,,2.75
18591106,,,,,
18590106,2.5,,,2.5,2.5
17910506,,,,,
18581306,,1.5,4.0,,2.75
17910706,,,,,
18584106,,,,,
16715306,,2.5,4.0,,3.25
17951606,,2.0,3.0,,2.5
18595506,,,3.0,,3.0
18603506,,4.0,,,4.0
17947806,,4.0,,,4.0
17951706,,2.0,,,2.0
17907506,,4.0,,,4.0
18583306,,2.5,2.5,,2.5
15580806,1.5,2.0,2.0,2.5,2.0
17943106,,4.0,,,4.0
17939106,,2.5,3.0,,2.75
17943506,,4.0,,,4.0
17943706,,4.0,,,4.0
17917806,,,,,
17911706,,4.0,2.5,,3.25
17944306,,4.0,3.0,,3.5
17955506,,,,,
17944506,,1.5,2.0,,1.75
17903606,,1.5,2.0,,1.75
17933906,,1.5,3.0,,2.25
17953406,,1.5,2.0,,1.75
17930106,,2.5,,,2.5
17928806,,,,,
17933706,,4.0,,,4.0
17932506,,4.0,,,4.0
15572506,2.0,2.0,1.5,2.0,1.875
17932206,,,,,
18583806,,4.0,,,4.0
17942706,,2.5,,,2.5
17913006,,3.0,3.0,,3.0
17927306,,,4.0,,4.0
17906306,,,,,
17953106,,,,,
17941406,,2.5,,,2.5
17952506,,4.0,,,4.0
17905706,,,,,
17951806,,4.0,4.0,,4.0
15581306,3.0,3.0,2.5,,2.8333333333333335
16751006,2.0,1.0,1.5,2.0,1.625
17952606,3.0,,,3.0,3.0
17923106,,,2.0,,2.0
17953006,,,,,
17925106,,1.0,1.0,,1.0
17930506,,,,,
15565406,2.0,4.0,2.5,2.0,2.625
16187406,2.0,2.0,2.5,2.5,2.25
16184806,1.5,1.5,2.5,,1.8333333333333333
16719306,2.0,2.0,2.0,1.5,1.875
16738906,1.0,1.0,2.5,1.0,1.375
15604406,2.0,1.5,2.0,2.5,2.0
16768806,2.5,2.5,2.5,2.5,2.5
17325306,1.5,1.5,1.5,1.5,1.5
16746606,2.0,1.0,1.0,2.0,1.5
17945206,,1.5,2.0,,1.75
17907706,,4.0,,,4.0
16759906,,1.5,,,1.5
16772106,1.0,1.0,1.0,1.0,1.0
17321606,2.5,1.5,3.0,2.5,2.375
16741706,1.5,2.0,,4.0,2.5
16712806,2.5,2.0,2.5,,2.3333333333333335
17332206,,2.0,4.0,4.0,3.3333333333333335
16772006,,4.0,4.0,,4.0
16750906,,4.0,,,4.0
16767806,,3.0,4.0,,3.5
15556806,1.5,1.5,2.5,2.5,2.0
17323106,1.0,2.5,2.5,2.5,2.125
17323906,4.0,,,4.0,4.0
17327706,3.0,2.0,3.0,,2.6666666666666665
17325706,,2.0,2.5,,2.25
16759606,2.0,1.0,1.0,2.5,1.625
17324606,4.0,,,2.5,3.25
17333706,,2.5,4.0,,3.25
17330706,2.5,1.5,2.0,2.0,2.0
17331306,4.0,2.5,4.0,,3.5
15571506,2.0,2.5,2.5,3.0,2.5
17328906,4.0,3.0,4.0,4.0,3.75
17901406,,,,,
17913106,,2.0,,,2.0
16717506,2.0,1.5,2.0,4.0,2.375
16748106,3.0,2.0,2.5,4.0,2.875
17324006,2.5,2.5,2.0,2.5,2.375
15599906,2.5,2.5,2.5,2.5,2.5
16748506,2.5,1.5,2.5,2.5,2.25
17321906,1.5,1.5,2.5,2.0,1.875
16719206,,,4.0,,4.0
15555706,1.5,2.0,2.5,2.5,2.125
16725106,2.0,3.0,,,2.5
16731306,2.5,2.0,2.0,2.5,2.25
16731106,4.0,1.0,2.5,2.5,2.5
16762706,,4.0,4.0,,4.0
16730606,1.5,1.5,2.0,2.5,1.875
16730406,1.0,1.5,1.0,1.0,1.125
16762006,2.5,1.0,2.5,2.5,2.125
16766506,,,,,
16730106,2.5,1.5,2.0,1.5,1.875
15609806,2.0,2.5,2.5,3.0,2.5
16773406,,,4.0,,4.0
16731506,3.0,2.0,2.5,1.5,2.25
16727906,2.5,2.0,2.5,4.0,2.75
16718806,2.0,,2.0,4.0,2.6666666666666665
16716906,1.0,1.0,2.5,1.5,1.5
17329006,4.0,2.0,,4.0,3.3333333333333335
16726306,1.5,1.5,3.0,2.5,2.125
16762106,4.0,3.0,2.5,4.0,3.375
16745206,4.0,4.0,2.5,,3.5
16744806,3.0,2.5,2.5,4.0,3.0
16711506,4.0,3.0,3.0,4.0,3.5
16718006,,4.0,,,4.0
16712606,2.0,,2.5,3.0,2.5
16714706,1.5,1.0,1.0,1.5,1.25
16711006,2.5,2.0,2.5,2.5,2.375
16721006,2.5,1.5,1.5,1.5,1.75
16713906,2.0,1.0,2.0,2.0,1.75
16723206,,,4.0,,4.0
16763706,2.5,2.5,2.5,2.0,2.375
16744906,2.0,2.5,2.0,2.0,2.125
16748606,,4.0,,,4.0
17940206,,2.0,1.5,,1.75
16721206,,2.5,2.5,2.5,2.5
17937106,,1.5,1.0,,1.25
18595806,,4.0,,,4.0
17933606,,2.0,2.5,,2.25
17927206,,2.0,,,2.0
17929306,,1.5,1.5,,1.5
16768006,,2.5,3.0,,2.75
18602406,,3.0,,,3.0
17906606,,4.0,,,4.0
18595006,,,,,
17936206,,1.5,1.5,,1.5
16742206,2.0,2.0,2.0,2.0,2.0
16749406,2.0,2.0,2.5,2.0,2.125
16711606,1.5,1.5,1.0,1.0,1.25
16721606,2.5,,4.0,2.5,3.0
16713206,2.5,2.5,,,2.5
16714206,2.5,2.5,3.0,2.0,2.5
17918906,,1.5,2.0,,1.75
17952106,,4.0,,,4.0
16762406,1.5,2.5,2.5,1.5,2.0
17952306,,2.0,,,2.0
17953506,,2.5,,,2.5
17333206,1.0,1.0,1.5,1.5,1.25
17926406,,4.0,,,4.0
16724606,2.5,2.5,2.0,,2.3333333333333335
16763406,1.5,2.0,1.0,2.0,1.625
16763606,2.5,3.0,2.5,4.0,3.0
17936706,,1.5,2.0,,1.75
16725506,2.5,1.5,2.0,2.0,2.0
16737606,3.0,4.0,3.0,2.5,3.125
16745006,2.5,2.0,2.5,2.5,2.375
16772406,,3.0,4.0,4.0,3.6666666666666665
17939906,,,,,
16719106,3.0,1.5,2.0,2.0,2.125
16744406,2.0,2.0,2.5,2.0,2.125
16763806,2.0,2.0,2.5,4.0,2.625
16746306,1.5,1.0,1.5,1.5,1.375
17904706,,1.5,1.0,,1.25
17904906,,4.0,2.0,,3.0
16720506,2.5,2.5,2.5,,2.5
16756106,1.0,1.0,1.0,1.5,1.125
15580906,4.0,2.0,2.0,3.0,2.75
18602106,,2.0,,,2.0
16739806,1.5,1.0,3.0,2.0,1.875
16720006,,,4.0,2.5,3.25
16727506,2.5,2.5,2.0,4.0,2.75
16754906,,2.5,4.0,,3.25
16759306,,4.0,4.0,4.0,4.0
15619606,1.5,2.5,3.0,,2.3333333333333335
18597706,,1.5,1.5,,1.5
15581606,1.0,1.5,2.0,2.0,1.625
16725806,1.5,1.0,1.5,1.5,1.375
15573106,2.0,2.0,3.0,2.5,2.375
17937006,,1.5,2.0,,1.75
16716106,2.0,1.5,2.0,1.5,1.75
15616006,3.0,1.5,2.0,,2.1666666666666665
15577506,4.0,1.5,2.0,,2.5
16723506,2.5,,2.5,2.0,2.3333333333333335
16740306,1.0,1.5,1.0,1.0,1.125
16715506,2.0,2.0,1.5,2.5,2.0
16761706,2.0,3.0,2.5,2.0,2.375
16713506,4.0,2.0,2.0,3.0,2.75
16761606,1.0,1.0,2.5,1.5,1.5
16748006,2.0,2.5,2.5,4.0,2.75
16767706,,2.0,2.5,2.0,2.1666666666666665
18595206,,4.0,,,4.0
18588606,,2.0,2.0,,2.0
18582506,,4.0,,,4.0
16718306,4.0,2.0,2.0,4.0,3.0
18595406,,2.0,,,2.0
18603406,,,,,
18589806,2.0,,4.0,2.5,2.8333333333333335
18605906,,4.0,,,4.0
18606006,,4.0,,,4.0
18593906,,,,,
18606906,,2.0,2.0,,2.0
18581706,,2.0,3.0,,2.5
18585306,,,,,
18585806,,4.0,,,4.0
15568106,2.5,2.0,2.5,1.5,2.125
16717206,,,2.5,,2.5
18591006,,2.5,,,2.5
17916506,,2.5,,,2.5
17951206,,1.5,2.0,,1.75
16192606,1.5,2.0,2.5,2.5,2.125
16759806,2.5,1.0,2.5,3.0,2.25
16771806,2.5,2.5,2.5,,2.5
16761006,3.0,2.0,1.5,2.5,2.25
16715006,3.0,2.5,2.5,4.0,3.0
16760806,1.5,1.5,2.5,1.0,1.625
16743406,,,4.0,,4.0
15576406,2.0,1.0,2.0,2.5,1.875
16753306,1.5,1.5,2.0,2.0,1.75
16742506,2.0,,2.5,4.0,2.8333333333333335
16735606,,,3.0,2.5,2.75
16752106,2.5,2.5,2.5,,2.5
16754206,1.5,1.0,2.0,1.0,1.375
16741406,2.0,2.0,2.5,2.0,2.125
16739306,2.5,2.0,2.5,2.5,2.375
15561206,2.0,2.5,2.5,3.0,2.5
15572806,1.5,2.0,3.0,2.5,2.25
15599506,1.5,2.0,2.0,2.5,2.0
15572706,3.0,2.5,3.0,2.5,2.75
15563406,1.5,1.5,2.5,3.0,2.125
16751706,,2.5,4.0,4.0,3.5
15559506,2.5,2.0,2.5,4.0,2.75
15586006,1.5,2.5,2.5,2.5,2.25
15554706,2.5,2.5,,4.0,3.0
16191106,1.5,1.5,1.0,,1.3333333333333333
15553506,1.5,1.5,2.5,4.0,2.375
15611606,2.5,2.5,3.0,2.5,2.625
16185606,2.5,2.5,2.5,2.5,2.5
16195506,1.0,1.0,2.5,1.5,1.5
16192706,3.0,2.0,2.5,2.5,2.5
16182806,2.5,3.0,2.5,,2.6666666666666665
16193106,1.5,1.5,1.5,2.0,1.625
16195406,1.5,2.0,2.0,2.0,1.875
15560506,2.5,2.5,2.0,2.5,2.375
15568506,2.0,2.0,3.0,2.0,2.25
15552906,4.0,2.0,2.5,,2.8333333333333335
15613906,2.0,1.5,2.5,1.5,1.875
15586606,1.5,1.5,3.0,3.0,2.25
15589706,2.0,2.0,2.5,3.0,2.375
15591006,2.0,2.0,2.0,2.5,2.125
15595806,2.0,2.5,2.5,2.5,2.375
16183706,2.0,1.5,2.5,1.5,1.875
15598706,2.0,2.0,2.5,2.5,2.25
15609006,3.0,2.0,2.5,2.5,2.5
15589806,2.0,2.0,3.0,2.5,2.375
16191506,4.0,2.5,2.0,2.5,2.75
14281606,2.0,2.0,3.0,2.5,2.375
14291206,2.5,1.5,3.0,2.5,2.375
15620606,2.5,2.5,2.5,2.5,2.5
15605306,2.5,1.5,2.5,2.0,2.125
15605406,2.0,2.0,3.0,1.5,2.125
15576106,2.5,2.5,2.5,2.5,2.5
15602106,2.5,2.0,2.0,2.5,2.25
15579906,2.5,1.5,2.0,3.0,2.25
15549606,2.5,2.5,3.0,2.5,2.625
15611906,1.0,2.0,2.5,1.5,1.75
15599806,1.5,1.5,2.0,2.0,1.75
15597806,2.5,2.5,3.0,2.5,2.625
15583306,1.5,2.0,2.0,2.0,1.875
15567006,2.0,2.5,2.5,2.0,2.25
15564206,1.0,2.0,2.0,1.5,1.625
15588006,,2.0,4.0,,3.0
15591706,2.0,1.5,3.0,2.0,2.125
15601806,2.5,2.5,2.0,3.0,2.5
15584706,2.0,2.0,2.5,2.0,2.125
15618206,2.0,2.5,4.0,4.0,3.125
15556706,1.0,2.5,2.0,2.0,1.875
16753806,,2.5,,,2.5
16730506,4.0,3.0,2.0,4.0,3.25
16190106,2.5,2.5,2.0,2.0,2.25
15553406,1.0,1.0,1.5,1.5,1.25
15578606,1.0,1.5,1.5,1.5,1.375
15551606,2.5,2.0,2.5,2.0,2.25
15574706,2.0,1.5,2.0,2.0,1.875
14243706,1.0,2.0,2.0,2.0,1.75
16723806,2.5,4.0,,,3.25
14247806,2.0,2.0,2.5,2.5,2.25
14306106,2.5,2.5,3.0,3.0,2.75
14280306,2.0,1.5,2.0,2.5,2.0
14307806,2.0,1.5,2.0,2.0,1.875
15616106,,2.5,2.5,,2.5
15619806,1.5,1.5,2.5,2.5,2.0
15563106,3.0,2.0,2.0,3.0,2.5
16188306,,2.0,3.0,2.5,2.5
16769106,,2.0,2.5,3.0,2.5
15563706,1.5,1.5,2.5,2.0,1.875
14316706,2.5,2.0,1.0,2.5,2.0
15603006,3.0,2.0,2.5,4.0,2.875
14267106,1.0,1.0,1.0,1.0,1.0
15572306,2.5,2.5,3.0,2.0,2.5
17925606,,2.5,,,2.5
18582406,,2.0,2.5,,2.25
16769006,2.5,1.5,2.0,2.5,2.125
18582206,,4.0,2.0,,3.0
17947906,,2.0,,,2.0
15611206,3.0,1.5,1.5,2.0,2.0
16747306,,2.0,2.0,4.0,2.6666666666666665
16744006,,4.0,4.0,,4.0
15597506,1.5,2.0,2.0,2.0,1.875
14807506,2.0,2.5,2.0,3.0,2.375
14267406,2.5,2.5,2.0,2.0,2.25
16752506,,,,,
14287606,1.5,1.5,1.5,1.0,1.375
15601906,3.0,2.0,3.0,2.0,2.5
17921406,,4.0,,,4.0
17946206,,3.0,,,3.0
17911206,,4.0,,,4.0
17939606,,4.0,,,4.0
17905506,4.0,,2.5,,3.25
17921806,,4.0,,,4.0
17920706,,4.0,,,4.0
17906506,,2.0,2.5,,2.25
14295406,2.0,2.0,2.5,2.0,2.125
17946906,,4.0,,,4.0
18591506,,4.0,,,4.0
17928606,,2.5,,,2.5
18606406,,,,,
17951106,,2.0,,,2.0
17948206,,,,,
18595106,,,,,
18598206,,4.0,,,4.0
16745106,4.0,4.0,4.0,,4.0
16747506,,2.5,4.0,1.5,2.6666666666666665
17326106,2.5,,2.5,,2.5
15549406,,,2.5,,2.5
18607906,3.0,,3.0,,3.0
14277206,2.5,,2.5,3.0,2.6666666666666665
15568706,3.0,2.0,3.0,2.5,2.625
14798906,2.0,2.0,2.0,3.0,2.25
14257606,2.0,2.0,2.0,2.5,2.125
14271506,1.5,1.5,2.5,2.5,2.0
14295806,2.0,2.0,3.0,2.5,2.375
14286706,2.5,2.0,3.0,2.5,2.5
14271806,2.0,1.0,1.5,2.5,1.75
14798106,1.5,2.0,2.5,2.0,2.0
15575506,2.0,2.0,2.5,3.0,2.375
16730006,,1.5,,4.0,2.75
18584306,,,,,
15574606,2.5,1.5,2.5,2.5,2.25
16764206,,1.5,,,1.5
18594206,,,,,
16738406,1.5,1.5,2.0,2.0,1.75
16713106,2.5,1.0,2.0,2.0,1.875
16754306,,4.0,4.0,,4.0
16738006,2.0,2.5,3.0,,2.5
16737906,2.5,1.5,2.0,2.0,2.0
16736306,,2.5,3.0,,2.75
16768206,3.0,4.0,2.5,2.5,3.0
16711406,2.5,2.0,2.5,2.0,2.25
15582506,2.5,2.0,3.0,2.5,2.5
15557606,1.5,2.5,3.0,2.0,2.25
15551206,2.5,2.5,2.5,2.0,2.375
16773606,2.5,1.0,2.0,4.0,2.375
16722306,2.0,2.0,2.5,1.5,2.0
15587006,2.5,1.5,3.0,2.5,2.375
15583006,1.5,4.0,1.5,2.0,2.25
15623106,4.0,2.5,2.0,1.5,2.5
15584806,1.0,1.0,1.0,1.0,1.0
15573506,2.0,2.5,3.0,2.5,2.5
15609506,1.5,4.0,2.0,4.0,2.875
15579806,4.0,2.0,2.5,2.0,2.625
16713806,4.0,4.0,3.0,,3.6666666666666665
17939006,,,,,
17924106,,4.0,,,4.0
18590506,,4.0,,,4.0
17903306,,4.0,,,4.0
18599106,,,,,
18585606,,,,,
17912506,,4.0,,,4.0
18594706,,,,,
14245206,4.0,,,2.5,3.25
17929606,,,,,
15580306,4.0,2.0,4.0,,3.3333333333333335
17931306,,,,,
18596206,,4.0,,,4.0
16746506,4.0,4.0,,,4.0
18596706,,,,,
18586406,,,,,
17915806,,,,,
17937406,,,,,
16736906,,4.0,4.0,,4.0
18581106,,,,,
18603606,,,,,
18590006,,,,,
17931406,,,,,
16713406,,,,,
17941906,,4.0,,,4.0
17935206,,,,,
18592306,,,,,
18605306,,,,,
18605706,,,,,
18603106,,,,,
18594506,,,,,
17943906,,,,,
17948406,,,,,
16749506,,4.0,,,4.0
17946606,,,,,
18597306,,,,,
17933306,,,,,
16719506,,2.0,4.0,,3.0
17925406,,,,,
17952206,,,,,
17934506,,,,,
18581406,,,,,
17925206,,3.0,,,3.0
18603706,,4.0,,,4.0
18604206,,,,,
18598506,,,,,
17932606,,,,,
17924606,,,,,
17945006,,,,,
17948606,,,,,
18598006,,,,,
17920806,,,,,
16741006,,4.0,4.0,,4.0
16759006,,2.0,,,2.0
17903206,,,,,
17944806,,,,4.0,4.0
17902806,,,,,
17917406,,4.0,,,4.0
17926506,,,,,
18581606,,,,,
17919406,,,,,
18582306,,,,,
18593606,,4.0,,,4.0
18585506,,,,,
17912206,,,,,
17907106,,4.0,,,4.0
17928706,,,,,
18582706,,4.0,,,4.0
17933406,,,,,
17909706,,,,,
17330206,4.0,4.0,4.0,4.0,4.0
16745906,,4.0,4.0,4.0,4.0
17328706,,2.5,4.0,4.0,3.5
16770306,,,,,
16738106,,4.0,4.0,,4.0
17336106,,4.0,4.0,,4.0
16737006,,,4.0,,4.0
16725006,,,4.0,,4.0
16711206,,,,,
16718106,,2.0,,,2.0
16736206,,3.0,4.0,,3.5
18601506,4.0,,,,4.0
13016306,2.0,1.5,3.0,2.5,2.25
15621606,,4.0,,,4.0
17905606,,4.0,,,4.0
17902206,,,,,
16774006,,4.0,,,4.0
16714506,,4.0,,,4.0
16192006,3.0,2.0,2.5,4.0,2.875
16770706,,,,,
16771006,,,,,
16752606,,,4.0,,4.0
15574006,4.0,2.5,,,3.25
16728706,4.0,2.0,4.0,4.0,3.5
16725706,4.0,,4.0,4.0,4.0
14253806,1.5,1.5,2.0,2.5,1.875
15590806,,,,3.0,3.0
15606006,,4.0,,,4.0
18600006,,,,,
17916406,,4.0,,,4.0
17922106,,,,,
17914206,,,,,
18588106,,,,,
17942006,,,,,
18583406,,,,,
17931906,,,,,
14288306,2.5,2.0,3.0,2.5,2.5
17912606,,,,,
18607606,,,,,
17940406,,4.0,,,4.0
18604806,,,,,
18603006,,,,,
18583606,,,,,
18583506,,4.0,,,4.0
17937706,,,,,
18591206,,,,,
18607306,,,,,
18603206,,4.0,,,4.0
18583706,,,,,
17941506,,,,,
17937506,,,,,
16725606,,4.0,,,4.0
17917506,,,,,
16724706,4.0,4.0,4.0,,4.0
12973706,3.0,2.5,3.0,2.5,2.75
18602906,,,,,
16762206,,4.0,2.5,4.0,3.5
17922606,,4.0,,,4.0
18587906,,,,,
16741806,,4.0,,,4.0
17949006,,,,,
17910206,,,,,
18607006,,2.0,,,2.0
18584906,,4.0,,,4.0
18596006,,,,4.0,4.0
18597406,,4.0,,,4.0
18582006,,4.0,,,4.0
17939706,,,,,
18598606,,,,,
18593806,,,,,
17912006,,4.0,,,4.0
17945506,,,,,
16743206,,4.0,4.0,4.0,4.0
17928106,,,,,
17325806,,,,,
17937306,,4.0,,,4.0
16728406,4.0,2.5,,4.0,3.5
17328206,,4.0,4.0,4.0,4.0
16754406,2.0,2.5,2.5,2.5,2.375
15597906,2.0,2.5,2.5,4.0,2.75
18606306,,,,,
18591906,,4.0,,,4.0
17950606,,,,,
17904506,,,,,
17905906,,,,,
17926106,,,,4.0,4.0
17929806,,4.0,,,4.0
17940706,,,,,
17908706,,,,4.0,4.0
17940106,,,,,
17920906,,,,,
17930306,,,,,
18579006,,,,,
18595306,,,,,
18586306,,,,,
18590706,,,,,
17932906,,,,,
17949306,,4.0,,,4.0
17950506,,4.0,,,4.0
16760306,,2.0,,4.0,3.0
16746706,,,4.0,,4.0
18605606,,,,,
18585906,,,,,
17925906,2.5,,,4.0,3.25
15549506,1.5,,3.0,,2.25
18589706,,,,,
17930006,,1.0,,,1.0
17912906,,,,,
18598706,,,,,
16705906,,,,,
17909206,,,,,
17908406,,,,,
13004806,1.0,2.0,2.5,1.0,1.625
16766906,,4.0,4.0,,4.0
17933506,,,,,
18602706,,,,,
17933006,,,,,
17953206,,,,,
16726406,3.0,1.0,4.0,,2.6666666666666665
16737706,,4.0,,,4.0
17332306,4.0,1.5,3.0,,2.8333333333333335
15567106,4.0,2.0,2.5,,2.8333333333333335
16716806,,4.0,2.5,2.5,3.0
16733106,4.0,2.5,4.0,,3.5
16770506,4.0,4.0,4.0,,4.0
16748206,,4.0,4.0,,4.0
16768706,,,,,
16750106,,,,,
16724206,,2.5,2.0,4.0,2.8333333333333335
16718406,,,,,
16764506,,4.0,,,4.0
16739706,,4.0,,,4.0
16741506,,,,,
16750206,4.0,4.0,4.0,4.0,4.0
17329906,,4.0,4.0,,4.0
16714806,,4.0,,,4.0
16747106,4.0,,,,4.0
16757606,,,4.0,4.0,4.0
16749906,4.0,,2.5,4.0,3.5
15572006,4.0,2.5,,4.0,3.5
16752306,,2.0,,,2.0
16732006,,3.0,,,3.0
16191806,2.0,,2.0,3.0,2.3333333333333335
15614806,3.0,2.5,3.0,4.0,3.125
15566406,,2.5,3.0,4.0,3.1666666666666665
16742806,,2.0,4.0,,3.0
16760506,,4.0,4.0,,4.0
9170206,,,,,
17915406,,,,,
17322606,,,,,
18599606,,,,,
