studium_id,BI-AAG,BI-ZMA,BI-LIN,BI-ZDM,prumer
18593106,4.0,,,,4.0
18590306,,4.0,,,4.0
17949606,,,,,
17910606,,,,,
17947706,,,,,
17947106,,,,,
17939306,,,,,
18587306,,,,,
16726006,2.5,,3.0,2.5,2.6666666666666665
15577006,4.0,4.0,,4.0,4.0
16757306,,,,,
15622106,2.0,2.0,2.5,3.0,2.375
15623706,4.0,,,,4.0
16734606,,4.0,4.0,,4.0
16751106,,,4.0,,4.0
17336606,,4.0,,,4.0
17330606,4.0,2.5,2.5,4.0,3.25
17331206,,4.0,,,4.0
17326406,,4.0,2.5,,3.25
16724806,,4.0,,,4.0
16767406,2.0,,2.5,4.0,2.8333333333333335
16717706,,4.0,4.0,,4.0
17330006,,2.0,,,2.0
16757206,,,,,
16759206,1.5,,,,1.5
16764606,4.0,4.0,4.0,4.0,4.0
16753606,,1.5,3.0,4.0,2.8333333333333335
16748706,4.0,2.5,4.0,,3.5
16764106,4.0,4.0,4.0,,4.0
16770206,,2.0,4.0,,3.0
16727306,,4.0,,,4.0
16723006,4.0,4.0,4.0,,4.0
16751306,,4.0,4.0,,4.0
16735406,,4.0,4.0,,4.0
16742306,,,2.5,,2.5
16745406,,,,,
16741206,,4.0,,,4.0
16737506,4.0,1.5,4.0,,3.1666666666666665
16734206,,4.0,4.0,,4.0
16186806,4.0,2.0,2.0,2.5,2.625
15603806,,2.0,2.5,2.5,2.3333333333333335
15594406,3.0,2.0,3.0,2.5,2.625
15555606,4.0,2.5,2.5,4.0,3.25
14269106,2.0,1.5,2.5,2.5,2.125
14275206,2.0,1.5,2.5,2.0,2.0
14265906,2.0,2.0,3.0,2.0,2.25
16766706,3.0,,4.0,,3.5
18585106,,,,,
17934306,,,,,
15574506,4.0,4.0,,,4.0
17937906,,4.0,,,4.0
18603806,,,,,
16726206,,4.0,,,4.0
18586806,,,,,
18584606,,,,,
18589106,,4.0,,,4.0
18604606,,,,,
18606506,,,,,
18590806,,,,,
16727106,,,4.0,,4.0
17330306,,2.5,4.0,,3.25
16732606,,4.0,,,4.0
12993406,1.5,,2.5,2.5,2.1666666666666665
18592606,,,,,
17918206,,,,,
17322706,,,,,
17323006,,,,,
17332106,,4.0,,,4.0
16748806,,4.0,,,4.0
16719006,,,,,
16729406,,2.5,,,2.5
17333406,,4.0,,,4.0
16729806,,4.0,,,4.0
17336306,,,,,
17326806,,,,,
16766006,,,,,
16767006,,,,,
16760406,,,,,
16760206,,,,,
16752806,,4.0,,,4.0
16726906,,,4.0,,4.0
16727006,,,4.0,,4.0
16713706,,4.0,4.0,,4.0
16719606,,2.0,,,2.0
16737406,,4.0,,,4.0
16758606,,,,,
16184306,,,,,
15549906,4.0,2.5,4.0,2.5,3.25
16734006,,4.0,,,4.0
16767606,,4.0,,,4.0
16731706,,,,,
16742606,,,,,
15595906,4.0,2.5,4.0,,3.5
16715806,,,,,
16747006,,1.5,,,1.5
14288106,2.0,2.5,3.0,2.5,2.5
16712906,,,,,
16765406,,1.5,4.0,4.0,3.1666666666666665
18588806,,4.0,,,4.0
17923606,,,,,
16733006,,,4.0,,4.0
16739906,,,4.0,,4.0
12955006,1.5,3.0,2.5,2.5,2.375
17327806,2.5,,3.0,2.5,2.6666666666666665
17919506,,,,,
13011406,2.5,,3.0,3.0,2.8333333333333335
14305206,2.0,2.0,3.0,2.5,2.375
14808406,2.0,2.0,3.0,2.0,2.25
14264306,2.0,2.0,2.5,2.5,2.25
17330906,1.5,2.0,2.0,4.0,2.375
17922006,,4.0,,,4.0
14278406,1.0,1.5,1.5,1.0,1.25
16740806,,,2.5,2.5,2.5
16191706,2.0,,2.5,3.0,2.5
15620706,3.0,,,2.5,2.75
14249706,1.0,2.0,3.0,1.5,1.875
14240606,,,2.5,,2.5
17949906,,,,,
12985506,2.5,2.5,3.0,3.0,2.75
18606606,,,,,
18587006,4.0,4.0,,4.0,4.0
16715106,4.0,2.0,1.5,4.0,2.875
18593006,,4.0,,,4.0
18584506,,,,,
16734106,2.5,4.0,4.0,4.0,3.625
16750506,4.0,2.0,4.0,4.0,3.5
16734806,4.0,4.0,4.0,,4.0
17334906,,,4.0,,4.0
15567806,,,,,
17921106,,,,,
18486006,,,,,
17323406,4.0,2.5,2.5,2.5,2.875
16753006,,2.0,4.0,,3.0
16189906,2.0,2.5,3.0,,2.5
16711706,2.5,2.5,3.0,,2.6666666666666665
18600606,,,,,
17934806,,4.0,,,4.0
17924806,,4.0,,,4.0
16756506,,,,,
18486206,,4.0,,,4.0
17332006,4.0,1.5,2.5,1.5,2.375
15593506,,4.0,,,4.0
15618006,4.0,2.0,,4.0,3.3333333333333335
13007306,2.5,1.5,2.5,2.5,2.25
15623806,,4.0,4.0,,4.0
15602006,1.5,1.0,2.0,3.0,1.875
15621306,4.0,2.0,4.0,4.0,3.5
2815906,,,,,
1593206,,,,,
1588406,,,,,
1593606,,,,,
1587406,,,,,
1583406,,,,,
1575706,,,,,
1579006,,,,,
1602706,,,,,
1580406,,,,,
1598206,,,,,
1569506,,,,,
1578306,,,,,
1599006,,,,,
16747806,,,,,
17939206,,,,,
14802006,2.0,1.5,3.0,2.5,2.25
14282406,1.0,2.0,1.5,2.0,1.625
15555506,,,2.5,,2.5
12963306,2.0,1.5,2.0,2.0,1.875
12985206,2.0,2.5,3.0,3.0,2.625
14255106,2.5,2.0,2.5,2.0,2.25
13511806,1.5,2.5,2.0,2.5,2.125
14282606,1.5,1.0,2.0,1.5,1.5
14296506,1.0,1.0,1.0,1.5,1.125
15590206,,,2.0,2.0,2.0
12995406,2.5,1.5,3.0,2.5,2.375
16748906,,,3.0,,3.0
13000406,3.0,2.5,3.0,2.5,2.75
14267306,2.5,1.5,2.5,2.0,2.125
14292506,2.5,2.0,2.5,2.5,2.375
14251206,1.0,2.0,2.5,2.5,2.0
15593606,,,4.0,,4.0
16766606,,,,,
16730906,,4.0,4.0,,4.0
14278806,2.0,1.0,2.5,2.0,1.875
16746206,,2.5,4.0,,3.25
15588806,4.0,2.0,4.0,3.0,3.25
17329406,,4.0,,,4.0
16721306,,,,,
15561706,4.0,4.0,4.0,,4.0
15610006,,4.0,4.0,,4.0
16751506,,,,,
16771706,,4.0,,,4.0
16756306,,,,,
15614906,4.0,4.0,,,4.0
16736806,,4.0,,,4.0
15559406,4.0,2.0,3.0,,3.0
14320606,2.0,1.0,2.0,2.0,1.75
16746006,,4.0,4.0,,4.0
16720906,,,4.0,,4.0
16771106,,,,,
16769706,,4.0,,,4.0
16711806,,,,,
14269606,4.0,1.5,4.0,,3.1666666666666665
16755306,,1.5,,,1.5
15602706,2.0,2.5,4.0,,2.8333333333333335
16755506,,,,,
15553106,4.0,1.5,2.5,2.5,2.625
17334306,,2.0,,,2.0
15563506,4.0,2.5,4.0,4.0,3.625
12961406,2.0,2.5,2.5,2.0,2.25
16769306,,,,,
15569506,4.0,2.0,3.0,,3.0
16745606,,,,,
15618806,,2.0,4.0,,3.0
14249406,1.5,1.0,3.0,2.0,1.875
16185806,4.0,2.5,2.5,,3.0
15573006,,4.0,4.0,,4.0
12962306,2.0,3.0,2.5,2.5,2.5
15549306,4.0,2.0,4.0,4.0,3.5
15573906,4.0,2.0,3.0,2.5,2.875
14320006,,,,,
15621506,4.0,2.5,4.0,2.5,3.25
15624506,2.5,,2.5,,2.5
15550506,2.0,,4.0,2.5,2.8333333333333335
15556506,,2.5,4.0,,3.25
15608706,,4.0,,,4.0
14281206,1.5,1.0,2.5,1.5,1.625
13004606,3.0,2.5,2.0,2.5,2.5
12978006,1.5,1.0,1.0,2.0,1.375
9212106,,,,,
12982806,1.5,2.0,2.0,2.5,2.0
12992006,2.0,1.0,2.5,2.0,1.875
15596006,,,2.5,,2.5
14806606,2.5,,3.0,2.0,2.5
13011306,2.0,2.0,3.0,2.5,2.375
12991006,2.5,,2.5,2.0,2.3333333333333335
14247106,,,3.0,3.0,3.0
12987006,2.5,2.5,2.5,2.0,2.375
12991306,1.5,2.0,3.0,2.0,2.125
11724106,1.5,2.0,2.5,2.5,2.125
15550706,4.0,2.0,,4.0,3.3333333333333335
7812106,,,,,
6259606,,,,,
1594606,,,,,
2898906,,,,,
16185906,,4.0,,,4.0
13511306,2.0,1.5,3.0,2.5,2.25
15597606,1.5,,,,1.5
18605106,,,,,
18586206,,,,,
12989506,3.0,3.0,3.0,2.5,2.875
18607506,,,,,
17951906,,,,,
15610706,1.5,,2.5,3.0,2.3333333333333335
16739006,,4.0,,,4.0
16767206,,,,,
15592106,1.5,2.5,4.0,4.0,3.0
11744406,3.0,2.0,3.0,3.0,2.75
17913506,,,,,
17930906,,,,,
17929706,,,,,
16723906,,,4.0,,4.0
15621906,4.0,4.0,4.0,4.0,4.0
15566306,,2.0,4.0,,3.0
13512506,1.0,2.0,1.5,1.5,1.5
15573606,,4.0,,,4.0
15555106,1.0,1.5,2.5,2.5,1.875
15553706,4.0,,2.5,,3.25
15561906,4.0,2.5,4.0,4.0,3.625
15584206,4.0,4.0,4.0,,4.0
16194306,4.0,4.0,4.0,,4.0
15596406,,2.5,,,2.5
15616306,,4.0,,,4.0
12998806,2.0,2.0,3.0,1.5,2.125
15572206,4.0,4.0,4.0,,4.0
14260706,,,2.0,,2.0
16741606,,,,,
14286906,1.5,,2.5,2.0,2.0
12980406,1.5,2.0,3.0,2.5,2.25
12963206,,,,,
15689506,4.0,,,,4.0
16190406,,,2.0,,2.0
11675306,,,,,
17941006,,,,,
16743906,,2.0,,,2.0
12986606,1.5,2.5,1.5,2.0,1.875
15565006,1.5,1.5,4.0,4.0,2.75
16769606,,2.0,,,2.0
15551106,4.0,2.0,4.0,,3.3333333333333335
16726506,,4.0,,,4.0
15565206,4.0,2.0,4.0,4.0,3.5
16737306,,1.5,,,1.5
16772306,,2.5,,,2.5
16747706,,4.0,,,4.0
16768106,,,,,
16738606,,4.0,,,4.0
16739206,,1.5,,,1.5
16768906,,,,,
16720706,,4.0,,,4.0
15558206,4.0,1.5,4.0,,3.1666666666666665
16765806,,4.0,,,4.0
16721406,,,,,
16738506,,1.0,,,1.0
16758306,,,,,
15587206,4.0,1.0,2.0,,2.3333333333333335
16732406,,4.0,,,4.0
16721506,,1.5,,,1.5
17321306,,,,,
16764706,,,,,
15598806,,2.0,4.0,,3.0
16725406,,2.0,,,2.0
16773706,,4.0,,,4.0
14287806,1.5,2.5,2.0,3.0,2.25
16731606,,,,,
16712406,,,,,
15620006,,4.0,4.0,3.0,3.6666666666666665
16761406,,2.0,,,2.0
15598306,4.0,3.0,4.0,,3.6666666666666665
15583206,4.0,1.5,,3.0,2.8333333333333335
14262706,2.5,1.0,3.0,3.0,2.375
15569906,4.0,,4.0,,4.0
17326206,,,,,
16714006,,,,,
16720806,,4.0,,,4.0
16760606,,,4.0,,4.0
14292706,2.0,2.0,,2.5,2.1666666666666665
15605006,,2.5,,4.0,3.25
14291406,1.0,2.5,2.5,2.5,2.125
15612506,4.0,2.5,2.0,4.0,3.125
14321406,1.0,1.0,2.0,1.0,1.25
12986306,2.0,2.5,3.0,2.0,2.375
14271406,2.5,2.0,2.5,2.5,2.375
14295206,3.0,1.5,3.0,2.5,2.5
14273506,2.0,2.0,2.5,2.5,2.25
14261806,1.0,1.5,2.0,1.0,1.375
14263706,1.0,1.0,1.0,1.5,1.125
12958006,1.5,2.5,2.0,2.0,2.0
14275406,2.0,2.0,3.0,3.0,2.5
14311106,2.0,1.5,2.0,1.5,1.75
14274406,2.5,1.0,2.0,2.5,2.0
14262206,1.5,1.5,3.0,2.5,2.125
12979006,2.0,2.0,3.0,2.5,2.375
15612906,,,,2.0,2.0
15586206,1.0,,2.0,,1.5
14251706,1.0,1.5,2.5,1.5,1.625
14294006,1.5,1.5,2.5,1.5,1.75
14301206,2.0,2.0,2.5,1.5,2.0
14267806,1.5,1.0,1.5,1.5,1.375
14273206,1.0,2.0,3.0,2.5,2.125
12957906,1.5,2.0,2.0,2.5,2.0
14275906,2.0,1.5,1.5,2.0,1.75
12981606,2.5,2.5,2.5,3.0,2.625
14266706,2.0,,2.5,2.5,2.3333333333333335
14284706,2.0,2.0,3.0,2.0,2.25
13511106,1.5,2.5,2.5,2.5,2.25
12994706,2.5,2.5,2.5,2.5,2.5
14303206,1.5,,2.0,,1.75
14305706,1.5,1.0,1.0,1.0,1.125
12966206,1.0,3.0,2.0,2.5,2.125
12993906,2.0,2.5,2.5,2.5,2.375
14264606,2.0,2.5,2.5,2.5,2.375
13013906,2.0,2.0,3.0,2.5,2.375
12964306,2.5,2.0,2.0,2.5,2.25
14305906,1.5,2.0,2.0,2.5,2.0
13003006,1.5,2.5,2.0,2.0,2.0
12988206,1.5,3.0,2.5,2.0,2.25
14267506,1.0,1.0,1.0,1.5,1.125
12997406,1.5,2.5,3.0,2.5,2.375
14303606,2.0,1.5,2.0,2.0,1.875
14287506,2.0,1.5,2.5,2.5,2.125
14281806,2.0,2.0,2.5,2.0,2.125
14317506,2.0,2.0,2.0,2.0,2.0
12957106,2.5,2.5,2.5,2.0,2.375
14260006,2.0,1.5,2.0,2.0,1.875
14254906,3.0,2.0,2.5,3.0,2.625
14293206,2.5,2.5,2.5,3.0,2.625
14244106,2.0,2.0,1.0,2.5,1.875
15593306,,,,,
14266306,2.0,2.0,2.5,2.5,2.25
14251606,3.0,2.5,3.0,2.5,2.75
12955606,3.0,3.0,3.0,2.5,2.875
13000006,2.0,2.5,2.5,2.5,2.375
14319306,2.5,2.0,2.0,2.5,2.25
14246306,1.5,2.0,3.0,2.5,2.25
14317206,1.5,1.5,2.0,2.0,1.75
14275706,3.0,,3.0,2.5,2.8333333333333335
14322706,1.5,1.0,,2.5,1.6666666666666667
14305806,2.0,1.5,3.0,3.0,2.375
14255406,1.5,1.5,2.5,2.5,2.0
14297706,2.0,1.0,2.0,2.5,1.875
13516106,2.5,3.0,3.0,2.5,2.75
12997006,3.0,3.0,2.0,2.5,2.625
14309906,1.5,2.0,2.5,2.5,2.125
14255506,1.0,2.0,2.5,2.5,2.0
14275306,3.0,2.0,3.0,2.5,2.625
14306306,1.0,1.0,1.5,1.5,1.25
14276406,1.5,2.0,2.0,2.0,1.875
14257306,1.0,1.0,1.5,1.0,1.125
14301406,1.5,1.5,3.0,2.0,2.0
14320306,3.0,,3.0,3.0,3.0
11694406,2.5,2.5,2.5,2.5,2.5
14800006,3.0,3.0,2.0,2.5,2.625
12994506,1.0,1.5,2.5,2.5,1.875
14316506,2.5,2.0,2.5,2.5,2.375
12963906,2.5,2.0,3.0,2.5,2.5
17934106,,,,,
13514906,2.0,3.0,2.0,2.0,2.25
12982006,2.5,2.0,2.5,2.0,2.25
12965806,2.5,3.0,3.0,2.5,2.75
16184406,,,2.5,2.0,2.25
12967506,1.5,2.5,2.5,2.0,2.125
12974306,2.5,,,2.5,2.5
15621706,2.5,2.5,2.5,3.0,2.625
14268706,2.5,2.5,3.0,2.0,2.5
16762606,,,3.0,2.5,2.75
14280406,2.0,1.5,2.5,2.5,2.125
12980206,2.0,2.5,2.5,1.5,2.125
14253406,2.5,1.5,3.0,2.0,2.25
14801406,2.0,2.5,2.5,2.5,2.375
14248306,1.5,1.5,2.0,2.0,1.75
14243306,2.0,2.0,2.5,2.5,2.25
14264806,1.5,2.5,2.5,2.0,2.125
14949006,2.0,2.5,2.5,2.5,2.375
12989406,2.0,1.5,3.0,2.0,2.125
13509806,2.5,1.5,3.0,2.5,2.375
14294706,1.0,1.0,1.5,1.5,1.25
12966706,2.0,1.5,3.0,3.0,2.375
14243406,1.0,2.0,2.0,1.5,1.625
14316806,1.0,,2.0,1.5,1.5
14271706,2.0,2.0,2.0,2.0,2.0
12956406,2.5,3.0,2.5,2.5,2.625
13514706,2.0,2.5,3.0,2.5,2.5
14244606,2.5,1.5,2.0,2.0,2.0
12991806,1.0,2.0,1.0,2.0,1.5
12988906,1.5,3.0,2.5,2.5,2.375
12964006,3.0,2.5,3.0,2.5,2.75
12960206,1.0,2.0,2.5,1.5,1.75
14275106,2.0,1.5,2.5,2.0,2.0
12993006,1.0,2.5,2.0,2.5,2.0
12962006,1.0,2.5,1.5,2.0,1.75
14302206,1.5,2.0,2.5,2.5,2.125
12984706,2.0,3.0,3.0,3.0,2.75
9183906,,,,,
16752906,,3.0,,,3.0
12970006,2.5,2.5,2.0,2.5,2.375
13000506,1.5,2.0,3.0,2.0,2.125
14255706,2.0,2.0,2.5,2.5,2.25
14259606,2.5,1.5,3.0,3.0,2.5
14318006,2.0,2.5,2.5,2.5,2.375
14250406,2.0,1.5,3.0,2.0,2.125
12977206,1.5,2.0,1.0,1.5,1.5
14296006,1.0,1.0,2.0,1.5,1.375
14811706,2.0,1.5,3.0,2.5,2.25
14298106,2.5,1.5,2.5,2.0,2.125
14308906,2.0,2.0,2.5,2.5,2.25
14306706,1.5,2.5,3.0,2.5,2.375
12976406,2.5,1.5,1.5,2.5,2.0
16771206,,,,4.0,4.0
16745706,,,,,
16754506,,,,,
16728906,,,,,
15571906,4.0,4.0,,,4.0
15620106,,2.5,4.0,,3.25
15581106,1.5,1.5,2.0,2.0,1.75
15564506,,1.5,,,1.5
14809406,2.5,,3.0,3.0,2.8333333333333335
15586406,,4.0,,,4.0
15569006,,1.5,1.5,,1.5
6258006,,,,,
16706606,,,,,
11737206,3.0,2.5,2.5,2.5,2.625
14281306,2.5,1.0,2.0,2.5,2.0
14260306,1.5,2.0,2.5,2.0,2.0
14812506,3.0,1.0,2.0,2.5,2.125
14813006,3.0,2.0,3.0,3.0,2.75
15584106,,2.0,2.5,,2.25
15580706,,4.0,4.0,4.0,4.0
16184206,4.0,,,,4.0
12997206,2.5,2.0,2.0,2.0,2.125
16743106,,,,,
16773006,,,,,
15610506,,,,,
17327306,,,,,
17328106,,4.0,,,4.0
17327906,,,,,
15592906,,,,,
16743006,,,,,
16767506,,,,,
13006306,1.5,2.0,3.0,2.5,2.25
15557706,4.0,3.0,,4.0,3.6666666666666665
15593406,,2.5,4.0,,3.25
16189406,,,,,
12992806,2.0,2.0,2.0,2.5,2.125
16183006,,4.0,,,4.0
11705906,2.5,3.0,2.0,2.5,2.5
7809706,,,,,
17328506,,,,,
9214106,,,,,
11703506,,,,,
11681406,,,,,
11744006,3.0,3.0,3.0,2.5,2.875
7800006,,,,,
6930506,,,,,
15591206,,,,,
14310606,4.0,2.5,,,3.25
14265006,2.0,1.5,3.0,3.0,2.375
14299006,1.5,1.5,1.5,1.0,1.375
12990806,1.5,1.5,2.5,2.5,2.0
13005506,2.5,2.5,2.5,2.5,2.5
14312006,1.0,1.0,1.0,1.0,1.0
13010006,2.0,3.0,2.5,2.5,2.5
12963406,3.0,2.5,2.0,2.5,2.5
15604106,,,,,
15553006,,2.0,4.0,,3.0
14805206,4.0,3.0,4.0,3.0,3.5
17321506,,4.0,,,4.0
16729506,,,,,
16719706,4.0,2.0,,4.0,3.3333333333333335
16773306,,,,,
16726606,,,,,
17335906,,,,,
17338206,,,,,
16748306,,,,,
17331506,,4.0,,,4.0
17331706,,,,,
17334806,,4.0,,,4.0
17336406,,,,,
17332506,,,,,
17333006,,,,,
17335006,,,,,
17334206,,,,,
17330406,,4.0,,,4.0
17326606,,,,,
17325906,,,,,
17329806,,,,,
17329506,,,,,
17322806,,,,,
16725306,,,,,
17335706,,,,,
17328606,,,,,
16767106,,,,,
16732306,,,,,
16766406,,,,,
16732506,,,,,
17333106,,,,,
16730306,,,,,
17326706,,,,,
17323306,,,,,
16728306,,,,,
12956206,1.5,3.0,3.0,2.5,2.5
13000206,1.0,2.5,2.5,2.5,2.125
9219406,,,,,
1599906,,,,,
17336806,,,,,
17332806,,,,,
17331806,,,,,
17324306,,,,,
16728506,,,,,
16764906,,,,,
17321806,,,,,
16716206,,,,,
16763206,,,,,
16717106,,,,,
16763906,,,,,
16763506,,,,,
16716306,,,,,
16762906,,,,,
16762806,,4.0,,,4.0
16724406,,4.0,,,4.0
16724906,,,,,
16749206,,,,,
16725206,,,,,
16715706,,,,4.0,4.0
16715606,,,,,
16715406,4.0,4.0,,,4.0
17326006,,,,,
17326906,,,,,
17325006,,,,,
17327606,,,,,
17325106,,,,,
17324406,,,,,
17324806,,,,,
17329106,,,,,
17329206,,,,,
17325606,,,,,
16713606,,,,,
17321406,,,,,
17322106,,,,,
17323706,,,,,
17323506,,,,,
17333806,,,,,
17321206,,4.0,,,4.0
17324706,,,,,
17331006,,,,,
17322906,,,,,
17322506,,,,,
17322006,4.0,2.0,,4.0,3.3333333333333335
17327506,,4.0,,,4.0
17328806,,,,,
16714406,,,,,
16723606,,4.0,,,4.0
16724006,,,,,
16759506,,4.0,,,4.0
16758706,,4.0,,,4.0
16759106,,,,,
16759706,,,,,
16740906,,,,,
16712306,,2.0,,,2.0
16756006,,,,,
16744306,,,,,
16744506,,4.0,,4.0,4.0
17325206,,,,,
16764006,,,,,
17322406,,4.0,,,4.0
16716606,,,,,
16763006,,,,,
16755606,,,,,
16754606,,,,,
16771506,,,,,
16771306,,4.0,,4.0,4.0
16753906,,,,,
16750006,,,,,
16742406,,,,,
16770406,,,,,
16737206,,4.0,,,4.0
16752206,,,,,
16751406,,,,,
16770006,,,,,
16770106,,,,,
16739406,,,,,
16739606,,,,,
16738706,,,,,
16747606,,,,,
16760006,,,,,
16747406,,,,,
16760906,,4.0,,,4.0
16713306,,,,,
15570806,,4.0,,,4.0
14312406,,2.0,,4.0,3.0
14312606,4.0,2.0,4.0,,3.3333333333333335
11705606,2.5,3.0,3.0,,2.8333333333333335
12947106,,,,,
15619506,,,,,
14810106,4.0,4.0,,,4.0
14245906,4.0,2.0,2.5,2.5,2.75
14301306,4.0,4.0,,,4.0
14253606,4.0,2.0,,,3.0
13009006,1.5,2.5,2.5,2.5,2.25
16184506,,,4.0,,4.0
15600306,,,,,
15608006,,1.5,4.0,,2.75
15607706,,,,,
15603206,,,,,
15601506,,,,,
15571006,,,,,
14254706,,2.5,,,2.5
14283006,3.0,,2.5,2.5,2.6666666666666665
12983906,2.5,2.5,2.5,2.5,2.5
14317906,4.0,,,4.0,4.0
12959006,,2.5,3.0,,2.75
13014506,4.0,2.5,4.0,,3.5
12972806,2.0,2.5,3.0,2.0,2.375
14305606,,4.0,,,4.0
12995506,2.5,2.5,2.5,2.5,2.5
12972606,1.0,1.0,2.0,1.0,1.25
12976106,1.0,1.5,1.5,1.0,1.25
11725306,3.0,2.0,2.0,2.0,2.25
11723106,1.0,1.0,1.0,1.0,1.0
16729206,,,,,
16753706,,,,,
16750306,,,,,
16753106,,,,,
14807206,1.5,1.5,1.5,2.0,1.625
15592506,,,,,
14250706,2.0,2.0,4.0,,2.6666666666666665
15600906,,,,,
15583906,,4.0,,,4.0
13515906,2.5,,2.0,2.5,2.3333333333333335
14263406,4.0,,4.0,4.0,4.0
14317106,4.0,2.0,,,3.0
16183206,,2.5,,,2.5
15581706,,2.5,,,2.5
14277106,4.0,,,,4.0
13520206,2.5,3.0,3.0,2.5,2.75
14295006,4.0,,,,4.0
11702906,2.5,2.5,2.0,2.5,2.375
16732206,4.0,,,4.0,4.0
16732806,,,,,
16730706,,,,,
16720406,,,,,
16765906,,,,,
16765706,,,,,
16765606,,,,,
16765306,,,,,
16737106,,,,,
16738306,,,,,
16734306,,,,,
16733306,4.0,4.0,,,4.0
16734706,,,,,
16733906,,,,,
16733706,,,,,
15575006,,2.0,,,2.0
14261406,,4.0,,,4.0
15582306,,4.0,,,4.0
15606306,,4.0,,,4.0
16729306,,,,,
16729006,,,,,
16718206,,,,,
16773106,,,,,
16764306,,,,,
16716706,,,,,
16762506,,,,,
16761806,,,,,
16722906,,,,,
11674506,2.5,1.5,2.5,2.0,2.125
14257406,4.0,4.0,,,4.0
14266206,1.5,2.5,2.5,2.5,2.25
15588106,,,,,
14799206,3.0,,3.0,2.5,2.8333333333333335
14798006,1.5,1.5,1.5,2.0,1.625
14292406,1.5,,2.0,2.5,2.0
13011906,1.5,1.5,3.0,2.5,2.125
12999606,2.5,2.5,4.0,2.5,2.875
12290206,2.5,2.5,3.0,3.0,2.75
12986206,3.0,2.0,3.0,2.5,2.625
11717106,2.0,1.0,2.5,3.0,2.125
11714506,1.5,2.0,2.5,2.5,2.125
11683306,1.5,3.0,2.5,2.5,2.375
11692906,2.5,2.0,2.5,2.5,2.375
16710906,,,,,
16720606,4.0,,,4.0,4.0
16771406,,,,,
16774206,,,,,
15623206,4.0,1.0,2.5,,2.5
14243806,2.0,1.0,3.0,2.0,2.0
16188606,,4.0,,,4.0
16746106,,4.0,,,4.0
16745806,,,,,
16756806,,,,,
16757506,,,,,
16757406,,4.0,,,4.0
16757006,,,,,
16743606,,4.0,,,4.0
16755906,,,,,
16755406,,,,,
16742006,,,,,
16742906,,,,,
16765006,,4.0,,,4.0
16765106,,,,,
16764806,,,,,
16765206,,,,,
16728006,,,,,
16727706,,,,,
16717606,,4.0,,,4.0
16718606,,,,,
16718506,,,,,
16717306,,,,,
16752706,,,,,
16740406,,,,,
16735706,,,,,
16736506,,,,,
16735206,,,,,
16735306,,,,,
16734906,,,,,
16767306,,,,,
16733806,,,,,
15588706,,,,,
14274306,,4.0,,,4.0
15557406,,,,,
15555306,,,,,
15554606,,2.0,,,2.0
14254506,,2.5,2.5,,2.5
14297506,2.0,2.5,4.0,2.5,2.75
16216606,,,,,
15554206,,,,,
15553606,,,4.0,,4.0
15553206,,,,,
15551806,,,,,
14279306,,2.5,,,2.5
15616606,,4.0,,,4.0
15614306,,4.0,4.0,,4.0
15570006,,,,,
14290006,,4.0,,,4.0
14812006,4.0,3.0,4.0,,3.6666666666666665
14809506,,2.5,4.0,,3.25
14808806,,,,,
14805306,1.5,4.0,,,2.75
14250206,,4.0,4.0,3.0,3.6666666666666665
15622906,,4.0,4.0,,4.0
16712706,,,,,
16712506,,,,,
16772506,,,,,
16772606,,,,,
16757906,,,,,
16758006,,,,,
16757706,,,,,
14808706,,,4.0,,4.0
15619206,,4.0,4.0,,4.0
15616206,,,,,
15615606,,,,,
15615306,,,,,
14253706,,1.5,,,1.5
14314406,,,,,
15583706,,,,,
14247706,4.0,4.0,4.0,,4.0
14272906,4.0,2.5,4.0,,3.5
15611506,,4.0,,,4.0
15614006,,,,,
15613706,,,,,
15613506,,,,,
15610906,,4.0,,,4.0
15567606,,,,,
15600706,,,,,
14318706,,2.5,,,2.5
14300606,,2.5,4.0,,3.25
14312106,1.5,2.0,4.0,,2.5
15599406,,4.0,,,4.0
14290706,4.0,,,,4.0
15597006,,,,,
14249006,,2.5,4.0,,3.25
15590106,,,,,
13012106,4.0,2.5,4.0,3.0,3.375
13009506,2.0,2.0,2.5,2.5,2.25
14272006,4.0,2.0,4.0,,3.3333333333333335
13003606,1.5,2.5,3.0,2.0,2.25
12999806,2.0,2.0,1.5,2.5,2.0
15596206,,4.0,4.0,,4.0
15595206,,,,,
15594306,,4.0,,,4.0
14243106,,2.0,,,2.0
14240806,4.0,2.5,,,3.25
14321106,4.0,4.0,,,4.0
15624406,,4.0,,,4.0
15612406,,4.0,,,4.0
12967606,2.0,2.5,2.5,3.0,2.5
12984806,2.5,2.5,2.0,2.0,2.25
15592006,,,,,
15593006,,,,,
15592706,,,,,
15591406,,,,,
12974706,1.0,1.5,1.5,2.0,1.5
15590306,,,,,
12980006,2.0,2.0,2.0,2.0,2.0
12979606,1.5,1.0,1.5,2.0,1.5
12977806,2.0,2.5,2.5,2.0,2.25
12969006,2.0,2.5,3.0,2.5,2.5
14280806,4.0,3.0,4.0,,3.6666666666666665
14293506,,,,,
14256406,3.0,1.5,4.0,3.0,2.875
15589406,,,,,
15589106,,,,,
15588906,,,,,
15588306,,,,,
15585906,,4.0,,,4.0
14314106,4.0,2.5,,,3.25
14255606,4.0,2.0,,,3.0
