studium_id,dokoncil_semestr,pohlavi_kod,je_cech,datum_zahajeni,rok_maturity,maturita_nastup_rozdil,gymnazium,praha,scio,olym,zkouska,prominuti
11676306,0.0,1,0,2015,2014,1,0,2,0,0,0,0
11679106,1.0,0,0,2015,2014,1,0,2,0,0,0,0
11717806,0.0,0,0,2015,2014,1,0,2,0,0,0,0
11740506,1.0,0,0,2015,2014,1,0,2,0,0,0,0
11713506,0.0,0,0,2015,2015,0,0,2,0,0,0,0
11731806,0.0,1,0,2015,2015,0,0,2,0,0,0,0
12976406,1.0,0,0,2016,2015,1,0,2,0,0,0,0
11674806,0.0,0,0,2015,2014,1,0,1,0,0,0,0
11743706,0.0,0,0,2015,2014,1,0,2,0,0,0,0
12976206,1.0,0,0,2016,2014,2,0,2,0,0,0,0
11730406,1.0,1,0,2015,2014,1,0,2,0,0,0,0
12031306,0.0,0,0,2015,2013,2,0,2,0,0,0,0
11709306,1.0,1,0,2015,2014,1,0,2,0,0,0,0
11714306,0.0,0,0,2015,2015,0,0,2,0,0,0,0
11675806,0.0,0,0,2015,2014,1,0,2,0,0,0,0
15620706,1.0,0,0,2018,2014,4,0,2,0,0,0,0
11691206,1.0,0,0,2015,2014,1,0,2,0,0,0,0
12033106,1.0,0,0,2015,2015,0,0,2,0,0,0,0
11716006,1.0,0,0,2015,2015,0,0,2,0,0,0,0
11737606,1.0,0,0,2015,2014,1,0,2,0,0,0,0
12081206,1.0,0,0,2015,2015,0,0,2,0,0,0,0
12031006,1.0,0,0,2015,2015,0,0,2,0,0,0,0
11695906,1.0,0,0,2015,2014,1,0,2,0,0,0,0
13511206,0.0,0,0,2016,2014,2,0,2,0,0,0,0
