semestr_id,predmet_id,studium_id,zapocteno,zakonceno,znamka,poradi_zapisu
B101,1431406,4015606,1,1.0,2.0,1
B101,1431406,3688706,1,1.0,1.5,1
B101,1431406,3694406,1,1.0,2.0,1
B101,1431406,3691506,1,1.0,2.5,1
B101,1431406,3689206,1,1.0,1.0,1
B101,1431406,4014606,1,1.0,3.0,1
B101,1431406,3691406,1,1.0,1.5,1
B101,1431406,4019406,1,1.0,3.0,1
B101,1431406,3692706,1,1.0,3.0,1
B101,1431406,3687006,1,1.0,2.5,1
B101,1431406,3695606,1,1.0,1.0,1
B101,1431406,4019006,1,1.0,2.5,1
B101,1431406,4011306,1,1.0,1.0,1
B101,1431406,3685206,1,1.0,1.5,1
B101,1431406,4012206,1,1.0,1.0,1
B101,1431406,3687806,1,1.0,2.5,1
B101,1431406,3693506,1,1.0,1.5,1
B101,1431406,3683006,1,1.0,1.0,1
B101,1431406,3683906,1,1.0,1.0,1
B101,1431406,3694106,1,1.0,1.5,1
B101,1431406,3696306,1,1.0,2.0,1
B101,1431406,3692206,1,1.0,1.0,1
B101,1431406,3689406,1,1.0,1.0,1
B101,1431406,4011106,1,1.0,2.0,1
B101,1431406,3686506,1,1.0,2.5,1
B101,1431406,4010706,1,1.0,2.0,1
B101,1431406,4017806,1,1.0,1.0,1
B101,1431406,4014106,1,1.0,2.0,1
B101,1431406,4014006,1,1.0,1.0,1
B101,1431406,4013706,1,1.0,2.5,1
B101,1431406,4013606,1,1.0,2.0,1
B101,1431406,4013506,1,1.0,2.0,1
B101,1431406,4013406,1,1.0,2.0,1
B101,1431406,4013306,1,1.0,2.5,1
B101,1431406,4019906,0,0.0,4.0,1
B101,1431406,4013006,1,1.0,1.0,1
B101,1431406,4012906,1,1.0,2.0,1
B101,1431406,4012706,0,0.0,4.0,1
B101,1431406,4012606,0,0.0,4.0,1
B101,1431406,4095706,1,1.0,3.0,1
B101,1431406,4016506,1,1.0,1.0,1
B101,1431406,4012806,0,0.0,4.0,1
B101,1431406,4019206,1,1.0,2.0,1
B101,1431406,4016706,1,1.0,2.0,1
B101,1431406,4015806,1,1.0,1.5,1
B101,1431406,4015006,1,1.0,2.0,1
B101,1431406,4013106,1,1.0,2.0,1
B101,1431406,3686906,0,0.0,4.0,1
B101,1431406,4014206,1,1.0,1.0,1
B101,1431406,4010606,0,0.0,4.0,1
B101,1431406,4014506,0,0.0,4.0,1
B101,1431406,4014906,0,0.0,4.0,1
B101,1431406,4010506,1,1.0,1.5,1
B101,1431406,4010206,0,0.0,4.0,1
B101,1431406,4010006,1,1.0,3.0,1
B101,1431406,4009906,0,0.0,4.0,1
B101,1431406,4009806,0,0.0,4.0,1
B101,1431406,3295206,1,1.0,1.0,1
B101,1431406,4009706,0,0.0,4.0,1
B101,1431406,4095906,1,1.0,1.0,1
B101,1431406,4224706,1,1.0,2.0,1
B101,1431406,4015506,1,1.0,1.0,1
B101,1431406,4017606,1,1.0,3.0,1
B101,1431406,4017506,0,0.0,4.0,1
B101,1431406,4009606,1,1.0,1.0,1
B101,1431406,4017106,1,1.0,2.0,1
B101,1431406,4016806,1,1.0,2.0,1
B101,1431406,4016406,0,0.0,4.0,1
B101,1431406,4016306,1,1.0,3.0,1
B101,1431406,4018006,1,1.0,2.5,1
B101,1431406,4016006,0,0.0,4.0,1
B101,1431406,4015706,0,0.0,4.0,1
B101,1431406,4015406,1,1.0,2.0,1
B101,1431406,4014806,0,0.0,4.0,1
B121,1435206,5416006,1,1.0,2.0,1
B121,1435206,3686006,0,0.0,4.0,1
B121,1435206,5410106,0,0.0,4.0,1
B131,1434706,5411806,1,1.0,2.0,1
B131,1434706,6808106,0,0.0,4.0,1
B131,1434706,5686706,0,0.0,4.0,1
B131,1434706,6807606,1,1.0,1.5,1
B131,1434706,5408606,1,1.0,1.0,1
B131,1434706,6806506,1,1.0,2.0,1
B131,1434706,6956706,1,1.0,1.0,1
B121,1434706,5740006,1,1.0,1.5,1
B121,1434706,5408906,1,1.0,2.0,1
B121,1434706,5429106,0,0.0,4.0,1
B121,1434706,5404206,1,1.0,2.5,1
B121,1434706,5413306,1,1.0,1.5,1
B111,1434706,3687206,1,1.0,1.0,1
B111,1434706,3686506,0,0.0,4.0,1
B111,1434706,4011006,1,1.0,1.0,1
B111,1434706,4012106,0,0.0,4.0,1
B111,1434706,3693106,1,1.0,2.0,1
B111,1434706,3687506,1,1.0,1.0,1
B141,1435206,8338506,1,,,1
B151,1435206,9247506,1,1.0,2.0,1
B141,1435206,8334406,1,1.0,1.0,1
B131,1434706,6815506,0,0.0,4.0,1
B141,1435206,8329606,1,1.0,3.0,1
B141,1434706,8323306,1,1.0,1.0,1
B141,1434706,8332206,1,1.0,1.5,1
B201,6165506,17889006,0,0.0,4.0,1
B201,6165506,17891806,0,0.0,4.0,1
B201,6165506,17886206,0,0.0,4.0,1
B201,6165506,17896906,0,0.0,4.0,1
B201,6165506,17899706,0,0.0,4.0,1
B201,6165506,17891906,1,1.0,2.5,1
B201,6165506,17898406,0,0.0,4.0,1
B201,6165506,17896406,0,0.0,4.0,1
B151,1434706,8337306,0,0.0,4.0,1
B151,1434706,9979106,1,1.0,1.5,1
B151,1434706,9246206,1,1.0,1.5,1
B151,1434706,9249906,1,1.0,2.0,1
B151,1434706,9243706,1,1.0,3.0,1
B141,1434706,6422506,0,0.0,4.0,1
B151,1434706,9237606,1,1.0,1.0,1
B151,1434706,9242706,1,1.0,1.5,1
B151,1434706,9235306,1,1.0,1.5,1
B141,1434706,8337606,1,1.0,1.0,1
B141,1434706,8345006,0,0.0,4.0,1
