semestr_id,predmet_id,studium_id,zapocteno,zakonceno,znamka,poradi_zapisu
B162,4643006,13024006,Z,1.0,1.5,1
B162,4643006,13023906,Z,1.0,1.0,1
B162,4643006,13023606,Z,,4.0,1
B162,4643006,13017306,Z,1.0,1.5,1
B162,4643006,13018706,Z,1.0,2.0,1
B162,4643006,13018006,Z,1.0,2.0,1
B162,4643006,13032206,Z,1.0,2.5,1
B162,4643006,13031506,Z,1.0,1.5,1
B162,4643006,13029706,Z,1.0,2.0,1
B162,4643006,13028106,Z,1.0,2.0,1
B162,4643006,13027206,Z,,4.0,1
B162,4643006,13033206,Z,1.0,2.0,1
B162,4643006,13020306,Z,1.0,1.5,1
B162,4643006,13502306,Z,1.0,1.5,1
B162,4643006,13501906,,,4.0,1
B162,4643006,13499606,Z,1.0,1.5,1
B162,4643006,13501606,Z,1.0,2.0,1
B161,1432506,13020206,Z,1.0,1.5,1
B172,4643006,14250506,Z,1.0,1.5,1
B172,4643006,14315106,Z,1.0,1.5,1
B192,4643006,17206506,Z,1.0,2.5,1
B192,4643006,17204506,Z,1.0,1.5,1
B192,4643006,16703706,Z,1.0,1.5,1
B192,4643006,16696606,Z,1.0,2.0,1
B192,4643006,16704006,Z,1.0,2.0,1
B192,4643006,16700906,Z,1.0,2.0,1
B192,4643006,16701606,Z,1.0,2.0,1
B192,4643006,16696506,Z,1.0,1.5,1
B192,4643006,16701506,Z,1.0,2.0,1
B192,4643006,15641106,Z,1.0,1.5,1
B192,4643006,16688606,Z,1.0,2.5,1
B192,4643006,16702706,Z,1.0,1.0,1
B192,4643006,16689406,Z,1.0,1.5,1
B192,4643006,16688506,Z,1.0,1.5,1
B192,4643006,15634406,Z,1.0,2.5,1
B192,4643006,17206806,Z,1.0,1.5,1
B192,4643006,16694206,Z,1.0,2.5,1
B192,4643006,16703206,Z,1.0,1.5,1
B192,4643006,16692206,Z,1.0,3.0,1
B192,4643006,16692906,Z,1.0,2.0,1
B192,4643006,17204906,Z,1.0,2.5,1
B192,4643006,16693706,Z,1.0,3.0,1
B192,4643006,17204306,Z,1.0,2.0,1
B192,4643006,16702406,Z,1.0,1.5,1
B192,4643006,16689706,Z,1.0,1.5,1
B192,4643006,16697906,Z,1.0,1.5,1
B192,4643006,16697806,Z,1.0,2.5,1
B192,4643006,16701406,Z,1.0,2.5,1
B192,4643006,16688906,Z,1.0,1.5,1
B192,4643006,17212606,Z,1.0,2.5,1
B192,4643006,16694306,Z,1.0,2.5,1
B192,4643006,16691306,Z,1.0,2.0,1
B192,4643006,17204706,Z,1.0,1.5,1
B192,4643006,16697406,,,4.0,1
B192,4643006,16703106,Z,1.0,2.5,1
B192,4643006,16688206,Z,1.0,1.5,1
B192,4643006,17204606,Z,1.0,2.5,1
B192,4643006,16696706,Z,1.0,3.0,1
B192,4643006,16695306,Z,1.0,2.5,1
B192,4643006,16699506,Z,1.0,1.0,1
B192,4643006,16699406,Z,1.0,2.0,1
B192,4643006,16702806,Z,1.0,3.0,1
B192,4643006,16698406,Z,1.0,2.5,1
B192,4643006,16689106,Z,1.0,2.0,1
B192,4643006,16694006,Z,1.0,1.5,1
B192,4643006,16694806,Z,1.0,2.5,1
B192,4643006,17206706,Z,1.0,2.0,1
B192,4643006,16701906,Z,1.0,1.5,1
B192,4643006,16691706,Z,1.0,1.5,1
B192,4643006,16691106,Z,1.0,3.0,1
B192,4643006,16699306,Z,1.0,2.0,1
B192,4643006,16692306,Z,1.0,3.0,1
B192,4643006,16695106,Z,1.0,2.0,1
B192,4643006,16695506,Z,1.0,2.5,1
B192,4643006,15637206,,,4.0,1
