studium_id,dokoncil_semestr,BI-PA1_znamka,BI-PA1_poradi_zapisu,BI-PA1_semestr,BI-PAI_znamka,BI-PAI_poradi_zapisu,BI-PAI_semestr,BI-CAO_znamka,BI-CAO_poradi_zapisu,BI-CAO_semestr,BI-PS1_znamka,BI-PS1_poradi_zapisu,BI-PS1_semestr,BI-MLO_znamka,BI-MLO_poradi_zapisu,BI-MLO_semestr,BI-ZMA_znamka,BI-ZMA_poradi_zapisu,BI-ZMA_semestr,pocet_kreditu_semestr_1,pohlavi_kod,je_cech,datum_zahajeni,rok_maturity,maturita_nastup_rozdil,gymnazium,praha,scio,olym,zkouska,prominuti
11724106,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,30.0,0,1,2015,2015,0,1,1,0,0,0,0
14810406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0,1,2017,2015,2,1,0,0,0,0,0
11725506,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,24.0,0,1,2015,2015,0,1,0,0,0,0,0
11721606,1.0,2.5,1.0,1.0,2.5,1.0,1.0,1.5,1.0,1.0,2.5,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,24.0,0,1,2015,2015,0,1,1,0,0,0,0
11742306,1.0,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.5,1.0,1.0,1.5,1.0,1.0,30.0,0,1,2015,2015,0,1,0,0,0,0,0
11708706,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,30.0,0,1,2015,2015,0,1,0,0,0,0,0
11675606,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.5,1.0,1.0,2.5,1.0,1.0,30.0,0,1,2015,2015,0,0,0,0,0,0,0
11720706,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.5,1.0,1.0,2.5,1.0,1.0,30.0,0,1,2015,2014,1,0,0,0,0,0,0
11702706,1.0,2.5,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,2.5,1.0,1.0,4.0,1.0,1.0,23.0,1,1,2015,2015,0,1,1,0,0,0,0
11710706,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,30.0,0,1,2015,2015,0,0,0,0,0,0,0
11718906,1.0,3.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,2.5,1.0,1.0,2.5,1.0,1.0,30.0,0,1,2015,2015,0,0,0,0,0,0,0
11739406,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.5,1.0,1.0,24.0,0,1,2015,2015,0,0,0,0,0,0,0
12984306,1.0,1.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,23.0,0,1,2016,2015,1,1,0,0,0,0,0
11688006,1.0,2.5,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.5,1.0,1.0,4.0,1.0,1.0,24.0,0,1,2015,2015,0,1,1,0,0,0,0
11690806,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,0,1,2015,2015,0,1,0,0,0,0,0
11706706,1.0,1.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.5,1.0,1.0,2.0,1.0,1.0,30.0,0,1,2015,2015,0,1,1,0,0,0,0
11701206,1.0,2.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,0,1,2015,2015,0,1,0,0,0,0,0
11688106,0.0,3.0,1.0,1.0,4.0,1.0,1.0,1.5,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,2.5,1.0,1.0,22.0,0,1,2015,2015,0,1,0,0,0,0,0
11720406,1.0,3.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.5,1.0,1.0,30.0,0,1,2015,2015,0,0,0,0,0,0,0
11712106,1.0,1.5,1.0,1.0,2.5,1.0,1.0,1.5,1.0,1.0,1.5,1.0,1.0,4.0,1.0,1.0,2.5,1.0,1.0,25.0,0,1,2015,2015,0,0,0,0,0,0,0
11732206,0.0,1.5,1.0,1.0,3.0,1.0,1.0,1.5,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,24.0,0,1,2015,2015,0,0,1,0,0,0,0
11730606,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.5,1.0,1.0,2.5,1.0,1.0,30.0,0,1,2015,2015,0,1,0,0,0,0,0
11697806,0.0,2.5,1.0,1.0,2.5,1.0,1.0,2.5,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,19.0,0,1,2015,2015,0,1,0,0,0,0,0
11689806,0.0,4.0,1.0,1.0,4.0,1.0,1.0,1.5,1.0,1.0,4.0,1.0,1.0,2.5,1.0,1.0,1.5,1.0,1.0,16.0,0,1,2015,2015,0,1,0,0,0,0,0
11743506,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,2.0,1.0,1.0,30.0,0,1,2015,2015,0,1,1,0,0,0,0
12991506,1.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.5,1.0,1.0,2.0,1.0,1.0,22.0,0,1,2016,2015,1,1,1,0,0,0,0
11716906,0.0,3.0,1.0,1.0,2.5,1.0,1.0,2.5,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,2.5,1.0,1.0,20.0,0,1,2015,2015,0,1,0,0,0,0,0
12992806,1.0,3.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.5,1.0,1.0,2.0,1.0,1.0,30.0,0,1,2016,2015,1,1,0,0,0,0,0
11705006,0.0,4.0,1.0,1.0,3.0,1.0,1.0,1.5,1.0,1.0,4.0,1.0,1.0,2.5,1.0,1.0,1.5,1.0,1.0,19.0,0,1,2015,2015,0,1,1,0,0,0,0
15572206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.0,1.0,2.5,1.0,1.0,4.0,1.0,1.0,20.0,0,1,2018,2014,4,1,0,0,0,0,0
11712006,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.5,1.0,1.0,30.0,0,1,2015,2015,0,0,0,0,0,0,0
11689206,1.0,2.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,2.5,1.0,1.0,4.0,1.0,1.0,24.0,0,1,2015,2015,0,0,0,0,0,0,0
11720306,1.0,1.5,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,30.0,0,1,2015,2015,0,1,0,0,0,0,0
11704006,1.0,2.5,1.0,1.0,2.5,1.0,1.0,1.5,1.0,1.0,2.5,1.0,1.0,2.0,1.0,1.0,2.5,1.0,1.0,30.0,0,1,2015,2015,0,0,0,0,0,0,0
14286006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,1,2017,2015,2,1,0,0,0,0,0
11704306,0.0,4.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.5,1.0,1.0,2.0,1.0,1.0,19.0,0,1,2015,2015,0,1,0,0,0,0,0
12991306,1.0,2.5,1.0,1.0,3.0,1.0,1.0,2.5,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,25.0,0,1,2016,2015,1,0,0,0,0,0,0
13519106,1.0,2.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,1.5,1.0,1.0,1.5,1.0,1.0,30.0,0,1,2016,2015,1,-1,1,0,0,0,0
12982006,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,35.0,0,1,2016,2016,0,1,0,0,0,0,0
12030106,1.0,2.5,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,30.0,1,1,2015,2015,0,1,0,0,0,0,0
12037406,1.0,3.0,1.0,1.0,2.5,1.0,1.0,1.5,1.0,1.0,4.0,1.0,1.0,2.5,1.0,1.0,4.0,1.0,1.0,19.0,1,1,2015,2014,1,1,1,1,0,0,0
12037506,1.0,1.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,22.0,0,1,2015,2014,1,1,1,1,0,0,0
12032406,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,2.5,1.0,1.0,30.0,0,1,2015,2015,0,1,0,0,0,0,0
12035806,1.0,2.5,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,30.0,0,1,2015,2015,0,1,0,0,0,0,0
14806606,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0,1,2017,2015,2,1,1,0,0,0,0
12033306,0.0,4.0,1.0,1.0,3.0,1.0,1.0,1.5,1.0,1.0,4.0,1.0,1.0,1.5,1.0,1.0,2.5,1.0,1.0,19.0,0,1,2015,2015,0,1,1,0,0,0,0
12032706,1.0,2.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,30.0,0,1,2015,2012,3,1,1,0,0,0,0
12033606,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.5,1.0,1.0,2.5,1.0,1.0,30.0,1,1,2015,2015,0,1,1,0,0,0,0
12031106,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.5,1.0,1.0,4.0,1.0,1.0,1.5,1.0,1.0,2.0,1.0,1.0,25.0,0,1,2015,2015,0,1,0,0,0,0,0
12030206,1.0,2.5,1.0,1.0,2.5,1.0,1.0,1.5,1.0,1.0,2.5,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,30.0,0,1,2015,2015,0,0,0,0,0,0,0
12033906,1.0,4.0,1.0,1.0,2.5,1.0,1.0,1.5,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,19.0,1,1,2015,2015,0,1,0,0,0,0,0
12030706,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.5,1.0,1.0,25.0,0,1,2015,2015,0,1,0,0,0,0,0
13512906,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.5,1.0,1.0,1.5,1.0,1.0,3.0,1.0,1.0,27.0,0,1,2016,2015,1,1,0,0,0,0,0
16189606,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,22.0,0,1,2018,2015,3,1,0,0,0,0,0
12032906,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,2.5,1.0,1.0,2.0,1.0,1.0,25.0,0,1,2015,2015,0,1,0,0,0,0,0
13016106,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.5,1.0,1.0,2.0,1.0,1.0,2.5,1.0,1.0,2.0,1.0,1.0,30.0,0,1,2016,2015,1,1,1,0,0,0,0
15596006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0,1,2018,2015,3,1,1,0,0,0,0
12290006,1.0,1.5,1.0,1.0,2.5,1.0,1.0,1.5,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,19.0,0,1,2015,2015,0,1,1,0,0,0,0
14279106,1.0,2.5,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,24.0,0,1,2017,2015,2,0,0,0,0,0,0
16747106,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0,1,2019,2015,4,1,1,0,0,0,0
17328306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0,1,2019,2015,4,1,0,0,0,0,0
14811906,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,2.5,1.0,1.0,21.0,0,1,2017,2015,2,1,0,0,0,0,0
15609606,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.5,1.0,1.0,2.5,1.0,1.0,2.5,1.0,1.0,19.0,0,1,2018,2015,3,0,0,0,0,0,0
13011806,0.0,1.5,1.0,1.0,3.0,1.0,1.0,2.5,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,16.0,0,1,2016,2015,1,0,0,0,0,0,0
13626706,0.0,4.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.5,1.0,1.0,24.0,0,0,2016,2015,1,0,-1,0,0,0,0
12967606,1.0,1.0,1.0,1.0,2.5,1.0,1.0,1.5,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,2.5,1.0,1.0,27.0,0,1,2016,2016,0,1,1,0,0,0,0
14797606,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.5,1.0,1.0,3.0,1.0,1.0,30.0,0,1,2017,2016,1,0,1,0,0,0,0
12995906,0.0,3.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.5,1.0,1.0,3.0,1.0,1.0,25.0,0,1,2016,2016,0,0,0,0,0,0,0
13520306,1.0,2.5,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.5,1.0,1.0,2.5,1.0,1.0,30.0,0,1,2016,2016,0,0,0,0,0,0,0
12977106,1.0,2.5,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.5,1.0,1.0,4.0,1.0,1.0,19.0,0,1,2016,2016,0,1,1,0,0,0,0
12987406,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,30.0,1,1,2016,2016,0,1,1,0,0,0,0
12993006,1.0,3.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,2.5,1.0,1.0,2.5,1.0,1.0,30.0,0,1,2016,2016,0,1,0,0,0,0,0
12974506,1.0,2.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,30.0,0,1,2016,2016,0,1,0,0,0,0,0
12985706,1.0,1.5,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.5,1.0,1.0,1.5,1.0,1.0,25.0,0,1,2016,2016,0,0,0,0,0,0,0
12965006,0.0,2.5,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,19.0,0,1,2016,2016,0,1,1,0,0,0,0
13008206,1.0,1.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,30.0,0,1,2016,2016,0,1,0,0,0,0,0
16714506,0.0,3.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,24.0,0,1,2019,2016,3,0,0,0,0,0,0
12965606,1.0,3.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,2.5,1.0,1.0,25.0,0,1,2016,2016,0,1,1,0,0,0,0
12977006,0.0,4.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,18.0,0,1,2016,2016,0,0,0,0,0,0,0
12991806,1.0,2.5,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,25.0,0,0,2016,2015,1,0,-1,0,0,0,0
12983906,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.5,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,2.5,1.0,1.0,25.0,0,0,2016,2015,1,0,-1,0,0,0,0
12998606,0.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.5,1.0,1.0,4.0,1.0,1.0,15.0,0,1,2016,2016,0,1,0,0,0,0,0
15582706,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0,1,2018,2016,2,1,0,0,0,0,0
12979906,0.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.5,1.0,1.0,2.5,1.0,1.0,19.0,0,1,2016,2016,0,1,0,0,0,0,0
12985506,1.0,3.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,2.5,1.0,1.0,27.0,0,1,2016,2016,0,1,0,0,0,0,0
12992506,1.0,2.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,30.0,0,1,2016,2014,2,1,1,0,0,0,0
14322706,1.0,1.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,0,1,2017,2015,2,1,0,1,0,0,0
16193206,0.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,21.0,0,1,2018,2015,3,1,1,0,0,0,0
14813006,1.0,1.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,1.5,1.0,1.0,2.0,1.0,1.0,30.0,0,1,2017,2016,1,0,0,1,0,0,0
15621206,0.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,2.5,1.0,1.0,2.5,1.0,1.0,25.0,0,0,2018,2015,3,0,-1,0,0,0,0
13000306,0.0,2.5,1.0,1.0,2.0,1.0,1.0,1.5,1.0,1.0,3.0,1.0,1.0,2.5,1.0,1.0,4.0,1.0,1.0,24.0,0,1,2016,2016,0,1,0,0,0,0,0
12956706,0.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.5,1.0,1.0,19.0,1,1,2016,2016,0,1,0,0,0,0,0
12954506,1.0,2.5,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.5,1.0,1.0,3.0,1.0,1.0,30.0,0,1,2016,2016,0,0,1,0,0,0,0
12955006,1.0,2.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,30.0,0,1,2016,2016,0,1,0,0,0,0,0
12955206,0.0,3.0,1.0,1.0,3.0,1.0,1.0,1.5,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,19.0,0,1,2016,2016,0,0,0,0,0,0,0
12955406,0.0,4.0,1.0,1.0,4.0,1.0,1.0,1.5,1.0,1.0,4.0,1.0,1.0,2.5,1.0,1.0,3.0,1.0,1.0,16.0,1,0,2016,2015,1,0,1,0,0,0,0
12955506,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,0,0,2016,2016,0,0,-1,0,0,0,0
12955606,0.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,25.0,1,1,2016,2016,0,1,0,0,0,0,0
12955706,1.0,1.5,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.5,1.0,1.0,30.0,0,1,2016,2016,0,1,0,0,0,0,0
12955806,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.5,1.0,1.0,30.0,1,1,2016,2016,0,1,1,0,0,0,0
12956306,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.5,1.0,1.0,2.5,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,19.0,0,1,2016,2016,0,0,0,0,0,0,0
12956406,1.0,2.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,3.0,1.0,1.0,30.0,0,1,2016,2016,0,0,0,0,0,0,0
12956506,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.5,1.0,1.0,2.0,1.0,1.0,25.0,0,1,2016,2016,0,1,0,0,0,0,0
12956906,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.5,1.0,1.0,2.0,1.0,1.0,30.0,0,1,2016,2016,0,1,0,0,0,0,0
12957306,1.0,3.0,1.0,1.0,2.5,1.0,1.0,1.5,1.0,1.0,3.0,1.0,1.0,2.5,1.0,1.0,2.5,1.0,1.0,30.0,0,1,2016,2015,1,1,1,0,0,0,0
12957706,1.0,2.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,2.0,1.0,1.0,2.5,1.0,1.0,30.0,0,1,2016,2016,0,1,0,0,0,0,0
16734406,0.0,3.0,1.0,1.0,2.5,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,17.0,0,0,2019,2016,3,0,-1,0,0,0,0
12957906,1.0,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,30.0,0,0,2016,2016,0,0,-1,0,0,0,0
12958006,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.5,1.0,1.0,25.0,1,0,2016,2016,0,0,-1,0,0,0,0
12958406,0.0,4.0,1.0,1.0,4.0,1.0,1.0,1.5,1.0,1.0,4.0,1.0,1.0,2.5,1.0,1.0,2.5,1.0,1.0,18.0,0,0,2016,2015,1,0,-1,0,0,0,0
12958606,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,2.5,1.0,1.0,2.0,1.0,1.0,30.0,1,1,2016,2013,3,1,0,0,0,0,0
12958706,1.0,2.5,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.5,1.0,1.0,3.0,1.0,1.0,25.0,1,1,2016,2016,0,0,0,0,0,0,0
12959006,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,2.5,1.0,1.0,19.0,1,1,2016,2016,0,1,0,0,0,0,0
12959406,1.0,2.5,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,30.0,0,1,2016,2016,0,1,0,0,0,0,0
12959506,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.5,1.0,1.0,30.0,0,1,2016,2016,0,1,0,0,0,0,0
12960006,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,0,1,2016,2016,0,0,0,0,0,0,0
12960306,0.0,2.5,1.0,1.0,3.0,1.0,1.0,1.5,1.0,1.0,4.0,1.0,1.0,2.5,1.0,1.0,2.5,1.0,1.0,25.0,1,1,2016,2016,0,1,1,0,0,0,0
12960406,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,30.0,0,1,2016,2016,0,1,0,0,0,0,0
12960506,1.0,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,2.0,1.0,1.0,30.0,0,1,2016,2016,0,0,1,0,0,0,0
16753406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,26.0,0,1,2019,2016,3,1,0,0,0,0,0
14296606,1.0,2.5,1.0,1.0,1.5,1.0,1.0,1.5,1.0,1.0,1.5,1.0,1.0,2.5,1.0,1.0,4.0,1.0,1.0,24.0,0,1,2017,2016,1,1,0,0,0,0,0
12961306,0.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.5,1.0,1.0,3.0,1.0,1.0,24.0,1,1,2016,2016,0,1,0,0,0,0,0
12961506,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,0,1,2016,2016,0,1,0,0,0,0,0
12961606,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.5,1.0,1.0,1.5,1.0,1.0,25.0,0,1,2016,2016,0,1,0,0,0,0,0
12961906,0.0,3.0,1.0,1.0,3.0,1.0,1.0,1.5,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,19.0,0,1,2016,2016,0,1,0,0,0,0,0
14248406,0.0,2.5,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2.5,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,16.0,0,1,2017,2016,1,1,0,0,0,0,0
