studium_id,BI-PA1,BI-PAI,BI-CAO,BI-PS1,BI-MLO,BI-ZMA,BI-PA2,BI-DBS,BI-SAP,BI-LIN,BI-AG1,BI-AAG,BI-ZDM,BI-OSY,BI-PSI,BI-BEZ,BI-PST,BI-DPR,BI-SI1.2,BI-EMP,prumer
14253706,3.0,2.5,1.0,2.5,2.5,1.5,4.0,2.5,4.0,4.0,,,,,4.0,,,,,1.0,2.7083333333333335
14314406,3.0,2.5,1.5,4.0,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,,,,,,,,,3.4545454545454546
15583706,4.0,2.5,1.5,4.0,4.0,4.0,,,,,,,,,,,,,,,3.3333333333333335
14247706,3.0,3.0,3.0,1.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,,,4.0,4.0,,,,4.0,3.3333333333333335
14272906,3.0,3.0,1.0,3.0,2.0,2.5,2.5,2.5,2.5,4.0,4.0,4.0,4.0,4.0,2.5,3.0,,,4.0,2.5,3.0
15611506,4.0,3.0,1.5,3.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.55
15614006,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15613706,4.0,2.5,3.0,4.0,2.5,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,4.0,3.6363636363636362
15613506,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15610906,4.0,2.0,1.0,2.5,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,,,3.2777777777777777
15567606,4.0,2.0,1.0,2.5,,,4.0,4.0,4.0,4.0,,,,,,,,,,,3.1875
15600706,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
14318706,4.0,2.5,1.0,2.5,2.0,2.5,4.0,4.0,4.0,4.0,,,,,,,,,,,3.05
14300606,3.0,3.0,1.0,2.5,2.0,2.5,3.0,2.5,1.0,4.0,,,,,,,,,,3.0,2.5
14312106,3.0,2.5,1.0,3.0,2.5,2.0,4.0,2.5,2.0,4.0,4.0,1.5,4.0,4.0,4.0,,,,,4.0,3.0
15599406,3.0,2.0,1.5,2.5,2.0,4.0,4.0,2.0,4.0,,,,,,,,,,,1.5,2.65
14290706,3.0,3.0,1.5,3.0,3.0,4.0,2.5,2.5,2.5,4.0,4.0,4.0,4.0,4.0,3.0,4.0,,,,,3.25
15597006,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
14249006,4.0,3.0,1.0,4.0,2.0,2.5,,2.0,1.0,4.0,,,,,,,,,,,2.611111111111111
15590106,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
13012106,3.0,3.0,1.0,3.0,2.5,2.5,3.0,3.0,2.5,4.0,2.0,4.0,3.0,3.0,3.0,3.0,2.5,,2.0,1.5,2.710526315789474
13009506,3.0,2.0,1.0,2.5,2.0,2.0,3.0,2.0,2.5,2.5,3.0,2.0,2.5,3.0,3.0,2.5,2.5,1.0,2.5,1.5,2.3
14272006,2.0,2.0,,3.0,,2.0,4.0,1.5,1.0,4.0,4.0,4.0,4.0,,4.0,4.0,,,,,3.0384615384615383
13003606,1.0,2.5,1.0,1.5,1.5,2.5,1.0,2.0,1.0,3.0,1.0,1.5,2.0,2.0,2.0,1.5,1.0,1.0,1.0,2.0,1.6
12999806,2.5,2.0,1.0,2.5,1.5,2.0,3.0,2.0,1.0,1.5,2.5,2.0,2.5,3.0,2.5,2.5,2.5,1.0,2.5,1.5,2.075
15596206,4.0,2.5,1.0,2.5,2.5,4.0,4.0,4.0,2.5,4.0,4.0,4.0,4.0,,,,,,,2.5,3.25
15595206,4.0,2.5,1.5,4.0,4.0,4.0,,,,,,,,,,,,,,,3.3333333333333335
15594306,4.0,2.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.4
14243106,2.5,2.5,1.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,3.1538461538461537
14240806,2.5,3.0,2.5,2.5,4.0,2.5,3.0,4.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,3.3076923076923075
14321106,3.0,3.0,1.5,2.5,2.0,4.0,4.0,3.0,1.0,4.0,,4.0,,,4.0,,,,,,3.0
15624406,4.0,,,3.0,2.5,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.6875
15612406,4.0,4.0,,2.5,,4.0,,,,,,,,,,,,,,,3.625
12967606,1.0,2.5,1.5,3.0,2.5,2.5,1.0,2.0,2.0,2.5,1.5,2.0,3.0,3.0,2.5,3.0,2.0,1.0,2.0,1.5,2.1
12984806,2.0,2.5,1.0,2.5,2.0,2.5,2.5,1.5,1.0,2.0,3.0,2.5,2.0,3.0,3.0,2.0,2.5,1.0,2.0,1.5,2.1
15592006,2.0,2.5,1.0,2.5,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,,,,,,,2.5,,3.0384615384615383
15593006,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15592706,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15591406,4.0,3.0,1.5,4.0,4.0,4.0,,,,,,,,,,,,,,,3.4166666666666665
12974706,1.0,1.5,1.0,1.5,1.0,1.5,1.0,1.0,1.0,1.5,1.0,1.0,2.0,1.0,1.5,1.0,1.5,1.0,1.0,1.0,1.2
15590306,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
12980006,2.5,2.5,1.0,2.5,2.5,2.0,2.5,2.0,1.0,2.0,2.5,2.0,2.0,3.0,2.5,3.0,1.5,1.0,2.0,1.5,2.075
12979606,1.0,1.5,1.0,1.0,1.5,1.0,1.0,1.5,1.0,1.5,1.5,1.5,2.0,2.5,2.0,2.0,2.0,1.5,2.5,2.0,1.575
12977806,2.0,2.0,1.0,3.0,2.5,2.5,2.5,1.5,1.0,2.5,2.0,2.0,2.0,3.0,2.5,2.0,2.0,1.5,1.0,2.0,2.025
12969006,3.0,3.0,1.5,3.0,2.0,2.5,2.5,2.5,2.5,3.0,2.5,2.0,2.5,3.0,2.5,1.5,3.0,1.0,2.5,1.0,2.35
14280806,4.0,2.0,1.5,2.0,2.0,3.0,4.0,3.0,2.5,4.0,4.0,4.0,4.0,,3.0,2.5,,,4.0,1.5,3.0
14293506,2.5,2.0,1.5,3.0,4.0,4.0,4.0,2.0,4.0,,4.0,4.0,,4.0,4.0,,,,4.0,,3.357142857142857
14256406,2.5,2.0,1.0,1.5,2.0,1.5,4.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,2.5,2.5,,,2.5,,2.5294117647058822
15589406,4.0,3.0,1.0,4.0,4.0,4.0,,,,,,,,,,,,,,,3.3333333333333335
15589106,4.0,2.0,1.0,4.0,4.0,4.0,,,,,,,,,,,,,,,3.1666666666666665
15588906,4.0,3.0,1.5,4.0,4.0,4.0,,,,,,,,,,,,,,,3.4166666666666665
15588306,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15585906,4.0,2.0,1.0,4.0,2.5,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.35
14314106,2.5,3.0,1.0,2.0,3.0,2.5,4.0,2.5,3.0,4.0,,4.0,4.0,4.0,4.0,,,,,,3.107142857142857
14255606,3.0,2.5,1.0,3.0,2.5,2.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,,,,,,,,3.0
12960406,2.0,2.0,1.0,3.0,2.0,3.0,2.5,2.0,1.0,3.0,1.5,2.5,2.0,2.5,1.5,2.0,2.5,1.0,2.0,1.5,2.025
12959406,2.5,2.5,1.0,3.0,3.0,2.0,2.5,2.0,2.5,2.5,3.0,2.5,2.0,3.0,2.5,2.0,2.0,1.0,2.0,1.5,2.25
12958606,2.0,2.0,1.0,2.5,2.5,2.0,2.0,1.5,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.5,2.5,1.5,2.0,,2.0526315789473686
12955806,1.0,2.0,1.0,3.0,2.0,1.5,1.0,1.5,1.0,2.0,1.0,2.0,1.5,1.0,1.5,1.5,1.5,1.0,2.0,1.5,1.525
14282206,2.5,,,4.0,3.0,4.0,4.0,,4.0,,4.0,4.0,,4.0,4.0,4.0,,,,1.0,3.5416666666666665
15585106,3.0,3.0,1.0,3.0,2.0,4.0,4.0,2.5,4.0,4.0,4.0,4.0,4.0,,,,,,,,3.269230769230769
15583806,2.0,2.0,1.0,1.5,2.0,1.5,4.0,1.5,1.0,4.0,,,,,,,,,,,2.05
15583506,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
12976906,3.0,2.5,1.5,3.0,4.0,4.0,,2.5,,,,4.0,,4.0,2.0,,,,,4.0,3.1363636363636362
13514406,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.5,1.0,1.5,2.0,2.5,2.5,2.0,1.5,2.0,2.0,1.0,1.725
15622506,2.5,2.0,1.5,3.0,2.0,4.0,,1.0,2.5,4.0,,4.0,,,,,,,,,2.65
15582606,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15582006,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15581906,4.0,4.0,1.0,4.0,4.0,4.0,,,,,,,,,,,,,,,3.5
15590906,,4.0,2.0,4.0,4.0,4.0,,,,,,,,,,,,,,,3.6
16741106,,,,,,,,,,,,,,,,,,,,,
16769806,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
16769406,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
16750706,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
16773806,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15568806,3.0,3.0,1.5,2.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,3.1923076923076925
15569406,4.0,3.0,1.5,3.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.55
15569106,4.0,2.5,1.0,4.0,4.0,4.0,,,,,,,,,,,,,,,3.25
15567406,3.0,1.0,1.0,2.5,2.5,4.0,4.0,,4.0,4.0,,,,,,,,,,,2.888888888888889
15566506,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15565606,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15565306,4.0,4.0,1.0,4.0,4.0,2.5,4.0,4.0,4.0,4.0,,,,,,,,,,,3.55
15612606,,,,,,,,,,,,4.0,4.0,,,,4.0,,4.0,4.0,4.0
14276206,,,,2.5,3.0,,3.0,,2.5,3.0,2.5,2.0,3.0,4.0,3.0,,3.0,2.0,,,2.7916666666666665
15563806,4.0,3.0,2.0,4.0,4.0,4.0,,,,,,,,,,,,,,,3.5
15562606,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15562006,4.0,3.0,1.5,3.0,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,,,3.5
16187206,4.0,2.5,4.0,4.0,2.5,4.0,,,,,,,,,,,,,,,3.5
16189606,3.0,,,,,4.0,4.0,,,4.0,3.0,,2.5,,,,,,4.0,,3.5
15579006,4.0,4.0,1.5,4.0,4.0,4.0,,,,,,,,,,,,,,,3.5833333333333335
16191606,3.0,2.5,1.5,3.0,2.5,4.0,,1.5,2.0,4.0,,4.0,,,,,,,,1.5,2.6818181818181817
16193306,4.0,2.5,2.5,2.5,4.0,4.0,,,,,,,,,,,,,,,3.25
16192806,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
16192306,4.0,2.5,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,3.75
16192106,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
16188206,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
16192906,4.0,2.5,1.0,1.0,2.5,4.0,4.0,4.0,,4.0,,,,,,4.0,,,,,3.1
16194206,2.5,2.0,1.5,3.0,2.0,4.0,4.0,1.0,2.0,4.0,,,,,,,,,,1.5,2.5
16187306,4.0,2.5,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,3.75
16195306,3.0,2.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.1
16191406,4.0,3.0,1.5,3.0,2.5,2.5,4.0,2.5,3.0,4.0,4.0,4.0,4.0,,,,,,,,3.230769230769231
16190706,4.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.4
16191206,4.0,2.5,1.0,3.0,2.5,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.3
16191006,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
16190306,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
16190206,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
16188706,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
16193506,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
16193406,4.0,3.0,1.5,4.0,4.0,4.0,,,,,,,,,,,,,,,3.4166666666666665
16187706,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
16185506,2.5,3.0,3.0,3.0,4.0,,4.0,4.0,4.0,4.0,,,,,,,,,,,3.5
16194406,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
16192206,4.0,4.0,1.5,4.0,4.0,4.0,,,,,,,,,,,,,,,3.5833333333333335
16189006,4.0,4.0,3.0,4.0,4.0,4.0,,,,,,,,,,,,,,,3.8333333333333335
16189706,4.0,4.0,1.0,4.0,4.0,4.0,,,,,,,,,,,,,,,3.5
16189306,4.0,4.0,1.5,4.0,4.0,4.0,,,,,,,,,,,,,,,3.5833333333333335
16188806,4.0,2.5,1.0,3.0,4.0,4.0,,,,,,,,,,,,,,,3.0833333333333335
14296606,2.5,1.5,1.5,1.5,2.5,4.0,4.0,2.5,3.0,4.0,4.0,4.0,4.0,,,,,,,,3.0
15549006,4.0,2.0,2.5,4.0,4.0,4.0,,,,,,,,,,,,,,,3.4166666666666665
15574906,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
16187006,3.0,2.5,1.0,3.0,4.0,4.0,2.5,3.0,3.0,4.0,,4.0,4.0,,,,,,,,3.1666666666666665
16188006,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
16187506,4.0,2.5,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,3.75
16187106,4.0,4.0,1.5,4.0,4.0,4.0,,,,,,,,,,,,,,,3.5833333333333335
16186706,4.0,2.5,3.0,4.0,4.0,4.0,,,,,,,,,,,,,,,3.5833333333333335
16186306,4.0,4.0,1.5,4.0,4.0,4.0,,,,,,,,,,,,,,,3.5833333333333335
16186206,4.0,3.0,1.0,4.0,2.5,4.0,,4.0,4.0,4.0,,,,,4.0,,,,,,3.45
16185406,4.0,4.0,1.0,4.0,4.0,4.0,,,,,,,,,,,,,,,3.5
16185306,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
16185006,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
16184706,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15601406,4.0,2.5,4.0,4.0,2.5,4.0,4.0,,4.0,4.0,,,,,,,,,,,3.6666666666666665
15601606,4.0,2.0,1.0,2.5,2.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.15
15578506,4.0,2.5,1.0,4.0,3.0,2.5,,4.0,4.0,4.0,,,,,,,,,,,3.2222222222222223
15578106,4.0,2.0,1.0,3.0,2.0,4.0,4.0,,,,,,,,,,,,,,2.857142857142857
16183306,4.0,2.0,1.0,3.0,2.5,,,4.0,4.0,4.0,,,,,,,,,,,3.0625
16184006,4.0,,,3.0,,4.0,,,,,,,,,,,,,,4.0,3.75
15609606,,2.0,,2.5,2.5,2.5,2.5,4.0,3.0,4.0,2.5,4.0,4.0,,,,,,,,3.0454545454545454
15575306,2.0,2.5,1.5,2.5,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.25
15576606,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15576806,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15610406,4.0,,,2.0,2.0,4.0,,,,,,,,,,,,,,,3.0
16193206,3.0,4.0,1.0,2.5,2.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.25
16183606,4.0,3.0,1.0,2.5,2.0,2.0,4.0,1.5,3.0,4.0,,,,,,,4.0,,,,2.8181818181818183
16188406,4.0,2.5,1.0,3.0,2.5,4.0,4.0,2.5,3.0,4.0,4.0,4.0,4.0,,,,,,,,3.269230769230769
15610106,4.0,3.0,1.5,4.0,4.0,4.0,,,,,,,,,,,,,,,3.4166666666666665
15609306,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15571206,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15607806,4.0,2.5,2.5,4.0,2.0,4.0,4.0,4.0,4.0,4.0,,,,,4.0,,,,,,3.5454545454545454
14319806,4.0,3.0,,4.0,,4.0,,,,4.0,,4.0,4.0,,,,,,,,3.857142857142857
15608506,4.0,4.0,1.5,4.0,4.0,4.0,,,,,,,,,,,,,,,3.5833333333333335
15608206,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15607606,4.0,2.5,1.5,4.0,4.0,4.0,,,,,,,,,,,,,,,3.3333333333333335
15607206,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15606906,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15606806,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15606106,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15573206,3.0,2.0,1.5,2.0,2.0,4.0,4.0,2.0,2.5,4.0,,,,,,,,,,,2.7
15605606,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15572906,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15610306,4.0,2.0,1.5,2.5,2.5,4.0,,4.0,4.0,4.0,,,,,,,,,,,3.1666666666666665
15580106,4.0,3.0,1.0,3.0,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,,,3.4444444444444446
15610606,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15610206,,,,,,,,,,,,,,,,,,,,,
15609906,,,,,,,,,,,,,,,,,,,,,
15609706,,1.5,1.5,1.5,4.0,,4.0,4.0,4.0,4.0,,,,,,,,,,,3.0625
15608906,4.0,,,,,4.0,,,,,4.0,4.0,,,,,,,,,4.0
15608806,,,,,,4.0,,,,,4.0,4.0,2.5,,,,,,,2.0,3.3
15579706,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15577106,1.5,1.5,1.5,1.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,2.95
15550406,4.0,2.0,1.5,4.0,4.0,4.0,,,,,,,,,,,,,,,3.25
15549806,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15549706,4.0,2.5,1.5,3.0,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,,,3.4444444444444446
15548906,,,,,,,,,,,4.0,,,,,,4.0,,,,4.0
15608406,4.0,2.5,2.0,3.0,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,,,3.5
15608306,4.0,2.5,3.0,4.0,4.0,4.0,,,,,,,,,,,,,,,3.5833333333333335
15607306,4.0,4.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,3.4
15607106,4.0,2.5,1.0,4.0,4.0,4.0,,,,,,,,,,,,,,,3.25
15578306,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15578206,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15578006,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15577906,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15577206,4.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,3.8333333333333335
15576906,4.0,3.0,1.0,4.0,2.5,4.0,4.0,2.0,4.0,4.0,,,,,,,,,,,3.25
15576706,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15605206,4.0,2.5,1.0,3.0,4.0,4.0,4.0,2.5,3.0,4.0,4.0,4.0,4.0,,,,,,,,3.3846153846153846
15606506,,,,,,,,,,,,,,,,,,,,,
15606206,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15605906,4.0,,,,,4.0,,,,,4.0,4.0,,,,,,,,,4.0
15605706,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15576306,3.0,2.0,1.5,3.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,,,,,,,,3.4583333333333335
15575806,,3.0,1.0,3.0,2.5,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.2777777777777777
15575406,4.0,4.0,1.5,4.0,4.0,4.0,,,,,,,,,,,,,,,3.5833333333333335
15575106,4.0,3.0,2.5,4.0,4.0,4.0,,,,,,,,,,,,,,,3.5833333333333335
15574406,4.0,3.0,1.0,3.0,4.0,2.5,4.0,3.0,3.0,4.0,4.0,,4.0,,,,,,,,3.2916666666666665
15603706,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15603406,4.0,2.5,2.0,4.0,4.0,4.0,,,,,,,,,,,,,,,3.4166666666666665
15574206,4.0,4.0,1.5,4.0,4.0,4.0,,,,,,,,,,,,,,,3.5833333333333335
15573706,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15573406,4.0,2.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,3.6666666666666665
15573306,4.0,2.5,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.45
15602306,2.5,3.0,1.0,3.0,4.0,4.0,4.0,2.5,3.0,4.0,4.0,4.0,4.0,,,,,,,,3.3076923076923075
15601206,4.0,2.5,1.5,4.0,2.0,2.0,4.0,2.5,2.0,4.0,,4.0,4.0,,,,,,,,3.0416666666666665
15602806,4.0,4.0,2.5,4.0,4.0,4.0,,,,,,,,,,,,,,,3.75
15602506,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15601706,3.0,2.0,1.5,3.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,3.2777777777777777
15601306,4.0,3.0,1.5,4.0,4.0,2.5,,,,,,,,,,,,,,,3.1666666666666665
15572606,,,,,,4.0,,,,4.0,,4.0,,4.0,,2.5,4.0,,,,3.75
15571806,4.0,2.5,4.0,4.0,4.0,,,,,,,,,,,,,,,,3.7
15571406,3.0,3.0,1.0,2.5,2.0,2.5,4.0,2.0,3.0,4.0,,,,,,,,,,,2.7
15571106,4.0,3.0,1.0,4.0,4.0,4.0,,,,,,,,,,,,,,,3.3333333333333335
15600806,4.0,2.5,1.5,3.0,2.0,4.0,4.0,2.0,3.0,4.0,,4.0,,,,,,,,,3.090909090909091
15600506,4.0,2.5,2.5,4.0,3.0,4.0,4.0,3.0,4.0,4.0,,4.0,4.0,,,,,,,,3.5833333333333335
15569806,2.0,2.5,1.0,3.0,2.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,3.3076923076923075
15570706,4.0,4.0,3.0,4.0,2.5,4.0,4.0,3.0,4.0,4.0,,,,,,,,,,,3.65
15599706,4.0,3.0,3.0,4.0,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,,,3.7777777777777777
15570906,4.0,3.0,1.0,4.0,4.0,2.0,,,,,,,,,,,,,,,3.0
15601006,2.0,,,2.5,4.0,4.0,,,,,,4.0,,,,,,,,,3.3
15600606,,,,,,,,,,,,,,,,,,,,,
15600206,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15599306,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15570606,4.0,2.5,,4.0,4.0,4.0,,,,,,,,,,,,,,,3.7
15598606,2.0,2.5,1.5,2.5,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,,,,,,,,,3.0416666666666665
15568606,4.0,2.5,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.55
15597406,4.0,2.5,2.5,4.0,2.0,4.0,,4.0,4.0,4.0,,,,,,,,,,4.0,3.5
15569306,4.0,2.0,1.5,3.0,2.5,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.3
15599106,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15599006,,,,3.0,,2.0,4.0,4.0,,4.0,4.0,4.0,4.0,,,,,,,,3.625
15598506,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15598106,4.0,4.0,1.5,4.0,4.0,4.0,,,,,,,,,,,,,,,3.5833333333333335
15566706,4.0,2.0,1.5,2.0,2.5,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,,,,,,,4.0,3.2857142857142856
15596806,4.0,3.0,1.0,3.0,3.0,2.0,,1.5,1.5,4.0,,4.0,4.0,,,,,,,,2.8181818181818183
15565706,4.0,3.0,1.5,4.0,4.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.55
15567206,,2.5,1.5,3.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.4444444444444446
15561406,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
11739106,1.5,2.5,1.0,3.0,1.5,2.5,2.5,2.0,1.0,2.5,1.5,2.5,3.0,1.0,2.0,2.5,2.0,2.5,2.5,2.0,2.075
15624706,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15563606,,,,,3.0,4.0,,,,,4.0,4.0,,,,,,,,,3.75
13510906,,,,1.5,,2.0,1.5,,,2.5,3.0,2.0,3.0,3.0,2.5,3.0,3.0,1.5,2.0,1.5,2.2857142857142856
15560206,4.0,2.0,1.0,2.5,4.0,,,,4.0,4.0,,,,,,,,,,,3.0714285714285716
15560006,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15559606,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
15559006,4.0,4.0,,2.5,4.0,4.0,,,,,,,,,,,,,,,3.7
15614506,4.0,3.0,1.5,4.0,2.5,2.5,,4.0,,4.0,,,,,,,,,,,3.1875
15604806,4.0,3.0,1.5,4.0,4.0,4.0,,,,,,,,,,,,,,,3.4166666666666665
15604206,4.0,4.0,1.0,4.0,4.0,4.0,,,,,,,,,,,,,,,3.5
16191306,4.0,2.5,1.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,3.423076923076923
15548806,3.0,2.0,1.5,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,,,,,,,1.5,3.142857142857143
15603906,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,4.0
