studium_id,BI-PA1,BI-PAI,BI-CAO,BI-PS1,BI-MLO,BI-ZMA,BI-PA2,BI-DBS,BI-SAP,BI-LIN,BI-AG1,BI-AAG,BI-ZDM,BI-OSY,BI-PSI,BI-BEZ,BI-PST,BI-DPR,BI-SI1.2,BI-EMP
18607106,4.0,2.0,1.0,2.0,2.5,4.0,4.0,2.0,1.5,,4.0,4.0,4.0,,,,,,,
17937206,2.0,1.0,1.0,1.5,1.5,2.0,4.0,1.5,1.5,2.5,4.0,4.0,4.0,,,,,,,
16758806,1.5,2.5,1.0,2.5,2.5,1.5,1.0,1.0,1.5,1.5,2.0,2.5,2.5,2.5,2.0,1.0,4.0,,1.5,4.0
18583106,2.0,1.0,,2.0,2.0,1.5,,2.0,1.5,2.5,,4.0,4.0,,,,,,,
18600906,1.5,2.0,1.5,2.5,2.0,2.0,4.0,2.0,3.0,2.5,4.0,4.0,4.0,,,,,,,
17921006,2.0,1.0,1.0,2.0,3.0,2.5,2.5,1.5,1.5,2.5,4.0,4.0,4.0,,,,,,,
17949406,,1.0,1.0,3.0,,2.5,4.0,4.0,4.0,4.0,,,,,,,,,,
17941806,3.0,1.0,1.0,1.0,2.5,2.0,,2.0,1.5,4.0,4.0,4.0,4.0,,,,,,,4.0
18581206,4.0,1.0,3.0,4.0,2.0,2.0,4.0,2.0,2.5,3.0,,4.0,4.0,,,,,,,
18594006,3.0,2.0,1.0,1.0,2.5,2.0,4.0,4.0,4.0,4.0,,4.0,4.0,,,,,,,
17933106,,2.0,1.0,1.5,1.0,1.5,4.0,1.5,2.0,,4.0,4.0,4.0,,,,,,,4.0
17914106,4.0,2.0,1.0,2.0,1.0,1.5,4.0,1.5,1.5,2.0,4.0,4.0,4.0,,,,,,,
17914306,1.5,1.5,1.0,2.0,2.0,2.0,2.0,1.5,1.5,2.5,4.0,4.0,4.0,,,,,,,1.5
17938006,,2.0,1.0,2.5,4.0,4.0,4.0,2.0,3.0,2.5,,4.0,4.0,,,,,,,
17920006,4.0,2.0,3.0,3.0,2.5,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,,,,,,4.0,
17947306,4.0,2.5,1.5,4.0,4.0,4.0,4.0,1.5,3.0,4.0,,,,,,,,,,4.0
18594906,4.0,2.5,2.5,2.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,,,,,,,
17921706,,2.0,1.0,,1.5,1.5,4.0,2.0,1.5,2.0,4.0,4.0,4.0,,,,,,,4.0
16749706,2.5,2.0,1.0,2.5,1.5,2.5,1.5,2.0,1.0,2.0,2.0,2.0,2.5,2.5,3.0,2.5,4.0,,4.0,2.0
18592206,4.0,,,3.0,2.5,4.0,4.0,2.5,3.0,4.0,,4.0,4.0,,,,4.0,,4.0,4.0
17931806,4.0,2.0,4.0,3.0,1.5,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,
16727406,2.0,3.0,,,2.0,4.0,2.5,2.0,,4.0,4.0,2.5,4.0,,2.5,4.0,4.0,,1.5,1.5
18596306,,1.5,1.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,
17923206,4.0,1.0,1.5,2.0,2.0,2.0,4.0,1.0,1.0,2.5,4.0,4.0,4.0,,,,,,,1.0
18582106,4.0,,,3.0,3.0,4.0,4.0,4.0,,4.0,,4.0,4.0,,,,,,,
17908806,1.0,1.0,1.0,1.5,1.5,1.5,1.0,1.0,1.0,2.5,4.0,4.0,4.0,,,,,,,
18602306,4.0,2.0,,2.5,,4.0,4.0,2.5,4.0,4.0,,,4.0,,,,,,,
17924506,1.0,2.0,1.0,1.0,1.0,1.5,2.0,1.0,1.0,1.5,4.0,4.0,4.0,,,,,,,
15563006,3.0,3.0,1.0,1.5,2.5,2.5,2.0,1.5,2.0,2.5,2.0,2.0,2.5,2.0,2.0,3.0,3.0,2.0,1.0,1.5
17945306,4.0,2.0,1.0,2.0,2.0,4.0,4.0,2.5,4.0,4.0,4.0,4.0,4.0,,,,4.0,,,
18601206,4.0,1.5,1.5,1.5,4.0,4.0,4.0,2.0,1.5,4.0,,4.0,4.0,,,,,,,
18597506,4.0,1.0,1.5,1.5,1.5,2.5,4.0,2.0,4.0,4.0,,,4.0,,,,,,,
16745506,2.5,2.5,1.0,2.0,2.0,2.5,2.0,2.0,2.5,2.5,4.0,4.0,4.0,2.5,,2.0,4.0,,,1.0
18593506,,1.0,3.0,3.0,2.5,2.5,,2.0,3.0,4.0,4.0,4.0,4.0,,,,,,,
17947206,4.0,1.5,1.5,2.5,1.5,4.0,4.0,2.5,1.5,4.0,4.0,4.0,,,,,,,,
16769506,1.0,2.0,1.0,2.0,1.5,1.5,1.0,1.5,1.0,2.5,3.0,2.0,3.0,2.5,2.5,2.0,4.0,,,4.0
18587806,4.0,2.0,1.0,2.0,4.0,4.0,4.0,1.5,1.0,4.0,,,,,,,,,,
18583206,1.0,2.0,1.0,2.0,2.5,2.0,1.0,1.5,1.0,2.5,4.0,4.0,4.0,,,,,,,
18607206,2.0,1.5,1.0,2.0,1.5,1.5,4.0,1.5,1.0,1.5,4.0,4.0,4.0,,,,,,,
18606706,,1.5,3.0,3.0,2.5,,3.0,2.5,3.0,4.0,4.0,4.0,4.0,,,,,,,
17948506,2.0,1.5,1.0,1.0,2.0,4.0,4.0,1.5,1.5,3.0,4.0,4.0,4.0,,,,,,,
17910406,4.0,1.5,,2.5,,,4.0,,2.5,3.0,4.0,2.5,4.0,,,,,,,4.0
17945606,3.0,1.5,1.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,,4.0,,,,,,,,
18594806,2.5,2.0,1.0,1.5,2.5,2.0,2.5,2.0,3.0,4.0,4.0,4.0,4.0,,,,,,,
17945406,2.5,2.5,1.5,3.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,
16729906,3.0,2.5,1.0,2.5,1.5,4.0,4.0,2.0,1.5,4.0,4.0,4.0,4.0,,4.0,4.0,,,2.5,
15576506,3.0,2.5,1.0,2.5,2.0,1.5,2.0,1.5,1.0,2.0,2.5,1.5,2.5,3.0,2.5,2.5,1.0,,2.5,1.0
18601006,1.0,1.0,2.5,1.5,1.5,1.0,2.5,1.5,4.0,2.5,4.0,4.0,4.0,,,,,,,4.0
16742706,1.0,2.0,1.0,1.0,2.5,2.0,1.0,1.5,1.0,1.5,2.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0
17919306,2.5,1.0,1.5,2.0,2.5,2.5,,1.5,2.0,3.0,4.0,4.0,4.0,,,,,,,4.0
18591106,4.0,3.0,2.5,4.0,2.5,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,,,,,,,
18590106,,1.5,,,,,4.0,,,,3.0,2.5,2.5,4.0,3.0,,4.0,4.0,4.0,2.0
17910506,4.0,1.5,1.5,2.5,4.0,4.0,4.0,4.0,4.0,4.0,,,,4.0,,,,,,
18581306,4.0,1.0,1.5,1.5,1.5,1.5,4.0,2.0,,4.0,4.0,4.0,4.0,,,,,,,1.5
17910706,4.0,2.0,1.0,2.5,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,
18584106,,1.5,,1.5,2.0,,,1.5,,,2.0,,,,2.0,2.5,4.0,,,1.0
16715306,4.0,,1.5,3.0,2.5,2.5,4.0,3.0,,4.0,,4.0,,,4.0,,,,,2.5
17951606,4.0,2.0,1.0,1.5,2.5,2.0,4.0,1.5,1.5,3.0,4.0,4.0,4.0,,,,,,,
18595506,,2.0,,,,,,,,3.0,4.0,4.0,4.0,3.0,2.5,,2.5,4.0,2.0,2.0
18603506,4.0,2.0,1.5,1.5,4.0,4.0,4.0,3.0,2.0,4.0,,,,,,,,,,
17947806,4.0,2.0,1.0,2.5,4.0,4.0,4.0,2.0,3.0,4.0,,4.0,4.0,,,,,,,
17951706,2.5,2.0,1.0,1.5,2.0,2.0,2.5,1.5,1.5,4.0,4.0,4.0,4.0,,,,,,,
17907506,2.5,1.0,1.0,2.0,2.5,4.0,4.0,1.5,2.5,4.0,,4.0,4.0,,,,,,,
18583306,2.0,2.5,3.0,1.5,1.5,2.5,2.5,1.5,4.0,2.5,4.0,4.0,4.0,,,,,,,4.0
15580806,2.5,3.0,1.0,2.5,1.5,2.0,1.0,1.5,2.0,2.0,2.5,1.5,2.5,2.5,2.0,2.5,2.5,,2.5,2.0
17943106,,2.5,1.5,2.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,
17939106,4.0,2.0,1.0,2.5,2.5,2.5,4.0,1.5,1.5,3.0,,4.0,4.0,,,,,,,
17943506,,1.0,1.0,2.0,2.5,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,
17943706,4.0,1.0,1.0,4.0,2.5,4.0,,1.5,1.0,4.0,,4.0,4.0,,,,,,,
17917806,,2.5,1.0,2.5,,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,
17911706,2.5,,,,,4.0,,,2.0,2.5,4.0,4.0,4.0,,2.5,,4.0,,2.5,
17944306,2.0,1.5,1.5,2.0,2.0,4.0,1.5,1.5,1.5,3.0,4.0,4.0,4.0,,,,,,,
17955506,3.0,2.5,,3.0,4.0,4.0,,2.5,1.5,4.0,4.0,4.0,4.0,,,,,,4.0,4.0
17944506,1.0,1.5,1.0,1.0,2.0,1.5,1.0,1.0,1.0,2.0,4.0,4.0,4.0,,,,,,,
17903606,1.0,1.5,1.0,1.5,1.5,1.5,1.0,1.5,1.0,2.0,4.0,4.0,4.0,,,,,,,
17933906,2.5,1.5,1.0,1.0,1.5,1.5,2.5,1.5,1.0,3.0,4.0,4.0,4.0,,,,,,,4.0
17953406,1.5,1.5,1.0,1.0,2.0,1.5,1.5,1.0,1.0,2.0,4.0,4.0,4.0,,,,,,,
17930106,4.0,1.0,1.0,2.0,1.0,2.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,
17928806,4.0,3.0,2.5,3.0,3.0,4.0,,2.0,2.0,4.0,,4.0,4.0,,,,,,,
17933706,4.0,1.0,1.0,1.5,2.5,4.0,2.5,1.0,1.5,4.0,,4.0,4.0,,,,,,,
17932506,4.0,1.0,1.0,1.5,2.0,4.0,4.0,4.0,2.5,4.0,4.0,4.0,4.0,,,,,,,
15572506,3.0,2.0,1.0,2.5,2.5,2.0,3.0,2.0,2.5,1.5,2.5,2.0,2.0,2.5,2.0,2.5,2.5,,2.0,1.0
17932206,4.0,2.0,1.0,3.0,4.0,4.0,4.0,2.5,2.5,4.0,4.0,4.0,,,,,,,,
18583806,1.5,2.5,1.0,1.5,4.0,4.0,2.0,2.0,1.5,4.0,4.0,4.0,4.0,,,,,,,
17942706,4.0,1.5,1.0,2.0,4.0,2.5,,4.0,4.0,4.0,,,,,,,,,,
17913006,2.5,2.0,2.5,2.0,3.0,3.0,4.0,2.0,2.5,3.0,4.0,4.0,4.0,,,,,,,4.0
17927306,3.0,2.0,,2.5,,,4.0,,2.0,4.0,4.0,4.0,4.0,,,,,,,4.0
17906306,4.0,2.5,1.5,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,
17953106,,2.5,1.0,2.5,4.0,4.0,4.0,1.5,1.5,4.0,4.0,4.0,4.0,,,,,,,
17941406,,2.0,1.0,2.5,4.0,2.5,,1.5,2.5,4.0,,4.0,4.0,,,,,,,4.0
17952506,4.0,2.0,3.0,2.5,,4.0,,4.0,4.0,4.0,,,,,,,,,,1.5
17905706,,2.0,1.5,2.5,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,
17951806,4.0,2.0,1.0,2.0,2.5,4.0,4.0,1.5,2.5,4.0,4.0,4.0,4.0,,,,,,,
15581306,2.5,2.5,1.5,3.0,2.0,3.0,2.5,3.0,3.0,2.5,3.0,3.0,4.0,2.5,4.0,2.0,2.5,,1.5,1.0
16751006,1.5,2.0,1.0,1.0,1.5,1.0,1.0,1.5,1.5,1.5,1.5,2.0,2.0,2.5,2.5,2.0,4.0,,1.0,1.0
17952606,4.0,2.5,,,,,2.0,,,,3.0,3.0,3.0,2.5,,2.5,2.5,,4.0,4.0
17923106,4.0,2.0,1.0,4.0,2.5,4.0,4.0,1.5,2.0,2.0,,,4.0,,,,,,,
17953006,4.0,4.0,3.0,2.5,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,
17925106,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,,,,,,,
17930506,4.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,,,,,,4.0,,,,
15565406,3.0,2.5,2.0,3.0,3.0,4.0,2.0,2.5,3.0,2.5,4.0,2.0,2.0,2.5,2.5,2.5,2.5,4.0,2.0,1.0
16187406,3.0,2.0,1.0,2.5,2.0,2.0,4.0,1.5,1.0,2.5,2.0,2.0,2.5,,4.0,4.0,2.5,,2.0,4.0
16184806,3.0,2.5,1.0,3.0,2.5,1.5,1.0,2.0,1.0,2.5,4.0,1.5,4.0,1.0,2.0,1.5,2.5,,3.0,1.0
16719306,2.0,1.5,1.0,1.0,1.0,2.0,1.5,1.5,1.0,2.0,2.5,2.0,1.5,1.0,2.0,2.0,4.0,,1.0,1.5
16738906,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,1.0,1.0
15604406,3.0,2.0,1.0,3.0,2.0,1.5,2.0,2.0,2.0,2.0,3.0,2.0,2.5,3.0,3.0,1.5,1.5,,1.5,1.5
16768806,3.0,2.5,1.0,1.0,2.0,2.5,2.5,2.0,1.0,2.5,4.0,2.5,2.5,2.5,2.0,2.0,4.0,,2.0,2.5
17325306,1.0,1.5,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.0,1.5,1.0,4.0,,,1.5
16746606,2.0,1.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,2.0,2.0,2.0,2.5,2.0,1.5,4.0,,2.0,4.0
17945206,1.5,2.0,1.5,1.0,2.0,1.5,2.5,1.5,1.0,2.0,4.0,4.0,4.0,,,,,,,
17907706,4.0,2.0,1.0,1.5,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,
16759906,2.0,,1.0,1.0,,1.5,4.0,1.5,1.5,4.0,4.0,4.0,4.0,4.0,4.0,,,,,4.0
16772106,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,1.0,4.0
17321606,2.5,2.0,1.5,2.0,2.5,1.5,4.0,2.5,3.0,3.0,4.0,2.5,2.5,,,4.0,4.0,,,1.0
16741706,2.0,2.5,1.0,1.5,1.0,2.0,1.5,1.5,2.5,4.0,2.5,1.5,4.0,2.5,2.0,2.0,,,2.0,4.0
16712806,4.0,2.5,1.5,2.5,2.5,2.0,,2.5,3.0,2.5,,2.5,,,,4.0,,,4.0,
17332206,3.0,1.5,1.5,4.0,2.5,2.0,,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,
16772006,2.5,3.0,1.5,3.0,2.0,4.0,4.0,3.0,1.5,4.0,4.0,4.0,4.0,,4.0,,,,,4.0
16750906,2.5,3.0,1.0,3.0,4.0,4.0,3.0,2.0,3.0,,4.0,4.0,4.0,,4.0,,,,,
16767806,2.5,2.0,1.0,1.5,2.5,3.0,2.5,1.0,3.0,4.0,,4.0,4.0,,2.0,2.0,4.0,,1.0,4.0
15556806,2.0,3.0,1.0,3.0,2.0,1.5,1.5,2.0,3.0,2.5,3.0,1.5,2.5,2.5,2.0,1.5,2.0,4.0,1.5,1.0
17323106,2.5,2.5,1.0,2.5,1.5,2.5,1.5,1.5,1.5,2.5,2.5,1.0,2.5,1.0,2.5,1.5,4.0,,1.0,1.0
17323906,2.5,3.0,1.5,4.0,3.0,4.0,3.0,2.0,2.5,,4.0,4.0,4.0,2.5,3.0,4.0,4.0,,1.5,1.0
17327706,1.5,2.0,1.0,1.5,2.0,2.0,2.0,2.5,1.5,3.0,4.0,3.0,4.0,2.5,2.0,1.5,4.0,,4.0,4.0
17325706,3.0,2.5,2.5,2.0,2.0,2.0,1.5,2.0,2.0,2.5,4.0,4.0,4.0,,,,,,,
16759606,2.0,1.0,1.0,2.0,1.0,1.0,1.5,1.0,1.0,1.0,2.0,2.0,2.5,2.5,1.5,1.0,4.0,,1.0,1.0
17324606,2.0,,,2.0,2.5,,1.5,2.0,3.0,,3.0,4.0,2.5,3.0,,2.0,3.0,2.0,,1.5
17333706,2.5,2.5,1.0,3.0,2.5,2.5,4.0,2.5,1.5,4.0,4.0,4.0,4.0,,3.0,2.5,4.0,,2.0,4.0
17330706,1.5,2.0,1.0,1.0,2.0,1.5,2.0,2.5,2.5,2.0,2.5,2.5,2.0,2.5,2.5,2.0,4.0,,4.0,4.0
17331306,3.0,,,2.0,,2.5,4.0,,,4.0,4.0,4.0,4.0,4.0,,4.0,,,,4.0
15571506,1.5,2.5,1.0,3.0,2.0,2.5,1.5,1.5,2.0,2.5,2.5,2.0,3.0,2.5,2.5,2.0,2.0,,2.0,1.5
17328906,3.0,2.5,1.0,2.5,2.5,3.0,4.0,2.0,1.5,4.0,4.0,4.0,4.0,,4.0,4.0,,,4.0,1.0
17901406,4.0,1.5,1.5,4.0,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,,
17913106,1.5,1.0,1.0,1.0,1.5,2.0,,1.5,1.0,4.0,4.0,4.0,4.0,,,,,,,4.0
16717506,1.5,2.5,1.0,2.0,2.0,1.5,2.5,1.5,1.5,2.0,4.0,2.0,4.0,,2.0,2.0,4.0,,1.5,4.0
16748106,3.0,2.0,1.5,2.5,3.0,2.0,4.0,2.0,,2.5,,3.0,4.0,,3.0,2.5,4.0,,,1.5
17324006,2.0,2.0,1.0,2.0,1.5,2.5,2.5,1.5,1.5,2.0,2.5,2.5,2.5,2.5,1.5,,4.0,,2.0,4.0
15599906,3.0,2.0,1.0,2.5,2.0,2.5,2.5,2.0,2.5,2.5,2.0,2.5,2.5,2.0,2.0,2.0,2.0,4.0,2.0,1.5
16748506,1.5,2.0,1.0,1.5,1.5,1.5,1.5,1.0,2.0,2.5,2.5,2.5,2.5,2.5,2.0,2.5,4.0,,,4.0
17321906,1.5,2.0,1.0,1.5,1.5,1.5,2.0,1.5,1.5,2.5,2.0,1.5,2.0,2.5,2.0,2.0,4.0,,2.0,4.0
16719206,4.0,2.5,1.5,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,,,4.0
15555706,2.5,2.5,1.5,2.5,1.5,2.0,1.5,1.5,1.0,2.5,2.0,1.5,2.5,1.0,1.0,1.5,4.0,,1.0,1.0
16725106,2.5,3.0,1.0,1.5,2.5,3.0,1.5,2.0,2.5,4.0,,2.0,4.0,2.5,3.0,,4.0,,2.0,1.5
16731306,3.0,1.0,1.0,1.0,2.5,2.0,1.5,1.5,1.5,2.0,4.0,2.5,2.5,1.0,2.0,1.0,4.0,,1.0,1.0
16731106,2.0,,2.5,2.5,2.0,1.0,2.5,2.5,1.5,2.5,3.0,4.0,2.5,,4.0,2.5,4.0,,1.5,4.0
16762706,3.0,2.0,2.5,1.0,2.5,4.0,4.0,2.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,
16730606,3.0,,,3.0,1.5,1.5,,2.0,1.0,2.0,4.0,1.5,2.5,,4.0,2.5,4.0,,4.0,4.0
16730406,2.0,1.5,1.0,1.5,1.0,1.5,1.0,1.0,1.5,1.0,1.5,1.0,1.0,1.0,1.5,1.5,4.0,,1.5,4.0
16762006,1.0,2.0,1.5,1.5,1.5,1.0,1.0,1.5,1.5,2.5,1.5,2.5,2.5,2.5,2.0,2.0,4.0,,4.0,2.0
16766506,3.0,2.0,1.0,2.0,2.5,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,,3.0,2.0,4.0,,2.5,1.5
16730106,2.0,2.5,1.0,2.0,2.0,1.5,1.5,1.5,2.5,2.0,3.0,2.5,1.5,2.5,2.0,1.0,4.0,4.0,1.5,1.5
15609806,2.5,2.0,1.0,1.0,2.5,2.5,2.5,2.0,1.0,2.5,2.5,2.0,3.0,3.0,2.5,3.0,2.0,,2.0,1.5
16773406,3.0,2.5,1.5,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,
16731506,2.5,2.5,1.0,2.0,2.0,2.0,4.0,1.5,1.5,2.5,4.0,3.0,1.5,,4.0,,4.0,,1.5,4.0
16727906,2.0,2.5,1.0,1.0,2.0,2.0,1.0,1.0,1.5,2.5,3.0,2.5,4.0,2.5,1.5,1.5,4.0,,4.0,1.5
16718806,4.0,1.5,1.5,3.0,4.0,4.0,,1.5,3.0,2.0,4.0,2.0,4.0,2.5,2.5,2.0,4.0,,,1.0
16716906,1.5,2.5,1.0,1.5,1.0,1.0,1.0,1.0,1.0,2.5,2.0,1.0,1.5,1.0,1.0,1.0,,,1.0,1.5
17329006,2.5,2.5,1.0,1.5,2.0,2.0,2.0,1.0,1.5,,4.0,4.0,4.0,3.0,2.5,2.0,4.0,,1.0,4.0
16726306,1.0,2.0,1.0,1.0,1.0,1.5,1.0,1.5,1.0,3.0,2.0,1.5,2.5,2.0,1.5,1.5,4.0,4.0,4.0,1.0
16762106,2.5,1.5,1.5,2.5,2.0,3.0,3.0,1.5,1.0,2.5,4.0,4.0,4.0,2.5,2.0,2.5,4.0,,1.0,
16745206,3.0,2.5,1.0,3.0,3.0,4.0,4.0,1.5,2.0,2.5,4.0,4.0,4.0,2.5,2.0,2.0,4.0,,1.5,4.0
16744806,3.0,2.5,1.0,2.5,2.5,2.5,2.0,2.0,3.0,2.5,4.0,3.0,4.0,3.0,2.5,2.0,4.0,,1.5,2.0
16711506,2.0,2.5,1.5,2.0,2.5,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,,3.0,2.5,4.0,,,4.0
16718006,3.0,2.5,1.5,3.0,3.0,4.0,4.0,3.0,4.0,4.0,,,,4.0,4.0,,,,,
16712606,,3.0,,2.5,,,2.0,2.0,,2.5,3.0,2.0,3.0,2.5,3.0,,3.0,,1.5,1.5
16714706,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.5,1.5,4.0,4.0,1.0,1.0
16711006,1.0,2.0,1.0,2.0,2.0,2.0,1.5,1.0,1.0,2.5,1.5,2.5,2.5,1.0,2.0,1.0,4.0,,2.0,1.0
16721006,1.5,2.0,1.0,3.0,1.5,1.5,2.0,1.5,2.0,1.5,4.0,2.5,1.5,,,2.0,4.0,,1.0,1.5
16713906,2.0,1.5,1.0,1.5,2.0,1.0,1.0,2.0,2.0,2.0,2.5,2.0,2.0,1.0,2.0,1.0,4.0,,1.0,1.5
16723206,2.5,2.0,3.0,2.5,4.0,4.0,2.0,2.0,4.0,4.0,4.0,,,,4.0,4.0,,,2.0,
16763706,3.0,2.0,1.5,1.5,2.0,2.5,2.0,1.5,1.5,2.5,4.0,2.5,2.0,,,2.0,,,1.5,4.0
16744906,1.0,1.5,1.0,1.0,2.0,2.5,1.0,1.0,1.5,2.0,2.5,2.0,2.0,1.0,2.0,1.0,4.0,,1.0,1.0
16748606,3.0,3.0,,2.5,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,
17940206,1.5,1.0,1.0,1.0,1.5,2.0,2.0,1.0,1.5,1.5,4.0,4.0,4.0,,,,,,,
16721206,2.5,2.0,1.0,2.0,2.0,2.5,2.0,2.0,1.0,2.5,2.5,4.0,2.5,2.5,4.0,1.5,4.0,,4.0,1.5
17937106,2.0,1.5,1.0,1.0,1.0,1.5,1.5,1.0,4.0,1.0,4.0,4.0,4.0,,,,,,,
18595806,4.0,2.5,1.5,3.0,4.0,4.0,,2.5,2.5,4.0,,,,,,,,,,
17933606,2.5,1.5,1.0,2.5,2.0,2.0,2.5,1.5,1.5,2.5,4.0,4.0,4.0,,,,,,,4.0
17927206,1.5,1.5,1.0,1.5,2.5,2.0,2.0,1.5,1.5,4.0,4.0,4.0,4.0,,,,,,,4.0
17929306,1.0,1.5,1.0,1.5,1.5,1.5,1.0,1.0,1.5,1.5,4.0,4.0,4.0,,,,,,,
16768006,3.0,2.5,1.5,2.0,2.0,2.5,2.5,2.0,3.0,3.0,4.0,4.0,4.0,,3.0,,,,1.0,4.0
18602406,3.0,1.5,2.5,3.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,,,,,,4.0,
17906606,3.0,1.5,1.0,4.0,3.0,4.0,4.0,3.0,1.5,4.0,4.0,4.0,4.0,,,,,,,
18595006,4.0,2.5,1.5,3.0,4.0,4.0,4.0,2.5,2.5,4.0,4.0,4.0,4.0,,,,,,,
17936206,1.5,1.0,1.0,1.0,2.0,1.5,1.0,1.0,1.0,1.5,4.0,4.0,4.0,,,,,,,
16742206,1.5,1.5,1.0,1.0,1.5,2.0,1.0,1.5,1.5,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,,4.0,4.0
16749406,2.5,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.5,2.5,2.5,2.0,2.0,,1.5,2.0,4.0,,1.5,4.0
16711606,2.0,1.5,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,2.5,1.5,1.0,1.0,1.0,1.0,4.0,,4.0,4.0
16721606,2.5,2.5,,,,,2.0,,2.5,4.0,4.0,2.5,2.5,3.0,2.5,4.0,2.5,,1.0,
16713206,2.5,,,2.5,2.0,2.5,,2.0,2.5,4.0,4.0,2.5,4.0,,4.0,,4.0,,2.0,1.0
16714206,2.5,2.0,1.0,3.0,1.5,2.5,2.0,2.5,1.5,3.0,4.0,2.5,2.0,2.5,4.0,4.0,4.0,,1.0,4.0
17918906,1.5,2.0,1.0,1.0,1.5,1.5,1.5,1.0,1.0,2.0,4.0,4.0,4.0,,,,,,,
17952106,1.5,2.0,1.0,1.0,2.5,4.0,2.0,1.5,2.5,4.0,,,,,,,,,,
16762406,2.0,2.5,1.0,2.5,2.0,2.5,2.0,1.5,1.5,2.5,3.0,1.5,1.5,2.5,2.0,1.5,4.0,,1.5,4.0
17952306,1.5,1.0,1.0,2.0,1.5,2.0,2.5,1.0,1.0,4.0,4.0,4.0,4.0,,,,,,,
17953506,1.5,1.0,1.0,2.0,2.5,2.5,4.0,1.5,1.5,4.0,4.0,4.0,4.0,,,,,,,
17333206,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.5,1.0,1.0,1.0,4.0,,1.0,1.0
17926406,4.0,2.0,1.5,2.5,2.5,4.0,4.0,2.0,3.0,4.0,,,,,,,,,,
16724606,3.0,2.0,1.0,2.0,2.5,2.5,2.5,1.0,2.0,2.0,2.5,2.5,4.0,4.0,2.0,1.5,,,1.0,
16763406,1.5,2.0,1.0,1.0,1.5,2.0,1.0,1.5,1.0,1.0,1.0,1.5,2.0,1.0,1.5,1.0,4.0,,4.0,4.0
16763606,3.0,1.5,1.0,2.0,1.5,3.0,2.0,2.0,1.0,2.5,3.0,2.5,4.0,,3.0,3.0,4.0,,2.5,1.5
17936706,2.5,1.0,1.0,4.0,1.5,1.5,4.0,2.5,2.5,2.0,4.0,4.0,4.0,,,,,,,
16725506,1.5,1.5,1.0,1.0,1.5,1.5,1.0,1.0,1.0,2.0,2.5,2.5,2.0,2.5,2.0,1.0,4.0,,2.0,1.0
16737606,3.0,3.0,1.5,2.0,2.5,4.0,4.0,2.0,2.5,3.0,4.0,3.0,2.5,,3.0,3.0,4.0,,1.5,1.0
