"predmet_id";"studijni_plan_id";"kod_predmetu";"nazev_predmetu";"studijni_plan_kod";"studijni_plan_nazev_cs";"pocet_kreditu";"typ_predmetu";"forma_studia";"uroven_studia";"zpusob_zakonceni";"jazyk_vyuky";"cislo_dop_sem"
"1121806";"1014506";"BI-SAP";"Struktura a architektura počítačů";"BI-IT";"Informační technologie - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"P";"P";"B";"Z,ZK";"CS";"2"
"1122106";"1014506";"BI-ZMA";"Základy matematické analýzy";"BI-IT";"Informační technologie - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"P";"P";"B";"Z,ZK";"CS";"1"
"1124506";"1014506";"BI-APS";"Architektury počítačových systémů";"BI-IT";"Informační technologie - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"PO";"P";"B";"Z,ZK";"CS";"3"
"1124606";"1014506";"BI-AWD";"Administrace webového a DB serveru";"BI-IT";"Informační technologie - verze pro ty, kteří se zapsali v roce 2009 a 2010";"4";"PO";"P";"B";"Z,ZK";"CS";"6"
"1122306";"1014506";"BI-ADU";"Administrace OS Unix";"BI-IT";"Informační technologie - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"PO";"P";"B";"Z,ZK";"CS";"4"
"1124706";"1014506";"BI-BEZ";"Bezpečnost";"BI-IT";"Informační technologie - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"P";"P";"B";"Z,ZK";"CS";"5"
"1124306";"1014506";"BI-ADS";"Administrace sítí";"BI-IT";"Informační technologie - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"PO";"P";"B";"Z,ZK";"CS";"5"
"1124406";"1014506";"BI-ADW";"Administrace OS Windows";"BI-IT";"Informační technologie - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"PO";"P";"B";"Z,ZK";"CS";"3"
"1123406";"1014506";"BI-SI1";"Softwarové inženýrství I";"BI-IT";"Informační technologie - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"PO";"P";"B";"ZK";"CS";"5"
"1123506";"1014506";"BI-SKJ";"Skriptovací jazyky";"BI-IT";"Informační technologie - verze pro ty, kteří se zapsali v roce 2009 a 2010";"4";"PO";"P";"B";"Z,ZK";"CS";"4"
"1121506";"1014506";"BI-PA1";"Programování a algoritmizace 1";"BI-IT";"Informační technologie - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"P";"P";"B";"Z,ZK";"CS";"1"
"1142806";"1014506";"BI-BAP";"Bakalářská práce";"BI-IT";"Informační technologie - verze pro ty, kteří se zapsali v roce 2009 a 2010";"14";"P";"";"B";"Z";"CS";"6"
"1121906";"1014506";"BI-TED";"Tvorba elektronické dokumentace";"BI-IT";"Informační technologie - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"KZ";"CS";"2"
"1110806";"1014506";"BI-CAO";"Číslicové a analogové obvody";"BI-IT";"Informační technologie - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"Z,ZK";"CS";"1"
"1121706";"1014506";"BI-PAI";"Právo a informatika";"BI-IT";"Informační technologie - verze pro ty, kteří se zapsali v roce 2009 a 2010";"3";"P";"P";"B";"ZK";"CS";"1"
"1121306";"1014506";"BI-MLO";"Matematická logika";"BI-IT";"Informační technologie - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"Z,ZK";"CS";"1"
"1122406";"1014506";"BI-DBS";"Databázové systémy";"BI-IT";"Informační technologie - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"P";"P";"B";"Z,ZK";"CS";"3"
"1124106";"1014506";"BI-ZDM";"Základy diskrétní matematiky";"BI-IT";"Informační technologie - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"Z,ZK";"CS";"3"
"1123206";"1014506";"BI-PSI";"Počítačové sítě";"BI-IT";"Informační technologie - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"Z,ZK";"CS";"4"
"1121606";"1014506";"BI-PA2";"Programování a algoritmizace 2";"BI-IT";"Informační technologie - verze pro ty, kteří se zapsali v roce 2009 a 2010";"7";"P";"P";"B";"Z,ZK";"CS";"2"
"1125306";"1014506";"BI-PPR";"Projekt, prezentace a rétorika";"BI-IT";"Informační technologie - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"KZ";"CS";"5"
"1121206";"1014506";"BI-LIN";"Lineární algebra";"BI-IT";"Informační technologie - verze pro ty, kteří se zapsali v roce 2009 a 2010";"7";"P";"P";"B";"Z,ZK";"CS";"2"
"1123306";"1014506";"BI-PST";"Pravděpodobnost a statistika";"BI-IT";"Informační technologie - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"Z,ZK";"CS";"4"
"1122006";"1014506";"BI-UOS";"Úvod do operačních systémů";"BI-IT";"Informační technologie - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"KZ";"CS";"1"
"1122206";"1014506";"BI-AAG";"Automaty a gramatiky";"BI-IT";"Informační technologie - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"P";"P";"B";"Z,ZK";"CS";"3"
"1121406";"1014506";"BI-OSY";"Operační systémy";"BI-IT";"Informační technologie - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"Z,ZK";"CS";"2"
"1125306";"1014106";"BI-PPR";"Projekt, prezentace a rétorika";"BI-PI";"Počítačové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"KZ";"CS";"5"
"1121406";"1014106";"BI-OSY";"Operační systémy";"BI-PI";"Počítačové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"Z,ZK";"CS";"2"
"1125206";"1014106";"BI-PNO";"Praktika v návrhu číslicových obvodů";"BI-PI";"Počítačové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"PO";"P";"B";"KZ";"CS";"5"
"1125706";"1014106";"BI-SRC";"Systémy reálného času";"BI-PI";"Počítačové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"4";"PO";"P";"B";"KZ";"CS";"6"
"1124106";"1014106";"BI-ZDM";"Základy diskrétní matematiky";"BI-PI";"Počítačové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"Z,ZK";"CS";"3"
"1123406";"1014106";"BI-SI1";"Softwarové inženýrství I";"BI-PI";"Počítačové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"PO";"P";"B";"ZK";"CS";"3"
"1124706";"1014106";"BI-BEZ";"Bezpečnost";"BI-PI";"Počítačové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"P";"P";"B";"Z,ZK";"CS";"5"
"1121806";"1014106";"BI-SAP";"Struktura a architektura počítačů";"BI-PI";"Počítačové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"P";"P";"B";"Z,ZK";"CS";"2"
"1142806";"1014106";"BI-BAP";"Bakalářská práce";"BI-PI";"Počítačové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"14";"P";"";"B";"Z";"CS";"6"
"1121706";"1014106";"BI-PAI";"Právo a informatika";"BI-PI";"Počítačové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"3";"P";"P";"B";"ZK";"CS";"1"
"1121906";"1014106";"BI-TED";"Tvorba elektronické dokumentace";"BI-PI";"Počítačové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"KZ";"CS";"2"
"1122706";"1014106";"BI-GRA";"Grafové algoritmy a základy teorie složitosti";"BI-PI";"Počítačové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"PO";"P";"B";"Z,ZK";"CS";"4"
"1121206";"1014106";"BI-LIN";"Lineární algebra";"BI-PI";"Počítačové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"7";"P";"P";"B";"Z,ZK";"CS";"2"
"1122406";"1014106";"BI-DBS";"Databázové systémy";"BI-PI";"Počítačové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"P";"P";"B";"Z,ZK";"CS";"3"
"1121606";"1014106";"BI-PA2";"Programování a algoritmizace 2";"BI-PI";"Počítačové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"7";"P";"P";"B";"Z,ZK";"CS";"2"
"1110806";"1014106";"BI-CAO";"Číslicové a analogové obvody";"BI-PI";"Počítačové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"Z,ZK";"CS";"1"
"1124506";"1014106";"BI-APS";"Architektury počítačových systémů";"BI-PI";"Počítačové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"PO";"P";"B";"Z,ZK";"CS";"5"
"1122006";"1014106";"BI-UOS";"Úvod do operačních systémů";"BI-PI";"Počítačové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"KZ";"CS";"1"
"1122106";"1014106";"BI-ZMA";"Základy matematické analýzy";"BI-PI";"Počítačové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"P";"P";"B";"Z,ZK";"CS";"1"
"1122806";"1014106";"BI-JPO";"Jednotky počítače";"BI-PI";"Počítačové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"PO";"P";"B";"Z,ZK";"CS";"3"
"1122206";"1014106";"BI-AAG";"Automaty a gramatiky";"BI-PI";"Počítačové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"P";"P";"B";"Z,ZK";"CS";"3"
"1123306";"1014106";"BI-PST";"Pravděpodobnost a statistika";"BI-PI";"Počítačové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"Z,ZK";"CS";"4"
"1121306";"1014106";"BI-MLO";"Matematická logika";"BI-PI";"Počítačové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"Z,ZK";"CS";"1"
"1123206";"1014106";"BI-PSI";"Počítačové sítě";"BI-PI";"Počítačové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"Z,ZK";"CS";"4"
"1121506";"1014106";"BI-PA1";"Programování a algoritmizace 1";"BI-PI";"Počítačové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"P";"P";"B";"Z,ZK";"CS";"1"
"1123806";"1014106";"BI-VES";"Vestavné systémy";"BI-PI";"Počítačové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"PO";"P";"B";"Z,ZK";"CS";"4"
"1121906";"1014206";"BI-TED";"Tvorba elektronické dokumentace";"BI-SI";"Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"KZ";"CS";"2"
"1122506";"1014206";"BI-EFA";"Efektivní algoritmy";"BI-SI";"Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"PO";"P";"B";"Z,ZK";"CS";"3"
"1122706";"1014206";"BI-GRA";"Grafové algoritmy a základy teorie složitosti";"BI-SI";"Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"PO";"P";"B";"Z,ZK";"CS";"4"
"1124706";"1014206";"BI-BEZ";"Bezpečnost";"BI-SI";"Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"P";"P";"B";"Z,ZK";"CS";"5"
"1121506";"1014206";"BI-PA1";"Programování a algoritmizace 1";"BI-SI";"Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"P";"P";"B";"Z,ZK";"CS";"1"
"1121306";"1014206";"BI-MLO";"Matematická logika";"BI-SI";"Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"Z,ZK";"CS";"1"
"1142806";"1014206";"BI-BAP";"Bakalářská práce";"BI-SI";"Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"14";"P";"";"B";"Z";"CS";"6"
"1123606";"1014206";"BI-SP1";"Softwarový týmový projekt 1";"BI-SI";"Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"4";"PO";"P";"B";"KZ";"CS";"4"
"1123406";"1014206";"BI-SI1";"Softwarové inženýrství I";"BI-SI";"Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"PO";"P";"B";"ZK";"CS";"4"
"1123306";"1014206";"BI-PST";"Pravděpodobnost a statistika";"BI-SI";"Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"Z,ZK";"CS";"4"
"1122106";"1014206";"BI-ZMA";"Základy matematické analýzy";"BI-SI";"Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"P";"P";"B";"Z,ZK";"CS";"1"
"1121806";"1014206";"BI-SAP";"Struktura a architektura počítačů";"BI-SI";"Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"P";"P";"B";"Z,ZK";"CS";"2"
"1124106";"1014206";"BI-ZDM";"Základy diskrétní matematiky";"BI-SI";"Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"Z,ZK";"CS";"3"
"1121406";"1014206";"BI-OSY";"Operační systémy";"BI-SI";"Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"Z,ZK";"CS";"2"
"1123006";"1014206";"BI-OMO";"Objektové modelování";"BI-SI";"Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"PO";"P";"B";"Z,ZK";"CS";"3"
"1125506";"1014206";"BI-SI2";"Softwarové inženýrství 2";"BI-SI";"Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"PO";"P";"B";"Z,ZK";"CS";"5"
"1121606";"1014206";"BI-PA2";"Programování a algoritmizace 2";"BI-SI";"Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"7";"P";"P";"B";"Z,ZK";"CS";"2"
"1125606";"1014206";"BI-SP2";"Softwarový týmový projekt 2";"BI-SI";"Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"PO;";"P";"B;";"KZ";"CS";"5"
"1121706";"1014206";"BI-PAI";"Právo a informatika";"BI-SI";"Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"3";"P";"P";"B";"ZK";"CS";"1"
"1125306";"1014206";"BI-PPR";"Projekt, prezentace a rétorika";"BI-SI";"Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"KZ";"CS";"5"
"1110806";"1014206";"BI-CAO";"Číslicové a analogové obvody";"BI-SI";"Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"Z,ZK";"CS";"1"
"1121206";"1014206";"BI-LIN";"Lineární algebra";"BI-SI";"Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"7";"P";"P";"B";"Z,ZK";"CS";"2"
"1122206";"1014206";"BI-AAG";"Automaty a gramatiky";"BI-SI";"Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"P";"P";"B";"Z,ZK";"CS";"3"
"1122006";"1014206";"BI-UOS";"Úvod do operačních systémů";"BI-SI";"Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"KZ";"CS";"1"
"1122406";"1014206";"BI-DBS";"Databázové systémy";"BI-SI";"Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"P";"P";"B";"Z,ZK";"CS";"3"
"1123206";"1014206";"BI-PSI";"Počítačové sítě";"BI-SI";"Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"Z,ZK";"CS";"4"
"1122506";"1014006";"BI-EFA";"Efektivní algoritmy";"BI-TI";"Teoretická informatika - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"PO";"P";"B";"Z,ZK";"CS";"3"
"1126006";"1014006";"BI-VZD";"Vytěžování znalostí z dat";"BI-TI";"Teoretická informatika - verze pro ty, kteří se zapsali v roce 2009 a 2010";"4";"PO";"P";"B";"Z,ZK";"CS";"6"
"1121906";"1014006";"BI-TED";"Tvorba elektronické dokumentace";"BI-TI";"Teoretická informatika - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"KZ";"CS";"2"
"1122706";"1014006";"BI-GRA";"Grafové algoritmy a základy teorie složitosti";"BI-TI";"Teoretická informatika - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"PO";"P";"B";"Z,ZK";"CS";"4"
"1121806";"1014006";"BI-SAP";"Struktura a architektura počítačů";"BI-TI";"Teoretická informatika - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"P";"P";"B";"Z,ZK";"CS";"2"
"1121706";"1014006";"BI-PAI";"Právo a informatika";"BI-TI";"Teoretická informatika - verze pro ty, kteří se zapsali v roce 2009 a 2010";"3";"P";"P";"B";"ZK";"CS";"1"
"1123406";"1014006";"BI-SI1";"Softwarové inženýrství I";"BI-TI";"Teoretická informatika - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"PO";"P";"B";"ZK";"CS";"3"
"1142806";"1014006";"BI-BAP";"Bakalářská práce";"BI-TI";"Teoretická informatika - verze pro ty, kteří se zapsali v roce 2009 a 2010";"14";"P";"";"B";"Z";"CS";"6"
"1122006";"1014006";"BI-UOS";"Úvod do operačních systémů";"BI-TI";"Teoretická informatika - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"KZ";"CS";"1"
"1124506";"1014006";"BI-APS";"Architektury počítačových systémů";"BI-TI";"Teoretická informatika - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"PO";"P";"B";"Z,ZK";"CS";"5"
"1124706";"1014006";"BI-BEZ";"Bezpečnost";"BI-TI";"Teoretická informatika - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"P";"P";"B";"Z,ZK";"CS";"5"
"1121306";"1014006";"BI-MLO";"Matematická logika";"BI-TI";"Teoretická informatika - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"Z,ZK";"CS";"1"
"1121506";"1014006";"BI-PA1";"Programování a algoritmizace 1";"BI-TI";"Teoretická informatika - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"P";"P";"B";"Z,ZK";"CS";"1"
"1121206";"1014006";"BI-LIN";"Lineární algebra";"BI-TI";"Teoretická informatika - verze pro ty, kteří se zapsali v roce 2009 a 2010";"7";"P";"P";"B";"Z,ZK";"CS";"2"
"1123106";"1014006";"BI-PJP";"Programovací jazyky a překladače";"BI-TI";"Teoretická informatika - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"PO";"P";"B";"Z,ZK";"CS";"4"
"1122106";"1014006";"BI-ZMA";"Základy matematické analýzy";"BI-TI";"Teoretická informatika - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"P";"P";"B";"Z,ZK";"CS";"1"
"1125306";"1014006";"BI-PPR";"Projekt, prezentace a rétorika";"BI-TI";"Teoretická informatika - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"KZ";"CS";"5"
"1122406";"1014006";"BI-DBS";"Databázové systémy";"BI-TI";"Teoretická informatika - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"P";"P";"B";"Z,ZK";"CS";"3"
"1123206";"1014006";"BI-PSI";"Počítačové sítě";"BI-TI";"Teoretická informatika - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"Z,ZK";"CS";"4"
"1124106";"1014006";"BI-ZDM";"Základy diskrétní matematiky";"BI-TI";"Teoretická informatika - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"Z,ZK";"CS";"3"
"1123306";"1014006";"BI-PST";"Pravděpodobnost a statistika";"BI-TI";"Teoretická informatika - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"Z,ZK";"CS";"4"
"1121406";"1014006";"BI-OSY";"Operační systémy";"BI-TI";"Teoretická informatika - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"Z,ZK";"CS";"2"
"1110806";"1014006";"BI-CAO";"Číslicové a analogové obvody";"BI-TI";"Teoretická informatika - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"Z,ZK";"CS";"1"
"1122206";"1014006";"BI-AAG";"Automaty a gramatiky";"BI-TI";"Teoretická informatika - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"P";"P";"B";"Z,ZK";"CS";"3"
"1121606";"1014006";"BI-PA2";"Programování a algoritmizace 2";"BI-TI";"Teoretická informatika - verze pro ty, kteří se zapsali v roce 2009 a 2010";"7";"P";"P";"B";"Z,ZK";"CS";"2"
"1124806";"1014006";"BI-EIA";"Efektivní implementace algoritmů";"BI-TI";"Teoretická informatika - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"PO";"P";"B";"Z,ZK";"CS";"5"
"1121806";"30000087";"BI-SAP";"Struktura a architektura počítačů";"BI-SPOL";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"P";"P";"B";"Z,ZK";"CS";"2"
"1122006";"30000087";"BI-UOS";"Úvod do operačních systémů";"BI-SPOL";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"KZ";"CS";"1"
"1142806";"30000087";"BI-BAP";"Bakalářská práce";"BI-SPOL";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2009 a 2010";"14";"P";"";"B";"Z";"CS";"6"
"1121606";"30000087";"BI-PA2";"Programování a algoritmizace 2";"BI-SPOL";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2009 a 2010";"7";"P";"P";"B";"Z,ZK";"CS";"2"
"1122206";"30000087";"BI-AAG";"Automaty a gramatiky";"BI-SPOL";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"P";"P";"B";"Z,ZK";"CS";"3"
"1125306";"30000087";"BI-PPR";"Projekt, prezentace a rétorika";"BI-SPOL";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"KZ";"CS";"5"
"1122106";"30000087";"BI-ZMA";"Základy matematické analýzy";"BI-SPOL";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"P";"P";"B";"Z,ZK";"CS";"1"
"1121206";"30000087";"BI-LIN";"Lineární algebra";"BI-SPOL";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2009 a 2010";"7";"P";"P";"B";"Z,ZK";"CS";"2"
"1123206";"30000087";"BI-PSI";"Počítačové sítě";"BI-SPOL";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"Z,ZK";"CS";"4"
"1123306";"30000087";"BI-PST";"Pravděpodobnost a statistika";"BI-SPOL";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"Z,ZK";"CS";"4"
"1121706";"30000087";"BI-PAI";"Právo a informatika";"BI-SPOL";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2009 a 2010";"3";"P";"P";"B";"ZK";"CS";"1"
"1121406";"30000087";"BI-OSY";"Operační systémy";"BI-SPOL";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"Z,ZK";"CS";"2"
"1122406";"30000087";"BI-DBS";"Databázové systémy";"BI-SPOL";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"P";"P";"B";"Z,ZK";"CS";"3"
"1124706";"30000087";"BI-BEZ";"Bezpečnost";"BI-SPOL";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"P";"P";"B";"Z,ZK";"CS";"5"
"1121906";"30000087";"BI-TED";"Tvorba elektronické dokumentace";"BI-SPOL";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"KZ";"CS";"2"
"1110806";"30000087";"BI-CAO";"Číslicové a analogové obvody";"BI-SPOL";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"Z,ZK";"CS";"1"
"1124106";"30000087";"BI-ZDM";"Základy diskrétní matematiky";"BI-SPOL";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"Z,ZK";"CS";"3"
"1121306";"30000087";"BI-MLO";"Matematická logika";"BI-SPOL";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2009 a 2010";"5";"P";"P";"B";"Z,ZK";"CS";"1"
"1121506";"30000087";"BI-PA1";"Programování a algoritmizace 1";"BI-SPOL";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2009 a 2010";"6";"P";"P";"B";"Z,ZK";"CS";"1"
"1434506";"30000326";"MI-MDW";"Webové služby a middleware";"MI-WSI-SI";"Zaměření Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2010";"4";"PO";"P";"M";"Z,ZK";"CS";"1"
"1495306";"30000326";"MI-DIP";"Magisterská práce";"MI-WSI-SI";"Zaměření Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2010";"23";"P";"P";"M";"Z";"OO";"4"
"1434606";"30000326";"MI-MPI";"Matematika pro informatiku";"MI-WSI-SI";"Zaměření Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2010";"7";"P";"P";"M";"Z,ZK";"CS";"2"
"1431606";"30000326";"MI-SPI";"Statistika pro informatiku";"MI-WSI-SI";"Zaměření Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2010";"7";"P";"P";"M";"Z,ZK";"CS";"1"
"1431406";"30000326";"MI-TES";"Teorie systémů";"MI-WSI-SI";"Zaměření Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2010";"5";"P";"P";"M";"Z,ZK";"CS";"1"
"1433006";"30000326";"MI-PIS";"Pokročilé informační systémy";"MI-WSI-SI";"Zaměření Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2010";"4";"PZ";"P";"M";"Z,ZK";"CS";"2"
"1432506";"30000326";"MI-PAA";"Problémy a algoritmy";"MI-WSI-SI";"Zaměření Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2010";"5";"PO";"P";"M";"Z,ZK";"CS";"3"
"1435006";"30000326";"MI-PDB";"Pokročilé databázové systémy";"MI-WSI-SI";"Zaměření Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2010";"4";"PO";"P";"M";"Z,ZK";"CS";"2"
"1434906";"30000326";"MI-PAR";"Paralelní algoritmy a systémy";"MI-WSI-SI";"Zaměření Softwarové inženýrství - verze pro ty, kteří se zapsali v roce 2010";"6";"P";"P";"M";"Z,ZK";"CS";"1"
