"predmet_id";"studijni_plan_id";"kod_predmetu";"nazev_predmetu";"studijni_plan_kod";"studijni_plan_nazev_cs";"pocet_kreditu";"typ_predmetu";"forma_studia";"uroven_studia";"zpusob_zakonceni";"jazyk_vyuky";"cislo_dop_sem"
"1800906";"30004243";"MI-KYB.1";"Kybernalita";"MI-WSI-WI.2";"Zaměření Webové inženýrství - verze pro ty, kteří se zapsali v roce 2012";"3";"P";"P";"M";"ZK";"CS";"1"
"2335806";"30004243";"MI-TES.2";"Teorie systémů";"MI-WSI-WI.2";"Zaměření Webové inženýrství - verze pro ty, kteří se zapsali v roce 2012";"4";"P";"P";"M";"Z,ZK";"CS";"1"
"1433006";"30004244";"MI-PIS";"Pokročilé informační systémy";"MI-ZI.2";"Znalostní inženýrství - verze pro ty, kteří se zapsali v roce 2012";"4";"PZ";"P";"M";"Z,ZK";"CS";"2"
"1499406";"30004244";"MI-MPR";"Magisterský projekt";"MI-ZI.2";"Znalostní inženýrství - verze pro ty, kteří se zapsali v roce 2012";"7";"P";"P";"M";"Z";"";"3"
"1433206";"30004244";"MI-ROZ";"Rozpoznávaní";"MI-ZI.2";"Znalostní inženýrství - verze pro ty, kteří se zapsali v roce 2012";"4";"PO";"P";"M";"Z,ZK";"CS";"1"
"2335806";"30004244";"MI-TES.2";"Teorie systémů";"MI-ZI.2";"Znalostní inženýrství - verze pro ty, kteří se zapsali v roce 2012";"4";"P";"P";"M";"Z,ZK";"CS";"1"
"1432506";"30004244";"MI-PAA";"Problémy a algoritmy";"MI-ZI.2";"Znalostní inženýrství - verze pro ty, kteří se zapsali v roce 2012";"5";"PO";"P";"M";"Z,ZK";"CS";"3"
"1495306";"30004244";"MI-DIP";"Magisterská práce";"MI-ZI.2";"Znalostní inženýrství - verze pro ty, kteří se zapsali v roce 2012";"23";"P";"P";"M";"Z";"OO";"4"
"1435106";"30004244";"MI-PDD";"Předzpracování dat";"MI-ZI.2";"Znalostní inženýrství - verze pro ty, kteří se zapsali v roce 2012";"4";"PO";"P";"M";"Z,ZK";"CS";"1"
"1431906";"30004244";"MI-FLP";"Funkcionální a logické programování";"MI-ZI.2";"Znalostní inženýrství - verze pro ty, kteří se zapsali v roce 2012";"4";"PO";"P";"M";"Z,ZK";"CS";"2"
"1434606";"30004244";"MI-MPI";"Matematika pro informatiku";"MI-ZI.2";"Znalostní inženýrství - verze pro ty, kteří se zapsali v roce 2012";"7";"P";"P";"M";"Z,ZK";"CS";"1"
"1432806";"30004244";"MI-KDD";"Dobývání znalostí z databází";"MI-ZI.2";"Znalostní inženýrství - verze pro ty, kteří se zapsali v roce 2012";"4";"PO";"P";"M";"Z,ZK";"CS";"3"
"1435806";"30004244";"MI-IBE";"Informační bezpečnost";"MI-ZI.2";"Znalostní inženýrství - verze pro ty, kteří se zapsali v roce 2012";"2";"P";"P";"M";"ZK";"CS";"3"
"1431706";"30004244";"MI-PRM";"Projektové manažerství";"MI-ZI.2";"Znalostní inženýrství - verze pro ty, kteří se zapsali v roce 2012";"3";"P";"P";"M";"Z";"CS";"2"
"1806906";"30004244";"MI-SPI.1";"Statistika pro informatiku";"MI-ZI.2";"Znalostní inženýrství - verze pro ty, kteří se zapsali v roce 2012";"8";"P";"P";"M";"Z,ZK";"CS";"2"
"1800906";"30004244";"MI-KYB.1";"Kybernalita";"MI-ZI.2";"Znalostní inženýrství - verze pro ty, kteří se zapsali v roce 2012";"3";"P";"P";"M";"ZK";"CS";"1"
"1433106";"30004244";"MI-MVI";"Metody výpočetní inteligence";"MI-ZI.2";"Znalostní inženýrství - verze pro ty, kteří se zapsali v roce 2012";"4";"PO";"P";"M";"Z,ZK";"CS";"3"
"1435006";"30004244";"MI-PDB";"Pokročilé databázové systémy";"MI-ZI.2";"Znalostní inženýrství - verze pro ty, kteří se zapsali v roce 2012";"4";"PO";"P";"M";"Z,ZK";"CS";"2"
"1430706";"30004245";"MI-PAP";"Paralelní architektury počítačů";"MI-PSS.2";"Počítačové systémy a sítě - verze pro ty, kteří se zapsali v roce 2012";"4";"PO";"P";"M";"Z,ZK";"CS";"2"
"1495306";"30004245";"MI-DIP";"Magisterská práce";"MI-PSS.2";"Počítačové systémy a sítě - verze pro ty, kteří se zapsali v roce 2012";"23";"P";"P";"M";"Z";"OO";"4"
"1434506";"30004245";"MI-MDW";"Webové služby a middleware";"MI-PSS.2";"Počítačové systémy a sítě - verze pro ty, kteří se zapsali v roce 2012";"4";"PO";"P";"M";"Z,ZK";"CS";"1"
"1434106";"30004245";"MI-DSV";"Distribuované systémy a výpočty";"MI-PSS.2";"Počítačové systémy a sítě - verze pro ty, kteří se zapsali v roce 2012";"4";"PO";"P";"M";"Z,ZK";"CS";"3"
"1433706";"30004245";"MI-BPS";"Bezdrátové počítačové sítě";"MI-PSS.2";"Počítačové systémy a sítě - verze pro ty, kteří se zapsali v roce 2012";"4";"PO;";"P";"M";"Z,ZK";"CS";"2"
"1432506";"30004245";"MI-PAA";"Problémy a algoritmy";"MI-PSS.2";"Počítačové systémy a sítě - verze pro ty, kteří se zapsali v roce 2012";"5";"PO";"P";"M";"Z,ZK";"CS";"3"
"2335806";"30004245";"MI-TES.2";"Teorie systémů";"MI-PSS.2";"Počítačové systémy a sítě - verze pro ty, kteří se zapsali v roce 2012";"4";"P";"P";"M";"Z,ZK";"CS";"1"
"1499406";"30004245";"MI-MPR";"Magisterský projekt";"MI-PSS.2";"Počítačové systémy a sítě - verze pro ty, kteří se zapsali v roce 2012";"7";"P";"P";"M";"Z";"";"3"
"1800906";"30004245";"MI-KYB.1";"Kybernalita";"MI-PSS.2";"Počítačové systémy a sítě - verze pro ty, kteří se zapsali v roce 2012";"3";"P";"P";"M";"ZK";"CS";"1"
"1492306";"30004245";"MI-SIB";"Síťová bezpečnost";"MI-PSS.2";"Počítačové systémy a sítě - verze pro ty, kteří se zapsali v roce 2012";"4";"PO";"P";"M";"Z,ZK";"CS";"3"
"1435806";"30004245";"MI-IBE";"Informační bezpečnost";"MI-PSS.2";"Počítačové systémy a sítě - verze pro ty, kteří se zapsali v roce 2012";"2";"P";"P";"M";"ZK";"CS";"3"
"1434606";"30004245";"MI-MPI";"Matematika pro informatiku";"MI-PSS.2";"Počítačové systémy a sítě - verze pro ty, kteří se zapsali v roce 2012";"7";"P";"P";"M";"Z,ZK";"CS";"1"
"1431706";"30004245";"MI-PRM";"Projektové manažerství";"MI-PSS.2";"Počítačové systémy a sítě - verze pro ty, kteří se zapsali v roce 2012";"3";"P";"P";"M";"Z";"CS";"2"
"1806906";"30004245";"MI-SPI.1";"Statistika pro informatiku";"MI-PSS.2";"Počítačové systémy a sítě - verze pro ty, kteří se zapsali v roce 2012";"8";"P";"P";"M";"Z,ZK";"CS";"2"
"1431106";"30004245";"MI-POA";"Pokročilé architektury počítačových systémů";"MI-PSS.2";"Počítačové systémy a sítě - verze pro ty, kteří se zapsali v roce 2012";"4";"PZ";"P";"M";"Z,ZK";"CS";"2"
"1432206";"30004245";"MI-MTI";"Moderní technologie Internetu";"MI-PSS.2";"Počítačové systémy a sítě - verze pro ty, kteří se zapsali v roce 2012";"4";"PO";"P";"M";"Z,ZK";"CS";"1"
"1806806";"30004298";"MIE-SPI.1";"Statistics for Informatics";"MIE-SPOL.2";"Master Informatics, Presented in English, Version 2012";"8";"P";"P";"M";"Z,ZK";"EN";"2"
"1499406";"30004298";"MI-MPR";"Magisterský projekt";"MIE-SPOL.2";"Master Informatics, Presented in English, Version 2012";"7";"P";"P";"M";"Z";"";"3"
"1441006";"30004298";"MIE-IBE";"Information Security";"MIE-SPOL.2";"Master Informatics, Presented in English, Version 2012";"2";"P;V;";"";"M";"ZK";"EN";"3"
"1800806";"30004298";"MIE-KYB.1";"Cybernality";"MIE-SPOL.2";"Master Informatics, Presented in English, Version 2012";"3";"P";"P";"M";"ZK";"EN";"1"
"1436906";"30004298";"MIE-PRM";"Project Management";"MIE-SPOL.2";"Master Informatics, Presented in English, Version 2012";"3";"P";"P";"M";"Z";"EN";"2"
"1439806";"30004298";"MIE-MPI";"Mathematics for Informatics";"MIE-SPOL.2";"Master Informatics, Presented in English, Version 2012";"7";"P";"";"M";"Z,ZK";"EN";"1"
"2388906";"30004298";"MIE-TES.2";"Systems Theory";"MIE-SPOL.2";"Master Informatics, Presented in English, Version 2012";"4";"P";"P";"M";"Z,ZK";"EN";"1"
"1495406";"30004298";"MIE-DIP";"Diploma Project";"MIE-SPOL.2";"Master Informatics, Presented in English, Version 2012";"23";"P";"P";"M";"Z";"EN";"4"
"1436306";"30004305";"MIE-POA";"Advanced Computer System Architectures";"MIE-WSI-WI.2";"Web Engineering, Presented in English, Version 2012";"4";"PO";"P";"M";"Z,ZK";"EN";"2"
"1800806";"30004305";"MIE-KYB.1";"Cybernality";"MIE-WSI-WI.2";"Web Engineering, Presented in English, Version 2012";"3";"P";"P";"M";"ZK";"EN";"1"
"1439706";"30004305";"MIE-MDW";"Web Services and Middleware";"MIE-WSI-WI.2";"Web Engineering, Presented in English, Version 2012";"4";"PO";"P";"M";"Z,ZK";"EN";"1"
"1437706";"30004305";"MIE-PAA";"Problems and Algorithms";"MIE-WSI-WI.2";"Web Engineering, Presented in English, Version 2012";"5";"PO";"";"M";"Z,ZK";"EN";"3"
"1441006";"30004305";"MIE-IBE";"Information Security";"MIE-WSI-WI.2";"Web Engineering, Presented in English, Version 2012";"2";"P;V;";"";"M";"ZK";"EN";"3"
"1436906";"30004305";"MIE-PRM";"Project Management";"MIE-WSI-WI.2";"Web Engineering, Presented in English, Version 2012";"3";"P";"P";"M";"Z";"EN";"2"
"1439806";"30004305";"MIE-MPI";"Mathematics for Informatics";"MIE-WSI-WI.2";"Web Engineering, Presented in English, Version 2012";"7";"P";"";"M";"Z,ZK";"EN";"1"
"1806806";"30004305";"MIE-SPI.1";"Statistics for Informatics";"MIE-WSI-WI.2";"Web Engineering, Presented in English, Version 2012";"8";"P";"P";"M";"Z,ZK";"EN";"2"
"2388906";"30004305";"MIE-TES.2";"Systems Theory";"MIE-WSI-WI.2";"Web Engineering, Presented in English, Version 2012";"4";"P";"P";"M";"Z,ZK";"EN";"1"
"1499406";"30004305";"MI-MPR";"Magisterský projekt";"MIE-WSI-WI.2";"Web Engineering, Presented in English, Version 2012";"7";"P";"P";"M";"Z";"";"3"
"1439006";"30004305";"MIE-DDW";"Web Data Mining";"MIE-WSI-WI.2";"Web Engineering, Presented in English, Version 2012";"4";"PO";"P";"M";"Z,ZK";"EN";"2"
"1438106";"30004305";"MIE-NUR";"User Interface Design";"MIE-WSI-WI.2";"Web Engineering, Presented in English, Version 2012";"4";"PO";"P";"M";"Z,ZK";"EN";"3"
"1440506";"30004305";"MIE-SWE";"Semantic Web";"MIE-WSI-WI.2";"Web Engineering, Presented in English, Version 2012";"4";"PO";"P";"M";"Z,ZK";"EN";"3"
"1440706";"30004305";"MIE-VMW";"Retrieval of Multimedia Content on the Web";"MIE-WSI-WI.2";"Web Engineering, Presented in English, Version 2012";"4";"PO";"P";"M";"KZ";"EN";"1"
"1440806";"30004305";"MIE-W20";"Web 2.0";"MIE-WSI-WI.2";"Web Engineering, Presented in English, Version 2012";"4";"PO";"P";"M";"Z,ZK";"EN";"2"
"1495406";"30004305";"MIE-DIP";"Diploma Project";"MIE-WSI-WI.2";"Web Engineering, Presented in English, Version 2012";"23";"P";"P";"M";"Z";"EN";"4"
"1495406";"30004306";"MIE-DIP";"Diploma Project";"MIE-ZI.2";"Knowledge Engineering, Presented in English, Version 2012";"23";"P";"P";"M";"Z";"EN";"4"
"1499406";"30004306";"MI-MPR";"Magisterský projekt";"MIE-ZI.2";"Knowledge Engineering, Presented in English, Version 2012";"7";"P";"P";"M";"Z";"";"3"
"2388906";"30004306";"MIE-TES.2";"Systems Theory";"MIE-ZI.2";"Knowledge Engineering, Presented in English, Version 2012";"4";"P";"P";"M";"Z,ZK";"EN";"1"
"1806806";"30004306";"MIE-SPI.1";"Statistics for Informatics";"MIE-ZI.2";"Knowledge Engineering, Presented in English, Version 2012";"8";"P";"P";"M";"Z,ZK";"EN";"2"
"1439806";"30004306";"MIE-MPI";"Mathematics for Informatics";"MIE-ZI.2";"Knowledge Engineering, Presented in English, Version 2012";"7";"P";"";"M";"Z,ZK";"EN";"1"
"1436906";"30004306";"MIE-PRM";"Project Management";"MIE-ZI.2";"Knowledge Engineering, Presented in English, Version 2012";"3";"P";"P";"M";"Z";"EN";"2"
"1441006";"30004306";"MIE-IBE";"Information Security";"MIE-ZI.2";"Knowledge Engineering, Presented in English, Version 2012";"2";"P;V;";"";"M";"ZK";"EN";"3"
"1438406";"30004306";"MIE-ROZ";"Pattern Recognition";"MIE-ZI.2";"Knowledge Engineering, Presented in English, Version 2012";"4";"PO";"P";"M";"Z,ZK";"EN";"1"
"1438206";"30004306";"MIE-PIS";"Advanced Information Systems";"MIE-ZI.2";"Knowledge Engineering, Presented in English, Version 2012";"4";"PO";"P";"M";"Z,ZK";"EN";"2"
"1440306";"30004306";"MIE-PDD";"Data Preprocessing";"MIE-ZI.2";"Knowledge Engineering, Presented in English, Version 2012";"4";"PO";"P";"M";"Z,ZK";"EN";"1"
"1440206";"30004306";"MIE-PDB";"Advanced Database Systems";"MIE-ZI.2";"Knowledge Engineering, Presented in English, Version 2012";"4";"PO";"P";"M";"Z,ZK";"EN";"2"
"1437706";"30004306";"MIE-PAA";"Problems and Algorithms";"MIE-ZI.2";"Knowledge Engineering, Presented in English, Version 2012";"5";"PO";"";"M";"Z,ZK";"EN";"3"
"1438306";"30004306";"MIE-MVI";"Computational Intelligence Methods";"MIE-ZI.2";"Knowledge Engineering, Presented in English, Version 2012";"4";"PO";"P";"M";"Z,ZK";"EN";"3"
"1438006";"30004306";"MIE-KDD";"Knowledge Discovery from Databases";"MIE-ZI.2";"Knowledge Engineering, Presented in English, Version 2012";"4";"PO";"P";"M";"Z,ZK";"EN";"3"
"1437106";"30004306";"MIE-FLP";"Functional and Logical Programming";"MIE-ZI.2";"Knowledge Engineering, Presented in English, Version 2012";"4";"P";"P";"M";"Z,ZK";"EN";"2"
"1800806";"30004306";"MIE-KYB.1";"Cybernality";"MIE-ZI.2";"Knowledge Engineering, Presented in English, Version 2012";"3";"P";"P";"M";"ZK";"EN";"1"
"2388906";"30004308";"MIE-TES.2";"Systems Theory";"MIE-PSS.2";"Computer Systems and Networks, Presented in English, Version 2012";"4";"P";"P";"M";"Z,ZK";"EN";"1"
"1495406";"30004308";"MIE-DIP";"Diploma Project";"MIE-PSS.2";"Computer Systems and Networks, Presented in English, Version 2012";"23";"P";"P";"M";"Z";"EN";"4"
"1800806";"30004308";"MIE-KYB.1";"Cybernality";"MIE-PSS.2";"Computer Systems and Networks, Presented in English, Version 2012";"3";"P";"P";"M";"ZK";"EN";"1"
"1438906";"30004308";"MIE-BPS";"Wireless Computer Networks";"MIE-PSS.2";"Computer Systems and Networks, Presented in English, Version 2012";"4";"V;";"";"M";"Z,ZK";"EN";"2"
"1439306";"30004308";"MIE-DSV";"Distributed Systems and Computing";"MIE-PSS.2";"Computer Systems and Networks, Presented in English, Version 2012";"4";"PO";"P";"M";"Z,ZK";"EN";"3"
"1439706";"30004308";"MIE-MDW";"Web Services and Middleware";"MIE-PSS.2";"Computer Systems and Networks, Presented in English, Version 2012";"4";"PO";"P";"M";"Z,ZK";"EN";"1"
"1437406";"30004308";"MIE-MTI";"Modern Internet Technologies";"MIE-PSS.2";"Computer Systems and Networks, Presented in English, Version 2012";"4";"PO";"P";"M";"Z,ZK";"EN";"1"
"1437706";"30004308";"MIE-PAA";"Problems and Algorithms";"MIE-PSS.2";"Computer Systems and Networks, Presented in English, Version 2012";"5";"PO";"";"M";"Z,ZK";"EN";"3"
"1435906";"30004308";"MIE-PAP";"Parallel Computer Architectures";"MIE-PSS.2";"Computer Systems and Networks, Presented in English, Version 2012";"4";"PO";"P";"M";"Z,ZK";"EN";"2"
"1436306";"30004308";"MIE-POA";"Advanced Computer System Architectures";"MIE-PSS.2";"Computer Systems and Networks, Presented in English, Version 2012";"4";"PO";"P";"M";"Z,ZK";"EN";"2"
"1495206";"30004308";"MIE-SIB";"Network Security";"MIE-PSS.2";"Computer Systems and Networks, Presented in English, Version 2012";"4";"PO";"P";"M";"Z,ZK";"EN";"3"
"1441006";"30004308";"MIE-IBE";"Information Security";"MIE-PSS.2";"Computer Systems and Networks, Presented in English, Version 2012";"2";"P;V;";"";"M";"ZK";"EN";"3"
"1436906";"30004308";"MIE-PRM";"Project Management";"MIE-PSS.2";"Computer Systems and Networks, Presented in English, Version 2012";"3";"P";"P";"M";"Z";"EN";"2"
"1439806";"30004308";"MIE-MPI";"Mathematics for Informatics";"MIE-PSS.2";"Computer Systems and Networks, Presented in English, Version 2012";"7";"P";"";"M";"Z,ZK";"EN";"1"
"1806806";"30004308";"MIE-SPI.1";"Statistics for Informatics";"MIE-PSS.2";"Computer Systems and Networks, Presented in English, Version 2012";"8";"P";"P";"M";"Z,ZK";"EN";"2"
"1499406";"30004308";"MI-MPR";"Magisterský projekt";"MIE-PSS.2";"Computer Systems and Networks, Presented in English, Version 2012";"7";"P";"P";"M";"Z";"";"3"
"1142806";"30004339";"BI-BAP";"Bakalářská práce";"BI-SPOL.1";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2011";"14";"P";"";"B";"Z";"CS";"6"
"1121406";"30004339";"BI-OSY";"Operační systémy";"BI-SPOL.1";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2011";"5";"P";"P";"B";"Z,ZK";"CS";"2"
"1122406";"30004339";"BI-DBS";"Databázové systémy";"BI-SPOL.1";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2011";"6";"P";"P";"B";"Z,ZK";"CS";"3"
"1121906";"30004339";"BI-TED";"Tvorba elektronické dokumentace";"BI-SPOL.1";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2011";"5";"P";"P";"B";"KZ";"CS";"2"
"1110806";"30004339";"BI-CAO";"Číslicové a analogové obvody";"BI-SPOL.1";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2011";"5";"P";"P";"B";"Z,ZK";"CS";"1"
"1124106";"30004339";"BI-ZDM";"Základy diskrétní matematiky";"BI-SPOL.1";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2011";"5";"P";"P";"B";"Z,ZK";"CS";"3"
"1124706";"30004339";"BI-BEZ";"Bezpečnost";"BI-SPOL.1";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2011";"6";"P";"P";"B";"Z,ZK";"CS";"4"
"1125306";"30004339";"BI-PPR";"Projekt, prezentace a rétorika";"BI-SPOL.1";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2011";"5";"P";"P";"B";"KZ";"CS";"5"
"1122106";"30004339";"BI-ZMA";"Základy matematické analýzy";"BI-SPOL.1";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2011";"6";"P";"P";"B";"Z,ZK";"CS";"1"
"1121206";"30004339";"BI-LIN";"Lineární algebra";"BI-SPOL.1";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2011";"7";"P";"P";"B";"Z,ZK";"CS";"2"
"1123206";"30004339";"BI-PSI";"Počítačové sítě";"BI-SPOL.1";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2011";"5";"P";"P";"B";"Z,ZK";"CS";"4"
"1121706";"30004339";"BI-PAI";"Právo a informatika";"BI-SPOL.1";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2011";"3";"P";"P";"B";"ZK";"CS";"1"
"1121306";"30004339";"BI-MLO";"Matematická logika";"BI-SPOL.1";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2011";"5";"P";"P";"B";"Z,ZK";"CS";"1"
"1121506";"30004339";"BI-PA1";"Programování a algoritmizace 1";"BI-SPOL.1";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2011";"6";"P";"P";"B";"Z,ZK";"CS";"1"
"1122006";"30004339";"BI-UOS";"Úvod do operačních systémů";"BI-SPOL.1";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2011";"5";"P";"P";"B";"KZ";"CS";"1"
"1122206";"30004339";"BI-AAG";"Automaty a gramatiky";"BI-SPOL.1";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2011";"6";"P";"P";"B";"Z,ZK";"CS";"3"
"1121606";"30004339";"BI-PA2";"Programování a algoritmizace 2";"BI-SPOL.1";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2011";"7";"P";"P";"B";"Z,ZK";"CS";"2"
"1121806";"30004339";"BI-SAP";"Struktura a architektura počítačů";"BI-SPOL.1";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2011";"6";"P";"P";"B";"Z,ZK";"CS";"2"
"1123306";"30004339";"BI-PST";"Pravděpodobnost a statistika";"BI-SPOL.1";"Informatika, plán pro fázi studia bez oboru - verze pro ty, kteří se zapsali v roce 2011";"5";"P";"P";"B";"Z,ZK";"CS";"5"
"1125306";"30004340";"BI-PPR";"Projekt, prezentace a rétorika";"BI-WM.1";"Web a multimedia - verze pro ty, kteří se zapsali v roce 2011";"5";"P";"P";"B";"KZ";"CS";"5"
"1123206";"30004340";"BI-PSI";"Počítačové sítě";"BI-WM.1";"Web a multimedia - verze pro ty, kteří se zapsali v roce 2011";"5";"P";"P";"B";"Z,ZK";"CS";"4"
"1121606";"30004340";"BI-PA2";"Programování a algoritmizace 2";"BI-WM.1";"Web a multimedia - verze pro ty, kteří se zapsali v roce 2011";"7";"P";"P";"B";"Z,ZK";"CS";"2"
"1121806";"30004340";"BI-SAP";"Struktura a architektura počítačů";"BI-WM.1";"Web a multimedia - verze pro ty, kteří se zapsali v roce 2011";"6";"P";"P";"B";"Z,ZK";"CS";"2"
"1121906";"30004340";"BI-TED";"Tvorba elektronické dokumentace";"BI-WM.1";"Web a multimedia - verze pro ty, kteří se zapsali v roce 2011";"5";"P";"P";"B";"KZ";"CS";"2"
"1122006";"30004340";"BI-UOS";"Úvod do operačních systémů";"BI-WM.1";"Web a multimedia - verze pro ty, kteří se zapsali v roce 2011";"5";"P";"P";"B";"KZ";"CS";"1"
"1122106";"30004340";"BI-ZMA";"Základy matematické analýzy";"BI-WM.1";"Web a multimedia - verze pro ty, kteří se zapsali v roce 2011";"6";"P";"P";"B";"Z,ZK";"CS";"1"
"1124106";"30004340";"BI-ZDM";"Základy diskrétní matematiky";"BI-WM.1";"Web a multimedia - verze pro ty, kteří se zapsali v roce 2011";"5";"P";"P";"B";"Z,ZK";"CS";"3"
"1142806";"30004340";"BI-BAP";"Bakalářská práce";"BI-WM.1";"Web a multimedia - verze pro ty, kteří se zapsali v roce 2011";"14";"P";"";"B";"Z";"CS";"6"
"1122206";"30004340";"BI-AAG";"Automaty a gramatiky";"BI-WM.1";"Web a multimedia - verze pro ty, kteří se zapsali v roce 2011";"6";"P";"P";"B";"Z,ZK";"CS";"3"
"1125906";"30004340";"BI-TUR";"Tvorba uživatelského rozhraní";"BI-WM.1";"Web a multimedia - verze pro ty, kteří se zapsali v roce 2011";"4";"PO";"P";"B";"Z,ZK";"CS";"6"
"1125106";"30004340";"BI-PGR";"Počítačová grafika";"BI-WM.1";"Web a multimedia - verze pro ty, kteří se zapsali v roce 2011";"6";"PO";"P";"B";"Z,ZK";"CS";"5"
"1123306";"30004340";"BI-PST";"Pravděpodobnost a statistika";"BI-WM.1";"Web a multimedia - verze pro ty, kteří se zapsali v roce 2011";"5";"P";"P";"B";"Z,ZK";"CS";"5"
"1122406";"30004340";"BI-DBS";"Databázové systémy";"BI-WM.1";"Web a multimedia - verze pro ty, kteří se zapsali v roce 2011";"6";"P";"P";"B";"Z,ZK";"CS";"3"
"1121206";"30004340";"BI-LIN";"Lineární algebra";"BI-WM.1";"Web a multimedia - verze pro ty, kteří se zapsali v roce 2011";"7";"P";"P";"B";"Z,ZK";"CS";"2"
"1121306";"30004340";"BI-MLO";"Matematická logika";"BI-WM.1";"Web a multimedia - verze pro ty, kteří se zapsali v roce 2011";"5";"P";"P";"B";"Z,ZK";"CS";"1"
"1810806";"30004340";"BI-WT1";"Webové technologie I";"BI-WM.1";"Web a multimedia - verze pro ty, kteří se zapsali v roce 2011";"5";"PO";"P";"B";"Z,ZK";"CS";"3"
"1123906";"30004340";"BI-VWM";"Vyhledávání na webu a v multimediálních databázích";"BI-WM.1";"Web a multimedia - verze pro ty, kteří se zapsali v roce 2011";"5";"PO";"P";"B";"Z,ZK";"CS";"4"
"1124706";"30004340";"BI-BEZ";"Bezpečnost";"BI-WM.1";"Web a multimedia - verze pro ty, kteří se zapsali v roce 2011";"6";"P";"P";"B";"Z,ZK";"CS";"4"
"1121406";"30004340";"BI-OSY";"Operační systémy";"BI-WM.1";"Web a multimedia - verze pro ty, kteří se zapsali v roce 2011";"5";"P";"P";"B";"Z,ZK";"CS";"2"
"1110806";"30004340";"BI-CAO";"Číslicové a analogové obvody";"BI-WM.1";"Web a multimedia - verze pro ty, kteří se zapsali v roce 2011";"5";"P";"P";"B";"Z,ZK";"CS";"1"
"1123406";"30004340";"BI-SI1";"Softwarové inženýrství I";"BI-WM.1";"Web a multimedia - verze pro ty, kteří se zapsali v roce 2011";"5";"PO";"P";"B";"ZK";"CS";"5"
"2055206";"30004340";"BI-WT2";"Webové  technologie 2";"BI-WM.1";"Web a multimedia - verze pro ty, kteří se zapsali v roce 2011";"5";"PO";"P";"B";"Z,ZK";"CS";"4"
"1121706";"30004340";"BI-PAI";"Právo a informatika";"BI-WM.1";"Web a multimedia - verze pro ty, kteří se zapsali v roce 2011";"3";"P";"P";"B";"ZK";"CS";"1"
"1121506";"30004340";"BI-PA1";"Programování a algoritmizace 1";"BI-WM.1";"Web a multimedia - verze pro ty, kteří se zapsali v roce 2011";"6";"P";"P";"B";"Z,ZK";"CS";"1"
"1122906";"30004340";"BI-MGA";"Multimediální a grafické aplikace";"BI-WM.1";"Web a multimedia - verze pro ty, kteří se zapsali v roce 2011";"5";"PO";"P";"B";"Z,ZK";"CS";"3"
"1122706";"30004341";"BI-GRA";"Grafové algoritmy a základy teorie složitosti";"BI-TI.2";"Teoretická informatika - verze pro ty, kteří se zapsali v roce 2012";"5";"PO";"P";"B";"Z,ZK";"CS";"4"
"1124706";"30004341";"BI-BEZ";"Bezpečnost";"BI-TI.2";"Teoretická informatika - verze pro ty, kteří se zapsali v roce 2012";"6";"P";"P";"B";"Z,ZK";"CS";"4"
"1123306";"30004341";"BI-PST";"Pravděpodobnost a statistika";"BI-TI.2";"Teoretická informatika - verze pro ty, kteří se zapsali v roce 2012";"5";"P";"P";"B";"Z,ZK";"CS";"5"
"1126006";"30004341";"BI-VZD";"Vytěžování znalostí z dat";"BI-TI.2";"Teoretická informatika - verze pro ty, kteří se zapsali v roce 2012";"4";"PO";"P";"B";"Z,ZK";"CS";"6"
"1121506";"30004341";"BI-PA1";"Programování a algoritmizace 1";"BI-TI.2";"Teoretická informatika - verze pro ty, kteří se zapsali v roce 2012";"6";"P";"P";"B";"Z,ZK";"CS";"1"
"1121906";"30004341";"BI-TED";"Tvorba elektronické dokumentace";"BI-TI.2";"Teoretická informatika - verze pro ty, kteří se zapsali v roce 2012";"5";"P";"P";"B";"KZ";"CS";"2"
